anno,date,weekday,evento
2029,2029-04-02,Monday,Lunedì dell'Angelo
2029,2029-04-08,Sunday,2° Domenica di Pasqua o della Divina Misericordia (dom. in Albis)
2029,2029-04-09,Monday,Festa dell'Annunciazione
2029,2029-04-15,Sunday,3° Domenica di Pasqua (Misericordias Domini)
2029,2029-04-22,Sunday,4° Domenica di Pasqua (Jubilate)
2029,2029-04-29,Sunday,5° Domenica di Pasqua (Cantate)
2029,2029-05-01,Tuesday,San Giuseppe Lavoratore
2029,2029-05-06,Sunday,6° Domenica di Pasqua (Rogate - Vocem jocunditatis)
2029,2029-05-11,Friday,Inizio Novena di Pentecoste
2029,2029-05-13,Sunday,Ascensione di Gesù
2029,2029-05-20,Sunday,Pentecoste
2029,2029-05-27,Sunday,Solennità della Santissima Trinità
2029,2029-05-31,Thursday,Visitazione della Beata Vergine Maria
2029,2029-06-03,Sunday,Santissimo Corpo e Sangue di Cristo
2029,2029-06-08,Friday,Santissimo Cuore di Gesù
2029,2029-06-10,Sunday,10° D.T.O.
2029,2029-06-17,Sunday,11° D.T.O.
2029,2029-06-24,Sunday,Natività di San Giovanni Battista
2029,2029-06-29,Friday,Santi Pietro e Paolo Apostoli
2029,2029-07-01,Sunday,13° D.T.O.
2029,2029-07-08,Sunday,14° D.T.O.
2029,2029-07-15,Sunday,15° D.T.O.
2029,2029-07-16,Monday,Beata Vergine Maria del Monte Carmelo
2029,2029-07-22,Sunday,16° D.T.O.
2029,2029-07-25,Wednesday,San Giacomo
2029,2029-07-29,Sunday,17° D.T.O.
2029,2029-08-05,Sunday,18° D.T.O.
2029,2029-08-06,Monday,Trasfigurazione del Signore
2029,2029-08-12,Sunday,19° D.T.O.
2029,2029-08-15,Wednesday,Assunzione della Beata Vergine Maria
2029,2029-08-19,Sunday,20° D.T.O.
2029,2029-08-26,Sunday,21° D.T.O.
2029,2029-09-02,Sunday,22° D.T.O.
2029,2029-09-08,Saturday,Natività della Beata Vergine Maria
2029,2029-09-09,Sunday,23° D.T.O.
2029,2029-09-12,Wednesday,Santissimo nome di Maria
2029,2029-09-14,Friday,Esaltazione della Santa Croce
2029,2029-09-16,Sunday,24° D.T.O.
2029,2029-09-23,Sunday,25° D.T.O.
2029,2029-09-30,Sunday,26° D.T.O.
2029,2029-10-07,Sunday,27° D.T.O.
2029,2029-10-07,Sunday,Madonna del Rosario
2029,2029-10-14,Sunday,28° D.T.O.
2029,2029-10-21,Sunday,29° D.T.O.
2029,2029-10-24,Wednesday,Inizio Novena dei morti
2029,2029-10-28,Sunday,30° D.T.O.
2029,2029-11-01,Thursday,Solennità di tutti i Santi
2029,2029-11-02,Friday,Commemorazione dei defunti
2029,2029-11-04,Sunday,31° D.T.O.
2029,2029-11-09,Friday,Dedicazione Basilica Lateranense
2029,2029-11-11,Sunday,32° D.T.O.
2029,2029-11-18,Sunday,33° D.T.O.
2029,2029-11-21,Wednesday,Presentazione della Beata Vergine Maria
2029,2029-11-22,Thursday,Santa Cecilia patrona musica
2029,2029-11-25,Sunday,34° D.T.O. - Solennità di Cristo Re
2029,2029-11-29,Thursday,Inizio Novena all'immacolata
2029,2029-12-02,Sunday,1° Domenica di Avvento
2029,2029-12-08,Saturday,Immacolata Concezione
2029,2029-12-09,Sunday,2° Domenica di Avvento
2029,2029-12-10,Monday,Madonna di Loreto
2029,2029-12-13,Thursday,Santa Lucia
2029,2029-12-16,Sunday,3° Domenica di Avvento - Gaudete
2029,2029-12-16,Sunday,Inizio Novena di Natale
2029,2029-12-23,Sunday,4° Domenica di Avvento
2029,2029-12-25,Tuesday,Natale del Signore
2029,2029-12-26,Wednesday,Santo Stefano
2029,2029-12-30,Sunday,Festa della Sacra Famiglia
2029,2029-12-31,Monday,Messa di Ringraziamento
2030,2030-01-01,Tuesday,Maria Santissima Madre di Dio
2030,2030-01-01,Tuesday,Giornata mondiale della pace
2030,2030-01-03,Thursday,Santissimo nome di Gesù
2030,2030-01-06,Sunday,Epifania del Signore
2030,2030-01-13,Sunday,Battesimo del Signore
2030,2030-01-20,Sunday,2° D.T.O.
2030,2030-01-25,Friday,Conversione di San Paolo apostolo
2030,2030-01-27,Sunday,3° D.T.O.
2030,2030-02-02,Saturday,Presentazione del Signore (Candelora)
2030,2030-02-03,Sunday,4° D.T.O.
2030,2030-02-10,Sunday,5° D.T.O.
2030,2030-02-11,Monday,Madonna di Lourdes
2030,2030-02-17,Sunday,6° D.T.O.
2030,2030-02-22,Friday,Cattedra di San Pietro Apostolo
2030,2030-02-24,Sunday,7° D.T.O.
2030,2030-03-03,Sunday,8° D.T.O.
2030,2030-03-06,Wednesday,Mercoledì delle ceneri
2030,2030-03-10,Sunday,1° Domenica di Quaresima
2030,2030-03-17,Sunday,2° Domenica di Quaresima
2030,2030-03-19,Tuesday,Solennità di San Giuseppe
2030,2030-03-24,Sunday,3° Domenica di Quaresima
2030,2030-03-25,Monday,Festa dell'Annunciazione
2030,2030-03-31,Sunday,Domenica Laetare
2030,2030-04-07,Sunday,5° Domenica di Quaresima
2030,2030-04-14,Sunday,Domenica delle Palme
2030,2030-04-15,Monday,Lunedì della settimana Santa
2030,2030-04-16,Tuesday,Martedì della settimana Santa
2030,2030-04-17,Wednesday,Mercoledì della settimana Santa
2030,2030-04-18,Thursday,Giovedì Santo (Messa del Crisma)
2030,2030-04-18,Thursday,Giovedì Santo (In Cena Domini)
2030,2030-04-19,Friday,Venerdì Santo (Passione del Signore)
2030,2030-04-19,Friday,Inizio Novena alla Divina Misericordia
2030,2030-04-20,Saturday,Sabato Santo
2030,2030-04-21,Sunday,Pasqua - Risurrezione del Signore
2030,2030-04-22,Monday,Lunedì dell'Angelo
2030,2030-04-28,Sunday,2° Domenica di Pasqua o della Divina Misericordia (dom. in Albis)
2030,2030-05-01,Wednesday,San Giuseppe Lavoratore
2030,2030-05-05,Sunday,3° Domenica di Pasqua (Misericordias Domini)
2030,2030-05-12,Sunday,4° Domenica di Pasqua (Jubilate)
2030,2030-05-19,Sunday,5° Domenica di Pasqua (Cantate)
2030,2030-05-26,Sunday,6° Domenica di Pasqua (Rogate - Vocem jocunditatis)
2030,2030-05-31,Friday,Visitazione della Beata Vergine Maria
2030,2030-05-31,Friday,Inizio Novena di Pentecoste
2030,2030-06-02,Sunday,Ascensione di Gesù
2030,2030-06-09,Sunday,Pentecoste
2030,2030-06-16,Sunday,Solennità della Santissima Trinità
2030,2030-06-23,Sunday,Santissimo Corpo e Sangue di Cristo
2030,2030-06-24,Monday,Natività di San Giovanni Battista
2030,2030-06-28,Friday,Santissimo Cuore di Gesù
2030,2030-06-29,Saturday,Santi Pietro e Paolo Apostoli
2030,2030-06-30,Sunday,13° D.T.O.
2030,2030-07-07,Sunday,14° D.T.O.
2030,2030-07-14,Sunday,15° D.T.O.
2030,2030-07-16,Tuesday,Beata Vergine Maria del Monte Carmelo
2030,2030-07-21,Sunday,16° D.T.O.
2030,2030-07-25,Thursday,San Giacomo
2030,2030-07-28,Sunday,17° D.T.O.
2030,2030-08-04,Sunday,18° D.T.O.
2030,2030-08-06,Tuesday,Trasfigurazione del Signore
2030,2030-08-11,Sunday,19° D.T.O.
2030,2030-08-15,Thursday,Assunzione della Beata Vergine Maria
2030,2030-08-18,Sunday,20° D.T.O.
2030,2030-08-25,Sunday,21° D.T.O.
2030,2030-09-01,Sunday,22° D.T.O.
2030,2030-09-08,Sunday,Natività della Beata Vergine Maria
2030,2030-09-12,Thursday,Santissimo nome di Maria
2030,2030-09-14,Saturday,Esaltazione della Santa Croce
2030,2030-09-15,Sunday,24° D.T.O.
2030,2030-09-22,Sunday,25° D.T.O.
2030,2030-09-29,Sunday,26° D.T.O.
2030,2030-10-06,Sunday,27° D.T.O.
2030,2030-10-07,Monday,Madonna del Rosario
2030,2030-10-13,Sunday,28° D.T.O.
2030,2030-10-20,Sunday,29° D.T.O.
2030,2030-10-24,Thursday,Inizio Novena dei morti
2030,2030-10-27,Sunday,30° D.T.O.
2030,2030-11-01,Friday,Solennità di tutti i Santi
2030,2030-11-02,Saturday,Commemorazione dei defunti
2030,2030-11-03,Sunday,31° D.T.O.
2030,2030-11-09,Saturday,Dedicazione Basilica Lateranense
2030,2030-11-10,Sunday,32° D.T.O.
2030,2030-11-17,Sunday,33° D.T.O.
2030,2030-11-21,Thursday,Presentazione della Beata Vergine Maria
2030,2030-11-22,Friday,Santa Cecilia patrona musica
2030,2030-11-24,Sunday,34° D.T.O. - Solennità di Cristo Re
2030,2030-11-29,Friday,Inizio Novena all'immacolata
2030,2030-12-01,Sunday,1° Domenica di Avvento
2030,2030-12-08,Sunday,Immacolata Concezione
2030,2030-12-08,Sunday,2° Domenica di Avvento
2030,2030-12-10,Tuesday,Madonna di Loreto
2030,2030-12-13,Friday,Santa Lucia
2030,2030-12-15,Sunday,3° Domenica di Avvento - Gaudete
2030,2030-12-16,Monday,Inizio Novena di Natale
2030,2030-12-22,Sunday,4° Domenica di Avvento
2030,2030-12-25,Wednesday,Natale del Signore
2030,2030-12-26,Thursday,Santo Stefano
2030,2030-12-29,Sunday,Festa della Sacra Famiglia
2030,2030-12-31,Tuesday,Messa di Ringraziamento
2031,2031-01-01,Wednesday,Maria Santissima Madre di Dio
2031,2031-01-01,Wednesday,Giornata mondiale della pace
2031,2031-01-03,Friday,Santissimo nome di Gesù
2031,2031-01-06,Monday,Epifania del Signore
2031,2031-01-12,Sunday,Battesimo del Signore
2031,2031-01-19,Sunday,2° D.T.O.
2031,2031-01-25,Saturday,Conversione di San Paolo apostolo
2031,2031-01-26,Sunday,3° D.T.O.
2031,2031-02-02,Sunday,Presentazione del Signore (Candelora)
2031,2031-02-09,Sunday,5° D.T.O.
2031,2031-02-11,Tuesday,Madonna di Lourdes
2031,2031-02-16,Sunday,6° D.T.O.
2031,2031-02-22,Saturday,Cattedra di San Pietro Apostolo
2031,2031-02-23,Sunday,7° D.T.O.
2031,2031-02-26,Wednesday,Mercoledì delle ceneri
2031,2031-03-02,Sunday,1° Domenica di Quaresima
2031,2031-03-09,Sunday,2° Domenica di Quaresima
2031,2031-03-16,Sunday,3° Domenica di Quaresima
2031,2031-03-19,Wednesday,Solennità di San Giuseppe
2031,2031-03-23,Sunday,Domenica Laetare
2031,2031-03-25,Tuesday,Festa dell'Annunciazione
2031,2031-03-30,Sunday,5° Domenica di Quaresima
2031,2031-04-06,Sunday,Domenica delle Palme
2031,2031-04-07,Monday,Lunedì della settimana Santa
2031,2031-04-08,Tuesday,Martedì della settimana Santa
2031,2031-04-09,Wednesday,Mercoledì della settimana Santa
2031,2031-04-10,Thursday,Giovedì Santo (Messa del Crisma)
2031,2031-04-10,Thursday,Giovedì Santo (In Cena Domini)
2031,2031-04-11,Friday,Venerdì Santo (Passione del Signore)
2031,2031-04-11,Friday,Inizio Novena alla Divina Misericordia
2031,2031-04-12,Saturday,Sabato Santo
2031,2031-04-13,Sunday,Pasqua - Risurrezione del Signore
2031,2031-04-14,Monday,Lunedì dell'Angelo
2031,2031-04-20,Sunday,2° Domenica di Pasqua o della Divina Misericordia (dom. in Albis)
2031,2031-04-27,Sunday,3° Domenica di Pasqua (Misericordias Domini)
2031,2031-05-01,Thursday,San Giuseppe Lavoratore
2031,2031-05-04,Sunday,4° Domenica di Pasqua (Jubilate)
2031,2031-05-11,Sunday,5° Domenica di Pasqua (Cantate)
2031,2031-05-18,Sunday,6° Domenica di Pasqua (Rogate - Vocem jocunditatis)
2031,2031-05-23,Friday,Inizio Novena di Pentecoste
2031,2031-05-25,Sunday,Ascensione di Gesù
2031,2031-05-31,Saturday,Visitazione della Beata Vergine Maria
2031,2031-06-01,Sunday,Pentecoste
2031,2031-06-08,Sunday,Solennità della Santissima Trinità
2031,2031-06-15,Sunday,Santissimo Corpo e Sangue di Cristo
2031,2031-06-20,Friday,Santissimo Cuore di Gesù
2031,2031-06-22,Sunday,12° D.T.O.
2031,2031-06-24,Tuesday,Natività di San Giovanni Battista
2031,2031-06-29,Sunday,Santi Pietro e Paolo Apostoli
2031,2031-07-06,Sunday,14° D.T.O.
2031,2031-07-13,Sunday,15° D.T.O.
2031,2031-07-16,Wednesday,Beata Vergine Maria del Monte Carmelo
2031,2031-07-20,Sunday,16° D.T.O.
2031,2031-07-25,Friday,San Giacomo
2031,2031-07-27,Sunday,17° D.T.O.
2031,2031-08-03,Sunday,18° D.T.O.
2031,2031-08-06,Wednesday,Trasfigurazione del Signore
2031,2031-08-10,Sunday,19° D.T.O.
2031,2031-08-15,Friday,Assunzione della Beata Vergine Maria
2031,2031-08-17,Sunday,20° D.T.O.
2031,2031-08-24,Sunday,21° D.T.O.
2031,2031-08-31,Sunday,22° D.T.O.
2031,2031-09-07,Sunday,23° D.T.O.
2031,2031-09-08,Monday,Natività della Beata Vergine Maria
2031,2031-09-12,Friday,Santissimo nome di Maria
2031,2031-09-14,Sunday,Esaltazione della Santa Croce
2031,2031-09-21,Sunday,25° D.T.O.
2031,2031-09-28,Sunday,26° D.T.O.
2031,2031-10-05,Sunday,27° D.T.O.
2031,2031-10-07,Tuesday,Madonna del Rosario
2031,2031-10-12,Sunday,28° D.T.O.
2031,2031-10-19,Sunday,29° D.T.O.
2031,2031-10-24,Friday,Inizio Novena dei morti
2031,2031-10-26,Sunday,30° D.T.O.
2031,2031-11-01,Saturday,Solennità di tutti i Santi
2031,2031-11-02,Sunday,31° D.T.O.
2031,2031-11-02,Sunday,Commemorazione dei defunti
2031,2031-11-09,Sunday,Dedicazione Basilica Lateranense
2031,2031-11-16,Sunday,33° D.T.O.
2031,2031-11-21,Friday,Presentazione della Beata Vergine Maria
2031,2031-11-22,Saturday,Santa Cecilia patrona musica
2031,2031-11-23,Sunday,34° D.T.O. - Solennità di Cristo Re
2031,2031-11-29,Saturday,Inizio Novena all'immacolata
2031,2031-11-30,Sunday,1° Domenica di Avvento
2031,2031-12-07,Sunday,2° Domenica di Avvento
2031,2031-12-08,Monday,Immacolata Concezione
2031,2031-12-10,Wednesday,Madonna di Loreto
2031,2031-12-13,Saturday,Santa Lucia
2031,2031-12-14,Sunday,3° Domenica di Avvento - Gaudete
2031,2031-12-16,Tuesday,Inizio Novena di Natale
2031,2031-12-21,Sunday,4° Domenica di Avvento
2031,2031-12-25,Thursday,Natale del Signore
2031,2031-12-26,Friday,Santo Stefano
2031,2031-12-28,Sunday,Festa della Sacra Famiglia
2031,2031-12-31,Wednesday,Messa di Ringraziamento
2032,2032-01-01,Thursday,Maria Santissima Madre di Dio
2032,2032-01-01,Thursday,Giornata mondiale della pace
2032,2032-01-03,Saturday,Santissimo nome di Gesù
2032,2032-01-06,Tuesday,Epifania del Signore
2032,2032-01-11,Sunday,Battesimo del Signore
2032,2032-01-18,Sunday,2° D.T.O.
2032,2032-01-25,Sunday,Conversione di San Paolo apostolo
2032,2032-02-01,Sunday,4° D.T.O.
2032,2032-02-02,Monday,Presentazione del Signore (Candelora)
2032,2032-02-08,Sunday,5° D.T.O.
2032,2032-02-11,Wednesday,Mercoledì delle ceneri
2032,2032-02-11,Wednesday,Madonna di Lourdes
2032,2032-02-15,Sunday,1° Domenica di Quaresima
2032,2032-02-22,Sunday,Cattedra di San Pietro Apostolo
2032,2032-02-22,Sunday,2° Domenica di Quaresima
2032,2032-02-29,Sunday,3° Domenica di Quaresima
2032,2032-03-07,Sunday,Domenica Laetare
2032,2032-03-14,Sunday,5° Domenica di Quaresima
2032,2032-03-19,Friday,Solennità di San Giuseppe
2032,2032-03-21,Sunday,Domenica delle Palme
2032,2032-03-22,Monday,Lunedì della settimana Santa
2032,2032-03-23,Tuesday,Martedì della settimana Santa
2032,2032-03-24,Wednesday,Mercoledì della settimana Santa
2032,2032-03-25,Thursday,Giovedì Santo (Messa del Crisma)
2032,2032-03-25,Thursday,Giovedì Santo (In Cena Domini)
2032,2032-03-26,Friday,Venerdì Santo (Passione del Signore)
2032,2032-03-26,Friday,Inizio Novena alla Divina Misericordia
2032,2032-03-27,Saturday,Sabato Santo
2032,2032-03-28,Sunday,Pasqua - Risurrezione del Signore
2032,2032-03-29,Monday,Lunedì dell'Angelo
2032,2032-04-04,Sunday,2° Domenica di Pasqua o della Divina Misericordia (dom. in Albis)
2032,2032-04-05,Monday,Festa dell'Annunciazione
2032,2032-04-11,Sunday,3° Domenica di Pasqua (Misericordias Domini)
2032,2032-04-18,Sunday,4° Domenica di Pasqua (Jubilate)
2032,2032-04-25,Sunday,5° Domenica di Pasqua (Cantate)
2032,2032-05-01,Saturday,San Giuseppe Lavoratore
2032,2032-05-02,Sunday,6° Domenica di Pasqua (Rogate - Vocem jocunditatis)
2032,2032-05-07,Friday,Inizio Novena di Pentecoste
2032,2032-05-09,Sunday,Ascensione di Gesù
2032,2032-05-16,Sunday,Pentecoste
2032,2032-05-23,Sunday,Solennità della Santissima Trinità
2032,2032-05-30,Sunday,Santissimo Corpo e Sangue di Cristo
2032,2032-05-31,Monday,Visitazione della Beata Vergine Maria
2032,2032-06-04,Friday,Santissimo Cuore di Gesù
2032,2032-06-06,Sunday,10° D.T.O.
2032,2032-06-13,Sunday,11° D.T.O.
2032,2032-06-20,Sunday,12° D.T.O.
2032,2032-06-24,Thursday,Natività di San Giovanni Battista
2032,2032-06-27,Sunday,13° D.T.O.
2032,2032-06-29,Tuesday,Santi Pietro e Paolo Apostoli
2032,2032-07-04,Sunday,14° D.T.O.
2032,2032-07-11,Sunday,15° D.T.O.
2032,2032-07-16,Friday,Beata Vergine Maria del Monte Carmelo
2032,2032-07-18,Sunday,16° D.T.O.
2032,2032-07-25,Sunday,San Giacomo
2032,2032-08-01,Sunday,18° D.T.O.
2032,2032-08-06,Friday,Trasfigurazione del Signore
2032,2032-08-08,Sunday,19° D.T.O.
2032,2032-08-15,Sunday,Assunzione della Beata Vergine Maria
2032,2032-08-22,Sunday,21° D.T.O.
2032,2032-08-29,Sunday,22° D.T.O.
2032,2032-09-05,Sunday,23° D.T.O.
2032,2032-09-08,Wednesday,Natività della Beata Vergine Maria
2032,2032-09-12,Sunday,Santissimo nome di Maria
2032,2032-09-14,Tuesday,Esaltazione della Santa Croce
2032,2032-09-19,Sunday,25° D.T.O.
2032,2032-09-26,Sunday,26° D.T.O.
2032,2032-10-03,Sunday,27° D.T.O.
2032,2032-10-07,Thursday,Madonna del Rosario
2032,2032-10-10,Sunday,28° D.T.O.
2032,2032-10-17,Sunday,29° D.T.O.
2032,2032-10-24,Sunday,30° D.T.O.
2032,2032-10-24,Sunday,Inizio Novena dei morti
2032,2032-10-31,Sunday,31° D.T.O.
2032,2032-11-01,Monday,Solennità di tutti i Santi
2032,2032-11-02,Tuesday,Commemorazione dei defunti
2032,2032-11-07,Sunday,32° D.T.O.
2032,2032-11-09,Tuesday,Dedicazione Basilica Lateranense
2032,2032-11-14,Sunday,33° D.T.O.
2032,2032-11-21,Sunday,34° D.T.O. - Solennità di Cristo Re
2032,2032-11-21,Sunday,Presentazione della Beata Vergine Maria
2032,2032-11-22,Monday,Santa Cecilia patrona musica
2032,2032-11-28,Sunday,1° Domenica di Avvento
2032,2032-11-29,Monday,Inizio Novena all'immacolata
2032,2032-12-05,Sunday,2° Domenica di Avvento
2032,2032-12-08,Wednesday,Immacolata Concezione
2032,2032-12-10,Friday,Madonna di Loreto
2032,2032-12-12,Sunday,3° Domenica di Avvento - Gaudete
2032,2032-12-13,Monday,Santa Lucia
2032,2032-12-16,Thursday,Inizio Novena di Natale
2032,2032-12-19,Sunday,4° Domenica di Avvento
2032,2032-12-25,Saturday,Natale del Signore
2032,2032-12-26,Sunday,Santo Stefano
2032,2032-12-26,Sunday,Festa della Sacra Famiglia
2032,2032-12-31,Friday,Messa di Ringraziamento
2033,2033-01-01,Saturday,Maria Santissima Madre di Dio
2033,2033-01-01,Saturday,Giornata mondiale della pace
2033,2033-01-03,Monday,Santissimo nome di Gesù
2033,2033-01-06,Thursday,Epifania del Signore
2033,2033-01-09,Sunday,Battesimo del Signore
2033,2033-01-16,Sunday,2° D.T.O.
2033,2033-01-23,Sunday,3° D.T.O.
2033,2033-01-25,Tuesday,Conversione di San Paolo apostolo
2033,2033-01-30,Sunday,4° D.T.O.
2033,2033-02-02,Wednesday,Presentazione del Signore (Candelora)
2033,2033-02-06,Sunday,5° D.T.O.
2033,2033-02-11,Friday,Madonna di Lourdes
2033,2033-02-13,Sunday,6° D.T.O.
2033,2033-02-20,Sunday,7° D.T.O.
2033,2033-02-22,Tuesday,Cattedra di San Pietro Apostolo
2033,2033-02-27,Sunday,8° D.T.O.
2033,2033-03-02,Wednesday,Mercoledì delle ceneri
2033,2033-03-06,Sunday,1° Domenica di Quaresima
2033,2033-03-13,Sunday,2° Domenica di Quaresima
2033,2033-03-19,Saturday,Solennità di San Giuseppe
2033,2033-03-20,Sunday,3° Domenica di Quaresima
2033,2033-03-25,Friday,Festa dell'Annunciazione
2033,2033-03-27,Sunday,Domenica Laetare
2033,2033-04-03,Sunday,5° Domenica di Quaresima
2033,2033-04-10,Sunday,Domenica delle Palme
2033,2033-04-11,Monday,Lunedì della settimana Santa
2033,2033-04-12,Tuesday,Martedì della settimana Santa
2033,2033-04-13,Wednesday,Mercoledì della settimana Santa
2033,2033-04-14,Thursday,Giovedì Santo (Messa del Crisma)
2033,2033-04-14,Thursday,Giovedì Santo (In Cena Domini)
2033,2033-04-15,Friday,Venerdì Santo (Passione del Signore)
2033,2033-04-15,Friday,Inizio Novena alla Divina Misericordia
2033,2033-04-16,Saturday,Sabato Santo
2033,2033-04-17,Sunday,Pasqua - Risurrezione del Signore
2033,2033-04-18,Monday,Lunedì dell'Angelo
2033,2033-04-24,Sunday,2° Domenica di Pasqua o della Divina Misericordia (dom. in Albis)
2033,2033-05-01,Sunday,3° Domenica di Pasqua (Misericordias Domini)
2033,2033-05-01,Sunday,San Giuseppe Lavoratore
2033,2033-05-08,Sunday,4° Domenica di Pasqua (Jubilate)
2033,2033-05-15,Sunday,5° Domenica di Pasqua (Cantate)
2033,2033-05-22,Sunday,6° Domenica di Pasqua (Rogate - Vocem jocunditatis)
2033,2033-05-27,Friday,Inizio Novena di Pentecoste
2033,2033-05-29,Sunday,Ascensione di Gesù
2033,2033-05-31,Tuesday,Visitazione della Beata Vergine Maria
2033,2033-06-05,Sunday,Pentecoste
2033,2033-06-12,Sunday,Solennità della Santissima Trinità
2033,2033-06-19,Sunday,Santissimo Corpo e Sangue di Cristo
2033,2033-06-24,Friday,Natività di San Giovanni Battista
2033,2033-06-24,Friday,Santissimo Cuore di Gesù
2033,2033-06-26,Sunday,13° D.T.O.
2033,2033-06-29,Wednesday,Santi Pietro e Paolo Apostoli
2033,2033-07-03,Sunday,14° D.T.O.
2033,2033-07-10,Sunday,15° D.T.O.
2033,2033-07-16,Saturday,Beata Vergine Maria del Monte Carmelo
2033,2033-07-17,Sunday,16° D.T.O.
2033,2033-07-24,Sunday,17° D.T.O.
2033,2033-07-25,Monday,San Giacomo
2033,2033-07-31,Sunday,18° D.T.O.
2033,2033-08-06,Saturday,Trasfigurazione del Signore
2033,2033-08-07,Sunday,19° D.T.O.
2033,2033-08-14,Sunday,20° D.T.O.
2033,2033-08-15,Monday,Assunzione della Beata Vergine Maria
2033,2033-08-21,Sunday,21° D.T.O.
2033,2033-08-28,Sunday,22° D.T.O.
2033,2033-09-04,Sunday,23° D.T.O.
2033,2033-09-08,Thursday,Natività della Beata Vergine Maria
2033,2033-09-11,Sunday,24° D.T.O.
2033,2033-09-12,Monday,Santissimo nome di Maria
2033,2033-09-14,Wednesday,Esaltazione della Santa Croce
2033,2033-09-18,Sunday,25° D.T.O.
2033,2033-09-25,Sunday,26° D.T.O.
2033,2033-10-02,Sunday,27° D.T.O.
2033,2033-10-07,Friday,Madonna del Rosario
2033,2033-10-09,Sunday,28° D.T.O.
2033,2033-10-16,Sunday,29° D.T.O.
2033,2033-10-23,Sunday,30° D.T.O.
2033,2033-10-24,Monday,Inizio Novena dei morti
2033,2033-10-30,Sunday,31° D.T.O.
2033,2033-11-01,Tuesday,Solennità di tutti i Santi
2033,2033-11-02,Wednesday,Commemorazione dei defunti
2033,2033-11-06,Sunday,32° D.T.O.
2033,2033-11-09,Wednesday,Dedicazione Basilica Lateranense
2033,2033-11-13,Sunday,33° D.T.O.
2033,2033-11-20,Sunday,34° D.T.O. - Solennità di Cristo Re
2033,2033-11-21,Monday,Presentazione della Beata Vergine Maria
2033,2033-11-22,Tuesday,Santa Cecilia patrona musica
2033,2033-11-27,Sunday,1° Domenica di Avvento
2033,2033-11-29,Tuesday,Inizio Novena all'immacolata
2033,2033-12-04,Sunday,2° Domenica di Avvento
2033,2033-12-08,Thursday,Immacolata Concezione
2033,2033-12-10,Saturday,Madonna di Loreto
2033,2033-12-11,Sunday,3° Domenica di Avvento - Gaudete
2033,2033-12-13,Tuesday,Santa Lucia
2033,2033-12-16,Friday,Inizio Novena di Natale
2033,2033-12-18,Sunday,4° Domenica di Avvento
2033,2033-12-25,Sunday,Natale del Signore
2033,2033-12-26,Monday,Santo Stefano
2033,2033-12-30,Friday,Festa della Sacra Famiglia
2033,2033-12-31,Saturday,Messa di Ringraziamento
2034,2034-01-01,Sunday,Maria Santissima Madre di Dio
2034,2034-01-01,Sunday,Giornata mondiale della pace
2034,2034-01-03,Tuesday,Santissimo nome di Gesù
2034,2034-01-06,Friday,Epifania del Signore
2034,2034-01-08,Sunday,Battesimo del Signore
2034,2034-01-15,Sunday,2° D.T.O.
2034,2034-01-22,Sunday,3° D.T.O.
2034,2034-01-25,Wednesday,Conversione di San Paolo apostolo
2034,2034-01-29,Sunday,4° D.T.O.
2034,2034-02-02,Thursday,Presentazione del Signore (Candelora)
2034,2034-02-05,Sunday,5° D.T.O.
2034,2034-02-11,Saturday,Madonna di Lourdes
2034,2034-02-12,Sunday,6° D.T.O.
2034,2034-02-19,Sunday,7° D.T.O.
2034,2034-02-22,Wednesday,Mercoledì delle ceneri
2034,2034-02-22,Wednesday,Cattedra di San Pietro Apostolo
2034,2034-02-26,Sunday,1° Domenica di Quaresima
2034,2034-03-05,Sunday,2° Domenica di Quaresima
2034,2034-03-12,Sunday,3° Domenica di Quaresima
2034,2034-03-19,Sunday,Domenica Laetare
2034,2034-03-20,Monday,Solennità di San Giuseppe
2034,2034-03-25,Saturday,Festa dell'Annunciazione
2034,2034-03-26,Sunday,5° Domenica di Quaresima
2034,2034-04-02,Sunday,Domenica delle Palme
2034,2034-04-03,Monday,Lunedì della settimana Santa
2034,2034-04-04,Tuesday,Martedì della settimana Santa
2034,2034-04-05,Wednesday,Mercoledì della settimana Santa
2034,2034-04-06,Thursday,Giovedì Santo (Messa del Crisma)
2034,2034-04-06,Thursday,Giovedì Santo (In Cena Domini)
2034,2034-04-07,Friday,Venerdì Santo (Passione del Signore)
2034,2034-04-07,Friday,Inizio Novena alla Divina Misericordia
2034,2034-04-08,Saturday,Sabato Santo
2034,2034-04-09,Sunday,Pasqua - Risurrezione del Signore
2034,2034-04-10,Monday,Lunedì dell'Angelo
2034,2034-04-16,Sunday,2° Domenica di Pasqua o della Divina Misericordia (dom. in Albis)
2034,2034-04-23,Sunday,3° Domenica di Pasqua (Misericordias Domini)
2034,2034-04-30,Sunday,4° Domenica di Pasqua (Jubilate)
2034,2034-05-01,Monday,San Giuseppe Lavoratore
2034,2034-05-07,Sunday,5° Domenica di Pasqua (Cantate)
2034,2034-05-14,Sunday,6° Domenica di Pasqua (Rogate - Vocem jocunditatis)
2034,2034-05-19,Friday,Inizio Novena di Pentecoste
2034,2034-05-21,Sunday,Ascensione di Gesù
2034,2034-05-28,Sunday,Pentecoste
2034,2034-05-31,Wednesday,Visitazione della Beata Vergine Maria
2034,2034-06-04,Sunday,Solennità della Santissima Trinità
2034,2034-06-11,Sunday,Santissimo Corpo e Sangue di Cristo
