evento,date,weekday,celebrazione,id_liturgia
Epifania del Signore,2031-01-06,Monday,Epifania del Signore,C12-C
Battesimo del Signore,2031-01-12,Sunday,Battesimo del Signore,C13-C
1° Domenica di Quaresima,2031-03-02,Sunday,I domenica di Quaresima,C14-C
2° Domenica di Quaresima,2031-03-09,Sunday,II domenica di Quaresima,C15-C
3° Domenica di Quaresima,2031-03-16,Sunday,III domenica di Quaresima,C16-C
Domenica Laetare,2031-03-23,Sunday,IV domenica di Quaresima,C17-C
5° Domenica di Quaresima,2031-03-30,Sunday,V domenica di Quaresima,C18-C
Domenica delle Palme,2031-04-06,Sunday,Domenica delle Palme: Passione del Signore,C19-C
Giovedì Santo (Messa del Crisma),2031-04-10,Thursday,Giovedì della Settimana Santa – Messa del Crisma,C20-C
Giovedì Santo (In Cena Domini),2031-04-10,Thursday,Giovedì Santo – Messa vespertina «Cena del Signore»,C21-C
Venerdì Santo (Passione del Signore),2031-04-11,Friday,Venerdì Santo «Passione del Signore»,C22-C
Pasqua - Risurrezione del Signore,2031-04-13,Sunday,Domenica di Pasqua «Risurrezione del Signore» – Messa del giorno,C24-C
2° Domenica di Pasqua o della Divina Misericordia (dom. in Albis),2031-04-20,Sunday,II domenica di Pasqua,C25-C
3° Domenica di Pasqua (Misericordias Domini),2031-04-27,Sunday,III domenica di Pasqua,C26-C
4° Domenica di Pasqua (Jubilate),2031-05-04,Sunday,IV domenica di Pasqua,C27-C
5° Domenica di Pasqua (Cantate),2031-05-11,Sunday,V domenica di Pasqua,C28-C
6° Domenica di Pasqua (Rogate - Vocem jocunditatis),2031-05-18,Sunday,VI domenica di Pasqua,C29-C
Ascensione di Gesù,2031-05-25,Sunday,Ascensione del Signore,C30-C
Pentecoste,2031-06-01,Sunday,Domenica di Pentecoste – Messa del giorno,C33-C
Solennità della Santissima Trinità,2031-06-08,Sunday,Solennità della SS Trinità,C34-C
Santissimo Corpo e Sangue di Cristo,2031-06-15,Sunday,Solennità del SS Corpo e Sangue di Cristo,C35-C
Santissimo Cuore di Gesù,2031-06-20,Friday,Solennità del Sacratissimo Cuore di Gesù,C36-C
2° D.T.O.,2031-01-19,Sunday,II domenica del Tempo Ordinario,C37-C
3° D.T.O.,2031-01-26,Sunday,III domenica del Tempo Ordinario,C38-C
5° D.T.O.,2031-02-09,Sunday,V domenica del Tempo Ordinario,C40-C
6° D.T.O.,2031-02-16,Sunday,VI domenica del Tempo Ordinario,C41-C
7° D.T.O.,2031-02-23,Sunday,VII domenica del Tempo Ordinario,C42-C
12° D.T.O.,2031-06-22,Sunday,XII domenica del Tempo Ordinario,C47-C
14° D.T.O.,2031-07-06,Sunday,XIV domenica del Tempo Ordinario,C49-C
15° D.T.O.,2031-07-13,Sunday,XV domenica del Tempo Ordinario,C50-C
16° D.T.O.,2031-07-20,Sunday,XVI domenica del Tempo Ordinario,C51-C
17° D.T.O.,2031-07-27,Sunday,XVII domenica del Tempo Ordinario,C52-C
18° D.T.O.,2031-08-03,Sunday,XVIII domenica del Tempo Ordinario,C53-C
19° D.T.O.,2031-08-10,Sunday,XIX domenica del Tempo Ordinario,C54-C
20° D.T.O.,2031-08-17,Sunday,XX domenica del Tempo Ordinario,C55-C
21° D.T.O.,2031-08-24,Sunday,XXI domenica del Tempo Ordinario,C56-C
22° D.T.O.,2031-08-31,Sunday,XXII domenica del Tempo Ordinario,C57-C
23° D.T.O.,2031-09-07,Sunday,XXIII domenica del Tempo Ordinario,C58-C
25° D.T.O.,2031-09-21,Sunday,XXV domenica del Tempo Ordinario,C60-C
26° D.T.O.,2031-09-28,Sunday,XXVI domenica del Tempo Ordinario,C61-C
27° D.T.O.,2031-10-05,Sunday,XXVII domenica del Tempo Ordinario,C62-C
28° D.T.O.,2031-10-12,Sunday,XXVIII domenica del Tempo Ordinario,C63-C
29° D.T.O.,2031-10-19,Sunday,XXIX domenica del Tempo Ordinario,C64-C
30° D.T.O.,2031-10-26,Sunday,XXX domenica del Tempo Ordinario,C65-C
31° D.T.O.,2031-11-02,Sunday,XXXI domenica del Tempo Ordinario,C66-C
33° D.T.O.,2031-11-16,Sunday,XXXIII domenica del Tempo Ordinario,C68-C
34° D.T.O. - Solennità di Cristo Re,2031-11-23,Sunday,Solennità di nostro Signore Gesù Cristo Re dell’universo,C69-C
Presentazione del Signore (Candelora),2031-02-02,Sunday,2 febbraio: Presentazione del Signore,C70-C
Natività di San Giovanni Battista,2031-06-24,Tuesday,24 giugno: Natività di san Giovanni Battista – Messa del giorno,C72-C
Santi Pietro e Paolo Apostoli,2031-06-29,Sunday,29 giugno: Santi Pietro e Paolo apostoli – Messa del giorno,C74-C
Trasfigurazione del Signore,2031-08-06,Wednesday,6 agosto: Trasfigurazione del Signore,C75-C
Assunzione della Beata Vergine Maria,2031-08-15,Friday,15 agosto: Assunzione della beata Vergine Maria – Messa del giorno,C77-C
Esaltazione della Santa Croce,2031-09-14,Sunday,14 settembre: Esaltazione della Santa Croce,C78-C
Solennità di tutti i Santi,2031-11-01,Saturday,1 novembre: Tutti i Santi,C79-C
Commemorazione dei defunti,2031-11-02,Sunday,2 novembre: Commemorazione di tutti i fedeli defunti – 1° schema,C80-C
Commemorazione dei defunti,2031-11-02,Sunday,2 novembre: Commemorazione di tutti i fedeli defunti – 2° schema,C81-C
Commemorazione dei defunti,2031-11-02,Sunday,2 novembre: Commemorazione di tutti i fedeli defunti – 3° schema,C82-C
Dedicazione Basilica Lateranense,2031-11-09,Sunday,9 novembre: Dedicazione della Basilica lateranense,C83-C
Immacolata Concezione,2031-12-08,Monday,8 dicembre: Immacolata Concezione della beata Vergine Maria,C84-C
1° Domenica di Avvento,2032-11-28,Sunday,I domenica di Avvento,C1-A
2° Domenica di Avvento,2032-12-05,Sunday,II domenica di Avvento,C2-A
3° Domenica di Avvento - Gaudete,2032-12-12,Sunday,III domenica di Avvento,C3-A
4° Domenica di Avvento,2032-12-19,Sunday,IV domenica di Avvento,C4-A
Natale del Signore,2032-12-25,Saturday,Natale del Signore – Messa del giorno,C8-A
Festa della Sacra Famiglia,2032-12-26,Sunday,"Santa Famiglia di Gesù, Maria e Giuseppe",C9-A
Maria Santissima Madre di Dio,2032-01-01,Thursday,Solennità di Maria SS Madre di Dio,C10-A
Epifania del Signore,2032-01-06,Tuesday,Epifania del Signore,C12-A
Battesimo del Signore,2032-01-11,Sunday,Battesimo del Signore,C13-A
1° Domenica di Quaresima,2032-02-15,Sunday,I domenica di Quaresima,C14-A
2° Domenica di Quaresima,2032-02-22,Sunday,II domenica di Quaresima,C15-A
3° Domenica di Quaresima,2032-02-29,Sunday,III domenica di Quaresima,C16-A
Domenica Laetare,2032-03-07,Sunday,IV domenica di Quaresima,C17-A
5° Domenica di Quaresima,2032-03-14,Sunday,V domenica di Quaresima,C18-A
Domenica delle Palme,2032-03-21,Sunday,Domenica delle Palme: Passione del Signore,C19-A
Giovedì Santo (Messa del Crisma),2032-03-25,Thursday,Giovedì della Settimana Santa – Messa del Crisma,C20-A
Giovedì Santo (In Cena Domini),2032-03-25,Thursday,Giovedì Santo – Messa vespertina «Cena del Signore»,C21-A
Venerdì Santo (Passione del Signore),2032-03-26,Friday,Venerdì Santo «Passione del Signore»,C22-A
Pasqua - Risurrezione del Signore,2032-03-28,Sunday,Domenica di Pasqua «Risurrezione del Signore» – Messa del giorno,C24-A
2° Domenica di Pasqua o della Divina Misericordia (dom. in Albis),2032-04-04,Sunday,II domenica di Pasqua,C25-A
3° Domenica di Pasqua (Misericordias Domini),2032-04-11,Sunday,III domenica di Pasqua,C26-A
4° Domenica di Pasqua (Jubilate),2032-04-18,Sunday,IV domenica di Pasqua,C27-A
5° Domenica di Pasqua (Cantate),2032-04-25,Sunday,V domenica di Pasqua,C28-A
6° Domenica di Pasqua (Rogate - Vocem jocunditatis),2032-05-02,Sunday,VI domenica di Pasqua,C29-A
Ascensione di Gesù,2032-05-09,Sunday,Ascensione del Signore,C30-A
Pentecoste,2032-05-16,Sunday,Domenica di Pentecoste – Messa del giorno,C33-A
Solennità della Santissima Trinità,2032-05-23,Sunday,Solennità della SS Trinità,C34-A
Santissimo Corpo e Sangue di Cristo,2032-05-30,Sunday,Solennità del SS Corpo e Sangue di Cristo,C35-A
Santissimo Cuore di Gesù,2032-06-04,Friday,Solennità del Sacratissimo Cuore di Gesù,C36-A
2° D.T.O.,2032-01-18,Sunday,II domenica del Tempo Ordinario,C37-A
3° D.T.O.,2032-01-25,Sunday,III domenica del Tempo Ordinario,C38-A
4° D.T.O.,2032-02-01,Sunday,IV domenica del Tempo Ordinario,C39-A
5° D.T.O.,2032-02-08,Sunday,V domenica del Tempo Ordinario,C40-A
10° D.T.O.,2032-06-06,Sunday,X domenica del Tempo Ordinario,C45-A
11° D.T.O.,2032-06-13,Sunday,XI domenica del Tempo Ordinario,C46-A
12° D.T.O.,2032-06-20,Sunday,XII domenica del Tempo Ordinario,C47-A
13° D.T.O.,2032-06-27,Sunday,XIII domenica del Tempo Ordinario,C48-A
14° D.T.O.,2032-07-04,Sunday,XIV domenica del Tempo Ordinario,C49-A
15° D.T.O.,2032-07-11,Sunday,XV domenica del Tempo Ordinario,C50-A
16° D.T.O.,2032-07-18,Sunday,XVI domenica del Tempo Ordinario,C51-A
17° D.T.O.,2032-07-25,Sunday,XVII domenica del Tempo Ordinario,C52-A
18° D.T.O.,2032-08-01,Sunday,XVIII domenica del Tempo Ordinario,C53-A
19° D.T.O.,2032-08-08,Sunday,XIX domenica del Tempo Ordinario,C54-A
21° D.T.O.,2032-08-22,Sunday,XXI domenica del Tempo Ordinario,C56-A
22° D.T.O.,2032-08-29,Sunday,XXII domenica del Tempo Ordinario,C57-A
23° D.T.O.,2032-09-05,Sunday,XXIII domenica del Tempo Ordinario,C58-A
24° D.T.O.,2032-09-12,Sunday,XXIV domenica del Tempo Ordinario,C59-A
25° D.T.O.,2032-09-19,Sunday,XXV domenica del Tempo Ordinario,C60-A
26° D.T.O.,2032-09-26,Sunday,XXVI domenica del Tempo Ordinario,C61-A
27° D.T.O.,2032-10-03,Sunday,XXVII domenica del Tempo Ordinario,C62-A
28° D.T.O.,2032-10-10,Sunday,XXVIII domenica del Tempo Ordinario,C63-A
29° D.T.O.,2032-10-17,Sunday,XXIX domenica del Tempo Ordinario,C64-A
30° D.T.O.,2032-10-24,Sunday,XXX domenica del Tempo Ordinario,C65-A
31° D.T.O.,2032-10-31,Sunday,XXXI domenica del Tempo Ordinario,C66-A
32° D.T.O.,2032-11-07,Sunday,XXXII domenica del Tempo Ordinario,C67-A
33° D.T.O.,2032-11-14,Sunday,XXXIII domenica del Tempo Ordinario,C68-A
34° D.T.O. - Solennità di Cristo Re,2032-11-21,Sunday,Solennità di nostro Signore Gesù Cristo Re dell’universo,C69-A
Presentazione del Signore (Candelora),2032-02-02,Monday,2 febbraio: Presentazione del Signore,C70-A
Natività di San Giovanni Battista,2032-06-24,Thursday,24 giugno: Natività di san Giovanni Battista – Messa del giorno,C72-A
Santi Pietro e Paolo Apostoli,2032-06-29,Tuesday,29 giugno: Santi Pietro e Paolo apostoli – Messa del giorno,C74-A
Trasfigurazione del Signore,2032-08-06,Friday,6 agosto: Trasfigurazione del Signore,C75-A
Assunzione della Beata Vergine Maria,2032-08-15,Sunday,15 agosto: Assunzione della beata Vergine Maria – Messa del giorno,C77-A
Esaltazione della Santa Croce,2032-09-14,Tuesday,14 settembre: Esaltazione della Santa Croce,C78-A
Solennità di tutti i Santi,2032-11-01,Monday,1 novembre: Tutti i Santi,C79-A
Commemorazione dei defunti,2032-11-02,Tuesday,2 novembre: Commemorazione di tutti i fedeli defunti – 1° schema,C80-A
Commemorazione dei defunti,2032-11-02,Tuesday,2 novembre: Commemorazione di tutti i fedeli defunti – 2° schema,C81-A
Commemorazione dei defunti,2032-11-02,Tuesday,2 novembre: Commemorazione di tutti i fedeli defunti – 3° schema,C82-A
Dedicazione Basilica Lateranense,2032-11-09,Tuesday,9 novembre: Dedicazione della Basilica lateranense,C83-A
Immacolata Concezione,2032-12-08,Wednesday,8 dicembre: Immacolata Concezione della beata Vergine Maria,C84-A
1° Domenica di Avvento,2033-11-27,Sunday,I domenica di Avvento,C1-B
2° Domenica di Avvento,2033-12-04,Sunday,II domenica di Avvento,C2-B
3° Domenica di Avvento - Gaudete,2033-12-11,Sunday,III domenica di Avvento,C3-B
4° Domenica di Avvento,2033-12-18,Sunday,IV domenica di Avvento,C4-B
Natale del Signore,2033-12-25,Sunday,Natale del Signore – Messa del giorno,C8-B
Festa della Sacra Famiglia,2033-12-30,Friday,"Santa Famiglia di Gesù, Maria e Giuseppe",C9-B
Maria Santissima Madre di Dio,2033-01-01,Saturday,Solennità di Maria SS Madre di Dio,C10-B
Epifania del Signore,2033-01-06,Thursday,Epifania del Signore,C12-B
Battesimo del Signore,2033-01-09,Sunday,Battesimo del Signore,C13-B
1° Domenica di Quaresima,2033-03-06,Sunday,I domenica di Quaresima,C14-B
2° Domenica di Quaresima,2033-03-13,Sunday,II domenica di Quaresima,C15-B
3° Domenica di Quaresima,2033-03-20,Sunday,III domenica di Quaresima,C16-B
Domenica Laetare,2033-03-27,Sunday,IV domenica di Quaresima,C17-B
5° Domenica di Quaresima,2033-04-03,Sunday,V domenica di Quaresima,C18-B
Domenica delle Palme,2033-04-10,Sunday,Domenica delle Palme: Passione del Signore,C19-B
Giovedì Santo (Messa del Crisma),2033-04-14,Thursday,Giovedì della Settimana Santa – Messa del Crisma,C20-B
Giovedì Santo (In Cena Domini),2033-04-14,Thursday,Giovedì Santo – Messa vespertina «Cena del Signore»,C21-B
Venerdì Santo (Passione del Signore),2033-04-15,Friday,Venerdì Santo «Passione del Signore»,C22-B
Pasqua - Risurrezione del Signore,2033-04-17,Sunday,Domenica di Pasqua «Risurrezione del Signore» – Messa del giorno,C24-B
2° Domenica di Pasqua o della Divina Misericordia (dom. in Albis),2033-04-24,Sunday,II domenica di Pasqua,C25-B
3° Domenica di Pasqua (Misericordias Domini),2033-05-01,Sunday,III domenica di Pasqua,C26-B
4° Domenica di Pasqua (Jubilate),2033-05-08,Sunday,IV domenica di Pasqua,C27-B
5° Domenica di Pasqua (Cantate),2033-05-15,Sunday,V domenica di Pasqua,C28-B
6° Domenica di Pasqua (Rogate - Vocem jocunditatis),2033-05-22,Sunday,VI domenica di Pasqua,C29-B
Ascensione di Gesù,2033-05-29,Sunday,Ascensione del Signore,C30-B
Pentecoste,2033-06-05,Sunday,Domenica di Pentecoste – Messa del giorno,C33-B
Solennità della Santissima Trinità,2033-06-12,Sunday,Solennità della SS Trinità,C34-B
Santissimo Corpo e Sangue di Cristo,2033-06-19,Sunday,Solennità del SS Corpo e Sangue di Cristo,C35-B
Santissimo Cuore di Gesù,2033-06-24,Friday,Solennità del Sacratissimo Cuore di Gesù,C36-B
2° D.T.O.,2033-01-16,Sunday,II domenica del Tempo Ordinario,C37-B
3° D.T.O.,2033-01-23,Sunday,III domenica del Tempo Ordinario,C38-B
4° D.T.O.,2033-01-30,Sunday,IV domenica del Tempo Ordinario,C39-B
5° D.T.O.,2033-02-06,Sunday,V domenica del Tempo Ordinario,C40-B
6° D.T.O.,2033-02-13,Sunday,VI domenica del Tempo Ordinario,C41-B
7° D.T.O.,2033-02-20,Sunday,VII domenica del Tempo Ordinario,C42-B
8° D.T.O.,2033-02-27,Sunday,VIII domenica del Tempo Ordinario,C43-B
13° D.T.O.,2033-06-26,Sunday,XIII domenica del Tempo Ordinario,C48-B
14° D.T.O.,2033-07-03,Sunday,XIV domenica del Tempo Ordinario,C49-B
15° D.T.O.,2033-07-10,Sunday,XV domenica del Tempo Ordinario,C50-B
16° D.T.O.,2033-07-17,Sunday,XVI domenica del Tempo Ordinario,C51-B
17° D.T.O.,2033-07-24,Sunday,XVII domenica del Tempo Ordinario,C52-B
18° D.T.O.,2033-07-31,Sunday,XVIII domenica del Tempo Ordinario,C53-B
19° D.T.O.,2033-08-07,Sunday,XIX domenica del Tempo Ordinario,C54-B
20° D.T.O.,2033-08-14,Sunday,XX domenica del Tempo Ordinario,C55-B
21° D.T.O.,2033-08-21,Sunday,XXI domenica del Tempo Ordinario,C56-B
22° D.T.O.,2033-08-28,Sunday,XXII domenica del Tempo Ordinario,C57-B
23° D.T.O.,2033-09-04,Sunday,XXIII domenica del Tempo Ordinario,C58-B
24° D.T.O.,2033-09-11,Sunday,XXIV domenica del Tempo Ordinario,C59-B
25° D.T.O.,2033-09-18,Sunday,XXV domenica del Tempo Ordinario,C60-B
26° D.T.O.,2033-09-25,Sunday,XXVI domenica del Tempo Ordinario,C61-B
27° D.T.O.,2033-10-02,Sunday,XXVII domenica del Tempo Ordinario,C62-B
28° D.T.O.,2033-10-09,Sunday,XXVIII domenica del Tempo Ordinario,C63-B
29° D.T.O.,2033-10-16,Sunday,XXIX domenica del Tempo Ordinario,C64-B
30° D.T.O.,2033-10-23,Sunday,XXX domenica del Tempo Ordinario,C65-B
31° D.T.O.,2033-10-30,Sunday,XXXI domenica del Tempo Ordinario,C66-B
32° D.T.O.,2033-11-06,Sunday,XXXII domenica del Tempo Ordinario,C67-B
33° D.T.O.,2033-11-13,Sunday,XXXIII domenica del Tempo Ordinario,C68-B
34° D.T.O. - Solennità di Cristo Re,2033-11-20,Sunday,Solennità di nostro Signore Gesù Cristo Re dell’universo,C69-B
Presentazione del Signore (Candelora),2033-02-02,Wednesday,2 febbraio: Presentazione del Signore,C70-B
Natività di San Giovanni Battista,2033-06-24,Friday,24 giugno: Natività di san Giovanni Battista – Messa del giorno,C72-B
Santi Pietro e Paolo Apostoli,2033-06-29,Wednesday,29 giugno: Santi Pietro e Paolo apostoli – Messa del giorno,C74-B
Trasfigurazione del Signore,2033-08-06,Saturday,6 agosto: Trasfigurazione del Signore,C75-B
Assunzione della Beata Vergine Maria,2033-08-15,Monday,15 agosto: Assunzione della beata Vergine Maria – Messa del giorno,C77-B
Esaltazione della Santa Croce,2033-09-14,Wednesday,14 settembre: Esaltazione della Santa Croce,C78-B
Solennità di tutti i Santi,2033-11-01,Tuesday,1 novembre: Tutti i Santi,C79-B
Commemorazione dei defunti,2033-11-02,Wednesday,2 novembre: Commemorazione di tutti i fedeli defunti – 1° schema,C80-B
Commemorazione dei defunti,2033-11-02,Wednesday,2 novembre: Commemorazione di tutti i fedeli defunti – 2° schema,C81-B
Commemorazione dei defunti,2033-11-02,Wednesday,2 novembre: Commemorazione di tutti i fedeli defunti – 3° schema,C82-B
Dedicazione Basilica Lateranense,2033-11-09,Wednesday,9 novembre: Dedicazione della Basilica lateranense,C83-B
Immacolata Concezione,2033-12-08,Thursday,8 dicembre: Immacolata Concezione della beata Vergine Maria,C84-B
1° Domenica di Avvento,2034-12-03,Sunday,I domenica di Avvento,C1-C
2° Domenica di Avvento,2034-12-10,Sunday,II domenica di Avvento,C2-C
3° Domenica di Avvento - Gaudete,2034-12-17,Sunday,III domenica di Avvento,C3-C
4° Domenica di Avvento,2034-12-24,Sunday,IV domenica di Avvento,C4-C
Natale del Signore,2034-12-25,Monday,Natale del Signore – Messa del giorno,C8-C
Festa della Sacra Famiglia,2034-12-31,Sunday,"Santa Famiglia di Gesù, Maria e Giuseppe",C9-C
Maria Santissima Madre di Dio,2034-01-01,Sunday,Solennità di Maria SS Madre di Dio,C10-C
Epifania del Signore,2034-01-06,Friday,Epifania del Signore,C12-C
Battesimo del Signore,2034-01-08,Sunday,Battesimo del Signore,C13-C
1° Domenica di Quaresima,2034-02-26,Sunday,I domenica di Quaresima,C14-C
2° Domenica di Quaresima,2034-03-05,Sunday,II domenica di Quaresima,C15-C
3° Domenica di Quaresima,2034-03-12,Sunday,III domenica di Quaresima,C16-C
Domenica Laetare,2034-03-19,Sunday,IV domenica di Quaresima,C17-C
5° Domenica di Quaresima,2034-03-26,Sunday,V domenica di Quaresima,C18-C
Domenica delle Palme,2034-04-02,Sunday,Domenica delle Palme: Passione del Signore,C19-C
Giovedì Santo (Messa del Crisma),2034-04-06,Thursday,Giovedì della Settimana Santa – Messa del Crisma,C20-C
Giovedì Santo (In Cena Domini),2034-04-06,Thursday,Giovedì Santo – Messa vespertina «Cena del Signore»,C21-C
Venerdì Santo (Passione del Signore),2034-04-07,Friday,Venerdì Santo «Passione del Signore»,C22-C
Pasqua - Risurrezione del Signore,2034-04-09,Sunday,Domenica di Pasqua «Risurrezione del Signore» – Messa del giorno,C24-C
2° Domenica di Pasqua o della Divina Misericordia (dom. in Albis),2034-04-16,Sunday,II domenica di Pasqua,C25-C
3° Domenica di Pasqua (Misericordias Domini),2034-04-23,Sunday,III domenica di Pasqua,C26-C
4° Domenica di Pasqua (Jubilate),2034-04-30,Sunday,IV domenica di Pasqua,C27-C
5° Domenica di Pasqua (Cantate),2034-05-07,Sunday,V domenica di Pasqua,C28-C
6° Domenica di Pasqua (Rogate - Vocem jocunditatis),2034-05-14,Sunday,VI domenica di Pasqua,C29-C
Ascensione di Gesù,2034-05-21,Sunday,Ascensione del Signore,C30-C
Pentecoste,2034-05-28,Sunday,Domenica di Pentecoste – Messa del giorno,C33-C
Solennità della Santissima Trinità,2034-06-04,Sunday,Solennità della SS Trinità,C34-C
Santissimo Corpo e Sangue di Cristo,2034-06-11,Sunday,Solennità del SS Corpo e Sangue di Cristo,C35-C
Santissimo Cuore di Gesù,2034-06-16,Friday,Solennità del Sacratissimo Cuore di Gesù,C36-C
2° D.T.O.,2034-01-15,Sunday,II domenica del Tempo Ordinario,C37-C
3° D.T.O.,2034-01-22,Sunday,III domenica del Tempo Ordinario,C38-C
4° D.T.O.,2034-01-29,Sunday,IV domenica del Tempo Ordinario,C39-C
5° D.T.O.,2034-02-05,Sunday,V domenica del Tempo Ordinario,C40-C
6° D.T.O.,2034-02-12,Sunday,VI domenica del Tempo Ordinario,C41-C
7° D.T.O.,2034-02-19,Sunday,VII domenica del Tempo Ordinario,C42-C
11° D.T.O.,2034-06-18,Sunday,XI domenica del Tempo Ordinario,C46-C
12° D.T.O.,2034-06-25,Sunday,XII domenica del Tempo Ordinario,C47-C
13° D.T.O.,2034-07-02,Sunday,XIII domenica del Tempo Ordinario,C48-C
14° D.T.O.,2034-07-09,Sunday,XIV domenica del Tempo Ordinario,C49-C
15° D.T.O.,2034-07-16,Sunday,XV domenica del Tempo Ordinario,C50-C
16° D.T.O.,2034-07-23,Sunday,XVI domenica del Tempo Ordinario,C51-C
