anno,date,weekday,evento,tipo_evento
2027,2027-11-14,Sunday,33° D.T.O.,Domenica
2027,2027-11-21,Sunday,34° D.T.O. - Solennità di Cristo Re,Solennità
2027,2027-11-21,Sunday,Presentazione della Beata Vergine Maria,Memoria
2027,2027-11-22,Monday,Santa Cecilia patrona musica,Memoria
2027,2027-11-28,Sunday,1° Domenica di Avvento,Domenica
2027,2027-11-29,Monday,Inizio Novena all'immacolata,Novena
2027,2027-12-05,Sunday,2° Domenica di Avvento,Domenica
2027,2027-12-08,Wednesday,Immacolata Concezione,Solennità
2027,2027-12-10,Friday,Madonna di Loreto,Memoria
2027,2027-12-12,Sunday,3° Domenica di Avvento - Gaudete,Domenica
2027,2027-12-13,Monday,Santa Lucia,Memoria
2027,2027-12-16,Thursday,Inizio Novena di Natale,Novena
2027,2027-12-19,Sunday,4° Domenica di Avvento,Domenica
2027,2027-12-25,Saturday,Natale del Signore,Solennità
2027,2027-12-26,Sunday,Santo Stefano,Festa
2027,2027-12-26,Sunday,Festa della Sacra Famiglia,Festa
2027,2027-12-31,Friday,Messa di Ringraziamento,Feria
2028,2028-01-01,Saturday,Maria Santissima Madre di Dio,Solennità
2028,2028-01-01,Saturday,Giornata mondiale della pace,Festa
2028,2028-01-03,Monday,Santissimo nome di Gesù,Memoria
2028,2028-01-06,Thursday,Epifania del Signore,Festa
2028,2028-01-09,Sunday,Battesimo del Signore,Festa
2028,2028-01-16,Sunday,2° D.T.O.,Domenica
2028,2028-01-23,Sunday,3° D.T.O.,Domenica
2028,2028-01-25,Tuesday,Conversione di San Paolo apostolo,Solennità
2028,2028-01-30,Sunday,4° D.T.O.,Domenica
2028,2028-02-02,Wednesday,Presentazione del Signore (Candelora),Festa
2028,2028-02-06,Sunday,5° D.T.O.,Domenica
2028,2028-02-11,Friday,Madonna di Lourdes,Feria
2028,2028-02-13,Sunday,6° D.T.O.,Domenica
2028,2028-02-20,Sunday,7° D.T.O.,Domenica
2028,2028-02-22,Tuesday,Cattedra di San Pietro Apostolo,Festa
2028,2028-02-27,Sunday,8° D.T.O.,Domenica
2028,2028-03-01,Wednesday,Mercoledì delle ceneri,Solennità
2028,2028-03-05,Sunday,1° Domenica di Quaresima,Domenica
2028,2028-03-12,Sunday,2° Domenica di Quaresima,Domenica
2028,2028-03-19,Sunday,3° Domenica di Quaresima,Domenica
2028,2028-03-20,Monday,Solennità di San Giuseppe,Solennità
2028,2028-03-25,Saturday,Festa dell'Annunciazione,Festa
2028,2028-03-26,Sunday,Domenica Laetare,Domenica
2028,2028-04-02,Sunday,5° Domenica di Quaresima,Domenica
2028,2028-04-09,Sunday,Domenica delle Palme,Domenica
2028,2028-04-10,Monday,Lunedì della settimana Santa,Feria
2028,2028-04-11,Tuesday,Martedì della settimana Santa,Feria
2028,2028-04-12,Wednesday,Mercoledì della settimana Santa,Feria
2028,2028-04-13,Thursday,Giovedì Santo (Messa del Crisma),Solennità
2028,2028-04-13,Thursday,Giovedì Santo (In Cena Domini),Solennità
2028,2028-04-14,Friday,Venerdì Santo (Passione del Signore),Solennità
2028,2028-04-14,Friday,Inizio Novena alla Divina Misericordia,Novena
2028,2028-04-15,Saturday,Sabato Santo,Solennità
2028,2028-04-16,Sunday,Pasqua - Risurrezione del Signore,Solennità
2028,2028-04-17,Monday,Lunedì dell'Angelo,Feria
2028,2028-04-23,Sunday,2° Domenica di Pasqua o della Divina Misericordia (dom. in Albis),Domenica
2028,2028-04-30,Sunday,3° Domenica di Pasqua (Misericordias Domini),Domenica
2028,2028-05-01,Monday,San Giuseppe Lavoratore,Memoria
2028,2028-05-07,Sunday,4° Domenica di Pasqua (Jubilate),Domenica
2028,2028-05-14,Sunday,5° Domenica di Pasqua (Cantate),Domenica
2028,2028-05-21,Sunday,6° Domenica di Pasqua (Rogate - Vocem jocunditatis),Domenica
2028,2028-05-26,Friday,Inizio Novena di Pentecoste,Novena
2028,2028-05-28,Sunday,Ascensione di Gesù,Solennità
2028,2028-05-31,Wednesday,Visitazione della Beata Vergine Maria,Festa
2028,2028-06-04,Sunday,Pentecoste,Solennità
2028,2028-06-11,Sunday,Solennità della Santissima Trinità,Solennità
2028,2028-06-18,Sunday,Santissimo Corpo e Sangue di Cristo,Solennità
2028,2028-06-23,Friday,Santissimo Cuore di Gesù,Solennità
2028,2028-06-24,Saturday,Natività di San Giovanni Battista,Solennità
2028,2028-06-25,Sunday,12° D.T.O.,Domenica
2028,2028-06-29,Thursday,Santi Pietro e Paolo Apostoli,Solennità
2028,2028-07-02,Sunday,13° D.T.O.,Domenica
2028,2028-07-09,Sunday,14° D.T.O.,Domenica
2028,2028-07-16,Sunday,15° D.T.O.,Domenica
2028,2028-07-16,Sunday,Beata Vergine Maria del Monte Carmelo,Memoria
2028,2028-07-23,Sunday,16° D.T.O.,Domenica
2028,2028-07-25,Tuesday,San Giacomo,Festa
2028,2028-07-30,Sunday,17° D.T.O.,Domenica
2028,2028-08-06,Sunday,Trasfigurazione del Signore,Festa
2028,2028-08-13,Sunday,19° D.T.O.,Domenica
2028,2028-08-15,Tuesday,Assunzione della Beata Vergine Maria,Solennità
2028,2028-08-20,Sunday,20° D.T.O.,Domenica
2028,2028-08-27,Sunday,21° D.T.O.,Domenica
2028,2028-09-03,Sunday,22° D.T.O.,Domenica
2028,2028-09-08,Friday,Natività della Beata Vergine Maria,Festa
2028,2028-09-10,Sunday,23° D.T.O.,Domenica
2028,2028-09-12,Tuesday,Santissimo nome di Maria,Festa
2028,2028-09-14,Thursday,Esaltazione della Santa Croce,Festa
2028,2028-09-17,Sunday,24° D.T.O.,Domenica
2028,2028-09-24,Sunday,25° D.T.O.,Domenica
2028,2028-10-01,Sunday,26° D.T.O.,Domenica
2028,2028-10-07,Saturday,Madonna del Rosario,Memoria
2028,2028-10-08,Sunday,27° D.T.O.,Domenica
2028,2028-10-15,Sunday,28° D.T.O.,Domenica
2028,2028-10-22,Sunday,29° D.T.O.,Domenica
2028,2028-10-24,Tuesday,Inizio Novena dei morti,Novena
2028,2028-10-29,Sunday,30° D.T.O.,Domenica
2028,2028-11-01,Wednesday,Solennità di tutti i Santi,Solennità
2028,2028-11-02,Thursday,Commemorazione dei defunti,Comm.
2028,2028-11-05,Sunday,31° D.T.O.,Domenica
2028,2028-11-09,Thursday,Dedicazione Basilica Lateranense,Festa
2028,2028-11-12,Sunday,32° D.T.O.,Domenica
2028,2028-11-19,Sunday,33° D.T.O.,Domenica
2028,2028-11-21,Tuesday,Presentazione della Beata Vergine Maria,Memoria
2028,2028-11-22,Wednesday,Santa Cecilia patrona musica,Memoria
2028,2028-11-26,Sunday,34° D.T.O. - Solennità di Cristo Re,Solennità
2028,2028-11-29,Wednesday,Inizio Novena all'immacolata,Novena
2028,2028-12-03,Sunday,1° Domenica di Avvento,Domenica
2028,2028-12-08,Friday,Immacolata Concezione,Solennità
2028,2028-12-10,Sunday,2° Domenica di Avvento,Domenica
2028,2028-12-10,Sunday,Madonna di Loreto,Memoria
2028,2028-12-13,Wednesday,Santa Lucia,Memoria
2028,2028-12-16,Saturday,Inizio Novena di Natale,Novena
2028,2028-12-17,Sunday,3° Domenica di Avvento - Gaudete,Domenica
2028,2028-12-24,Sunday,4° Domenica di Avvento,Domenica
2028,2028-12-25,Monday,Natale del Signore,Solennità
2028,2028-12-26,Tuesday,Santo Stefano,Festa
2028,2028-12-31,Sunday,Festa della Sacra Famiglia,Festa
2028,2028-12-31,Sunday,Messa di Ringraziamento,Feria
2029,2029-01-01,Monday,Maria Santissima Madre di Dio,Solennità
2029,2029-01-01,Monday,Giornata mondiale della pace,Festa
2029,2029-01-03,Wednesday,Santissimo nome di Gesù,Memoria
2029,2029-01-06,Saturday,Epifania del Signore,Festa
2029,2029-01-07,Sunday,Battesimo del Signore,Festa
2029,2029-01-14,Sunday,2° D.T.O.,Domenica
2029,2029-01-21,Sunday,3° D.T.O.,Domenica
2029,2029-01-25,Thursday,Conversione di San Paolo apostolo,Solennità
2029,2029-01-28,Sunday,4° D.T.O.,Domenica
2029,2029-02-02,Friday,Presentazione del Signore (Candelora),Festa
2029,2029-02-04,Sunday,5° D.T.O.,Domenica
2029,2029-02-11,Sunday,6° D.T.O.,Domenica
2029,2029-02-11,Sunday,Madonna di Lourdes,Feria
2029,2029-02-14,Wednesday,Mercoledì delle ceneri,Solennità
2029,2029-02-18,Sunday,1° Domenica di Quaresima,Domenica
2029,2029-02-22,Thursday,Cattedra di San Pietro Apostolo,Festa
2029,2029-02-25,Sunday,2° Domenica di Quaresima,Domenica
2029,2029-03-04,Sunday,3° Domenica di Quaresima,Domenica
2029,2029-03-11,Sunday,Domenica Laetare,Domenica
2029,2029-03-18,Sunday,5° Domenica di Quaresima,Domenica
2029,2029-03-19,Monday,Solennità di San Giuseppe,Solennità
2029,2029-03-25,Sunday,Domenica delle Palme,Domenica
2029,2029-03-26,Monday,Lunedì della settimana Santa,Feria
2029,2029-03-27,Tuesday,Martedì della settimana Santa,Feria
2029,2029-03-28,Wednesday,Mercoledì della settimana Santa,Feria
2029,2029-03-29,Thursday,Giovedì Santo (Messa del Crisma),Solennità
2029,2029-03-29,Thursday,Giovedì Santo (In Cena Domini),Solennità
2029,2029-03-30,Friday,Venerdì Santo (Passione del Signore),Solennità
2029,2029-03-30,Friday,Inizio Novena alla Divina Misericordia,Novena
2029,2029-03-31,Saturday,Sabato Santo,Solennità
2029,2029-04-01,Sunday,Pasqua - Risurrezione del Signore,Solennità
2029,2029-04-02,Monday,Lunedì dell'Angelo,Feria
2029,2029-04-08,Sunday,2° Domenica di Pasqua o della Divina Misericordia (dom. in Albis),Domenica
2029,2029-04-09,Monday,Festa dell'Annunciazione,Festa
2029,2029-04-15,Sunday,3° Domenica di Pasqua (Misericordias Domini),Domenica
2029,2029-04-22,Sunday,4° Domenica di Pasqua (Jubilate),Domenica
2029,2029-04-29,Sunday,5° Domenica di Pasqua (Cantate),Domenica
2029,2029-05-01,Tuesday,San Giuseppe Lavoratore,Memoria
2029,2029-05-06,Sunday,6° Domenica di Pasqua (Rogate - Vocem jocunditatis),Domenica
2029,2029-05-11,Friday,Inizio Novena di Pentecoste,Novena
2029,2029-05-13,Sunday,Ascensione di Gesù,Solennità
2029,2029-05-20,Sunday,Pentecoste,Solennità
2029,2029-05-27,Sunday,Solennità della Santissima Trinità,Solennità
2029,2029-05-31,Thursday,Visitazione della Beata Vergine Maria,Festa
2029,2029-06-03,Sunday,Santissimo Corpo e Sangue di Cristo,Solennità
2029,2029-06-08,Friday,Santissimo Cuore di Gesù,Solennità
2029,2029-06-10,Sunday,10° D.T.O.,Domenica
2029,2029-06-17,Sunday,11° D.T.O.,Domenica
2029,2029-06-24,Sunday,Natività di San Giovanni Battista,Solennità
2029,2029-06-29,Friday,Santi Pietro e Paolo Apostoli,Solennità
2029,2029-07-01,Sunday,13° D.T.O.,Domenica
2029,2029-07-08,Sunday,14° D.T.O.,Domenica
2029,2029-07-15,Sunday,15° D.T.O.,Domenica
2029,2029-07-16,Monday,Beata Vergine Maria del Monte Carmelo,Memoria
2029,2029-07-22,Sunday,16° D.T.O.,Domenica
2029,2029-07-25,Wednesday,San Giacomo,Festa
2029,2029-07-29,Sunday,17° D.T.O.,Domenica
2029,2029-08-05,Sunday,18° D.T.O.,Domenica
2029,2029-08-06,Monday,Trasfigurazione del Signore,Festa
2029,2029-08-12,Sunday,19° D.T.O.,Domenica
2029,2029-08-15,Wednesday,Assunzione della Beata Vergine Maria,Solennità
2029,2029-08-19,Sunday,20° D.T.O.,Domenica
2029,2029-08-26,Sunday,21° D.T.O.,Domenica
2029,2029-09-02,Sunday,22° D.T.O.,Domenica
2029,2029-09-08,Saturday,Natività della Beata Vergine Maria,Festa
2029,2029-09-09,Sunday,23° D.T.O.,Domenica
2029,2029-09-12,Wednesday,Santissimo nome di Maria,Festa
2029,2029-09-14,Friday,Esaltazione della Santa Croce,Festa
2029,2029-09-16,Sunday,24° D.T.O.,Domenica
2029,2029-09-23,Sunday,25° D.T.O.,Domenica
2029,2029-09-30,Sunday,26° D.T.O.,Domenica
2029,2029-10-07,Sunday,27° D.T.O.,Domenica
2029,2029-10-07,Sunday,Madonna del Rosario,Memoria
2029,2029-10-14,Sunday,28° D.T.O.,Domenica
2029,2029-10-21,Sunday,29° D.T.O.,Domenica
2029,2029-10-24,Wednesday,Inizio Novena dei morti,Novena
2029,2029-10-28,Sunday,30° D.T.O.,Domenica
2029,2029-11-01,Thursday,Solennità di tutti i Santi,Solennità
2029,2029-11-02,Friday,Commemorazione dei defunti,Comm.
2029,2029-11-04,Sunday,31° D.T.O.,Domenica
2029,2029-11-09,Friday,Dedicazione Basilica Lateranense,Festa
2029,2029-11-11,Sunday,32° D.T.O.,Domenica
2029,2029-11-18,Sunday,33° D.T.O.,Domenica
2029,2029-11-21,Wednesday,Presentazione della Beata Vergine Maria,Memoria
2029,2029-11-22,Thursday,Santa Cecilia patrona musica,Memoria
2029,2029-11-25,Sunday,34° D.T.O. - Solennità di Cristo Re,Solennità
2029,2029-11-29,Thursday,Inizio Novena all'immacolata,Novena
2029,2029-12-02,Sunday,1° Domenica di Avvento,Domenica
2029,2029-12-08,Saturday,Immacolata Concezione,Solennità
2029,2029-12-09,Sunday,2° Domenica di Avvento,Domenica
2029,2029-12-10,Monday,Madonna di Loreto,Memoria
2029,2029-12-13,Thursday,Santa Lucia,Memoria
2029,2029-12-16,Sunday,3° Domenica di Avvento - Gaudete,Domenica
2029,2029-12-16,Sunday,Inizio Novena di Natale,Novena
2029,2029-12-23,Sunday,4° Domenica di Avvento,Domenica
2029,2029-12-25,Tuesday,Natale del Signore,Solennità
2029,2029-12-26,Wednesday,Santo Stefano,Festa
2029,2029-12-30,Sunday,Festa della Sacra Famiglia,Festa
2029,2029-12-31,Monday,Messa di Ringraziamento,Feria
2030,2030-01-01,Tuesday,Maria Santissima Madre di Dio,Solennità
2030,2030-01-01,Tuesday,Giornata mondiale della pace,Festa
2030,2030-01-03,Thursday,Santissimo nome di Gesù,Memoria
2030,2030-01-06,Sunday,Epifania del Signore,Festa
2030,2030-01-13,Sunday,Battesimo del Signore,Festa
2030,2030-01-20,Sunday,2° D.T.O.,Domenica
2030,2030-01-25,Friday,Conversione di San Paolo apostolo,Solennità
2030,2030-01-27,Sunday,3° D.T.O.,Domenica
2030,2030-02-02,Saturday,Presentazione del Signore (Candelora),Festa
2030,2030-02-03,Sunday,4° D.T.O.,Domenica
2030,2030-02-10,Sunday,5° D.T.O.,Domenica
2030,2030-02-11,Monday,Madonna di Lourdes,Feria
2030,2030-02-17,Sunday,6° D.T.O.,Domenica
2030,2030-02-22,Friday,Cattedra di San Pietro Apostolo,Festa
2030,2030-02-24,Sunday,7° D.T.O.,Domenica
2030,2030-03-03,Sunday,8° D.T.O.,Domenica
2030,2030-03-06,Wednesday,Mercoledì delle ceneri,Solennità
2030,2030-03-10,Sunday,1° Domenica di Quaresima,Domenica
2030,2030-03-17,Sunday,2° Domenica di Quaresima,Domenica
2030,2030-03-19,Tuesday,Solennità di San Giuseppe,Solennità
2030,2030-03-24,Sunday,3° Domenica di Quaresima,Domenica
2030,2030-03-25,Monday,Festa dell'Annunciazione,Festa
2030,2030-03-31,Sunday,Domenica Laetare,Domenica
2030,2030-04-07,Sunday,5° Domenica di Quaresima,Domenica
2030,2030-04-14,Sunday,Domenica delle Palme,Domenica
2030,2030-04-15,Monday,Lunedì della settimana Santa,Feria
2030,2030-04-16,Tuesday,Martedì della settimana Santa,Feria
2030,2030-04-17,Wednesday,Mercoledì della settimana Santa,Feria
2030,2030-04-18,Thursday,Giovedì Santo (Messa del Crisma),Solennità
2030,2030-04-18,Thursday,Giovedì Santo (In Cena Domini),Solennità
2030,2030-04-19,Friday,Venerdì Santo (Passione del Signore),Solennità
2030,2030-04-19,Friday,Inizio Novena alla Divina Misericordia,Novena
2030,2030-04-20,Saturday,Sabato Santo,Solennità
2030,2030-04-21,Sunday,Pasqua - Risurrezione del Signore,Solennità
2030,2030-04-22,Monday,Lunedì dell'Angelo,Feria
2030,2030-04-28,Sunday,2° Domenica di Pasqua o della Divina Misericordia (dom. in Albis),Domenica
2030,2030-05-01,Wednesday,San Giuseppe Lavoratore,Memoria
2030,2030-05-05,Sunday,3° Domenica di Pasqua (Misericordias Domini),Domenica
2030,2030-05-12,Sunday,4° Domenica di Pasqua (Jubilate),Domenica
2030,2030-05-19,Sunday,5° Domenica di Pasqua (Cantate),Domenica
2030,2030-05-26,Sunday,6° Domenica di Pasqua (Rogate - Vocem jocunditatis),Domenica
2030,2030-05-31,Friday,Visitazione della Beata Vergine Maria,Festa
2030,2030-05-31,Friday,Inizio Novena di Pentecoste,Novena
2030,2030-06-02,Sunday,Ascensione di Gesù,Solennità
2030,2030-06-09,Sunday,Pentecoste,Solennità
2030,2030-06-16,Sunday,Solennità della Santissima Trinità,Solennità
2030,2030-06-23,Sunday,Santissimo Corpo e Sangue di Cristo,Solennità
2030,2030-06-24,Monday,Natività di San Giovanni Battista,Solennità
2030,2030-06-28,Friday,Santissimo Cuore di Gesù,Solennità
2030,2030-06-29,Saturday,Santi Pietro e Paolo Apostoli,Solennità
2030,2030-06-30,Sunday,13° D.T.O.,Domenica
2030,2030-07-07,Sunday,14° D.T.O.,Domenica
2030,2030-07-14,Sunday,15° D.T.O.,Domenica
2030,2030-07-16,Tuesday,Beata Vergine Maria del Monte Carmelo,Memoria
2030,2030-07-21,Sunday,16° D.T.O.,Domenica
2030,2030-07-25,Thursday,San Giacomo,Festa
2030,2030-07-28,Sunday,17° D.T.O.,Domenica
2030,2030-08-04,Sunday,18° D.T.O.,Domenica
2030,2030-08-06,Tuesday,Trasfigurazione del Signore,Festa
2030,2030-08-11,Sunday,19° D.T.O.,Domenica
2030,2030-08-15,Thursday,Assunzione della Beata Vergine Maria,Solennità
2030,2030-08-18,Sunday,20° D.T.O.,Domenica
2030,2030-08-25,Sunday,21° D.T.O.,Domenica
2030,2030-09-01,Sunday,22° D.T.O.,Domenica
2030,2030-09-08,Sunday,Natività della Beata Vergine Maria,Festa
2030,2030-09-12,Thursday,Santissimo nome di Maria,Festa
2030,2030-09-14,Saturday,Esaltazione della Santa Croce,Festa
2030,2030-09-15,Sunday,24° D.T.O.,Domenica
2030,2030-09-22,Sunday,25° D.T.O.,Domenica
2030,2030-09-29,Sunday,26° D.T.O.,Domenica
2030,2030-10-06,Sunday,27° D.T.O.,Domenica
2030,2030-10-07,Monday,Madonna del Rosario,Memoria
2030,2030-10-13,Sunday,28° D.T.O.,Domenica
2030,2030-10-20,Sunday,29° D.T.O.,Domenica
2030,2030-10-24,Thursday,Inizio Novena dei morti,Novena
2030,2030-10-27,Sunday,30° D.T.O.,Domenica
2030,2030-11-01,Friday,Solennità di tutti i Santi,Solennità
2030,2030-11-02,Saturday,Commemorazione dei defunti,Comm.
2030,2030-11-03,Sunday,31° D.T.O.,Domenica
2030,2030-11-09,Saturday,Dedicazione Basilica Lateranense,Festa
2030,2030-11-10,Sunday,32° D.T.O.,Domenica
2030,2030-11-17,Sunday,33° D.T.O.,Domenica
2030,2030-11-21,Thursday,Presentazione della Beata Vergine Maria,Memoria
2030,2030-11-22,Friday,Santa Cecilia patrona musica,Memoria
2030,2030-11-24,Sunday,34° D.T.O. - Solennità di Cristo Re,Solennità
2030,2030-11-29,Friday,Inizio Novena all'immacolata,Novena
2030,2030-12-01,Sunday,1° Domenica di Avvento,Domenica
2030,2030-12-08,Sunday,Immacolata Concezione,Solennità
2030,2030-12-08,Sunday,2° Domenica di Avvento,Domenica
2030,2030-12-10,Tuesday,Madonna di Loreto,Memoria
2030,2030-12-13,Friday,Santa Lucia,Memoria
2030,2030-12-15,Sunday,3° Domenica di Avvento - Gaudete,Domenica
2030,2030-12-16,Monday,Inizio Novena di Natale,Novena
2030,2030-12-22,Sunday,4° Domenica di Avvento,Domenica
2030,2030-12-25,Wednesday,Natale del Signore,Solennità
2030,2030-12-26,Thursday,Santo Stefano,Festa
2030,2030-12-29,Sunday,Festa della Sacra Famiglia,Festa
2030,2030-12-31,Tuesday,Messa di Ringraziamento,Feria
2031,2031-01-01,Wednesday,Maria Santissima Madre di Dio,Solennità
2031,2031-01-01,Wednesday,Giornata mondiale della pace,Festa
2031,2031-01-03,Friday,Santissimo nome di Gesù,Memoria
2031,2031-01-06,Monday,Epifania del Signore,Festa
2031,2031-01-12,Sunday,Battesimo del Signore,Festa
2031,2031-01-19,Sunday,2° D.T.O.,Domenica
2031,2031-01-25,Saturday,Conversione di San Paolo apostolo,Solennità
2031,2031-01-26,Sunday,3° D.T.O.,Domenica
2031,2031-02-02,Sunday,Presentazione del Signore (Candelora),Festa
2031,2031-02-09,Sunday,5° D.T.O.,Domenica
2031,2031-02-11,Tuesday,Madonna di Lourdes,Feria
2031,2031-02-16,Sunday,6° D.T.O.,Domenica
2031,2031-02-22,Saturday,Cattedra di San Pietro Apostolo,Festa
2031,2031-02-23,Sunday,7° D.T.O.,Domenica
2031,2031-02-26,Wednesday,Mercoledì delle ceneri,Solennità
2031,2031-03-02,Sunday,1° Domenica di Quaresima,Domenica
2031,2031-03-09,Sunday,2° Domenica di Quaresima,Domenica
2031,2031-03-16,Sunday,3° Domenica di Quaresima,Domenica
2031,2031-03-19,Wednesday,Solennità di San Giuseppe,Solennità
2031,2031-03-23,Sunday,Domenica Laetare,Domenica
2031,2031-03-25,Tuesday,Festa dell'Annunciazione,Festa
2031,2031-03-30,Sunday,5° Domenica di Quaresima,Domenica
2031,2031-04-06,Sunday,Domenica delle Palme,Domenica
2031,2031-04-07,Monday,Lunedì della settimana Santa,Feria
2031,2031-04-08,Tuesday,Martedì della settimana Santa,Feria
2031,2031-04-09,Wednesday,Mercoledì della settimana Santa,Feria
2031,2031-04-10,Thursday,Giovedì Santo (Messa del Crisma),Solennità
2031,2031-04-10,Thursday,Giovedì Santo (In Cena Domini),Solennità
2031,2031-04-11,Friday,Venerdì Santo (Passione del Signore),Solennità
2031,2031-04-11,Friday,Inizio Novena alla Divina Misericordia,Novena
2031,2031-04-12,Saturday,Sabato Santo,Solennità
2031,2031-04-13,Sunday,Pasqua - Risurrezione del Signore,Solennità
2031,2031-04-14,Monday,Lunedì dell'Angelo,Feria
2031,2031-04-20,Sunday,2° Domenica di Pasqua o della Divina Misericordia (dom. in Albis),Domenica
2031,2031-04-27,Sunday,3° Domenica di Pasqua (Misericordias Domini),Domenica
2031,2031-05-01,Thursday,San Giuseppe Lavoratore,Memoria
2031,2031-05-04,Sunday,4° Domenica di Pasqua (Jubilate),Domenica
2031,2031-05-11,Sunday,5° Domenica di Pasqua (Cantate),Domenica
2031,2031-05-18,Sunday,6° Domenica di Pasqua (Rogate - Vocem jocunditatis),Domenica
2031,2031-05-23,Friday,Inizio Novena di Pentecoste,Novena
2031,2031-05-25,Sunday,Ascensione di Gesù,Solennità
2031,2031-05-31,Saturday,Visitazione della Beata Vergine Maria,Festa
2031,2031-06-01,Sunday,Pentecoste,Solennità
2031,2031-06-08,Sunday,Solennità della Santissima Trinità,Solennità
2031,2031-06-15,Sunday,Santissimo Corpo e Sangue di Cristo,Solennità
2031,2031-06-20,Friday,Santissimo Cuore di Gesù,Solennità
2031,2031-06-22,Sunday,12° D.T.O.,Domenica
2031,2031-06-24,Tuesday,Natività di San Giovanni Battista,Solennità
2031,2031-06-29,Sunday,Santi Pietro e Paolo Apostoli,Solennità
2031,2031-07-06,Sunday,14° D.T.O.,Domenica
2031,2031-07-13,Sunday,15° D.T.O.,Domenica
2031,2031-07-16,Wednesday,Beata Vergine Maria del Monte Carmelo,Memoria
2031,2031-07-20,Sunday,16° D.T.O.,Domenica
2031,2031-07-25,Friday,San Giacomo,Festa
2031,2031-07-27,Sunday,17° D.T.O.,Domenica
2031,2031-08-03,Sunday,18° D.T.O.,Domenica
2031,2031-08-06,Wednesday,Trasfigurazione del Signore,Festa
2031,2031-08-10,Sunday,19° D.T.O.,Domenica
2031,2031-08-15,Friday,Assunzione della Beata Vergine Maria,Solennità
2031,2031-08-17,Sunday,20° D.T.O.,Domenica
2031,2031-08-24,Sunday,21° D.T.O.,Domenica
2031,2031-08-31,Sunday,22° D.T.O.,Domenica
2031,2031-09-07,Sunday,23° D.T.O.,Domenica
2031,2031-09-08,Monday,Natività della Beata Vergine Maria,Festa
2031,2031-09-12,Friday,Santissimo nome di Maria,Festa
2031,2031-09-14,Sunday,Esaltazione della Santa Croce,Festa
2031,2031-09-21,Sunday,25° D.T.O.,Domenica
2031,2031-09-28,Sunday,26° D.T.O.,Domenica
2031,2031-10-05,Sunday,27° D.T.O.,Domenica
2031,2031-10-07,Tuesday,Madonna del Rosario,Memoria
2031,2031-10-12,Sunday,28° D.T.O.,Domenica
2031,2031-10-19,Sunday,29° D.T.O.,Domenica
2031,2031-10-24,Friday,Inizio Novena dei morti,Novena
2031,2031-10-26,Sunday,30° D.T.O.,Domenica
2031,2031-11-01,Saturday,Solennità di tutti i Santi,Solennità
2031,2031-11-02,Sunday,31° D.T.O.,Domenica
2031,2031-11-02,Sunday,Commemorazione dei defunti,Comm.
2031,2031-11-09,Sunday,Dedicazione Basilica Lateranense,Festa
2031,2031-11-16,Sunday,33° D.T.O.,Domenica
2031,2031-11-21,Friday,Presentazione della Beata Vergine Maria,Memoria
2031,2031-11-22,Saturday,Santa Cecilia patrona musica,Memoria
2031,2031-11-23,Sunday,34° D.T.O. - Solennità di Cristo Re,Solennità
2031,2031-11-29,Saturday,Inizio Novena all'immacolata,Novena
2031,2031-11-30,Sunday,1° Domenica di Avvento,Domenica
2031,2031-12-07,Sunday,2° Domenica di Avvento,Domenica
2031,2031-12-08,Monday,Immacolata Concezione,Solennità
2031,2031-12-10,Wednesday,Madonna di Loreto,Memoria
2031,2031-12-13,Saturday,Santa Lucia,Memoria
2031,2031-12-14,Sunday,3° Domenica di Avvento - Gaudete,Domenica
2031,2031-12-16,Tuesday,Inizio Novena di Natale,Novena
2031,2031-12-21,Sunday,4° Domenica di Avvento,Domenica
2031,2031-12-25,Thursday,Natale del Signore,Solennità
2031,2031-12-26,Friday,Santo Stefano,Festa
2031,2031-12-28,Sunday,Festa della Sacra Famiglia,Festa
2031,2031-12-31,Wednesday,Messa di Ringraziamento,Feria
2032,2032-01-01,Thursday,Maria Santissima Madre di Dio,Solennità
2032,2032-01-01,Thursday,Giornata mondiale della pace,Festa
2032,2032-01-03,Saturday,Santissimo nome di Gesù,Memoria
2032,2032-01-06,Tuesday,Epifania del Signore,Festa
2032,2032-01-11,Sunday,Battesimo del Signore,Festa
2032,2032-01-18,Sunday,2° D.T.O.,Domenica
2032,2032-01-25,Sunday,Conversione di San Paolo apostolo,Solennità
2032,2032-02-01,Sunday,4° D.T.O.,Domenica
2032,2032-02-02,Monday,Presentazione del Signore (Candelora),Festa
2032,2032-02-08,Sunday,5° D.T.O.,Domenica
2032,2032-02-11,Wednesday,Mercoledì delle ceneri,Solennità
2032,2032-02-11,Wednesday,Madonna di Lourdes,Feria
2032,2032-02-15,Sunday,1° Domenica di Quaresima,Domenica
2032,2032-02-22,Sunday,Cattedra di San Pietro Apostolo,Festa
2032,2032-02-22,Sunday,2° Domenica di Quaresima,Domenica
2032,2032-02-29,Sunday,3° Domenica di Quaresima,Domenica
2032,2032-03-07,Sunday,Domenica Laetare,Domenica
2032,2032-03-14,Sunday,5° Domenica di Quaresima,Domenica
2032,2032-03-19,Friday,Solennità di San Giuseppe,Solennità
2032,2032-03-21,Sunday,Domenica delle Palme,Domenica
2032,2032-03-22,Monday,Lunedì della settimana Santa,Feria
2032,2032-03-23,Tuesday,Martedì della settimana Santa,Feria
2032,2032-03-24,Wednesday,Mercoledì della settimana Santa,Feria
