anno,evento,date,weekday,celebrazione,id_celebrazione,ciclo_domenicale,id_liturgia
2034,1° Domenica di Avvento,2034-12-03,Sunday,I domenica di Avvento,C1,C,C1-C
2034,2° Domenica di Avvento,2034-12-10,Sunday,II domenica di Avvento,C2,C,C2-C
2034,3° Domenica di Avvento - Gaudete,2034-12-17,Sunday,III domenica di Avvento,C3,C,C3-C
2034,4° Domenica di Avvento,2034-12-24,Sunday,IV domenica di Avvento,C4,C,C4-C
2034,Natale del Signore,2034-12-25,Monday,Natale del Signore – Messa del giorno,C8,C,C8-C
2034,Festa della Sacra Famiglia,2034-12-31,Sunday,"Santa Famiglia di Gesù, Maria e Giuseppe",C9,C,C9-C
2034,Maria Santissima Madre di Dio,2034-01-01,Sunday,Solennità di Maria SS Madre di Dio,C10,C,C10-C
2034,Epifania del Signore,2034-01-06,Friday,Epifania del Signore,C12,C,C12-C
2034,Battesimo del Signore,2034-01-08,Sunday,Battesimo del Signore,C13,C,C13-C
2034,1° Domenica di Quaresima,2034-02-26,Sunday,I domenica di Quaresima,C14,C,C14-C
2034,2° Domenica di Quaresima,2034-03-05,Sunday,II domenica di Quaresima,C15,C,C15-C
2034,3° Domenica di Quaresima,2034-03-12,Sunday,III domenica di Quaresima,C16,C,C16-C
2034,Domenica Laetare,2034-03-19,Sunday,IV domenica di Quaresima,C17,C,C17-C
2034,5° Domenica di Quaresima,2034-03-26,Sunday,V domenica di Quaresima,C18,C,C18-C
2034,Domenica delle Palme,2034-04-02,Sunday,Domenica delle Palme: Passione del Signore,C19,C,C19-C
2034,Giovedì Santo (Messa del Crisma),2034-04-06,Thursday,Giovedì della Settimana Santa – Messa del Crisma,C20,C,C20-C
2034,Giovedì Santo (In Cena Domini),2034-04-06,Thursday,Giovedì Santo – Messa vespertina «Cena del Signore»,C21,C,C21-C
2034,Venerdì Santo (Passione del Signore),2034-04-07,Friday,Venerdì Santo «Passione del Signore»,C22,C,C22-C
2034,Pasqua - Risurrezione del Signore,2034-04-09,Sunday,Domenica di Pasqua «Risurrezione del Signore» – Messa del giorno,C24,C,C24-C
2034,2° Domenica di Pasqua o della Divina Misericordia (dom. in Albis),2034-04-16,Sunday,II domenica di Pasqua,C25,C,C25-C
2034,3° Domenica di Pasqua (Misericordias Domini),2034-04-23,Sunday,III domenica di Pasqua,C26,C,C26-C
2034,4° Domenica di Pasqua (Jubilate),2034-04-30,Sunday,IV domenica di Pasqua,C27,C,C27-C
2034,5° Domenica di Pasqua (Cantate),2034-05-07,Sunday,V domenica di Pasqua,C28,C,C28-C
2034,6° Domenica di Pasqua (Rogate - Vocem jocunditatis),2034-05-14,Sunday,VI domenica di Pasqua,C29,C,C29-C
2034,Ascensione di Gesù,2034-05-21,Sunday,Ascensione del Signore,C30,C,C30-C
2034,Pentecoste,2034-05-28,Sunday,Domenica di Pentecoste – Messa del giorno,C33,C,C33-C
2034,Solennità della Santissima Trinità,2034-06-04,Sunday,Solennità della SS Trinità,C34,C,C34-C
2034,Santissimo Corpo e Sangue di Cristo,2034-06-11,Sunday,Solennità del SS Corpo e Sangue di Cristo,C35,C,C35-C
2034,Santissimo Cuore di Gesù,2034-06-16,Friday,Solennità del Sacratissimo Cuore di Gesù,C36,C,C36-C
2034,2° D.T.O.,2034-01-15,Sunday,II domenica del Tempo Ordinario,C37,C,C37-C
2034,3° D.T.O.,2034-01-22,Sunday,III domenica del Tempo Ordinario,C38,C,C38-C
2034,4° D.T.O.,2034-01-29,Sunday,IV domenica del Tempo Ordinario,C39,C,C39-C
2034,5° D.T.O.,2034-02-05,Sunday,V domenica del Tempo Ordinario,C40,C,C40-C
2034,6° D.T.O.,2034-02-12,Sunday,VI domenica del Tempo Ordinario,C41,C,C41-C
2034,7° D.T.O.,2034-02-19,Sunday,VII domenica del Tempo Ordinario,C42,C,C42-C
2034,11° D.T.O.,2034-06-18,Sunday,XI domenica del Tempo Ordinario,C46,C,C46-C
2034,12° D.T.O.,2034-06-25,Sunday,XII domenica del Tempo Ordinario,C47,C,C47-C
2034,13° D.T.O.,2034-07-02,Sunday,XIII domenica del Tempo Ordinario,C48,C,C48-C
2034,14° D.T.O.,2034-07-09,Sunday,XIV domenica del Tempo Ordinario,C49,C,C49-C
2034,15° D.T.O.,2034-07-16,Sunday,XV domenica del Tempo Ordinario,C50,C,C50-C
2034,16° D.T.O.,2034-07-23,Sunday,XVI domenica del Tempo Ordinario,C51,C,C51-C
2034,17° D.T.O.,2034-07-30,Sunday,XVII domenica del Tempo Ordinario,C52,C,C52-C
2034,19° D.T.O.,2034-08-13,Sunday,XIX domenica del Tempo Ordinario,C54,C,C54-C
2034,20° D.T.O.,2034-08-20,Sunday,XX domenica del Tempo Ordinario,C55,C,C55-C
2034,21° D.T.O.,2034-08-27,Sunday,XXI domenica del Tempo Ordinario,C56,C,C56-C
2034,22° D.T.O.,2034-09-03,Sunday,XXII domenica del Tempo Ordinario,C57,C,C57-C
2034,23° D.T.O.,2034-09-10,Sunday,XXIII domenica del Tempo Ordinario,C58,C,C58-C
2034,24° D.T.O.,2034-09-17,Sunday,XXIV domenica del Tempo Ordinario,C59,C,C59-C
2034,25° D.T.O.,2034-09-24,Sunday,XXV domenica del Tempo Ordinario,C60,C,C60-C
2034,26° D.T.O.,2034-10-01,Sunday,XXVI domenica del Tempo Ordinario,C61,C,C61-C
2034,27° D.T.O.,2034-10-08,Sunday,XXVII domenica del Tempo Ordinario,C62,C,C62-C
2034,28° D.T.O.,2034-10-15,Sunday,XXVIII domenica del Tempo Ordinario,C63,C,C63-C
2034,29° D.T.O.,2034-10-22,Sunday,XXIX domenica del Tempo Ordinario,C64,C,C64-C
2034,30° D.T.O.,2034-10-29,Sunday,XXX domenica del Tempo Ordinario,C65,C,C65-C
2034,31° D.T.O.,2034-11-05,Sunday,XXXI domenica del Tempo Ordinario,C66,C,C66-C
2034,32° D.T.O.,2034-11-12,Sunday,XXXII domenica del Tempo Ordinario,C67,C,C67-C
2034,33° D.T.O.,2034-11-19,Sunday,XXXIII domenica del Tempo Ordinario,C68,C,C68-C
2034,34° D.T.O. - Solennità di Cristo Re,2034-11-26,Sunday,Solennità di nostro Signore Gesù Cristo Re dell’universo,C69,C,C69-C
2034,Presentazione del Signore (Candelora),2034-02-02,Thursday,2 febbraio: Presentazione del Signore,C70,C,C70-C
2034,Natività di San Giovanni Battista,2034-06-24,Saturday,24 giugno: Natività di san Giovanni Battista – Messa del giorno,C72,C,C72-C
2034,Santi Pietro e Paolo Apostoli,2034-06-29,Thursday,29 giugno: Santi Pietro e Paolo apostoli – Messa del giorno,C74,C,C74-C
2034,Trasfigurazione del Signore,2034-08-06,Sunday,6 agosto: Trasfigurazione del Signore,C75,C,C75-C
2034,Assunzione della Beata Vergine Maria,2034-08-15,Tuesday,15 agosto: Assunzione della beata Vergine Maria – Messa del giorno,C77,C,C77-C
2034,Esaltazione della Santa Croce,2034-09-14,Thursday,14 settembre: Esaltazione della Santa Croce,C78,C,C78-C
2034,Solennità di tutti i Santi,2034-11-01,Wednesday,1 novembre: Tutti i Santi,C79,C,C79-C
2034,Commemorazione dei defunti,2034-11-02,Thursday,2 novembre: Commemorazione di tutti i fedeli defunti – 1° schema,C80,C,C80-C
2034,Commemorazione dei defunti,2034-11-02,Thursday,2 novembre: Commemorazione di tutti i fedeli defunti – 2° schema,C81,C,C81-C
2034,Commemorazione dei defunti,2034-11-02,Thursday,2 novembre: Commemorazione di tutti i fedeli defunti – 3° schema,C82,C,C82-C
2034,Dedicazione Basilica Lateranense,2034-11-09,Thursday,9 novembre: Dedicazione della Basilica lateranense,C83,C,C83-C
2034,Immacolata Concezione,2034-12-08,Friday,8 dicembre: Immacolata Concezione della beata Vergine Maria,C84,C,C84-C
2034,Giornata mondiale della pace,2034-01-01,Sunday,,,C,-C
2034,Santissimo nome di Gesù,2034-01-03,Tuesday,,,C,-C
2034,Conversione di San Paolo apostolo,2034-01-25,Wednesday,,,C,-C
2034,Madonna di Lourdes,2034-02-11,Saturday,,,C,-C
2034,Cattedra di San Pietro Apostolo,2034-02-22,Wednesday,,,C,-C
2034,Mercoledì delle ceneri,2034-02-22,Wednesday,,,C,-C
2034,Solennità di San Giuseppe,2034-03-20,Monday,,,C,-C
2034,Festa dell'Annunciazione,2034-03-25,Saturday,,,C,-C
2034,Lunedì della settimana Santa,2034-04-03,Monday,,,C,-C
2034,Martedì della settimana Santa,2034-04-04,Tuesday,,,C,-C
2034,Mercoledì della settimana Santa,2034-04-05,Wednesday,,,C,-C
2034,Inizio Novena alla Divina Misericordia,2034-04-07,Friday,,,C,-C
2034,Sabato Santo,2034-04-08,Saturday,,,C,-C
2034,Lunedì dell'Angelo,2034-04-10,Monday,,,C,-C
2034,San Giuseppe Lavoratore,2034-05-01,Monday,,,C,-C
2034,Visitazione della Beata Vergine Maria,2034-05-31,Wednesday,,,C,-C
2034,Inizio Novena di Pentecoste,2034-05-19,Friday,,,C,-C
2034,Beata Vergine Maria del Monte Carmelo,2034-07-16,Sunday,,,C,-C
2034,San Giacomo,2034-07-25,Tuesday,,,C,-C
2034,Natività della Beata Vergine Maria,2034-09-08,Friday,,,C,-C
2034,Santissimo nome di Maria,2034-09-12,Tuesday,,,C,-C
2034,Madonna del Rosario,2034-10-07,Saturday,,,C,-C
2034,Inizio Novena dei morti,2034-10-24,Tuesday,,,C,-C
2034,Presentazione della Beata Vergine Maria,2034-11-21,Tuesday,,,C,-C
2034,Santa Cecilia patrona musica,2034-11-22,Wednesday,,,C,-C
2034,Inizio Novena all'immacolata,2034-11-29,Wednesday,,,C,-C
2034,Madonna di Loreto,2034-12-10,Sunday,,,C,-C
2034,Santa Lucia,2034-12-13,Wednesday,,,C,-C
2034,Inizio Novena di Natale,2034-12-16,Saturday,,,C,-C
2034,Santo Stefano,2034-12-26,Tuesday,,,C,-C
2034,Messa di Ringraziamento,2034-12-31,Sunday,,,C,-C
2035,1° Domenica di Avvento,2035-12-02,Sunday,I domenica di Avvento,C1,A,C1-A
2035,2° Domenica di Avvento,2035-12-09,Sunday,II domenica di Avvento,C2,A,C2-A
2035,3° Domenica di Avvento - Gaudete,2035-12-16,Sunday,III domenica di Avvento,C3,A,C3-A
2035,4° Domenica di Avvento,2035-12-23,Sunday,IV domenica di Avvento,C4,A,C4-A
2035,Natale del Signore,2035-12-25,Tuesday,Natale del Signore – Messa del giorno,C8,A,C8-A
2035,Festa della Sacra Famiglia,2035-12-30,Sunday,"Santa Famiglia di Gesù, Maria e Giuseppe",C9,A,C9-A
2035,Maria Santissima Madre di Dio,2035-01-01,Monday,Solennità di Maria SS Madre di Dio,C10,A,C10-A
2035,Epifania del Signore,2035-01-06,Saturday,Epifania del Signore,C12,A,C12-A
2035,Battesimo del Signore,2035-01-07,Sunday,Battesimo del Signore,C13,A,C13-A
2035,1° Domenica di Quaresima,2035-02-11,Sunday,I domenica di Quaresima,C14,A,C14-A
2035,2° Domenica di Quaresima,2035-02-18,Sunday,II domenica di Quaresima,C15,A,C15-A
2035,3° Domenica di Quaresima,2035-02-25,Sunday,III domenica di Quaresima,C16,A,C16-A
2035,Domenica Laetare,2035-03-04,Sunday,IV domenica di Quaresima,C17,A,C17-A
2035,5° Domenica di Quaresima,2035-03-11,Sunday,V domenica di Quaresima,C18,A,C18-A
2035,Domenica delle Palme,2035-03-18,Sunday,Domenica delle Palme: Passione del Signore,C19,A,C19-A
2035,Giovedì Santo (Messa del Crisma),2035-03-22,Thursday,Giovedì della Settimana Santa – Messa del Crisma,C20,A,C20-A
2035,Giovedì Santo (In Cena Domini),2035-03-22,Thursday,Giovedì Santo – Messa vespertina «Cena del Signore»,C21,A,C21-A
2035,Venerdì Santo (Passione del Signore),2035-03-23,Friday,Venerdì Santo «Passione del Signore»,C22,A,C22-A
2035,Pasqua - Risurrezione del Signore,2035-03-25,Sunday,Domenica di Pasqua «Risurrezione del Signore» – Messa del giorno,C24,A,C24-A
2035,2° Domenica di Pasqua o della Divina Misericordia (dom. in Albis),2035-04-01,Sunday,II domenica di Pasqua,C25,A,C25-A
2035,3° Domenica di Pasqua (Misericordias Domini),2035-04-08,Sunday,III domenica di Pasqua,C26,A,C26-A
2035,4° Domenica di Pasqua (Jubilate),2035-04-15,Sunday,IV domenica di Pasqua,C27,A,C27-A
2035,5° Domenica di Pasqua (Cantate),2035-04-22,Sunday,V domenica di Pasqua,C28,A,C28-A
2035,6° Domenica di Pasqua (Rogate - Vocem jocunditatis),2035-04-29,Sunday,VI domenica di Pasqua,C29,A,C29-A
2035,Ascensione di Gesù,2035-05-06,Sunday,Ascensione del Signore,C30,A,C30-A
2035,Pentecoste,2035-05-13,Sunday,Domenica di Pentecoste – Messa del giorno,C33,A,C33-A
2035,Solennità della Santissima Trinità,2035-05-20,Sunday,Solennità della SS Trinità,C34,A,C34-A
2035,Santissimo Corpo e Sangue di Cristo,2035-05-27,Sunday,Solennità del SS Corpo e Sangue di Cristo,C35,A,C35-A
2035,Santissimo Cuore di Gesù,2035-06-01,Friday,Solennità del Sacratissimo Cuore di Gesù,C36,A,C36-A
2035,2° D.T.O.,2035-01-14,Sunday,II domenica del Tempo Ordinario,C37,A,C37-A
2035,3° D.T.O.,2035-01-21,Sunday,III domenica del Tempo Ordinario,C38,A,C38-A
2035,4° D.T.O.,2035-01-28,Sunday,IV domenica del Tempo Ordinario,C39,A,C39-A
2035,5° D.T.O.,2035-02-04,Sunday,V domenica del Tempo Ordinario,C40,A,C40-A
2035,9° D.T.O.,2035-06-03,Sunday,IX domenica del Tempo Ordinario,C44,A,C44-A
2035,10° D.T.O.,2035-06-10,Sunday,X domenica del Tempo Ordinario,C45,A,C45-A
2035,11° D.T.O.,2035-06-17,Sunday,XI domenica del Tempo Ordinario,C46,A,C46-A
2035,13° D.T.O.,2035-07-01,Sunday,XIII domenica del Tempo Ordinario,C48,A,C48-A
2035,14° D.T.O.,2035-07-08,Sunday,XIV domenica del Tempo Ordinario,C49,A,C49-A
2035,15° D.T.O.,2035-07-15,Sunday,XV domenica del Tempo Ordinario,C50,A,C50-A
2035,16° D.T.O.,2035-07-22,Sunday,XVI domenica del Tempo Ordinario,C51,A,C51-A
2035,17° D.T.O.,2035-07-29,Sunday,XVII domenica del Tempo Ordinario,C52,A,C52-A
2035,18° D.T.O.,2035-08-05,Sunday,XVIII domenica del Tempo Ordinario,C53,A,C53-A
2035,19° D.T.O.,2035-08-12,Sunday,XIX domenica del Tempo Ordinario,C54,A,C54-A
2035,20° D.T.O.,2035-08-19,Sunday,XX domenica del Tempo Ordinario,C55,A,C55-A
2035,21° D.T.O.,2035-08-26,Sunday,XXI domenica del Tempo Ordinario,C56,A,C56-A
2035,22° D.T.O.,2035-09-02,Sunday,XXII domenica del Tempo Ordinario,C57,A,C57-A
2035,23° D.T.O.,2035-09-09,Sunday,XXIII domenica del Tempo Ordinario,C58,A,C58-A
2035,24° D.T.O.,2035-09-16,Sunday,XXIV domenica del Tempo Ordinario,C59,A,C59-A
2035,25° D.T.O.,2035-09-23,Sunday,XXV domenica del Tempo Ordinario,C60,A,C60-A
2035,26° D.T.O.,2035-09-30,Sunday,XXVI domenica del Tempo Ordinario,C61,A,C61-A
2035,27° D.T.O.,2035-10-07,Sunday,XXVII domenica del Tempo Ordinario,C62,A,C62-A
2035,28° D.T.O.,2035-10-14,Sunday,XXVIII domenica del Tempo Ordinario,C63,A,C63-A
2035,29° D.T.O.,2035-10-21,Sunday,XXIX domenica del Tempo Ordinario,C64,A,C64-A
2035,30° D.T.O.,2035-10-28,Sunday,XXX domenica del Tempo Ordinario,C65,A,C65-A
2035,31° D.T.O.,2035-11-04,Sunday,XXXI domenica del Tempo Ordinario,C66,A,C66-A
2035,32° D.T.O.,2035-11-11,Sunday,XXXII domenica del Tempo Ordinario,C67,A,C67-A
2035,33° D.T.O.,2035-11-18,Sunday,XXXIII domenica del Tempo Ordinario,C68,A,C68-A
2035,34° D.T.O. - Solennità di Cristo Re,2035-11-25,Sunday,Solennità di nostro Signore Gesù Cristo Re dell’universo,C69,A,C69-A
2035,Presentazione del Signore (Candelora),2035-02-02,Friday,2 febbraio: Presentazione del Signore,C70,A,C70-A
2035,Natività di San Giovanni Battista,2035-06-24,Sunday,24 giugno: Natività di san Giovanni Battista – Messa del giorno,C72,A,C72-A
2035,Santi Pietro e Paolo Apostoli,2035-06-29,Friday,29 giugno: Santi Pietro e Paolo apostoli – Messa del giorno,C74,A,C74-A
2035,Trasfigurazione del Signore,2035-08-06,Monday,6 agosto: Trasfigurazione del Signore,C75,A,C75-A
2035,Assunzione della Beata Vergine Maria,2035-08-15,Wednesday,15 agosto: Assunzione della beata Vergine Maria – Messa del giorno,C77,A,C77-A
2035,Esaltazione della Santa Croce,2035-09-14,Friday,14 settembre: Esaltazione della Santa Croce,C78,A,C78-A
2035,Solennità di tutti i Santi,2035-11-01,Thursday,1 novembre: Tutti i Santi,C79,A,C79-A
2035,Commemorazione dei defunti,2035-11-02,Friday,2 novembre: Commemorazione di tutti i fedeli defunti – 1° schema,C80,A,C80-A
2035,Commemorazione dei defunti,2035-11-02,Friday,2 novembre: Commemorazione di tutti i fedeli defunti – 2° schema,C81,A,C81-A
2035,Commemorazione dei defunti,2035-11-02,Friday,2 novembre: Commemorazione di tutti i fedeli defunti – 3° schema,C82,A,C82-A
2035,Dedicazione Basilica Lateranense,2035-11-09,Friday,9 novembre: Dedicazione della Basilica lateranense,C83,A,C83-A
2035,Immacolata Concezione,2035-12-08,Saturday,8 dicembre: Immacolata Concezione della beata Vergine Maria,C84,A,C84-A
2035,Giornata mondiale della pace,2035-01-01,Monday,,,A,-A
2035,Santissimo nome di Gesù,2035-01-03,Wednesday,,,A,-A
2035,Conversione di San Paolo apostolo,2035-01-25,Thursday,,,A,-A
2035,Madonna di Lourdes,2035-02-11,Sunday,,,A,-A
2035,Cattedra di San Pietro Apostolo,2035-02-22,Thursday,,,A,-A
2035,Mercoledì delle ceneri,2035-02-07,Wednesday,,,A,-A
2035,Solennità di San Giuseppe,2035-03-17,Saturday,,,A,-A
2035,Festa dell'Annunciazione,2035-04-02,Monday,,,A,-A
2035,Lunedì della settimana Santa,2035-03-19,Monday,,,A,-A
2035,Martedì della settimana Santa,2035-03-20,Tuesday,,,A,-A
2035,Mercoledì della settimana Santa,2035-03-21,Wednesday,,,A,-A
2035,Inizio Novena alla Divina Misericordia,2035-03-23,Friday,,,A,-A
2035,Sabato Santo,2035-03-24,Saturday,,,A,-A
2035,Lunedì dell'Angelo,2035-03-26,Monday,,,A,-A
2035,San Giuseppe Lavoratore,2035-05-01,Tuesday,,,A,-A
2035,Visitazione della Beata Vergine Maria,2035-05-31,Thursday,,,A,-A
2035,Inizio Novena di Pentecoste,2035-05-04,Friday,,,A,-A
2035,Beata Vergine Maria del Monte Carmelo,2035-07-16,Monday,,,A,-A
2035,San Giacomo,2035-07-25,Wednesday,,,A,-A
2035,Natività della Beata Vergine Maria,2035-09-08,Saturday,,,A,-A
2035,Santissimo nome di Maria,2035-09-12,Wednesday,,,A,-A
2035,Madonna del Rosario,2035-10-07,Sunday,,,A,-A
2035,Inizio Novena dei morti,2035-10-24,Wednesday,,,A,-A
2035,Presentazione della Beata Vergine Maria,2035-11-21,Wednesday,,,A,-A
2035,Santa Cecilia patrona musica,2035-11-22,Thursday,,,A,-A
2035,Inizio Novena all'immacolata,2035-11-29,Thursday,,,A,-A
2035,Madonna di Loreto,2035-12-10,Monday,,,A,-A
2035,Santa Lucia,2035-12-13,Thursday,,,A,-A
2035,Inizio Novena di Natale,2035-12-16,Sunday,,,A,-A
2035,Santo Stefano,2035-12-26,Wednesday,,,A,-A
2035,Messa di Ringraziamento,2035-12-31,Monday,,,A,-A
2036,1° Domenica di Avvento,2036-11-30,Sunday,I domenica di Avvento,C1,B,C1-B
2036,2° Domenica di Avvento,2036-12-07,Sunday,II domenica di Avvento,C2,B,C2-B
2036,3° Domenica di Avvento - Gaudete,2036-12-14,Sunday,III domenica di Avvento,C3,B,C3-B
2036,4° Domenica di Avvento,2036-12-21,Sunday,IV domenica di Avvento,C4,B,C4-B
2036,Natale del Signore,2036-12-25,Thursday,Natale del Signore – Messa del giorno,C8,B,C8-B
2036,Festa della Sacra Famiglia,2036-12-28,Sunday,"Santa Famiglia di Gesù, Maria e Giuseppe",C9,B,C9-B
2036,Maria Santissima Madre di Dio,2036-01-01,Tuesday,Solennità di Maria SS Madre di Dio,C10,B,C10-B
2036,Epifania del Signore,2036-01-06,Sunday,Epifania del Signore,C12,B,C12-B
2036,Battesimo del Signore,2036-01-13,Sunday,Battesimo del Signore,C13,B,C13-B
2036,1° Domenica di Quaresima,2036-03-02,Sunday,I domenica di Quaresima,C14,B,C14-B
2036,2° Domenica di Quaresima,2036-03-09,Sunday,II domenica di Quaresima,C15,B,C15-B
2036,3° Domenica di Quaresima,2036-03-16,Sunday,III domenica di Quaresima,C16,B,C16-B
2036,Domenica Laetare,2036-03-23,Sunday,IV domenica di Quaresima,C17,B,C17-B
2036,5° Domenica di Quaresima,2036-03-30,Sunday,V domenica di Quaresima,C18,B,C18-B
2036,Domenica delle Palme,2036-04-06,Sunday,Domenica delle Palme: Passione del Signore,C19,B,C19-B
2036,Giovedì Santo (Messa del Crisma),2036-04-10,Thursday,Giovedì della Settimana Santa – Messa del Crisma,C20,B,C20-B
2036,Giovedì Santo (In Cena Domini),2036-04-10,Thursday,Giovedì Santo – Messa vespertina «Cena del Signore»,C21,B,C21-B
2036,Venerdì Santo (Passione del Signore),2036-04-11,Friday,Venerdì Santo «Passione del Signore»,C22,B,C22-B
2036,Pasqua - Risurrezione del Signore,2036-04-13,Sunday,Domenica di Pasqua «Risurrezione del Signore» – Messa del giorno,C24,B,C24-B
2036,2° Domenica di Pasqua o della Divina Misericordia (dom. in Albis),2036-04-20,Sunday,II domenica di Pasqua,C25,B,C25-B
2036,3° Domenica di Pasqua (Misericordias Domini),2036-04-27,Sunday,III domenica di Pasqua,C26,B,C26-B
2036,4° Domenica di Pasqua (Jubilate),2036-05-04,Sunday,IV domenica di Pasqua,C27,B,C27-B
2036,5° Domenica di Pasqua (Cantate),2036-05-11,Sunday,V domenica di Pasqua,C28,B,C28-B
2036,6° Domenica di Pasqua (Rogate - Vocem jocunditatis),2036-05-18,Sunday,VI domenica di Pasqua,C29,B,C29-B
2036,Ascensione di Gesù,2036-05-25,Sunday,Ascensione del Signore,C30,B,C30-B
2036,Pentecoste,2036-06-01,Sunday,Domenica di Pentecoste – Messa del giorno,C33,B,C33-B
2036,Solennità della Santissima Trinità,2036-06-08,Sunday,Solennità della SS Trinità,C34,B,C34-B
2036,Santissimo Corpo e Sangue di Cristo,2036-06-15,Sunday,Solennità del SS Corpo e Sangue di Cristo,C35,B,C35-B
2036,Santissimo Cuore di Gesù,2036-06-20,Friday,Solennità del Sacratissimo Cuore di Gesù,C36,B,C36-B
2036,2° D.T.O.,2036-01-20,Sunday,II domenica del Tempo Ordinario,C37,B,C37-B
2036,3° D.T.O.,2036-01-27,Sunday,III domenica del Tempo Ordinario,C38,B,C38-B
2036,4° D.T.O.,2036-02-03,Sunday,IV domenica del Tempo Ordinario,C39,B,C39-B
2036,5° D.T.O.,2036-02-10,Sunday,V domenica del Tempo Ordinario,C40,B,C40-B
2036,6° D.T.O.,2036-02-17,Sunday,VI domenica del Tempo Ordinario,C41,B,C41-B
2036,7° D.T.O.,2036-02-24,Sunday,VII domenica del Tempo Ordinario,C42,B,C42-B
2036,12° D.T.O.,2036-06-22,Sunday,XII domenica del Tempo Ordinario,C47,B,C47-B
2036,14° D.T.O.,2036-07-06,Sunday,XIV domenica del Tempo Ordinario,C49,B,C49-B
2036,15° D.T.O.,2036-07-13,Sunday,XV domenica del Tempo Ordinario,C50,B,C50-B
2036,16° D.T.O.,2036-07-20,Sunday,XVI domenica del Tempo Ordinario,C51,B,C51-B
2036,17° D.T.O.,2036-07-27,Sunday,XVII domenica del Tempo Ordinario,C52,B,C52-B
2036,18° D.T.O.,2036-08-03,Sunday,XVIII domenica del Tempo Ordinario,C53,B,C53-B
2036,19° D.T.O.,2036-08-10,Sunday,XIX domenica del Tempo Ordinario,C54,B,C54-B
2036,20° D.T.O.,2036-08-17,Sunday,XX domenica del Tempo Ordinario,C55,B,C55-B
2036,21° D.T.O.,2036-08-24,Sunday,XXI domenica del Tempo Ordinario,C56,B,C56-B
2036,22° D.T.O.,2036-08-31,Sunday,XXII domenica del Tempo Ordinario,C57,B,C57-B
2036,23° D.T.O.,2036-09-07,Sunday,XXIII domenica del Tempo Ordinario,C58,B,C58-B
2036,25° D.T.O.,2036-09-21,Sunday,XXV domenica del Tempo Ordinario,C60,B,C60-B
2036,26° D.T.O.,2036-09-28,Sunday,XXVI domenica del Tempo Ordinario,C61,B,C61-B
2036,27° D.T.O.,2036-10-05,Sunday,XXVII domenica del Tempo Ordinario,C62,B,C62-B
2036,28° D.T.O.,2036-10-12,Sunday,XXVIII domenica del Tempo Ordinario,C63,B,C63-B
2036,29° D.T.O.,2036-10-19,Sunday,XXIX domenica del Tempo Ordinario,C64,B,C64-B
2036,30° D.T.O.,2036-10-26,Sunday,XXX domenica del Tempo Ordinario,C65,B,C65-B
2036,31° D.T.O.,2036-11-02,Sunday,XXXI domenica del Tempo Ordinario,C66,B,C66-B
2036,33° D.T.O.,2036-11-16,Sunday,XXXIII domenica del Tempo Ordinario,C68,B,C68-B
2036,34° D.T.O. - Solennità di Cristo Re,2036-11-23,Sunday,Solennità di nostro Signore Gesù Cristo Re dell’universo,C69,B,C69-B
2036,Presentazione del Signore (Candelora),2036-02-02,Saturday,2 febbraio: Presentazione del Signore,C70,B,C70-B
2036,Natività di San Giovanni Battista,2036-06-24,Tuesday,24 giugno: Natività di san Giovanni Battista – Messa del giorno,C72,B,C72-B
2036,Santi Pietro e Paolo Apostoli,2036-06-29,Sunday,29 giugno: Santi Pietro e Paolo apostoli – Messa del giorno,C74,B,C74-B
2036,Trasfigurazione del Signore,2036-08-06,Wednesday,6 agosto: Trasfigurazione del Signore,C75,B,C75-B
2036,Assunzione della Beata Vergine Maria,2036-08-15,Friday,15 agosto: Assunzione della beata Vergine Maria – Messa del giorno,C77,B,C77-B
2036,Esaltazione della Santa Croce,2036-09-14,Sunday,14 settembre: Esaltazione della Santa Croce,C78,B,C78-B
2036,Solennità di tutti i Santi,2036-11-01,Saturday,1 novembre: Tutti i Santi,C79,B,C79-B
2036,Commemorazione dei defunti,2036-11-02,Sunday,2 novembre: Commemorazione di tutti i fedeli defunti – 1° schema,C80,B,C80-B
2036,Commemorazione dei defunti,2036-11-02,Sunday,2 novembre: Commemorazione di tutti i fedeli defunti – 2° schema,C81,B,C81-B
2036,Commemorazione dei defunti,2036-11-02,Sunday,2 novembre: Commemorazione di tutti i fedeli defunti – 3° schema,C82,B,C82-B
2036,Dedicazione Basilica Lateranense,2036-11-09,Sunday,9 novembre: Dedicazione della Basilica lateranense,C83,B,C83-B
2036,Immacolata Concezione,2036-12-08,Monday,8 dicembre: Immacolata Concezione della beata Vergine Maria,C84,B,C84-B
2036,Giornata mondiale della pace,2036-01-01,Tuesday,,,B,-B
2036,Santissimo nome di Gesù,2036-01-03,Thursday,,,B,-B
2036,Conversione di San Paolo apostolo,2036-01-25,Friday,,,B,-B
2036,Madonna di Lourdes,2036-02-11,Monday,,,B,-B
2036,Cattedra di San Pietro Apostolo,2036-02-22,Friday,,,B,-B
2036,Mercoledì delle ceneri,2036-02-27,Wednesday,,,B,-B
2036,Solennità di San Giuseppe,2036-03-19,Wednesday,,,B,-B
2036,Festa dell'Annunciazione,2036-03-25,Tuesday,,,B,-B
2036,Lunedì della settimana Santa,2036-04-07,Monday,,,B,-B
2036,Martedì della settimana Santa,2036-04-08,Tuesday,,,B,-B
