anno,evento,date,weekday,celebrazione,id_celebrazione,ciclo_domenicale,id_liturgia
2024,33° D.T.O.,2024-11-17,Sunday,XXXIII domenica del Tempo Ordinario,C68,B,C68-B
2024,34° D.T.O. - Solennità di Cristo Re,2024-11-24,Sunday,Solennità di nostro Signore Gesù Cristo Re dell’universo,C69,B,C69-B
2024,Presentazione del Signore (Candelora),2024-02-02,Friday,2 febbraio: Presentazione del Signore,C70,B,C70-B
2024,Natività di San Giovanni Battista,2024-06-24,Monday,24 giugno: Natività di san Giovanni Battista – Messa del giorno,C72,B,C72-B
2024,Santi Pietro e Paolo Apostoli,2024-06-29,Saturday,29 giugno: Santi Pietro e Paolo apostoli – Messa del giorno,C74,B,C74-B
2024,Trasfigurazione del Signore,2024-08-06,Tuesday,6 agosto: Trasfigurazione del Signore,C75,B,C75-B
2024,Assunzione della Beata Vergine Maria,2024-08-15,Thursday,15 agosto: Assunzione della beata Vergine Maria – Messa del giorno,C77,B,C77-B
2024,Esaltazione della Santa Croce,2024-09-14,Saturday,14 settembre: Esaltazione della Santa Croce,C78,B,C78-B
2024,Solennità di tutti i Santi,2024-11-01,Friday,1 novembre: Tutti i Santi,C79,B,C79-B
2024,Commemorazione dei defunti,2024-11-02,Saturday,2 novembre: Commemorazione di tutti i fedeli defunti – 1° schema,C80,B,C80-B
2024,Commemorazione dei defunti,2024-11-02,Saturday,2 novembre: Commemorazione di tutti i fedeli defunti – 2° schema,C81,B,C81-B
2024,Commemorazione dei defunti,2024-11-02,Saturday,2 novembre: Commemorazione di tutti i fedeli defunti – 3° schema,C82,B,C82-B
2024,Dedicazione Basilica Lateranense,2024-11-09,Saturday,9 novembre: Dedicazione della Basilica lateranense,C83,B,C83-B
2024,Immacolata Concezione,2024-12-08,Sunday,8 dicembre: Immacolata Concezione della beata Vergine Maria,C84,B,C84-B
2024,Giornata mondiale della pace,2024-01-01,Monday,,,B,-B
2024,Santissimo nome di Gesù,2024-01-03,Wednesday,,,B,-B
2024,Conversione di San Paolo apostolo,2024-01-25,Thursday,,,B,-B
2024,Madonna di Lourdes,2024-02-11,Sunday,,,B,-B
2024,Cattedra di San Pietro Apostolo,2024-02-22,Thursday,,,B,-B
2024,Mercoledì delle ceneri,2024-02-14,Wednesday,,,B,-B
2024,Solennità di San Giuseppe,2024-03-19,Tuesday,,,B,-B
2024,Festa dell'Annunciazione,2024-04-08,Monday,,,B,-B
2024,Lunedì della settimana Santa,2024-03-25,Monday,,,B,-B
2024,Martedì della settimana Santa,2024-03-26,Tuesday,,,B,-B
2024,Mercoledì della settimana Santa,2024-03-27,Wednesday,,,B,-B
2024,Inizio Novena alla Divina Misericordia,2024-03-29,Friday,,,B,-B
2024,Sabato Santo,2024-03-30,Saturday,,,B,-B
2024,Lunedì dell'Angelo,2024-04-01,Monday,,,B,-B
2024,San Giuseppe Lavoratore,2024-05-01,Wednesday,,,B,-B
2024,Visitazione della Beata Vergine Maria,2024-05-31,Friday,,,B,-B
2024,Inizio Novena di Pentecoste,2024-05-10,Friday,,,B,-B
2024,Beata Vergine Maria del Monte Carmelo,2024-07-16,Tuesday,,,B,-B
2024,San Giacomo,2024-07-25,Thursday,,,B,-B
2024,Natività della Beata Vergine Maria,2024-09-08,Sunday,,,B,-B
2024,Santissimo nome di Maria,2024-09-12,Thursday,,,B,-B
2024,Madonna del Rosario,2024-10-07,Monday,,,B,-B
2024,Inizio Novena dei morti,2024-10-24,Thursday,,,B,-B
2024,Presentazione della Beata Vergine Maria,2024-11-21,Thursday,,,B,-B
2024,Santa Cecilia patrona musica,2024-11-22,Friday,,,B,-B
2024,Inizio Novena all'immacolata,2024-11-29,Friday,,,B,-B
2024,Madonna di Loreto,2024-12-10,Tuesday,,,B,-B
2024,Santa Lucia,2024-12-13,Friday,,,B,-B
2024,Inizio Novena di Natale,2024-12-16,Monday,,,B,-B
2024,Santo Stefano,2024-12-26,Thursday,,,B,-B
2024,Messa di Ringraziamento,2024-12-31,Tuesday,,,B,-B
2025,1° Domenica di Avvento,2025-11-30,Sunday,I domenica di Avvento,C1,C,C1-C
2025,2° Domenica di Avvento,2025-12-07,Sunday,II domenica di Avvento,C2,C,C2-C
2025,3° Domenica di Avvento - Gaudete,2025-12-14,Sunday,III domenica di Avvento,C3,C,C3-C
2025,4° Domenica di Avvento,2025-12-21,Sunday,IV domenica di Avvento,C4,C,C4-C
2025,Natale del Signore,2025-12-25,Thursday,Natale del Signore – Messa del giorno,C8,C,C8-C
2025,Festa della Sacra Famiglia,2025-12-28,Sunday,"Santa Famiglia di Gesù, Maria e Giuseppe",C9,C,C9-C
2025,Maria Santissima Madre di Dio,2025-01-01,Wednesday,Solennità di Maria SS Madre di Dio,C10,C,C10-C
2025,Epifania del Signore,2025-01-06,Monday,Epifania del Signore,C12,C,C12-C
2025,Battesimo del Signore,2025-01-12,Sunday,Battesimo del Signore,C13,C,C13-C
2025,1° Domenica di Quaresima,2025-03-09,Sunday,I domenica di Quaresima,C14,C,C14-C
2025,2° Domenica di Quaresima,2025-03-16,Sunday,II domenica di Quaresima,C15,C,C15-C
2025,3° Domenica di Quaresima,2025-03-23,Sunday,III domenica di Quaresima,C16,C,C16-C
2025,Domenica Laetare,2025-03-30,Sunday,IV domenica di Quaresima,C17,C,C17-C
2025,5° Domenica di Quaresima,2025-04-06,Sunday,V domenica di Quaresima,C18,C,C18-C
2025,Domenica delle Palme,2025-04-13,Sunday,Domenica delle Palme: Passione del Signore,C19,C,C19-C
2025,Giovedì Santo (Messa del Crisma),2025-04-17,Thursday,Giovedì della Settimana Santa – Messa del Crisma,C20,C,C20-C
2025,Giovedì Santo (In Cena Domini),2025-04-17,Thursday,Giovedì Santo – Messa vespertina «Cena del Signore»,C21,C,C21-C
2025,Venerdì Santo (Passione del Signore),2025-04-18,Friday,Venerdì Santo «Passione del Signore»,C22,C,C22-C
2025,Pasqua - Risurrezione del Signore,2025-04-20,Sunday,Domenica di Pasqua «Risurrezione del Signore» – Messa del giorno,C24,C,C24-C
2025,2° Domenica di Pasqua o della Divina Misericordia (dom. in Albis),2025-04-27,Sunday,II domenica di Pasqua,C25,C,C25-C
2025,3° Domenica di Pasqua (Misericordias Domini),2025-05-04,Sunday,III domenica di Pasqua,C26,C,C26-C
2025,4° Domenica di Pasqua (Jubilate),2025-05-11,Sunday,IV domenica di Pasqua,C27,C,C27-C
2025,5° Domenica di Pasqua (Cantate),2025-05-18,Sunday,V domenica di Pasqua,C28,C,C28-C
2025,6° Domenica di Pasqua (Rogate - Vocem jocunditatis),2025-05-25,Sunday,VI domenica di Pasqua,C29,C,C29-C
2025,Ascensione di Gesù,2025-06-01,Sunday,Ascensione del Signore,C30,C,C30-C
2025,Pentecoste,2025-06-08,Sunday,Domenica di Pentecoste – Messa del giorno,C33,C,C33-C
2025,Solennità della Santissima Trinità,2025-06-15,Sunday,Solennità della SS Trinità,C34,C,C34-C
2025,Santissimo Corpo e Sangue di Cristo,2025-06-22,Sunday,Solennità del SS Corpo e Sangue di Cristo,C35,C,C35-C
2025,Santissimo Cuore di Gesù,2025-06-27,Friday,Solennità del Sacratissimo Cuore di Gesù,C36,C,C36-C
2025,2° D.T.O.,2025-01-19,Sunday,II domenica del Tempo Ordinario,C37,C,C37-C
2025,3° D.T.O.,2025-01-26,Sunday,III domenica del Tempo Ordinario,C38,C,C38-C
2025,5° D.T.O.,2025-02-09,Sunday,V domenica del Tempo Ordinario,C40,C,C40-C
2025,6° D.T.O.,2025-02-16,Sunday,VI domenica del Tempo Ordinario,C41,C,C41-C
2025,7° D.T.O.,2025-02-23,Sunday,VII domenica del Tempo Ordinario,C42,C,C42-C
2025,8° D.T.O.,2025-03-02,Sunday,VIII domenica del Tempo Ordinario,C43,C,C43-C
2025,14° D.T.O.,2025-07-06,Sunday,XIV domenica del Tempo Ordinario,C49,C,C49-C
2025,15° D.T.O.,2025-07-13,Sunday,XV domenica del Tempo Ordinario,C50,C,C50-C
2025,16° D.T.O.,2025-07-20,Sunday,XVI domenica del Tempo Ordinario,C51,C,C51-C
2025,17° D.T.O.,2025-07-27,Sunday,XVII domenica del Tempo Ordinario,C52,C,C52-C
2025,18° D.T.O.,2025-08-03,Sunday,XVIII domenica del Tempo Ordinario,C53,C,C53-C
2025,19° D.T.O.,2025-08-10,Sunday,XIX domenica del Tempo Ordinario,C54,C,C54-C
2025,20° D.T.O.,2025-08-17,Sunday,XX domenica del Tempo Ordinario,C55,C,C55-C
2025,21° D.T.O.,2025-08-24,Sunday,XXI domenica del Tempo Ordinario,C56,C,C56-C
2025,22° D.T.O.,2025-08-31,Sunday,XXII domenica del Tempo Ordinario,C57,C,C57-C
2025,23° D.T.O.,2025-09-07,Sunday,XXIII domenica del Tempo Ordinario,C58,C,C58-C
2025,25° D.T.O.,2025-09-21,Sunday,XXV domenica del Tempo Ordinario,C60,C,C60-C
2025,26° D.T.O.,2025-09-28,Sunday,XXVI domenica del Tempo Ordinario,C61,C,C61-C
2025,27° D.T.O.,2025-10-05,Sunday,XXVII domenica del Tempo Ordinario,C62,C,C62-C
2025,28° D.T.O.,2025-10-12,Sunday,XXVIII domenica del Tempo Ordinario,C63,C,C63-C
2025,29° D.T.O.,2025-10-19,Sunday,XXIX domenica del Tempo Ordinario,C64,C,C64-C
2025,30° D.T.O.,2025-10-26,Sunday,XXX domenica del Tempo Ordinario,C65,C,C65-C
2025,31° D.T.O.,2025-11-02,Sunday,XXXI domenica del Tempo Ordinario,C66,C,C66-C
2025,33° D.T.O.,2025-11-16,Sunday,XXXIII domenica del Tempo Ordinario,C68,C,C68-C
2025,34° D.T.O. - Solennità di Cristo Re,2025-11-23,Sunday,Solennità di nostro Signore Gesù Cristo Re dell’universo,C69,C,C69-C
2025,Presentazione del Signore (Candelora),2025-02-02,Sunday,2 febbraio: Presentazione del Signore,C70,C,C70-C
2025,Natività di San Giovanni Battista,2025-06-24,Tuesday,24 giugno: Natività di san Giovanni Battista – Messa del giorno,C72,C,C72-C
2025,Santi Pietro e Paolo Apostoli,2025-06-29,Sunday,29 giugno: Santi Pietro e Paolo apostoli – Messa del giorno,C74,C,C74-C
2025,Trasfigurazione del Signore,2025-08-06,Wednesday,6 agosto: Trasfigurazione del Signore,C75,C,C75-C
2025,Assunzione della Beata Vergine Maria,2025-08-15,Friday,15 agosto: Assunzione della beata Vergine Maria – Messa del giorno,C77,C,C77-C
2025,Esaltazione della Santa Croce,2025-09-14,Sunday,14 settembre: Esaltazione della Santa Croce,C78,C,C78-C
2025,Solennità di tutti i Santi,2025-11-01,Saturday,1 novembre: Tutti i Santi,C79,C,C79-C
2025,Commemorazione dei defunti,2025-11-02,Sunday,2 novembre: Commemorazione di tutti i fedeli defunti – 1° schema,C80,C,C80-C
2025,Commemorazione dei defunti,2025-11-02,Sunday,2 novembre: Commemorazione di tutti i fedeli defunti – 2° schema,C81,C,C81-C
2025,Commemorazione dei defunti,2025-11-02,Sunday,2 novembre: Commemorazione di tutti i fedeli defunti – 3° schema,C82,C,C82-C
2025,Dedicazione Basilica Lateranense,2025-11-09,Sunday,9 novembre: Dedicazione della Basilica lateranense,C83,C,C83-C
2025,Immacolata Concezione,2025-12-08,Monday,8 dicembre: Immacolata Concezione della beata Vergine Maria,C84,C,C84-C
2025,Giornata mondiale della pace,2025-01-01,Wednesday,,,C,-C
2025,Santissimo nome di Gesù,2025-01-03,Friday,,,C,-C
2025,Conversione di San Paolo apostolo,2025-01-25,Saturday,,,C,-C
2025,Madonna di Lourdes,2025-02-11,Tuesday,,,C,-C
2025,Cattedra di San Pietro Apostolo,2025-02-22,Saturday,,,C,-C
2025,Mercoledì delle ceneri,2025-03-05,Wednesday,,,C,-C
2025,Solennità di San Giuseppe,2025-03-19,Wednesday,,,C,-C
2025,Festa dell'Annunciazione,2025-03-25,Tuesday,,,C,-C
2025,Lunedì della settimana Santa,2025-04-14,Monday,,,C,-C
2025,Martedì della settimana Santa,2025-04-15,Tuesday,,,C,-C
2025,Mercoledì della settimana Santa,2025-04-16,Wednesday,,,C,-C
2025,Inizio Novena alla Divina Misericordia,2025-04-18,Friday,,,C,-C
2025,Sabato Santo,2025-04-19,Saturday,,,C,-C
2025,Lunedì dell'Angelo,2025-04-21,Monday,,,C,-C
2025,San Giuseppe Lavoratore,2025-05-01,Thursday,,,C,-C
2025,Visitazione della Beata Vergine Maria,2025-05-31,Saturday,,,C,-C
2025,Inizio Novena di Pentecoste,2025-05-30,Friday,,,C,-C
2025,Beata Vergine Maria del Monte Carmelo,2025-07-16,Wednesday,,,C,-C
2025,San Giacomo,2025-07-25,Friday,,,C,-C
2025,Natività della Beata Vergine Maria,2025-09-08,Monday,,,C,-C
2025,Santissimo nome di Maria,2025-09-12,Friday,,,C,-C
2025,Madonna del Rosario,2025-10-07,Tuesday,,,C,-C
2025,Inizio Novena dei morti,2025-10-24,Friday,,,C,-C
2025,Presentazione della Beata Vergine Maria,2025-11-21,Friday,,,C,-C
2025,Santa Cecilia patrona musica,2025-11-22,Saturday,,,C,-C
2025,Inizio Novena all'immacolata,2025-11-29,Saturday,,,C,-C
2025,Madonna di Loreto,2025-12-10,Wednesday,,,C,-C
2025,Santa Lucia,2025-12-13,Saturday,,,C,-C
2025,Inizio Novena di Natale,2025-12-16,Tuesday,,,C,-C
2025,Santo Stefano,2025-12-26,Friday,,,C,-C
2025,Messa di Ringraziamento,2025-12-31,Wednesday,,,C,-C
2026,1° Domenica di Avvento,2026-11-29,Sunday,I domenica di Avvento,C1,A,C1-A
2026,2° Domenica di Avvento,2026-12-06,Sunday,II domenica di Avvento,C2,A,C2-A
2026,3° Domenica di Avvento - Gaudete,2026-12-13,Sunday,III domenica di Avvento,C3,A,C3-A
2026,4° Domenica di Avvento,2026-12-20,Sunday,IV domenica di Avvento,C4,A,C4-A
2026,Natale del Signore,2026-12-25,Friday,Natale del Signore – Messa del giorno,C8,A,C8-A
2026,Festa della Sacra Famiglia,2026-12-27,Sunday,"Santa Famiglia di Gesù, Maria e Giuseppe",C9,A,C9-A
2026,Maria Santissima Madre di Dio,2026-01-01,Thursday,Solennità di Maria SS Madre di Dio,C10,A,C10-A
2026,Epifania del Signore,2026-01-06,Tuesday,Epifania del Signore,C12,A,C12-A
2026,Battesimo del Signore,2026-01-11,Sunday,Battesimo del Signore,C13,A,C13-A
2026,1° Domenica di Quaresima,2026-02-22,Sunday,I domenica di Quaresima,C14,A,C14-A
2026,2° Domenica di Quaresima,2026-03-01,Sunday,II domenica di Quaresima,C15,A,C15-A
2026,3° Domenica di Quaresima,2026-03-08,Sunday,III domenica di Quaresima,C16,A,C16-A
2026,Domenica Laetare,2026-03-15,Sunday,IV domenica di Quaresima,C17,A,C17-A
2026,5° Domenica di Quaresima,2026-03-22,Sunday,V domenica di Quaresima,C18,A,C18-A
2026,Domenica delle Palme,2026-03-29,Sunday,Domenica delle Palme: Passione del Signore,C19,A,C19-A
2026,Giovedì Santo (Messa del Crisma),2026-04-02,Thursday,Giovedì della Settimana Santa – Messa del Crisma,C20,A,C20-A
2026,Giovedì Santo (In Cena Domini),2026-04-02,Thursday,Giovedì Santo – Messa vespertina «Cena del Signore»,C21,A,C21-A
2026,Venerdì Santo (Passione del Signore),2026-04-03,Friday,Venerdì Santo «Passione del Signore»,C22,A,C22-A
2026,Pasqua - Risurrezione del Signore,2026-04-05,Sunday,Domenica di Pasqua «Risurrezione del Signore» – Messa del giorno,C24,A,C24-A
2026,2° Domenica di Pasqua o della Divina Misericordia (dom. in Albis),2026-04-12,Sunday,II domenica di Pasqua,C25,A,C25-A
2026,3° Domenica di Pasqua (Misericordias Domini),2026-04-19,Sunday,III domenica di Pasqua,C26,A,C26-A
2026,4° Domenica di Pasqua (Jubilate),2026-04-26,Sunday,IV domenica di Pasqua,C27,A,C27-A
2026,5° Domenica di Pasqua (Cantate),2026-05-03,Sunday,V domenica di Pasqua,C28,A,C28-A
2026,6° Domenica di Pasqua (Rogate - Vocem jocunditatis),2026-05-10,Sunday,VI domenica di Pasqua,C29,A,C29-A
2026,Ascensione di Gesù,2026-05-17,Sunday,Ascensione del Signore,C30,A,C30-A
2026,Pentecoste,2026-05-24,Sunday,Domenica di Pentecoste – Messa del giorno,C33,A,C33-A
2026,Solennità della Santissima Trinità,2026-05-31,Sunday,Solennità della SS Trinità,C34,A,C34-A
2026,Santissimo Corpo e Sangue di Cristo,2026-06-07,Sunday,Solennità del SS Corpo e Sangue di Cristo,C35,A,C35-A
2026,Santissimo Cuore di Gesù,2026-06-12,Friday,Solennità del Sacratissimo Cuore di Gesù,C36,A,C36-A
2026,2° D.T.O.,2026-01-18,Sunday,II domenica del Tempo Ordinario,C37,A,C37-A
2026,3° D.T.O.,2026-01-25,Sunday,III domenica del Tempo Ordinario,C38,A,C38-A
2026,4° D.T.O.,2026-02-01,Sunday,IV domenica del Tempo Ordinario,C39,A,C39-A
2026,5° D.T.O.,2026-02-08,Sunday,V domenica del Tempo Ordinario,C40,A,C40-A
2026,6° D.T.O.,2026-02-15,Sunday,VI domenica del Tempo Ordinario,C41,A,C41-A
2026,11° D.T.O.,2026-06-14,Sunday,XI domenica del Tempo Ordinario,C46,A,C46-A
2026,12° D.T.O.,2026-06-21,Sunday,XII domenica del Tempo Ordinario,C47,A,C47-A
2026,13° D.T.O.,2026-06-28,Sunday,XIII domenica del Tempo Ordinario,C48,A,C48-A
2026,14° D.T.O.,2026-07-05,Sunday,XIV domenica del Tempo Ordinario,C49,A,C49-A
2026,15° D.T.O.,2026-07-12,Sunday,XV domenica del Tempo Ordinario,C50,A,C50-A
2026,16° D.T.O.,2026-07-19,Sunday,XVI domenica del Tempo Ordinario,C51,A,C51-A
2026,17° D.T.O.,2026-07-26,Sunday,XVII domenica del Tempo Ordinario,C52,A,C52-A
2026,18° D.T.O.,2026-08-02,Sunday,XVIII domenica del Tempo Ordinario,C53,A,C53-A
2026,19° D.T.O.,2026-08-09,Sunday,XIX domenica del Tempo Ordinario,C54,A,C54-A
2026,20° D.T.O.,2026-08-16,Sunday,XX domenica del Tempo Ordinario,C55,A,C55-A
2026,21° D.T.O.,2026-08-23,Sunday,XXI domenica del Tempo Ordinario,C56,A,C56-A
2026,22° D.T.O.,2026-08-30,Sunday,XXII domenica del Tempo Ordinario,C57,A,C57-A
2026,23° D.T.O.,2026-09-06,Sunday,XXIII domenica del Tempo Ordinario,C58,A,C58-A
2026,24° D.T.O.,2026-09-13,Sunday,XXIV domenica del Tempo Ordinario,C59,A,C59-A
2026,25° D.T.O.,2026-09-20,Sunday,XXV domenica del Tempo Ordinario,C60,A,C60-A
2026,26° D.T.O.,2026-09-27,Sunday,XXVI domenica del Tempo Ordinario,C61,A,C61-A
2026,27° D.T.O.,2026-10-04,Sunday,XXVII domenica del Tempo Ordinario,C62,A,C62-A
2026,28° D.T.O.,2026-10-11,Sunday,XXVIII domenica del Tempo Ordinario,C63,A,C63-A
2026,29° D.T.O.,2026-10-18,Sunday,XXIX domenica del Tempo Ordinario,C64,A,C64-A
2026,30° D.T.O.,2026-10-25,Sunday,XXX domenica del Tempo Ordinario,C65,A,C65-A
2026,32° D.T.O.,2026-11-08,Sunday,XXXII domenica del Tempo Ordinario,C67,A,C67-A
2026,33° D.T.O.,2026-11-15,Sunday,XXXIII domenica del Tempo Ordinario,C68,A,C68-A
2026,34° D.T.O. - Solennità di Cristo Re,2026-11-22,Sunday,Solennità di nostro Signore Gesù Cristo Re dell’universo,C69,A,C69-A
2026,Presentazione del Signore (Candelora),2026-02-02,Monday,2 febbraio: Presentazione del Signore,C70,A,C70-A
2026,Natività di San Giovanni Battista,2026-06-24,Wednesday,24 giugno: Natività di san Giovanni Battista – Messa del giorno,C72,A,C72-A
2026,Santi Pietro e Paolo Apostoli,2026-06-29,Monday,29 giugno: Santi Pietro e Paolo apostoli – Messa del giorno,C74,A,C74-A
2026,Trasfigurazione del Signore,2026-08-06,Thursday,6 agosto: Trasfigurazione del Signore,C75,A,C75-A
2026,Assunzione della Beata Vergine Maria,2026-08-15,Saturday,15 agosto: Assunzione della beata Vergine Maria – Messa del giorno,C77,A,C77-A
2026,Esaltazione della Santa Croce,2026-09-14,Monday,14 settembre: Esaltazione della Santa Croce,C78,A,C78-A
2026,Solennità di tutti i Santi,2026-11-01,Sunday,1 novembre: Tutti i Santi,C79,A,C79-A
2026,Commemorazione dei defunti,2026-11-02,Monday,2 novembre: Commemorazione di tutti i fedeli defunti – 1° schema,C80,A,C80-A
2026,Commemorazione dei defunti,2026-11-02,Monday,2 novembre: Commemorazione di tutti i fedeli defunti – 2° schema,C81,A,C81-A
2026,Commemorazione dei defunti,2026-11-02,Monday,2 novembre: Commemorazione di tutti i fedeli defunti – 3° schema,C82,A,C82-A
2026,Dedicazione Basilica Lateranense,2026-11-09,Monday,9 novembre: Dedicazione della Basilica lateranense,C83,A,C83-A
2026,Immacolata Concezione,2026-12-08,Tuesday,8 dicembre: Immacolata Concezione della beata Vergine Maria,C84,A,C84-A
2026,Giornata mondiale della pace,2026-01-01,Thursday,,,A,-A
2026,Santissimo nome di Gesù,2026-01-03,Saturday,,,A,-A
2026,Conversione di San Paolo apostolo,2026-01-25,Sunday,,,A,-A
2026,Madonna di Lourdes,2026-02-11,Wednesday,,,A,-A
2026,Cattedra di San Pietro Apostolo,2026-02-22,Sunday,,,A,-A
2026,Mercoledì delle ceneri,2026-02-18,Wednesday,,,A,-A
2026,Solennità di San Giuseppe,2026-03-19,Thursday,,,A,-A
2026,Festa dell'Annunciazione,2026-03-25,Wednesday,,,A,-A
2026,Lunedì della settimana Santa,2026-03-30,Monday,,,A,-A
2026,Martedì della settimana Santa,2026-03-31,Tuesday,,,A,-A
2026,Mercoledì della settimana Santa,2026-04-01,Wednesday,,,A,-A
2026,Inizio Novena alla Divina Misericordia,2026-04-03,Friday,,,A,-A
2026,Sabato Santo,2026-04-04,Saturday,,,A,-A
2026,Lunedì dell'Angelo,2026-04-06,Monday,,,A,-A
2026,San Giuseppe Lavoratore,2026-05-01,Friday,,,A,-A
2026,Visitazione della Beata Vergine Maria,2026-05-31,Sunday,,,A,-A
2026,Inizio Novena di Pentecoste,2026-05-15,Friday,,,A,-A
2026,Beata Vergine Maria del Monte Carmelo,2026-07-16,Thursday,,,A,-A
2026,San Giacomo,2026-07-25,Saturday,,,A,-A
2026,Natività della Beata Vergine Maria,2026-09-08,Tuesday,,,A,-A
2026,Santissimo nome di Maria,2026-09-12,Saturday,,,A,-A
2026,Madonna del Rosario,2026-10-07,Wednesday,,,A,-A
2026,Inizio Novena dei morti,2026-10-24,Saturday,,,A,-A
2026,Presentazione della Beata Vergine Maria,2026-11-21,Saturday,,,A,-A
2026,Santa Cecilia patrona musica,2026-11-22,Sunday,,,A,-A
2026,Inizio Novena all'immacolata,2026-11-29,Sunday,,,A,-A
2026,Madonna di Loreto,2026-12-10,Thursday,,,A,-A
2026,Santa Lucia,2026-12-13,Sunday,,,A,-A
2026,Inizio Novena di Natale,2026-12-16,Wednesday,,,A,-A
2026,Santo Stefano,2026-12-26,Saturday,,,A,-A
2026,Messa di Ringraziamento,2026-12-31,Thursday,,,A,-A
2027,1° Domenica di Avvento,2027-11-28,Sunday,I domenica di Avvento,C1,B,C1-B
2027,2° Domenica di Avvento,2027-12-05,Sunday,II domenica di Avvento,C2,B,C2-B
2027,3° Domenica di Avvento - Gaudete,2027-12-12,Sunday,III domenica di Avvento,C3,B,C3-B
2027,4° Domenica di Avvento,2027-12-19,Sunday,IV domenica di Avvento,C4,B,C4-B
2027,Natale del Signore,2027-12-25,Saturday,Natale del Signore – Messa del giorno,C8,B,C8-B
2027,Festa della Sacra Famiglia,2027-12-26,Sunday,"Santa Famiglia di Gesù, Maria e Giuseppe",C9,B,C9-B
2027,Maria Santissima Madre di Dio,2027-01-01,Friday,Solennità di Maria SS Madre di Dio,C10,B,C10-B
2027,2° domenica dopo natale,2027-01-03,Sunday,II domenica dopo Natale,C11,B,C11-B
2027,Epifania del Signore,2027-01-06,Wednesday,Epifania del Signore,C12,B,C12-B
2027,Battesimo del Signore,2027-01-10,Sunday,Battesimo del Signore,C13,B,C13-B
2027,1° Domenica di Quaresima,2027-02-14,Sunday,I domenica di Quaresima,C14,B,C14-B
2027,2° Domenica di Quaresima,2027-02-21,Sunday,II domenica di Quaresima,C15,B,C15-B
2027,3° Domenica di Quaresima,2027-02-28,Sunday,III domenica di Quaresima,C16,B,C16-B
2027,Domenica Laetare,2027-03-07,Sunday,IV domenica di Quaresima,C17,B,C17-B
2027,5° Domenica di Quaresima,2027-03-14,Sunday,V domenica di Quaresima,C18,B,C18-B
2027,Domenica delle Palme,2027-03-21,Sunday,Domenica delle Palme: Passione del Signore,C19,B,C19-B
2027,Giovedì Santo (Messa del Crisma),2027-03-25,Thursday,Giovedì della Settimana Santa – Messa del Crisma,C20,B,C20-B
2027,Giovedì Santo (In Cena Domini),2027-03-25,Thursday,Giovedì Santo – Messa vespertina «Cena del Signore»,C21,B,C21-B
2027,Venerdì Santo (Passione del Signore),2027-03-26,Friday,Venerdì Santo «Passione del Signore»,C22,B,C22-B
2027,Pasqua - Risurrezione del Signore,2027-03-28,Sunday,Domenica di Pasqua «Risurrezione del Signore» – Messa del giorno,C24,B,C24-B
2027,2° Domenica di Pasqua o della Divina Misericordia (dom. in Albis),2027-04-04,Sunday,II domenica di Pasqua,C25,B,C25-B
2027,3° Domenica di Pasqua (Misericordias Domini),2027-04-11,Sunday,III domenica di Pasqua,C26,B,C26-B
2027,4° Domenica di Pasqua (Jubilate),2027-04-18,Sunday,IV domenica di Pasqua,C27,B,C27-B
2027,5° Domenica di Pasqua (Cantate),2027-04-25,Sunday,V domenica di Pasqua,C28,B,C28-B
2027,6° Domenica di Pasqua (Rogate - Vocem jocunditatis),2027-05-02,Sunday,VI domenica di Pasqua,C29,B,C29-B
2027,Ascensione di Gesù,2027-05-09,Sunday,Ascensione del Signore,C30,B,C30-B
2027,Pentecoste,2027-05-16,Sunday,Domenica di Pentecoste – Messa del giorno,C33,B,C33-B
2027,Solennità della Santissima Trinità,2027-05-23,Sunday,Solennità della SS Trinità,C34,B,C34-B
2027,Santissimo Corpo e Sangue di Cristo,2027-05-30,Sunday,Solennità del SS Corpo e Sangue di Cristo,C35,B,C35-B
2027,Santissimo Cuore di Gesù,2027-06-04,Friday,Solennità del Sacratissimo Cuore di Gesù,C36,B,C36-B
2027,2° D.T.O.,2027-01-17,Sunday,II domenica del Tempo Ordinario,C37,B,C37-B
2027,3° D.T.O.,2027-01-24,Sunday,III domenica del Tempo Ordinario,C38,B,C38-B
2027,4° D.T.O.,2027-01-31,Sunday,IV domenica del Tempo Ordinario,C39,B,C39-B
2027,5° D.T.O.,2027-02-07,Sunday,V domenica del Tempo Ordinario,C40,B,C40-B
2027,10° D.T.O.,2027-06-06,Sunday,X domenica del Tempo Ordinario,C45,B,C45-B
2027,11° D.T.O.,2027-06-13,Sunday,XI domenica del Tempo Ordinario,C46,B,C46-B
2027,12° D.T.O.,2027-06-20,Sunday,XII domenica del Tempo Ordinario,C47,B,C47-B
2027,13° D.T.O.,2027-06-27,Sunday,XIII domenica del Tempo Ordinario,C48,B,C48-B
2027,14° D.T.O.,2027-07-04,Sunday,XIV domenica del Tempo Ordinario,C49,B,C49-B
2027,15° D.T.O.,2027-07-11,Sunday,XV domenica del Tempo Ordinario,C50,B,C50-B
2027,16° D.T.O.,2027-07-18,Sunday,XVI domenica del Tempo Ordinario,C51,B,C51-B
2027,17° D.T.O.,2027-07-25,Sunday,XVII domenica del Tempo Ordinario,C52,B,C52-B
2027,18° D.T.O.,2027-08-01,Sunday,XVIII domenica del Tempo Ordinario,C53,B,C53-B
2027,19° D.T.O.,2027-08-08,Sunday,XIX domenica del Tempo Ordinario,C54,B,C54-B
