date,evento,weekday,celebrazione,id_liturgia,anno,liturgia1,liturgia2
2022-10-09,28° D.T.O.,Sunday,XXVIII domenica del Tempo Ordinario,C63-C,2022,http://www.lachiesa.it/calendario/Detailed/20221009.shtml,https://liturgia.silvestrini.org/letture/2022-10-09.html
2022-10-16,29° D.T.O.,Sunday,XXIX domenica del Tempo Ordinario,C64-C,2022,http://www.lachiesa.it/calendario/Detailed/20221016.shtml,https://liturgia.silvestrini.org/letture/2022-10-16.html
2022-10-23,30° D.T.O.,Sunday,XXX domenica del Tempo Ordinario,C65-C,2022,http://www.lachiesa.it/calendario/Detailed/20221023.shtml,https://liturgia.silvestrini.org/letture/2022-10-23.html
2022-10-30,31° D.T.O.,Sunday,XXXI domenica del Tempo Ordinario,C66-C,2022,http://www.lachiesa.it/calendario/Detailed/20221030.shtml,https://liturgia.silvestrini.org/letture/2022-10-30.html
2022-11-01,Solennità di tutti i Santi,Tuesday,1 novembre: Tutti i Santi,C79-C,2022,http://www.lachiesa.it/calendario/Detailed/20221101.shtml,https://liturgia.silvestrini.org/letture/2022-11-01.html
2022-11-02,Commemorazione dei defunti,Wednesday,2 novembre: Commemorazione di tutti i fedeli defunti – 1° schema,C80-C,2022,http://www.lachiesa.it/calendario/Detailed/20221102.shtml,https://liturgia.silvestrini.org/letture/2022-11-02.html
2022-11-02,Commemorazione dei defunti,Wednesday,2 novembre: Commemorazione di tutti i fedeli defunti – 2° schema,C81-C,2022,http://www.lachiesa.it/calendario/Detailed/20221102.shtml,https://liturgia.silvestrini.org/letture/2022-11-02.html
2022-11-02,Commemorazione dei defunti,Wednesday,2 novembre: Commemorazione di tutti i fedeli defunti – 3° schema,C82-C,2022,http://www.lachiesa.it/calendario/Detailed/20221102.shtml,https://liturgia.silvestrini.org/letture/2022-11-02.html
2022-11-06,32° D.T.O.,Sunday,XXXII domenica del Tempo Ordinario,C67-C,2022,http://www.lachiesa.it/calendario/Detailed/20221106.shtml,https://liturgia.silvestrini.org/letture/2022-11-06.html
2022-11-09,Dedicazione Basilica Lateranense,Wednesday,9 novembre: Dedicazione della Basilica lateranense,C83-C,2022,http://www.lachiesa.it/calendario/Detailed/20221109.shtml,https://liturgia.silvestrini.org/letture/2022-11-09.html
2022-11-13,33° D.T.O.,Sunday,XXXIII domenica del Tempo Ordinario,C68-C,2022,http://www.lachiesa.it/calendario/Detailed/20221113.shtml,https://liturgia.silvestrini.org/letture/2022-11-13.html
2022-11-20,34° D.T.O. - Solennità di Cristo Re,Sunday,Solennità di nostro Signore Gesù Cristo Re dell’universo,C69-C,2022,http://www.lachiesa.it/calendario/Detailed/20221120.shtml,https://liturgia.silvestrini.org/letture/2022-11-20.html
2022-11-27,1° Domenica di Avvento,Sunday,I domenica di Avvento,C1-C,2022,http://www.lachiesa.it/calendario/Detailed/20221127.shtml,https://liturgia.silvestrini.org/letture/2022-11-27.html
2022-12-04,2° Domenica di Avvento,Sunday,II domenica di Avvento,C2-C,2022,http://www.lachiesa.it/calendario/Detailed/20221204.shtml,https://liturgia.silvestrini.org/letture/2022-12-04.html
2022-12-08,Immacolata Concezione,Thursday,8 dicembre: Immacolata Concezione della beata Vergine Maria,C84-C,2022,http://www.lachiesa.it/calendario/Detailed/20221208.shtml,https://liturgia.silvestrini.org/letture/2022-12-08.html
2022-12-11,3° Domenica di Avvento - Gaudete,Sunday,III domenica di Avvento,C3-C,2022,http://www.lachiesa.it/calendario/Detailed/20221211.shtml,https://liturgia.silvestrini.org/letture/2022-12-11.html
2022-12-18,4° Domenica di Avvento,Sunday,IV domenica di Avvento,C4-C,2022,http://www.lachiesa.it/calendario/Detailed/20221218.shtml,https://liturgia.silvestrini.org/letture/2022-12-18.html
2022-12-25,Natale del Signore,Sunday,Natale del Signore – Messa del giorno,C8-C,2022,http://www.lachiesa.it/calendario/Detailed/20221225.shtml,https://liturgia.silvestrini.org/letture/2022-12-25.html
2022-12-30,Festa della Sacra Famiglia,Friday,"Santa Famiglia di Gesù, Maria e Giuseppe",C9-C,2022,http://www.lachiesa.it/calendario/Detailed/20221230.shtml,https://liturgia.silvestrini.org/letture/2022-12-30.html
2023-01-01,Maria Santissima Madre di Dio,Sunday,Solennità di Maria SS Madre di Dio,C10-A,2023,http://www.lachiesa.it/calendario/Detailed/20230101.shtml,https://liturgia.silvestrini.org/letture/2023-01-01.html
2023-01-06,Epifania del Signore,Friday,Epifania del Signore,C12-A,2023,http://www.lachiesa.it/calendario/Detailed/20230106.shtml,https://liturgia.silvestrini.org/letture/2023-01-06.html
2023-01-08,Battesimo del Signore,Sunday,Battesimo del Signore,C13-A,2023,http://www.lachiesa.it/calendario/Detailed/20230108.shtml,https://liturgia.silvestrini.org/letture/2023-01-08.html
2023-01-15,2° D.T.O.,Sunday,II domenica del Tempo Ordinario,C37-A,2023,http://www.lachiesa.it/calendario/Detailed/20230115.shtml,https://liturgia.silvestrini.org/letture/2023-01-15.html
2023-01-22,3° D.T.O.,Sunday,III domenica del Tempo Ordinario,C38-A,2023,http://www.lachiesa.it/calendario/Detailed/20230122.shtml,https://liturgia.silvestrini.org/letture/2023-01-22.html
2023-01-29,4° D.T.O.,Sunday,IV domenica del Tempo Ordinario,C39-A,2023,http://www.lachiesa.it/calendario/Detailed/20230129.shtml,https://liturgia.silvestrini.org/letture/2023-01-29.html
2023-02-02,Presentazione del Signore (Candelora),Thursday,2 febbraio: Presentazione del Signore,C70-A,2023,http://www.lachiesa.it/calendario/Detailed/20230202.shtml,https://liturgia.silvestrini.org/letture/2023-02-02.html
2023-02-05,5° D.T.O.,Sunday,V domenica del Tempo Ordinario,C40-A,2023,http://www.lachiesa.it/calendario/Detailed/20230205.shtml,https://liturgia.silvestrini.org/letture/2023-02-05.html
2023-02-12,6° D.T.O.,Sunday,VI domenica del Tempo Ordinario,C41-A,2023,http://www.lachiesa.it/calendario/Detailed/20230212.shtml,https://liturgia.silvestrini.org/letture/2023-02-12.html
2023-02-19,7° D.T.O.,Sunday,VII domenica del Tempo Ordinario,C42-A,2023,http://www.lachiesa.it/calendario/Detailed/20230219.shtml,https://liturgia.silvestrini.org/letture/2023-02-19.html
2023-02-26,1° Domenica di Quaresima,Sunday,I domenica di Quaresima,C14-A,2023,http://www.lachiesa.it/calendario/Detailed/20230226.shtml,https://liturgia.silvestrini.org/letture/2023-02-26.html
2023-03-05,2° Domenica di Quaresima,Sunday,II domenica di Quaresima,C15-A,2023,http://www.lachiesa.it/calendario/Detailed/20230305.shtml,https://liturgia.silvestrini.org/letture/2023-03-05.html
2023-03-12,3° Domenica di Quaresima,Sunday,III domenica di Quaresima,C16-A,2023,http://www.lachiesa.it/calendario/Detailed/20230312.shtml,https://liturgia.silvestrini.org/letture/2023-03-12.html
2023-03-19,Domenica Laetare,Sunday,IV domenica di Quaresima,C17-A,2023,http://www.lachiesa.it/calendario/Detailed/20230319.shtml,https://liturgia.silvestrini.org/letture/2023-03-19.html
2023-03-26,5° Domenica di Quaresima,Sunday,V domenica di Quaresima,C18-A,2023,http://www.lachiesa.it/calendario/Detailed/20230326.shtml,https://liturgia.silvestrini.org/letture/2023-03-26.html
2023-04-02,Domenica delle Palme,Sunday,Domenica delle Palme: Passione del Signore,C19-A,2023,http://www.lachiesa.it/calendario/Detailed/20230402.shtml,https://liturgia.silvestrini.org/letture/2023-04-02.html
2023-04-06,Giovedì Santo (Messa del Crisma),Thursday,Giovedì della Settimana Santa – Messa del Crisma,C20-A,2023,http://www.lachiesa.it/calendario/Detailed/20230406.shtml,https://liturgia.silvestrini.org/letture/2023-04-06.html
2023-04-06,Giovedì Santo (In Cena Domini),Thursday,Giovedì Santo – Messa vespertina «Cena del Signore»,C21-A,2023,http://www.lachiesa.it/calendario/Detailed/20230406.shtml,https://liturgia.silvestrini.org/letture/2023-04-06.html
2023-04-06,Giovedì Santo (Messa del Crisma),Thursday,Giovedì della Settimana Santa – Messa del Crisma,C20-A,2023,http://www.lachiesa.it/calendario/Detailed/20230406.shtml,https://liturgia.silvestrini.org/letture/2023-04-06.html
2023-04-06,Giovedì Santo (In Cena Domini),Thursday,Giovedì Santo – Messa vespertina «Cena del Signore»,C21-A,2023,http://www.lachiesa.it/calendario/Detailed/20230406.shtml,https://liturgia.silvestrini.org/letture/2023-04-06.html
2023-04-07,Venerdì Santo (Passione del Signore),Friday,Venerdì Santo «Passione del Signore»,C22-A,2023,http://www.lachiesa.it/calendario/Detailed/20230407.shtml,https://liturgia.silvestrini.org/letture/2023-04-07.html
2023-04-07,Venerdì Santo (Passione del Signore),Friday,Venerdì Santo «Passione del Signore»,C22-A,2023,null,null
2023-04-09,Pasqua - Risurrezione del Signore,Sunday,Domenica di Pasqua «Risurrezione del Signore» – Messa del giorno,C24-A,2023,http://www.lachiesa.it/calendario/Detailed/20230409.shtml,https://liturgia.silvestrini.org/letture/2023-04-09.html
2023-04-16,2° Domenica di Pasqua o della Divina Misericordia (dom. in Albis),Sunday,II domenica di Pasqua,C25-A,2023,http://www.lachiesa.it/calendario/Detailed/20230416.shtml,https://liturgia.silvestrini.org/letture/2023-04-16.html
2023-04-23,3° Domenica di Pasqua (Misericordias Domini),Sunday,III domenica di Pasqua,C26-A,2023,http://www.lachiesa.it/calendario/Detailed/20230423.shtml,https://liturgia.silvestrini.org/letture/2023-04-23.html
2023-04-30,4° Domenica di Pasqua (Jubilate),Sunday,IV domenica di Pasqua,C27-A,2023,http://www.lachiesa.it/calendario/Detailed/20230430.shtml,https://liturgia.silvestrini.org/letture/2023-04-30.html
2023-05-07,5° Domenica di Pasqua (Cantate),Sunday,V domenica di Pasqua,C28-A,2023,http://www.lachiesa.it/calendario/Detailed/20230507.shtml,https://liturgia.silvestrini.org/letture/2023-05-07.html
2023-05-14,6° Domenica di Pasqua (Rogate - Vocem jocunditatis),Sunday,VI domenica di Pasqua,C29-A,2023,http://www.lachiesa.it/calendario/Detailed/20230514.shtml,https://liturgia.silvestrini.org/letture/2023-05-14.html
2023-05-21,Ascensione di Gesù,Sunday,Ascensione del Signore,C30-A,2023,http://www.lachiesa.it/calendario/Detailed/20230521.shtml,https://liturgia.silvestrini.org/letture/2023-05-21.html
2023-05-28,Pentecoste,Sunday,Domenica di Pentecoste – Messa del giorno,C33-A,2023,http://www.lachiesa.it/calendario/Detailed/20230528.shtml,https://liturgia.silvestrini.org/letture/2023-05-28.html
2023-06-04,Solennità della Santissima Trinità,Sunday,Solennità della SS Trinità,C34-A,2023,http://www.lachiesa.it/calendario/Detailed/20230604.shtml,https://liturgia.silvestrini.org/letture/2023-06-04.html
2023-06-11,Santissimo Corpo e Sangue di Cristo,Sunday,Solennità del SS Corpo e Sangue di Cristo,C35-A,2023,http://www.lachiesa.it/calendario/Detailed/20230611.shtml,https://liturgia.silvestrini.org/letture/2023-06-11.html
2023-06-16,Santissimo Cuore di Gesù,Friday,Solennità del Sacratissimo Cuore di Gesù,C36-A,2023,http://www.lachiesa.it/calendario/Detailed/20230616.shtml,https://liturgia.silvestrini.org/letture/2023-06-16.html
2023-06-18,11° D.T.O.,Sunday,XI domenica del Tempo Ordinario,C46-A,2023,http://www.lachiesa.it/calendario/Detailed/20230618.shtml,https://liturgia.silvestrini.org/letture/2023-06-18.html
2023-06-24,Natività di San Giovanni Battista,Saturday,24 giugno: Natività di san Giovanni Battista – Messa del giorno,C72-A,2023,http://www.lachiesa.it/calendario/Detailed/20230624.shtml,https://liturgia.silvestrini.org/letture/2023-06-24.html
2023-06-25,12° D.T.O.,Sunday,XII domenica del Tempo Ordinario,C47-A,2023,http://www.lachiesa.it/calendario/Detailed/20230625.shtml,https://liturgia.silvestrini.org/letture/2023-06-25.html
2023-06-29,Santi Pietro e Paolo Apostoli,Thursday,29 giugno: Santi Pietro e Paolo apostoli – Messa del giorno,C74-A,2023,http://www.lachiesa.it/calendario/Detailed/20230629.shtml,https://liturgia.silvestrini.org/letture/2023-06-29.html
2023-07-02,13° D.T.O.,Sunday,XIII domenica del Tempo Ordinario,C48-A,2023,http://www.lachiesa.it/calendario/Detailed/20230702.shtml,https://liturgia.silvestrini.org/letture/2023-07-02.html
2023-07-09,14° D.T.O.,Sunday,XIV domenica del Tempo Ordinario,C49-A,2023,http://www.lachiesa.it/calendario/Detailed/20230709.shtml,https://liturgia.silvestrini.org/letture/2023-07-09.html
2023-07-16,15° D.T.O.,Sunday,XV domenica del Tempo Ordinario,C50-A,2023,http://www.lachiesa.it/calendario/Detailed/20230716.shtml,https://liturgia.silvestrini.org/letture/2023-07-16.html
2023-07-23,16° D.T.O.,Sunday,XVI domenica del Tempo Ordinario,C51-A,2023,http://www.lachiesa.it/calendario/Detailed/20230723.shtml,https://liturgia.silvestrini.org/letture/2023-07-23.html
2023-07-30,17° D.T.O.,Sunday,XVII domenica del Tempo Ordinario,C52-A,2023,http://www.lachiesa.it/calendario/Detailed/20230730.shtml,https://liturgia.silvestrini.org/letture/2023-07-30.html
2023-08-06,Trasfigurazione del Signore,Sunday,6 agosto: Trasfigurazione del Signore,C75-A,2023,http://www.lachiesa.it/calendario/Detailed/20230806.shtml,https://liturgia.silvestrini.org/letture/2023-08-06.html
2023-08-13,19° D.T.O.,Sunday,XIX domenica del Tempo Ordinario,C54-A,2023,http://www.lachiesa.it/calendario/Detailed/20230813.shtml,https://liturgia.silvestrini.org/letture/2023-08-13.html
2023-08-15,Assunzione della Beata Vergine Maria,Tuesday,15 agosto: Assunzione della beata Vergine Maria – Messa del giorno,C77-A,2023,http://www.lachiesa.it/calendario/Detailed/20230815.shtml,https://liturgia.silvestrini.org/letture/2023-08-15.html
2023-08-20,20° D.T.O.,Sunday,XX domenica del Tempo Ordinario,C55-A,2023,http://www.lachiesa.it/calendario/Detailed/20230820.shtml,https://liturgia.silvestrini.org/letture/2023-08-20.html
2023-08-27,21° D.T.O.,Sunday,XXI domenica del Tempo Ordinario,C56-A,2023,http://www.lachiesa.it/calendario/Detailed/20230827.shtml,https://liturgia.silvestrini.org/letture/2023-08-27.html
2023-09-03,22° D.T.O.,Sunday,XXII domenica del Tempo Ordinario,C57-A,2023,http://www.lachiesa.it/calendario/Detailed/20230903.shtml,https://liturgia.silvestrini.org/letture/2023-09-03.html
2023-09-10,23° D.T.O.,Sunday,XXIII domenica del Tempo Ordinario,C58-A,2023,http://www.lachiesa.it/calendario/Detailed/20230910.shtml,https://liturgia.silvestrini.org/letture/2023-09-10.html
2023-09-14,Esaltazione della Santa Croce,Thursday,14 settembre: Esaltazione della Santa Croce,C78-A,2023,http://www.lachiesa.it/calendario/Detailed/20230914.shtml,https://liturgia.silvestrini.org/letture/2023-09-14.html
2023-09-17,24° D.T.O.,Sunday,XXIV domenica del Tempo Ordinario,C59-A,2023,http://www.lachiesa.it/calendario/Detailed/20230917.shtml,https://liturgia.silvestrini.org/letture/2023-09-17.html
2023-09-24,25° D.T.O.,Sunday,XXV domenica del Tempo Ordinario,C60-A,2023,http://www.lachiesa.it/calendario/Detailed/20230924.shtml,https://liturgia.silvestrini.org/letture/2023-09-24.html
2023-10-01,26° D.T.O.,Sunday,XXVI domenica del Tempo Ordinario,C61-A,2023,http://www.lachiesa.it/calendario/Detailed/20231001.shtml,https://liturgia.silvestrini.org/letture/2023-10-01.html
2023-10-08,27° D.T.O.,Sunday,XXVII domenica del Tempo Ordinario,C62-A,2023,http://www.lachiesa.it/calendario/Detailed/20231008.shtml,https://liturgia.silvestrini.org/letture/2023-10-08.html
2023-10-15,28° D.T.O.,Sunday,XXVIII domenica del Tempo Ordinario,C63-A,2023,http://www.lachiesa.it/calendario/Detailed/20231015.shtml,https://liturgia.silvestrini.org/letture/2023-10-15.html
2023-10-22,29° D.T.O.,Sunday,XXIX domenica del Tempo Ordinario,C64-A,2023,http://www.lachiesa.it/calendario/Detailed/20231022.shtml,https://liturgia.silvestrini.org/letture/2023-10-22.html
2023-10-29,30° D.T.O.,Sunday,XXX domenica del Tempo Ordinario,C65-A,2023,http://www.lachiesa.it/calendario/Detailed/20231029.shtml,https://liturgia.silvestrini.org/letture/2023-10-29.html
2023-11-01,Solennità di tutti i Santi,Wednesday,1 novembre: Tutti i Santi,C79-A,2023,http://www.lachiesa.it/calendario/Detailed/20231101.shtml,https://liturgia.silvestrini.org/letture/2023-11-01.html
2023-11-02,Commemorazione dei defunti,Thursday,2 novembre: Commemorazione di tutti i fedeli defunti – 1° schema,C80-A,2023,http://www.lachiesa.it/calendario/Detailed/20231102.shtml,https://liturgia.silvestrini.org/letture/2023-11-02.html
2023-11-02,Commemorazione dei defunti,Thursday,2 novembre: Commemorazione di tutti i fedeli defunti – 2° schema,C81-A,2023,http://www.lachiesa.it/calendario/Detailed/20231102.shtml,https://liturgia.silvestrini.org/letture/2023-11-02.html
2023-11-02,Commemorazione dei defunti,Thursday,2 novembre: Commemorazione di tutti i fedeli defunti – 3° schema,C82-A,2023,http://www.lachiesa.it/calendario/Detailed/20231102.shtml,https://liturgia.silvestrini.org/letture/2023-11-02.html
2023-11-05,31° D.T.O.,Sunday,XXXI domenica del Tempo Ordinario,C66-A,2023,http://www.lachiesa.it/calendario/Detailed/20231105.shtml,https://liturgia.silvestrini.org/letture/2023-11-05.html
2023-11-09,Dedicazione Basilica Lateranense,Thursday,9 novembre: Dedicazione della Basilica lateranense,C83-A,2023,http://www.lachiesa.it/calendario/Detailed/20231109.shtml,https://liturgia.silvestrini.org/letture/2023-11-09.html
2023-11-12,32° D.T.O.,Sunday,XXXII domenica del Tempo Ordinario,C67-A,2023,http://www.lachiesa.it/calendario/Detailed/20231112.shtml,https://liturgia.silvestrini.org/letture/2023-11-12.html
2023-11-19,33° D.T.O.,Sunday,XXXIII domenica del Tempo Ordinario,C68-A,2023,http://www.lachiesa.it/calendario/Detailed/20231119.shtml,https://liturgia.silvestrini.org/letture/2023-11-19.html
2023-11-26,34° D.T.O. - Solennità di Cristo Re,Sunday,Solennità di nostro Signore Gesù Cristo Re dell’universo,C69-A,2023,http://www.lachiesa.it/calendario/Detailed/20231126.shtml,https://liturgia.silvestrini.org/letture/2023-11-26.html
2023-12-03,1° Domenica di Avvento,Sunday,I domenica di Avvento,C1-A,2023,http://www.lachiesa.it/calendario/Detailed/20231203.shtml,https://liturgia.silvestrini.org/letture/2023-12-03.html
2023-12-08,Immacolata Concezione,Friday,8 dicembre: Immacolata Concezione della beata Vergine Maria,C84-A,2023,http://www.lachiesa.it/calendario/Detailed/20231208.shtml,https://liturgia.silvestrini.org/letture/2023-12-08.html
2023-12-10,2° Domenica di Avvento,Sunday,II domenica di Avvento,C2-A,2023,http://www.lachiesa.it/calendario/Detailed/20231210.shtml,https://liturgia.silvestrini.org/letture/2023-12-10.html
2023-12-17,3° Domenica di Avvento - Gaudete,Sunday,III domenica di Avvento,C3-A,2023,http://www.lachiesa.it/calendario/Detailed/20231217.shtml,https://liturgia.silvestrini.org/letture/2023-12-17.html
2023-12-24,4° Domenica di Avvento,Sunday,IV domenica di Avvento,C4-A,2023,http://www.lachiesa.it/calendario/Detailed/20231224.shtml,https://liturgia.silvestrini.org/letture/2023-12-24.html
2023-12-25,Natale del Signore,Monday,Natale del Signore – Messa del giorno,C8-A,2023,http://www.lachiesa.it/calendario/Detailed/20231225.shtml,https://liturgia.silvestrini.org/letture/2023-12-25.html
2023-12-31,Festa della Sacra Famiglia,Sunday,"Santa Famiglia di Gesù, Maria e Giuseppe",C9-A,2023,http://www.lachiesa.it/calendario/Detailed/20231231.shtml,https://liturgia.silvestrini.org/letture/2023-12-31.html
2024-01-01,Maria Santissima Madre di Dio,Monday,Solennità di Maria SS Madre di Dio,C10-B,2024,http://www.lachiesa.it/calendario/Detailed/20240101.shtml,https://liturgia.silvestrini.org/letture/2024-01-01.html
2024-01-06,Epifania del Signore,Saturday,Epifania del Signore,C12-B,2024,http://www.lachiesa.it/calendario/Detailed/20240106.shtml,https://liturgia.silvestrini.org/letture/2024-01-06.html
2024-01-07,Battesimo del Signore,Sunday,Battesimo del Signore,C13-B,2024,http://www.lachiesa.it/calendario/Detailed/20240107.shtml,https://liturgia.silvestrini.org/letture/2024-01-07.html
2024-01-14,2° D.T.O.,Sunday,II domenica del Tempo Ordinario,C37-B,2024,http://www.lachiesa.it/calendario/Detailed/20240114.shtml,https://liturgia.silvestrini.org/letture/2024-01-14.html
2024-01-21,3° D.T.O.,Sunday,III domenica del Tempo Ordinario,C38-B,2024,http://www.lachiesa.it/calendario/Detailed/20240121.shtml,https://liturgia.silvestrini.org/letture/2024-01-21.html
2024-01-28,4° D.T.O.,Sunday,IV domenica del Tempo Ordinario,C39-B,2024,http://www.lachiesa.it/calendario/Detailed/20240128.shtml,https://liturgia.silvestrini.org/letture/2024-01-28.html
2024-02-02,Presentazione del Signore (Candelora),Friday,2 febbraio: Presentazione del Signore,C70-B,2024,http://www.lachiesa.it/calendario/Detailed/20240202.shtml,https://liturgia.silvestrini.org/letture/2024-02-02.html
2024-02-04,5° D.T.O.,Sunday,V domenica del Tempo Ordinario,C40-B,2024,http://www.lachiesa.it/calendario/Detailed/20240204.shtml,https://liturgia.silvestrini.org/letture/2024-02-04.html
2024-02-11,6° D.T.O.,Sunday,VI domenica del Tempo Ordinario,C41-B,2024,http://www.lachiesa.it/calendario/Detailed/20240211.shtml,https://liturgia.silvestrini.org/letture/2024-02-11.html
2024-02-18,1° Domenica di Quaresima,Sunday,I domenica di Quaresima,C14-B,2024,http://www.lachiesa.it/calendario/Detailed/20240218.shtml,https://liturgia.silvestrini.org/letture/2024-02-18.html
2024-02-25,2° Domenica di Quaresima,Sunday,II domenica di Quaresima,C15-B,2024,http://www.lachiesa.it/calendario/Detailed/20240225.shtml,https://liturgia.silvestrini.org/letture/2024-02-25.html
2024-03-03,3° Domenica di Quaresima,Sunday,III domenica di Quaresima,C16-B,2024,http://www.lachiesa.it/calendario/Detailed/20240303.shtml,https://liturgia.silvestrini.org/letture/2024-03-03.html
2024-03-10,Domenica Laetare,Sunday,IV domenica di Quaresima,C17-B,2024,http://www.lachiesa.it/calendario/Detailed/20240310.shtml,https://liturgia.silvestrini.org/letture/2024-03-10.html
2024-03-17,5° Domenica di Quaresima,Sunday,V domenica di Quaresima,C18-B,2024,http://www.lachiesa.it/calendario/Detailed/20240317.shtml,https://liturgia.silvestrini.org/letture/2024-03-17.html
2024-03-24,Domenica delle Palme,Sunday,Domenica delle Palme: Passione del Signore,C19-B,2024,http://www.lachiesa.it/calendario/Detailed/20240324.shtml,https://liturgia.silvestrini.org/letture/2024-03-24.html
2024-03-28,Giovedì Santo (Messa del Crisma),Thursday,Giovedì della Settimana Santa – Messa del Crisma,C20-B,2024,http://www.lachiesa.it/calendario/Detailed/20240328.shtml,https://liturgia.silvestrini.org/letture/2024-03-28.html
2024-03-28,Giovedì Santo (In Cena Domini),Thursday,Giovedì Santo – Messa vespertina «Cena del Signore»,C21-B,2024,http://www.lachiesa.it/calendario/Detailed/20240328.shtml,https://liturgia.silvestrini.org/letture/2024-03-28.html
2024-03-28,Giovedì Santo (Messa del Crisma),Thursday,Giovedì della Settimana Santa – Messa del Crisma,C20-B,2024,http://www.lachiesa.it/calendario/Detailed/20240328.shtml,https://liturgia.silvestrini.org/letture/2024-03-28.html
2024-03-28,Giovedì Santo (In Cena Domini),Thursday,Giovedì Santo – Messa vespertina «Cena del Signore»,C21-B,2024,http://www.lachiesa.it/calendario/Detailed/20240328.shtml,https://liturgia.silvestrini.org/letture/2024-03-28.html
2024-03-29,Venerdì Santo (Passione del Signore),Friday,Venerdì Santo «Passione del Signore»,C22-B,2024,http://www.lachiesa.it/calendario/Detailed/20240329.shtml,https://liturgia.silvestrini.org/letture/2024-03-29.html
2024-03-29,Venerdì Santo (Passione del Signore),Friday,Venerdì Santo «Passione del Signore»,C22-B,2024,null,null
2024-03-31,Pasqua - Risurrezione del Signore,Sunday,Domenica di Pasqua «Risurrezione del Signore» – Messa del giorno,C24-B,2024,http://www.lachiesa.it/calendario/Detailed/20240331.shtml,https://liturgia.silvestrini.org/letture/2024-03-31.html
2024-04-07,2° Domenica di Pasqua o della Divina Misericordia (dom. in Albis),Sunday,II domenica di Pasqua,C25-B,2024,http://www.lachiesa.it/calendario/Detailed/20240407.shtml,https://liturgia.silvestrini.org/letture/2024-04-07.html
2024-04-14,3° Domenica di Pasqua (Misericordias Domini),Sunday,III domenica di Pasqua,C26-B,2024,http://www.lachiesa.it/calendario/Detailed/20240414.shtml,https://liturgia.silvestrini.org/letture/2024-04-14.html
2024-04-21,4° Domenica di Pasqua (Jubilate),Sunday,IV domenica di Pasqua,C27-B,2024,http://www.lachiesa.it/calendario/Detailed/20240421.shtml,https://liturgia.silvestrini.org/letture/2024-04-21.html
2024-04-28,5° Domenica di Pasqua (Cantate),Sunday,V domenica di Pasqua,C28-B,2024,http://www.lachiesa.it/calendario/Detailed/20240428.shtml,https://liturgia.silvestrini.org/letture/2024-04-28.html
2024-05-05,6° Domenica di Pasqua (Rogate - Vocem jocunditatis),Sunday,VI domenica di Pasqua,C29-B,2024,http://www.lachiesa.it/calendario/Detailed/20240505.shtml,https://liturgia.silvestrini.org/letture/2024-05-05.html
2024-05-12,Ascensione di Gesù,Sunday,Ascensione del Signore,C30-B,2024,http://www.lachiesa.it/calendario/Detailed/20240512.shtml,https://liturgia.silvestrini.org/letture/2024-05-12.html
2024-05-19,Pentecoste,Sunday,Domenica di Pentecoste – Messa del giorno,C33-B,2024,http://www.lachiesa.it/calendario/Detailed/20240519.shtml,https://liturgia.silvestrini.org/letture/2024-05-19.html
2024-05-26,Solennità della Santissima Trinità,Sunday,Solennità della SS Trinità,C34-B,2024,http://www.lachiesa.it/calendario/Detailed/20240526.shtml,https://liturgia.silvestrini.org/letture/2024-05-26.html
2024-06-02,Santissimo Corpo e Sangue di Cristo,Sunday,Solennità del SS Corpo e Sangue di Cristo,C35-B,2024,http://www.lachiesa.it/calendario/Detailed/20240602.shtml,https://liturgia.silvestrini.org/letture/2024-06-02.html
2024-06-07,Santissimo Cuore di Gesù,Friday,Solennità del Sacratissimo Cuore di Gesù,C36-B,2024,http://www.lachiesa.it/calendario/Detailed/20240607.shtml,https://liturgia.silvestrini.org/letture/2024-06-07.html
2024-06-09,10° D.T.O.,Sunday,X domenica del Tempo Ordinario,C45-B,2024,http://www.lachiesa.it/calendario/Detailed/20240609.shtml,https://liturgia.silvestrini.org/letture/2024-06-09.html
2024-06-16,11° D.T.O.,Sunday,XI domenica del Tempo Ordinario,C46-B,2024,http://www.lachiesa.it/calendario/Detailed/20240616.shtml,https://liturgia.silvestrini.org/letture/2024-06-16.html
2024-06-23,12° D.T.O.,Sunday,XII domenica del Tempo Ordinario,C47-B,2024,http://www.lachiesa.it/calendario/Detailed/20240623.shtml,https://liturgia.silvestrini.org/letture/2024-06-23.html
2024-06-24,Natività di San Giovanni Battista,Monday,24 giugno: Natività di san Giovanni Battista – Messa del giorno,C72-B,2024,http://www.lachiesa.it/calendario/Detailed/20240624.shtml,https://liturgia.silvestrini.org/letture/2024-06-24.html
2024-06-29,Santi Pietro e Paolo Apostoli,Saturday,29 giugno: Santi Pietro e Paolo apostoli – Messa del giorno,C74-B,2024,http://www.lachiesa.it/calendario/Detailed/20240629.shtml,https://liturgia.silvestrini.org/letture/2024-06-29.html
2024-06-30,13° D.T.O.,Sunday,XIII domenica del Tempo Ordinario,C48-B,2024,http://www.lachiesa.it/calendario/Detailed/20240630.shtml,https://liturgia.silvestrini.org/letture/2024-06-30.html
2024-07-07,14° D.T.O.,Sunday,XIV domenica del Tempo Ordinario,C49-B,2024,http://www.lachiesa.it/calendario/Detailed/20240707.shtml,https://liturgia.silvestrini.org/letture/2024-07-07.html
