id_canti,similarity,titolo,autore,raccolta,momento,link_youtube
78,22,Beato l’uomo,Antonio Porrino,,"24,31,32,2",YQsqPCheucg
1672,22,"Il tuo Corpo, il tuo Sangue",Luciana Leone - Salvatore Martinez,,31,MBlHzbDY6Qo
2230,22,Vieni con me,Giosy Cento,,"21,32,10,15,20",MWWqRbyq3t0
1627,22,Giorno di Pentecoste,Giosy Cento,,6,op08cAePvIk
2149,22,Getsemani,Daniele Ricci,,4,rrbzYpn0C_o
2818,22,"Dio mio, Dio mio perchè mi hai abbandonato ",Marco Frisina,Non temere - Signore è il suo nome,"24,4",34BhRHX7mzE
245,22,Insieme a Te,Francesco Buttazzo,Alla tua festa,31,_1taK6Kc8gw
2303,22,Annuncio Pasquale,Domenico Machetta,,5,
2429,22,L'ultima cena,Comunità Gesù Risorto,,"4,10",cHtVuDFEKMY
1905,22,Solo in Dio riposa l'anima mia,Frammenti di luce,,"21,31",
2799,22,Gloria a Dio - 2023,Daniele Esposito,,23,Kk3QIQ08WYA
282,22,Lo Spirito del Signore,Marco Frisina,,"21,6,17",wy2g6aSREag
2176,22,Gloria a Dio nell'alto dei cieli,Francesco Buttazzo,Dall'amore di Dio,23,bhDLqwo5PHI
1613,22,Come un prodigio,Debora Vezzani,,31,KOSXHmMwJQI
2004,22,Canzone di San Giuseppe,Guido Clericetti - Adriana Mascagni,,"31,32,3,7",PRadNjnGKWs
327,22,Nostalgia d’una sorgente,Giosy Cento,,"21,11",HjXlMvgwuR4
2529,22,Sei Tu Signore il pane,George Kirbye,,"31,52",3scIuiikzuk
253,21,Io non sono degno,Claudio Chieffo,È bella la strada,31,6pb9LFGAM2E
2628,21,Gloria a Dio ,RnS - S.Martinez,Ad una voce,23,oltLI_EgOfw
1698,21,Vergin Santa,RnS,,"21,31,2,3,7",mTnD1HXRnfk
76,21,Beatitudine (La preghiera di Gesù è la nostra),Gaetano Castiglia,,"31,17",c6uJoG9BbJ8
2469,21,Il Tuo amore è grande,RnS,Venti dello Spirito,"31,9",jJrggKrvBXw
1713,21,"Ti ringrazio, o mio Signore",C. Gabarain,,"32,52",v5ewwgxAuA4
1615,21,Stella del mare,Comunità Gesù risorto,,7,a1a3MVoW8sY
2535,21,Il suo amore per me,Don Livio Tacchini,,"31,9",-nkZOZXmhxU
2756,21,Gloria a Dio,Paolo Auricchio,Rallegriamoci nel Signore,23,P-h6I_G_dhY
2723,21,Dio ha tanto amato il mondo,A. De Luca - B. Conte,Risorto per Amore,"31,4,10,11",aYClEd3LMz0
2547,21,Maria piccola Maria,Kiko Arguello,,7,MG6YGT7XZ50
1953,21,So che sei qui,Gen Verde,Messa della concordia,"31,9,13",tZEovlG6uAg
181,21,Ecco il nostro si,Emanuele Fossi,,7,YQJyeqErUAo
2305,21,Il tuo amore per noi,Piera Cori,,26,9aaxeabeNq0
428,21,Signore come è bello (La tenda),Claudio Chieffo,,"31,32,17",q6OTCpB63LM
2644,21,La Tua dimora,Daniele Ricci,La Tua dimora,21,BCwCh0io1K0
133,21,Come è grande,Roberto Grotti,,"31,4,11,14",GWIcRqwR0Sk
249,21,"Io credo, risorgerò",Gino Stefani,,"21,13",X9clLTZHcvQ
184,21,Ecco la serva del Signore (v2),Marco Frisina,,"7,17",eakmIDhzNyc
1676,21,Ti rendiamo grazie,RnS,,31,7rAxVf_izmM
1728,21,Gloria a Dio,Guglielmo Amadei,La nostra festa è Cristo,23,JtJ4fbTGwNo
2254,21,Grande è la Tua bontà ,RnS,,"31,14",4MeXA2ocsn0
2301,21,E lo credemmo abbandonato da DIo,Pierangelo Sequeri,,"31,4",rkW8-9ToP9s
285,21,Lodate Dio,Gen Rosso,,"21,32,14",T6sJgjfK-qo
120,21,Canto a Te Maria,Gen Verde,,7,LBmVA-ClneU
2155,21,Isaia 62,Silvia Gardi,,"21,31,32,15,20",amu-_m4wRKM
316,21,Nel Tuo silenzio,Gen verde,Come fuoco vivo,"31,52",MTbJK2Cu-xk
378,21,Re di gloria,F. Marranzino/A. De Luca,,"31,32",qN7IX3-Z0wo
1762,21,La ballata dell'amore vero,Claudio Chieffo,,"10,15",nC27N0dOF80
208,21,Gloria,Marcello Giombini,,23,2inSW_DKXlQ
505,21,Prima Corinzi 13,Guido Meregalli,,,7Gum6ktqoLQ
1759,21,Io ti cerco,Sequeri - Belli,,"21,4",9shFqgM_OgQ
2151,21,Alzerò i miei occhi ,Marco Frisina,,"26,31",pMxW97hIleM
2168,21,I miei occhi elevo a te ,RnS,Ha vinto il tuo amore,14,K_hqvLb0FLA
170,20,E' giunta l’ora,Luciano Scaglianti,,"4,13,17",z0_74gnHpQ8
2080,20,Esultiamo in Te Gesù,Francesco Buttazzo,,"31,32,5",mYlQ3enubOo
239,20,Il Tuo amore,---,,31,
2078,20,Madre fiducia nostra,Marco Frisina,,"32,7",AAkAsRX4Bv8
2594,20,Dio che tutto puoi,RnS,Mi ami tu?,"31,14",
2613,20,Luce in Noi ,Francesco Buttazzo,Esultiamo nel Signore,"21,2,4,5,10,16",YHJ-rjfB9RY
1801,20,Tu vero pane della vita,Fabio Baggio,La vita che nasce,31,9VfmPmHwhmc
2408,20,Absorbeat,S. Francesco d'Assisi,,"31,54",
2093,20,Il giorno più bello (La mia prima comunione),P. Tombolato/A. Di Mario,,"21,31,32,10",CfbUFlZAubo
1581,20,La voce di Maria,Roberta Torresi e Paolo Bisonni,,7,pB-T5WICE4o
1956,20,Inno all'amore,Piera Cori,,"24,15",742M7TULBnM
2465,20,Sei con noi uno di noi,Domenico Machetta,"Sei con noi, uno di noi",21,LL41_rgYQgw
1800,20,Ti ringrazio mio Signore,Pierangelo Sequeri,Qui dove Tu ci chiami,"31,32,52",6YsclSgpECA
2377,20,Incontro con Gesù,M. Emberti Gialloreti- A.M. Galliano,Incontro con Gesù,"21,31,2,3,5",
2505,20,Cristo muove le montagne,Hillsong,,32,kOL8zUl5OZw
1575,20,Dio è amore,RnS,,21,x02RLuFgTcQ
2285,20,Dal profondo a Te grido,Marco Frisina,Tu sarai profeta,31,UYRtoAaqey8
254,20,Io sarò con Te,Marco Frisina,,31,oWtdlQAaOCE
1458,20,Gloria,Francesco Buttazzo,Vita nuova con te,23,9EMdVh1IMz0
2555,20,Ora si può,Don Mario Costanzi,,"32,10,16",
224,20,Il canto dell’amore,Federico Russo,,"31,20",Vz2OZMG19V4
185,20,Eccomi,Marco Frisina ,Non temere,"21,24,10,13,17,20",Gg_CRwPwog4
2709,20,È il momento di ringraziarti,"M. Fornaro, B. Carretta","AA.VV., Oggi risorge","32,52",hqNuQJ8qN9c
2266,20,Passa ancora in mezzo a noi,RnS,Fuoco d'Amore,26,Wtr-lw8go8g
306,20,Mi arrendo al Tuo amore,RnS,,11,5MqURreias0
1668,20,Fiumi di misericordia,RnS,,"21,31,9",GKwjFtAZ2BM
199,20,Francesco vai,Chiara Bizzetti,,"16,20",6UaILKz_Xvg
2133,20,Cantico di Anna,RnS,,17,cJXQaL644FQ
2247,20,Te Deum,RnS,,24,Ghh9yhJZasI
1616,20,Canzone della speranza,Paolo Iotti,,"31,32",U9Gqz7BjuR8
1769,20,La pace del Signore,Francesco Buttazzo,,30,ZZIYGBjAzj0
2550,20,Nascerà,Gen Rosso,,31,2umvrdWyYgo
2416,20,Arderanno sempre i nostri cuori,Paolo Auricchio,Alleluia è risorto,"31,5",kHB6N9sCQcI
447,20,Symbolum ‘80 (Ma la tua Parola),Pierangelo Sequeri,Ma la tua Parola,"31,2,17,19",pSMZAXrvT4A
117,20,Cantiamo Te,Gragnani,,"21,14,19",RN5HIkTbvzU
1473,20,Chi?,Gen Rosso,In concerto per la pace,21,QJxpvCVibWQ
432,20,Silenzioso Dio,Giosy Cento,,31,knzZ9EYvoPs
493,20,Vocazione (v2),Pierangelo Sequeri,In cerca d'autore,"21,31,20",pgTabb5fhIU
213,20,Gloria a Dio,Luigi Mariano,,23,KewJv-uYGLk
1584,20,Gloria a Dio,Pasquale Dargenio,Sorgente di vita,23,BdXTowIQmgg
2232,20,"Tu, nostro Pastore","Christopher Walker & Marco Deflorian, Marco Deflorian",,31,7fUhKmlhe-4
1894,20,"Rendo grazie al tuo nome, Signore",Ciardella P.,,32,
2269,20,La trasfigurazione,Marco Frisina,Non di solo pane,"26,31",6gU3t0nuHuw
258,20,Io vedo la Tua luce,Pierangelo Sequeri ,E mi sorprende,"31,3",YOhCW3aH7mo
2122,20,Tu sei la forza,Eman,,"5,6,10,14",PDaq_myKqbs
129,20,Cieli e terra nuova,Mario Piatti,,"32,2,13",efDuuaWXpSE
163,20,Dov’è carità e amore,Valentino Meloni - F. Zanettin - Terenzio Zardini,,"31,17",2aIrBW6r0aw
2540,20,La terra buona,--,,"31,17",dcIoaap-vuI
2125,20,"Del tuo Spirito, Signore",Gen Rosso,,"24,6,14",0-WMVDh_cg0
1780,20,Vocazione,Pierangelo Sequeri,In cerca d'autore,"21,31,12,20",8omR81t4csc
2366,20,Alzo gli occhi verso i monti,Kiko Arguello,,"32,4,10",uoWZGgCcTZY
82,20,Benedici il Signore,Marco Frisina,,"24,26,4,14",iepex6XBHo0
2253,20,Venite applaudiamo al Signore,Kiko Arguello,,"21,4",AV8drfqaYE0
2524,19,Gloria a Dio,Fusari - Rossi - Carocci,,23,DKFgt6-PTzk
294,19,Madre della speranza,A. Lagorio,,7,O5AL7CjejIk
2223,19,Un raggio splenderà,Padre Daniele Badiali,,"32,10,12,16,53",BBJZz11_clY
7,19,Accoglimi,Pierangelo Sequeri ,In cerca d'autore,"4,11,18",M5FBVpkUsWc
2738,19,La vera vite,L.Scaglianti,Kerygma: l'uomo davanti alla parola,31,Pgek5MYv8LE
145,19,Cristo è risorto veramente,RnS,Venti dello Spirito,"31,32,5",hQ8Y11c3LCs
382,19,Resta qui con noi,Gen Rosso,,"32,5,17",AyPDx-w7nKw
2081,19,Cristo è risorto è vivo!  È con noi!,A. Roncari – L. Capello,,"31,32,5",od7T90zC794
383,19,Resurrezione,Gen Rosso,,"21,32,5",eK8Z2VMTSp4
217,19,Grandi cose,Gen Rosso,,"21,24,32,14",Jvp2zJUouOQ
189,19,Esci dalla Tua terra,Gigi Cocquio,,"32,16,20",56QlRaUrcyg
2287,19,O Dio tu sei il mio Dio,Marco Frisina,Tu sarai profeta,26,7Ss8-mRlInA
1640,19,"Sei Tu, Signore",Francesco Buttazzo,Sorgente di unità,"31,5",q21ujt1xnC0
2119,19,Benedetto nei secoli,Matteo Zambuto,,26,fQZUOuYGE7Y
2327,19,Chi ha fame,Kiko,,"21,4",A32O3Rl_-pA
1724,19,Gloria a Dio,Daniele Ricci,Gesù è il suo nome,"23,3",4giwnbQIyfk
1618,19,L'acqua della salvezza,A.Roncari - L.Capello,,31,lR9ZoB022o0
2056,19,Ecco Signore,Nino Mancuso,,26,gVknZyvub_A
2645,19,La Parabola del Seminatore,REALE - A.Gallo,Come Nessun Altro,"21,31,9",1KY9eM9eAJs
1453,19,Nella Tua presenza,Daniele Ricci,,"28,31",WextjtnVp8c
2278,19,Manda il Tuo Spirito Signore,Francesco Buttazzo ,Vieni soffio di Dio,"21,24,6",BVCT3wQe_JI
2399,19,Nelle tue mani,A. De Luca - B. Conte,RnS - Nelle tue mani,"31,2,3,4,9,10",Zo6CuMpR_c8
2360,19,Il Signore ci ha salvato,Roncari-Capello-Rossi,,"21,32,4,5,10",ambiloyj3bw
370,19,Quale gioia,Matteo Calisi - John Bagniewski,,"21,24,32,13",oMlN3Yttg44
2570,19,Se avessi mai commesso,Santa Teresa di Lisieux,,"31,4",2pN1y8hCHds
2219,19,Spalancate le porte a Cristo,,,21,FRflOghAJ4Y
2447,19,Tempo di ricominciare,Gen Verde,Tempo di ricominciare,31,uKal1PpNSJs
142,19,Con Te faremo cose grandi,G. Meregalli,,"21,31",
361,19,Popoli tutti acclamate,RnS,,"21,31,32,14",9jxXJ79BFSU
2259,19,Benedici il Signore anima mia,A. Napolitano,,31,YBM6FSXavKE
1786,19,Pentecoste,De Lazzaro-Manzari,,"10,20",Uu0mt8mYKO4
8,19,Acqua siamo noi,Giosy Cento,,"21,8",YZPaZqTi0EA
195,19,Fissa gli occhi,Franco Costantini,,"31,9",NMWBFrFu0w0
2572,19,Stringimi,Geoff Bullock,,"31,9",0juIsd4yxW0
1467,19,Non più due (Buttazzo),Buttazzo,,31,PpuOL1WRI3M
1596,19,Il Figliol Prodigo (Abbracciami Gesù),Figli del Divino Amore,,"21,17",06d4D-Fzk38
2217,19,Benedirò il Signore in ogni tempo,"Fabio Avolio, Biagio Capacchione e Pasquale La Rocca",,"21,32",C5JVYd2HeDs
1999,19,Cose stupende ,Marco Frisina,,"21,7",JdaSR7DaEd8
1848,19,Grazie Signore,Mascagni,,"31,32,10,12,14,15,16,52",WhF2Yw1_eHw
479,19,Verremo a Te,Guido Meregalli,,21,
1767,19,Io scelgo Te,RnS,Venti dello Spirito,"10,15,20",akhS_jrYtdA
2461,19,Benedici il Signore anima mia,RnS - A. Napolitano,Grazie,"21,24,31,4,9,52",YBM6FSXavKE
494,19,Voglio cantare al Signor,RnS,,"21,24,32",N3iWAEOmLDc
2674,19,La Madre,Gen Rosso,Se siamo uniti,"31,32,7",PEevxYV2vhM
2073,19,L'amore del Padre,RNS,,"21,31,4,11,12,13",wpgBSswZmpU
2681,19,Rendiamo grazie a te,Daniele Scarpa,,26,
2244,19,Che cosa mi manca,"Elena Storchi, Renato Giorgi e Valerio Antonioli",,10,
2794,19,O Signore nostro Dio,Marco Frisina,Non Temere,"21,31,4,5,15",SKrRIFda5mo
61,19,Ascolta la Preghiera,---,,"4,7",
452,19,Testimoni dell’amore,Francesco Buttazzo,,"5,16",uGwq9KukGGk
1564,19,Nostra gloria è la croce,Marco Frisina,,"21,4",hojAhQHmQMM
1692,19,Grande è il Signore,Steve Mcewan,,"9,52",sZ8WNSDfVeE
2293,18,Se tu mi ami Simone,Marco Frisina,Signore è il Suo nome,31,c3QYTBkofvs
2262,18,Maria speranza nostra,Matteo Zambuto,Maria speranza nostra,32,BCh3xGkWRZ0
1727,18,Ti sei fatto pane,Daniele Ricci ,Gesù è il suo nome,"31,3",VktGKm3AF88
183,18,Ecco l’Uomo,Pierangelo Sequeri ,E mi sorprende,4,t41odL-M5sM
2407,18,Solo tu il mio Dio ,RnS - John B. Foley S. J,Sempre canterò,"21,32,10",WBCJ1c6cYCI
1939,18,La mia Pasqua è il Signore,R. Farruggio,,"21,31,5",vcREq6qlJvs
500,18,Pane di vita nuova,Marco Frisina,,31,2TjvpY5dqTU
73,18,Beati quelli che ascoltano,Michele Bonfitto,Sei grande nell'amore,"21,31",CuFvTANFHr4
1556,18,Insieme è forte,Paolo Spoladore,,"21,32",
1400,18,Gloria in excelsis Deo,Jean-Paul Lécot,,23,strUQQGtbhc
2805,18,Gloria GIFRA,GIFRA Napoli,,23,
2595,18,Ora che sei in mezzo a noi,Gianluigi Serapiglia,Davanti a Te,31,hkzeyvYMeCg
1908,18,Luce,Reale,,"31,32,3,10,20",
2256,18,Oceani (dove i miei piedi possono fallire),Hillsong,,"31,14",W251tJ42igI
1622,18,Saldo è il mio cuore,Marco Frisina,,31,cG_-iab1xcI
2351,18,Ci accogli alla tua mensa,Avolio-Capacchione-La Rocca,Festa con Gesù,31,M6qeiC3etUE
58,18,Apostoli di gioia,Luca Pollastri,,"21,32,16",jHltPy0bfyE
1929,18,A te vorrei dire,Gen Rosso,La vita di ogni cosa,32,Xna5fGSXtAQ
2025,18,Gloria in excelsis Deo,Lecot,,23,es2sdyT98cM
2392,18,Il cantico dei doni,Fra Giuseppe Di Fatta,Viva immagine di Te,"26,54",GHlQpNE3zL4
1669,18,Io vengo a Te,RnS - Pietro Ferrante,Il deserto canta,"21,31,9",F0lNje7wt8A
1844,18,Ave Maria splendore del mattino,Claudio Chieffo,,"32,7,10,12,13,15,16,20,51,52",QFRv_SuDxdg
1836,18,Ecco la serva del Signore,Marco Frisina,Salvatore del mondo,7,eakmIDhzNyc
2241,18,Io vi do un grande esempio,"D. Haas & Marco Deflorian, Marco Deflorian",,4,lFk0JxT9rFY
125,18,Cerco la Tua voce,Gen Rosso,,"31,2",PflpSm4aDck
2777,18,Tu sei il mio Dio (Meraviglioso),PDG Worship D.Cascio,,"31,9,11",QL7_sLKBXe0
2205,18,Vidi la nuova Gerusalemme,Marco Frisina,Vergine Madre,"21,7",KYqctObWoJE
1734,18,Gloria a Dio,Buttazzo - Scarpa,,23,JhYa72Mlu4c
2072,18,Benedite e acclamate,A. Casale,,"21,15",QH1LLGOkr6M
1763,18,Ho abbandonato,Aldo Roscio,,"32,4,52",Jy757ygWMMA
292,18,Luce di verità,G. Becchimanzi - S. Puri - C. Giordano,,"21,6",
2179,18,Gloria a Dio,Gianlivio Bersigotti,,23,N_8gyW4zEvk
206,18,Giovane donna,Luciano Scaglianti - Liliana Bancolini,,"32,2,7",v325wim3Ibo
305,18,Messaggio ai giovani,Pierangelo Sequeri ,In cerca d'autore,"21,20",SzGCzzzp8a0
2227,18,Il dono del saio,Cionfoli,,"22,28,31,4,9,10,11,12,14,16,20,52",xTjf4BI-AbA
2296,18,Custode del Signore (v2),Marco Frisina,,"21,32,10",YAEv6Cxj_JI
450,18,Te lodiamo Trinità,G. Stefani,,"31,19",pS9m2X9So5I
492,18,Vivere la vita,Gen Verde,E' bello lodarti,"21,31,32,16",Tq4pPkWwzA4
1888,18,"Inno della Divina Misericordia (Gesù, confido in Te)",Padre Carlo Colafranceschi,,"21,28,32,5,9,10",NbCILKYESOA
1771,18,La vita che nasce,F. Baggio,,"21,32,3,8,10",TLgJ_V2Z1iA
221,18,I cieli narrano,Marco Frisina,,"21,24,31,14",34tjGV7_rxQ
1634,18,A te grido mio Signore,RnS,Fuoco d'amore,"9,14",WpgDwwElBGk
266,18,L’anima mia magnifica il Signore,A. Innocenzi - A. Masacci,,"2,17",UTagWPxOtYc
2291,18,Canto Penitenziale,Marco Frisina,O Croce nostra speranza,"22,4",EeZfclHIhCk
134,18,Come fuoco vivo,Gen Rosso - Gen Verde,,"31,32,5",sdqAt9k2-oY
1788,18,Purificami o Signore (Salmo 50),A. Martorell,,"24,8,11,13",Tvmyj_Exujw
237,18,Il Signore è vicino,---,,"2,9,17",jxOfyC2XOOg
1600,18,Fratello Sole e Sorella Luna (semplificata),Riz Ortolani,,"31,14",jSq7zvrrsCA
2786,18,Muovi le montagne,RnS,Parla al mio Cuore,21,3lQeWQFdhWA
201,18,Frutto della nostra terra,Francesco Buttazzo,,26,hF9namOkLoE
1883,18,Il canto del mare,Marco Frisina,,"24,5",
1654,18,Come unico Pane,Rossi,,26,v8AtqY1KH7E
2183,18,In una notte come tante,RnS,,3,WPhxL4QOIKU
457,18,Ti offriamo,Gen Verde,Gratitudine,26,cvP_AxA8eDE
1578,18,Gioisci figlia di Sion,RnS,,"32,2,3,7",jbtR7ylZqI0
295,18,Madre io vorrei,Pierangelo Sequeri,E mi sorprende,"4,7,13",A1mXFg9sUo0
2295,18,Custode del Signore,Marco Frisina,,"21,32,10",YAEv6Cxj_JI
196,18,Fonti di Nazareth,Chiara Bizzetti,,5,vUOhl98MLuY
2388,18,Lode alla Trinità,RnS,Risplendi Gerusalemme,"14,19,52",8SNKs3YGERg
464,18,Tu sarai profeta,Marco Frisina,Tu sarai profeta,"21,26,31,2,16,20",3RlXWfB_ALI
2251,18,"Alleluia, Cristo e' risorto",Jean Luc Moens,,25,5mMChz-hIUU
1588,18,Lode e Gloria,Paolo Spoladore,Dacci Pace,"23,24",3zvarhz2k9U
2487,18,Pane e vino ti offriamo,M. Palmitessa,Ora sei con noi,26,-h27hWgNfto
2320,18,Magnificat,Marco Frisina,Non temere,31,xfPFworDwG0
2788,18,Chi mi seguirà,Antonio Parisi,Domeniche di quaresima A,"21,31,4",uF4SASFyvCQ
2316,18,Padre m'abbandono a te,Charles de Foucauld – G. Caporilli,,"26,4",
1952,18,La canzone di Luciano,Bottan Boschiero,,9,JiYZ6wm8dIM
2099,18,Sai fischiare?,Verdi Note dell'Antoniano,Estate Ragazzi con Le Verdi Note dell'Antoniano,"32,10,53",syyrdbH7Ha8
2104,18,Luce per noi,Oratorio Salesiano di Arese,,53,FShjTcWMuRY
2448,18,Ai piedi della Croce,Corrado Salmè,Infuocati per Dio '04,"9,10",VF01Mdiqa38
1926,18,Il Vangelo della terra,Andrea Testa,,"26,10",5du0mvIwEJE
2436,18,Anche tu sei mio fratello,Pino Tombolato - Angelo Di Mario,Nessuno è solo al mondo,"32,10,51",7QViotWGhM0
200,18,Fratello Sole e Sorella Luna,Riz Ortolani,,"31,14",jSq7zvrrsCA
152,17,Davanti a questo amore,RnS - Conte/De Luca,,"31,4,5,13",hlTny87LIq8
1957,17,Gloria a Dio,Salvatore Basilotta,,23,nC22oOfALQs
2504,17,Chiara è la tua sorgente,Pierangelo Sequeri,Mentre è ancora giorno,"7,14",woiIAIiLgR0
2664,17,La giusta direzione,Davide Vigano,,"21,32",LnWzimILeZI
3,17,Acclamate a Dio,RnS,Ad una voce,"21,24,14",FNomwQWxZeI
1730,17,Rallegrati Gerusalemme,Marco Frisina,,"21,4",u2oilYfIc9w
1551,17,Cantiamo con gioia,F.G.Pesare,,21,xtihi872yiw
48,17,Amatevi fratelli,Domenico Machetta,"Grazie, Signore!",31,p4Rje5e8Vw4
1859,17,Albero di vita,A. M. Galliano - R. Faruggio,,"21,4",UFM0UBncxcc
301,17,Rimani con me,Compagnia Aquero,,7,Ju8QKH3VV8k
2472,17,Benedetto sei Tu che vieni,Semprini – Galliano,Natale del Signore,"2,3",r7M3bZtiFuc
2474,17,Maria,"RnS - Pecoraro, De Filippis, Salvemini",Voglio vedere il tuo volto,"21,32,7",3psmnXP9YnE
2340,17,Questo è il giorno,Giuseppe Tranchida ,Resta con noi Gesù,"21,31,10",dS1yfGUS2Gg
1944,17,Luce che sorgi nella notte,Francesco Buttazzo,E' Natale ancora,"21,3",FQVguXqfOtE
187,17,Emmanuel,Gen Verde,,"21,32,5",4WoY3wkGd5E
504,17,Luce,RnS,Luce,,bZVHm-iDJv8
2528,17,Hai dato un cibo ,,,"31,10",es9lKpu53ic
2466,17,Alleluia,Domenico Machetta,"Sei con noi, uno di noi",25,e1k8EqfBzns
376,17,Questo è il mio comandamento,Marco Frisina,,"31,17",GpWbHepCdls
2112,17,Luce,Rns,Luce,"21,31,32,3,5,10,12,15,16,20,52",Hk0tgrr5mHI
1748,17,Benedetto Signore (Cerco solo Te),RnS,,"21,32,9,10,14,15",MXUZaioC9ps
1895,17,Questo è il giorno fatto dal Signore ,RnS,,"21,24,31,32",
1565,17,Musica di festa,Ernest Sands - Paolo Iotti,,"21,32,10,15",B1ToVClFayo
1623,17,La tua Croce,---,,4,jOXFIceOme4
1667,17,Cosa Offrirti,RnS,,26,mdvOucpzet0
2173,17,Luce di Dio,A. M. Galliano; R. Farruggio,,"21,31,32,5",Pqv4nnGD_vA
2797,17,The blessing,Kari Jobe,,"32,10,14,15",_51tRxWllME
362,17,Preghiera,Pino Fanelli,,"26,31",vR9X9jO5Zo8
2568,17,Il Signore in eterno ,,,"26,10,13",6hdC4PqQId0
