id_canti,similarity,mean_similarity,deviation,titolo,autore,raccolta,momento,link_youtube,score_similarity,score_deviation,score
2053,3.46,4.44,-0.9800000000000004,Canoni - Nulla ti turbi,S. Teresa d'Avila - J. Berthier - Taizè,,"14,18",go1-BoDD7CI,0.11160511627906977,-0.09418548774627589,0.017419628532793885
141,13.61,18.01,-4.400000000000002,Con il mio canto,Pierangelo Sequeri ,E mi sorprende,32,2Y8Di7zVS8w,0.4390016279069767,-0.4228736184526673,0.016128009454309422
1852,11.33,14.99,-3.66,Perdonami mio Signore,Claudio Chieffo,,"21,22,4,11,12",eD7uk0NkAzQ,0.3654583720930233,-0.3517539644401731,0.013704407652850192
2581,0.8,0.98,-0.17999999999999994,Girl On A Mission,Gen Verde,,7,7hsza1S_lrA,0.025804651162790702,-0.017299375300336376,0.008505275862454326
2533,18.82,25.05,-6.23,Il custode d'Israele (salmo 120/121),M. Franchi,,24,mxEctuD9ynE,0.6070544186046513,-0.5987506006727537,0.008303817931897606
2743,14.88,19.8,-4.92,L'uomo alla sua mensa,Movimento Eucaristico Giovanile,Sulla strada per Emmaus,26,W1EfRmqSIic,0.47996651162790704,-0.47284959154252776,0.007116920085379286
168,12.25,16.33,-4.079999999999998,E' bello lodarti,Gen Verde,,"21,24,14",bKMp5GURE4I,0.3951337209302326,-0.39211917347429115,0.00301454745594143
2013,0.0,0.0,0.0,Madonna nera,Jan Dobraczynski - Padre Adelfio Cimini,,"32,2,7,9,10,11,13,14,52",JfB9XLu2mtg,0.0,0.0,0.0
1973,0.0,0.0,0.0,Si accende una luce,Lucernario,,2,BtW8PDIm2dc,0.0,0.0,0.0
1996,0.0,0.0,0.0,Kyrie,"Mite, Balduzzi - messa Verbum Panis",,"22,11",RnHTcY9zpZw,0.0,0.0,0.0
2033,0.0,0.0,0.0,Alleluja,Salvatore Basilotta,,25,8MsombMxjp0,0.0,0.0,0.0
453,0.0,0.0,0.0,Ti esalto Dio mio Re,RnS,,"21,24,32,14",k-FQwfnrxl0,0.0,0.0,0.0
1638,0.0,0.0,0.0,Ad una voce,RnS,Ad una voce,"21,31,32",Kt5woytl9RQ,0.0,0.0,0.0
1922,0.0,0.0,0.0,Alleluja (Terry),,,"25,5,10",,0.0,0.0,0.0
1755,0.0,0.0,0.0,Kyrie,--,,"22,11",,0.0,0.0,0.0
2273,0.0,0.0,0.0,Lode a te oh Cristo,,,"25,4",,0.0,0.0,0.0
1914,0.0,0.0,0.0,"Alleluja, Tradizionale",Pasquale gregoriano,,"25,5",6sLNiJd95jY,0.0,0.0,0.0
329,0.0,0.0,0.0,"O Dio, Tu sei il mio Dio",Marco Frisina,,24,7Ss8-mRlInA,0.0,0.0,0.0
2142,0.0,0.0,0.0,Laudate Dominum,Taizè,,"21,14",mwRMT2_pi9c,0.0,0.0,0.0
2527,0.0,0.0,0.0,Griderò,--,,14,,0.0,0.0,0.0
100,0.0,0.0,0.0,Canoni - Laudate omnes gentes,Taize,,"14,18",lbb-kaurSW0,0.0,0.0,0.0
2024,0.0,0.0,0.0,Venite fedeli (v2),Stefani - Wade,,"21,3",RHw_pm_ITWk,0.0,0.0,0.0
1950,11.94,15.96,-4.020000000000001,Venite a me,L. Mariano,,"31,2,4,20",wEvLT3HnkTo,0.38513441860465114,-0.38635271504084595,-0.00121829643619481
2083,1.94,2.65,-0.71,Anima Christi,Marco Frisina,Pane di vita nuova,"31,4",BYzT9zOJHF0,0.06257627906976745,-0.06823642479577127,-0.005660145726003818
2056,15.64,20.96,-5.32,Ecco Signore,Nino Mancuso,,26,gVknZyvub_A,0.5044809302325581,-0.5112926477654975,-0.00681171753293941
2121,0.62,0.91,-0.29000000000000004,Who you say I am,Hillsong,,"32,10,11,12,14,15,16,20,52",lKw6uqtGFfo,0.01999860465116279,-0.02787121576165306,-0.007872611110490271
2277,10.23,13.75,-3.5199999999999996,Olio di Letizia,C.Giordan - G.Becchimanzi,,"21,31",Lj09sdqBA2M,0.3299769767441861,-0.33829889476213365,-0.008321918017947572
2636,11.3,15.19,-3.889999999999999,So che tu sei il mio Signor,"Rns - D.Zschech, R.Fragar",,"21,32,14",PHEjrnogw3c,0.36449069767441866,-0.37385872176838053,-0.009368024093961869
2319,0.08,0.21,-0.13,Joy to the world,Celtic Woman,,32,30OaM6b48k8,0.00258046511627907,-0.012493993272465165,-0.009913528156186095
502,0.24,0.44,-0.2,Lord I Need You,Matt Maher,,"21,15",LuvfMDhTyMA,0.007741395348837209,-0.019221528111484868,-0.011480132762647659
2257,2.31,3.21,-0.8999999999999999,Yes Lord,Darrell Evans,,51,II0ALMgLUrI,0.07451093023255814,-0.08649687650168189,-0.011985946269123748
2162,0.29,0.55,-0.26000000000000006,Be thou my vision,popolare irlandese,,"32,2,3,4,5,10,11,12,13,14,15,16,20,52",ihJAJA4ibEs,0.009354186046511627,-0.024987986544930334,-0.015633800498418705
2175,0.23,0.48,-0.24999999999999997,Benedicat tibi Dominu,S.Francesco - Siro Merlo,,"10,52",OuuEwfAmd94,0.0074188372093023265,-0.02402691013935608,-0.016608072930053754
1933,8.13,11.07,-2.9399999999999995,Se tu sei con me,,,11,vMTOuqsMVnM,0.26223976744186045,-0.2825564632388275,-0.020316695796967044
1856,0.0,0.23,-0.23,Canoni - Ubi Caritas,Taizé,,"26,30,18",eF8AW6JzWpE,0.0,-0.0221047573282076,-0.0221047573282076
2397,6.61,9.06,-2.45,Misericordia sei,RNS - Salvatore Martinez,,"31,9,11",-XVzdXanFSo,0.2132109302325582,-0.23546371936568963,-0.022252789133131445
2094,0.1,0.38,-0.28,"Canoni - Adoramus Te, Domine",Taizè,,"31,9,10",R1UOt3kMkF4,0.003225581395348838,-0.02691013935607882,-0.02368455796072998
1968,0.09,0.37,-0.28,Christus vincit,Aloys Kunk,,"9,14,52",7arQTsM26qk,0.0029030232558139536,-0.02691013935607882,-0.024007116100264864
2491,0.26,0.6,-0.33999999999999997,Alleluia (congolese),--,,25,,0.008386511627906977,-0.032676597789524274,-0.0242900861616173
130,11.64,15.81,-4.17,Col Tuo amor,RnS,Dio della mia lode,"32,9,11",MFDDZdmpDq8,0.37545767441860467,-0.4007688611244595,-0.025311186705854805
1738,6.55,9.02,-2.4699999999999998,Misericordia sei,Salvatore Martinez,,"31,4,11,12",,0.2112755813953488,-0.2373858721768381,-0.026110290781489298
2721,13.76,18.65,-4.889999999999999,Salmo 8,Guido Meregalli,,24,1JSFFVarUNg,0.44384000000000007,-0.4699663623258049,-0.02612636232580484
2314,0.64,1.13,-0.4899999999999999,Magnificat - Mina,Marco Frisina,,31,e410OlByoE8,0.02064372093023256,-0.047092743873137916,-0.026449022942905357
228,11.3,15.39,-4.09,Il giovane ricco,Claudio Chieffo,,"21,31,17",dvmhVwadLFQ,0.36449069767441866,-0.3930802498798655,-0.028589552205446844
425,12.87,17.5,-4.630000000000001,Shalom,Beny Conte - G. Ferrante,,30,Hr-Fk0pSzJs,0.41513232558139535,-0.44497837578087474,-0.02984605019947939
1697,7.22,9.98,-2.7600000000000007,Ti amo Signor,Laurie Klein,,"9,52",ipf3GPiyYaA,0.23288697674418607,-0.26525708793849123,-0.03237011119430516
2225,12.37,16.87,-4.500000000000002,Venite alla festa,Gen Rosso,,"21,31,32,15",rT926TNFLdM,0.39900441860465113,-0.4324843825084097,-0.03347996390375857
1393,0.8,1.42,-0.6199999999999999,Il Piccolo Tamburino (The little drummer boys),K.K.Davis,,"31,3",-A5A4XhRYrI,0.025804651162790702,-0.05958673714560308,-0.033782085982812377
368,14.85,20.19,-5.340000000000002,Prendi la mia vita,RnS,Davanti al Re,"31,9,13",cyCPsZlWwU0,0.4789988372093023,-0.5132148005766461,-0.03421596336734384
496,6.36,8.86,-2.499999999999999,Voglio ringraziare,---,,"26,18",BqY1WvhAN5Y,0.20514697674418605,-0.24026910139356075,-0.0351221246493747
2167,6.12,8.54,-2.419999999999999,Vieni Signore Vieni (Maranatha),Galliano Semprini,Il signore è vicino,"21,2",_TX0DWif4aw,0.19740558139534883,-0.2325804901489668,-0.03517490875361798
1931,7.13,9.89,-2.7600000000000007,Dove tu sei,Gen Rosso,,9,ko1yR6Vxv5U,0.2299839534883721,-0.26525708793849123,-0.03527313445011912
1723,3.73,5.35,-1.6199999999999997,Kol rina vishoua (Qol - rinna - wishua),Tradizionale Ebraico,,"32,52",gzNcI65L1mI,0.12031418604651162,-0.15569437770302738,-0.035380191656515764
267,11.53,15.77,-4.24,L’unico maestro,Mattia Civico,,16,EPIi8vjmom8,0.3719095348837209,-0.4074963959634792,-0.03558686107975828
1702,11.81,16.15,-4.339999999999998,Questo è il mio corpo,Janet Lunt,,31,1oU-F5CMais,0.3809411627906977,-0.41710716001922143,-0.03616599722852376
1699,0.0,0.38,-0.38,Tantum Ergo,Gregoriano,,9,Swns4Kjzc9E,0.0,-0.03652090341182125,-0.03652090341182125
2424,9.78,13.45,-3.67,Mio rifugio sei tu,Nicola Montuori,Ninna nanna a Gesù 2020,"9,10,52",qa25QBAC0rs,0.3154618604651162,-0.3527150408457473,-0.03725318038063108
2248,25.8,34.88,-9.080000000000002,Ascolta oggi ,Silverio Fioravanti,,21,,0.8322,-0.8726573762614132,-0.0404573762614131
2062,13.72,18.75,-5.029999999999999,Canoni - Il Signore è la mia forza,Taizè,,"31,32,4,9,11,18",xyd9gSAKYXU,0.4425497674418605,-0.48342143200384435,-0.04087166456198388
280,10.67,14.7,-4.029999999999999,Le Tue mani,Marcello Giombini,Camminiamo nella speranza,"21,25,32,5",76DZuSXj01E,0.3441695348837209,-0.38731379144642003,-0.04314425656269916
1840,0.2,0.72,-0.52,Salvator Mundi,Marco Frisina,Salvatore del mondo,4,_FORNvFCJRY,0.006451162790697676,-0.04997597308986066,-0.04352481029916298
2151,18.65,25.37,-6.720000000000002,Alzerò i miei occhi ,Marco Frisina,,"26,31",pMxW97hIleM,0.6015709302325581,-0.6458433445458918,-0.04427241431333362
2153,6.27,8.84,-2.5700000000000003,Alleluia (Non può bastare una canzone),--,,25,GTPAqrgb3Ac,0.2022439534883721,-0.24699663623258059,-0.04475268274420849
353,12.7,17.44,-4.740000000000002,Padre perdona,Gino Stefani Da Canto Gregoriano,,"21,4,11",RYszE486Vug,0.40964883720930223,-0.45555021624219155,-0.04590137903288932
102,0.87,1.64,-0.7699999999999999,Canoni - Misericordias Domini,Taize,,"22,18",pva71b0fTMM,0.028062558139534878,-0.07400288322921673,-0.045940325089681856
2095,0.96,1.78,-0.8200000000000001,"Canoni - Confitemini, Domino (Ringrazia il Signore perché è buono)",Taizè,,"31,9,10",khXIGwIhpYE,0.030965581395348836,-0.07880826525708796,-0.04784268386173913
2254,17.33,23.65,-6.32,Grande è la Tua bontà ,RnS,,"31,14",4MeXA2ocsn0,0.5589932558139534,-0.6074002883229218,-0.048407032508968384
2313,0.0,0.51,-0.51,Amen,,,28,,0.0,-0.049014896684286414,-0.049014896684286414
2336,7.27,10.25,-2.9800000000000004,Nel tuo cuore sia la pace,D. Scarpa-F. Buttazzo ,Vieni soffio di Dio,"30,32",JVNkiDXoDQ4,0.23449976744186043,-0.2864007688611246,-0.05190100141926415
1989,5.33,7.67,-2.34,Andro' a vederla un di',Tradizionale Mariano,,"32,7",0juafPduuno,0.17192348837209304,-0.22489187890437293,-0.05296839053227989
306,17.91,24.52,-6.609999999999999,Mi arrendo al Tuo amore,RnS,,11,5MqURreias0,0.5777016279069768,-0.6352715040845748,-0.05756987617759801
64,3.43,5.19,-1.7600000000000002,Astro del ciel,Meli - F. Gruber - Picchi,,"21,26,31,3",,0.11063744186046512,-0.16914944738106685,-0.058512005520601734
2041,7.02,10.01,-2.99,Bisogna che Cristo cresca,Anonimo,,"21,32,10",n-p74q8Mhls,0.22643581395348836,-0.2873618452666988,-0.06092603131321042
1789,3.72,5.61,-1.8900000000000001,Quando busserò,M. Giombinni,,"21,10,13",djhEO3qbHdI,0.11999162790697676,-0.18164344065353202,-0.06165181274655526
6,9.44,13.25,-3.8100000000000005,Accogli Signore i nostri doni,Gen Verde,E' bello lodarti,26,t6NSTY-x1D4,0.30449488372093025,-0.3661701105237868,-0.06167522680285653
1649,9.44,13.25,-3.8100000000000005,Accogli Signore i nostri doni (v2),Gen Verde,E' bello lodarti,26,t6NSTY-x1D4,0.30449488372093025,-0.3661701105237868,-0.06167522680285653
1669,19.59,26.81,-7.219999999999999,Io vengo a Te,RnS - Pietro Ferrante,Il deserto canta,"21,31,9",F0lNje7wt8A,0.6318913953488372,-0.6938971648246036,-0.062005769475766415
1569,10.29,14.41,-4.120000000000001,Stai con me,RnS,,9,o9ytftb0p4w,0.3319123255813953,-0.39596347909658836,-0.06405115351519308
2207,11.69,16.29,-4.6,Buono è il Signor,Comunità Dio Vivente,,"21,32,5,9,10,14,52",w_R5QWHGLGk,0.37707046511627906,-0.44209514656415194,-0.06502468144787288
2370,14.12,19.56,-5.4399999999999995,Il Magnificat,Gen Verde,Gratitudine,"32,7",bjd5OCuf9vY,0.45545209302325584,-0.5228255646323884,-0.06737347160913254
150,16.5,22.74,-6.239999999999998,Dall’aurora al tramonto,Mite Balduzzi,Verbum Panis,"21,24,31,2,4",ndzzta0oElQ,0.5322209302325581,-0.5997116770783277,-0.06749074684576961
2047,0.11,0.85,-0.74,Vexilla regis prodeunt,Venanzio Fortunato-Urbano VIII,,4,,0.003548139534883721,-0.07111965401249401,-0.06757151447761028
2185,0.4,1.24,-0.84,Agnus Dei (miserere et pacem),Daniele Esposito,,71,oi6I52MhsaQ,0.012902325581395351,-0.08073041806823644,-0.06782809248684109
1817,17.37,23.91,-6.539999999999999,Venite applaudiamo al Signore  (Salmo 94),Marco Frisina,Benedici il Signore,"21,24",0iJ462qTKh4,0.560283488372093,-0.6285439692455551,-0.06826048087346215
147,6.66,9.61,-2.9499999999999993,Custodiscimi,RnS,Davanti al Re,"24,31",jnB5GL_qTW0,0.21482372093023255,-0.28351753964440174,-0.06869381871416919
1911,0.43,1.3,-0.8700000000000001,Agnus Dei,,,71,,0.013870000000000002,-0.08361364728495918,-0.06974364728495917
1666,10.6,14.89,-4.290000000000001,Sposa amata,Corale di Palmi,,7,EPTUzg9R4Z4,0.3419116279069767,-0.4123017779913505,-0.07039015008437377
1977,1.97,3.37,-1.4000000000000001,Alleluia di taizé,Taizè,,25,,0.06354395348837209,-0.13455069678039408,-0.07100674329202199
2400,16.29,22.51,-6.220000000000002,Tu sei il mio Dio ,RnS - M. Delavan,Come Davide,"31,9,10",QGyyfIiyNEA,0.5254472093023256,-0.5977895242671796,-0.072342314964854
2099,16.02,22.16,-6.140000000000001,Sai fischiare?,Verdi Note dell'Antoniano,Estate Ragazzi con Le Verdi Note dell'Antoniano,"32,10,53",syyrdbH7Ha8,0.5167381395348838,-0.5901009130225855,-0.0733627734877017
1461,1.06,2.18,-1.12,Credo,Mite Balduzzi,,2,ND-L8vG9LsM,0.03419116279069768,-0.10764055742431528,-0.0734493946336176
1603,2.05,3.51,-1.46,Regina della Pace,Letizia Centorbi,,7,pRi2BLYq0XI,0.06612441860465115,-0.14031715521383953,-0.07419273660918838
2610,7.64,10.99,-3.3500000000000005,T'amo Gesù,RnS - D.Visconti - A.Visconti,Luce,25,9bHWgyzlxzs,0.24643441860465115,-0.3219605958673716,-0.07552617726272043
1720,0.48,1.45,-0.97,"Laudate, omnes gentes",Taizè,,"9,18,52",lbb-kaurSW0,0.015482790697674418,-0.0932244113407016,-0.07774162064302718
2812,5.6,8.3,-2.700000000000001,Ave Maria gratia plena,,,"32,7,20",xmaAckwvwEw,0.18063255813953485,-0.2594906295050458,-0.07885807136551096
1599,7.76,11.19,-3.4299999999999997,Mi rialzerai,Giorgio Ammirabile,Canzoni D`amore Al Padre Vol. 3,14,Lgca7x-7Uzk,0.2503051162790698,-0.32964920711196544,-0.07934409083289562
2259,16.47,22.84,-6.370000000000001,Benedici il Signore anima mia,A. Napolitano,,31,YBM6FSXavKE,0.5312532558139534,-0.6122056703507931,-0.08095241453683966
1934,11.55,16.27,-4.719999999999999,Altissimo,Paolo Spoladore,,"31,9",cqw5UMWumjo,0.37255465116279074,-0.4536280634310428,-0.08107341226825204
1634,17.25,23.91,-6.66,A te grido mio Signore,RnS,Fuoco d'amore,"9,14",WpgDwwElBGk,0.5564127906976745,-0.6400768861124461,-0.0836640954147716
2479,5.94,8.82,-2.88,Dayenu adonai,Gen Verde ,Il mistero pasquale,4,3nHlGCScNRg,0.19159953488372095,-0.2767900048053821,-0.08519046992166113
1829,1.25,2.56,-1.31,Misericordias Domini,Henryk Jan Botor,,"26,32,4,14,18,52",1f-ajE9k5Is,0.04031976744186047,-0.1259010091302259,-0.08558124168836542
2089,0.8,1.96,-1.16,Sanctus,Figli del divino amore,,27,,0.025804651162790702,-0.11148486304661222,-0.08568021188382152
1900,15.31,21.34,-6.029999999999999,Davanti a Te,Gianluigi Serapiglia,,26,Q3W76b6cmMw,0.493836511627907,-0.5795290725612687,-0.08569256093336175
2741,2.51,4.25,-1.7400000000000002,Lodate Iddio,G. Cento,È il girono del Signore,"21,14",CyJsPlWT7PM,0.08096209302325581,-0.16722729456991836,-0.08626520154666255
2378,9.78,13.96,-4.1800000000000015,Saremo sempre amici,M. Emberti Gialloreti-A.M. Galliano,Incontro con Gesù,"21,2,3,5,10",,0.3154618604651162,-0.4017299375300339,-0.08626807706491768
2431,8.76,12.6,-3.84,Cantico della creazione,Roberto Mancioni,"Incanto Serafico, Volume 1","21,32,54",ZnLM3baAnbE,0.2825609302325581,-0.36905333974050947,-0.08649240950795134
1748,14.77,20.64,-5.870000000000001,Benedetto Signore (Cerco solo Te),RnS,,"21,32,9,10,14,15",MXUZaioC9ps,0.4764183720930233,-0.5641518500720809,-0.08773347797905762
2625,10.11,14.42,-4.3100000000000005,Gesù (Pentecoste '81),RnS - S.Fioravanti ,Guarda al di là,"31,10,11,18",8DQO1FaOXyA,0.3261062790697674,-0.4142239308024989,-0.0881176517327315
2640,3.54,5.66,-2.12,Stirpe eletta ,RnS - A.Carter,,9,4MQ0zwKGoCA,0.11418558139534885,-0.2037481979817396,-0.08956261658639075
2439,1.19,2.53,-1.3399999999999999,"T’adoriam, Ostia divina",Popolare,Collana Canti per la Liturgia: Inni e canti,9,tstLbNE5AJU,0.038384418604651166,-0.1287842383469486,-0.09039981974229744
2776,8.25,11.96,-3.710000000000001,Invoca il nome del tuo Signore,Comunità Gesù Ama,,"28,4,9,11,13,14",-DChAnhBc6Q,0.26611046511627906,-0.3565593464680444,-0.09044888135176532
2031,11.55,16.37,-4.82,Sei il mio rifugio,RnS,,"21,31,52",sZiN7b5sB5g,0.37255465116279074,-0.46323882748678535,-0.09068417632399461
