id_canti,similarity,mean_similarity,deviation,titolo,autore,raccolta,momento,link_youtube,score_similarity,score_deviation,score
2492,6.75,9.34,-2.59,Alzate il vostro sguardo,Pierangelo Comi,Oggi il regno,"24,4",qrIWIkO4CTk,0.2683358534085084,-0.2022647403358063,0.06607111307270211
2590,19.0,27.86,-8.86,Inno di liberazione,RnS,Vittoria!,5,50tL7r9jX0I,0.755315735520246,-0.6919172198360014,0.0633985156842446
2560,7.33,10.29,-2.959999999999999,Perfetta letizia,Castellacci,Forza Venite Gente,54,RLiBiI9pVkc,0.29139286007175813,-0.23115970324092142,0.060233156830836715
320,7.62,10.84,-3.2199999999999998,Ninna Nanna,---,,3,,0.3029213634033828,-0.25146427176884023,0.051457091634542595
2378,9.7,13.98,-4.280000000000001,Saremo sempre amici,M. Emberti Gialloreti-A.M. Galliano,Incontro con Gesù,"21,2,3,5,10",,0.3856085597129677,-0.33424443576727847,0.05136412394568923
2496,8.29,11.91,-3.620000000000001,Aprite o porte i frontali,--,,24,_5lv9KifLnE,0.32955618144541254,-0.2827020695041,0.04685411194131256
2373,10.41,15.11,-4.699999999999999,Io ho una gioia nel cuore ,Canto popolare dell’America Latina.,RnS,"21,2,3,5,14,52",38wTq8ms47E,0.41383351614556635,-0.367044123389301,0.04678939275626537
1723,3.91,5.35,-1.4399999999999995,Kol rina vishoua (Qol - rinna - wishua),Tradizionale Ebraico,,"32,52",gzNcI65L1mI,0.1554360276781138,-0.11245607184693474,0.042979955831179056
2348,9.33,13.54,-4.209999999999999,"Alleluia, il tuo Vangelo",Avolio-Capacchione-La Rocca, Festa con Gesù,25,4dyeFrn2cU0,0.370899779600205,-0.3287778211636079,0.04212195843659711
314,9.55,13.88,-4.33,Nasce l’amore,Gen Rosso,,3,r-Q9lEpLZkI,0.37964554074833423,-0.3381491604841858,0.041496380264148425
1913,13.3,19.63,-6.329999999999998,Tornerà il Signor,J. Brunderschaft,,31,7lO3c_jKgR4,0.5287210148641723,-0.494338149160484,0.034382865703688315
317,4.74,6.76,-2.0199999999999996,Nella luce del Signor,RnS,Shalom,6,fZwY4SNQQRU,0.18843139928241928,-0.15775087856306125,0.030680520719358034
1899,8.63,12.65,-4.02,Alleluia parla o Signore ,Matteo Zambuto ,,"25,2,3,17",au1j39_d4LM,0.34307235776524864,-0.31393986723935957,0.029132490525889065
2477,7.67,11.25,-3.58,"Alleluia, Cristo nostra Pasqua",,,25,,0.304909036391594,-0.27957828973057397,0.02533074666102003
2581,0.85,0.98,-0.13,Girl On A Mission,Gen Verde,,7,7hsza1S_lrA,0.03379044079958995,-0.01015228426395939,0.023638156535630558
1720,1.13,1.45,-0.32000000000000006,"Laudate, omnes gentes",Taizè,,"9,18,52",lbb-kaurSW0,0.04492140953357252,-0.024990238188207732,0.01993117134536479
2576,7.27,10.72,-3.450000000000001,Uomo di galilea,RnS,Vive Gesù il Signor,21,zp74gDOTECw,0.28900765248590465,-0.26942600546661466,0.019581647019289994
2206,4.6,6.7,-2.1000000000000005,Vidi l’acqua,Marco Frisina,Cristo è nostra Pasqua,"5,8",-V3jTKB9dyE,0.18286591491542797,-0.16399843811011325,0.018867476805314726
1643,9.47,14.13,-4.66,Alleluia Gen Verde,Gen Verde,E' bello lodarti,25,0LLceOP2r2Y,0.3764652639671964,-0.3639203436157751,0.012544920351421296
2095,1.29,1.79,-0.5,"Canoni - Confitemini, Domino (Ringrazia il Signore perché è buono)",Taizè,,"31,9,10",khXIGwIhpYE,0.051281963095848274,-0.039047247169074574,0.0122347159267737
2140,6.27,9.31,-3.040000000000001,Santo - Jesus Christ Superstar (semplificato),Comunità Magnificat,,27,5c8XAW-eIa0,0.24925419272168114,-0.2374072627879735,0.011846929933707645
2384,6.21,9.29,-3.079999999999999,Dai la mano a tuo fratello,RnS,Sempre canterò,"21,30,32,3,5",JPrPBoEy6d0,0.24686898513582778,-0.24053104256149932,0.006337942574328459
114,5.41,8.11,-2.6999999999999993,Canta Alleluia,Linda Stassen,,25,eOIptdCZNfw,0.21506621732444897,-0.21085513471300266,0.004211082611446315
1952,17.5,26.39,-8.89,La canzone di Luciano,Bottan Boschiero,,9,JiYZ6wm8dIM,0.6956855458739107,-0.694260054666146,0.0014254912077646953
2641,13.01,19.63,-6.619999999999999,"Tuo è il regno, tua è la potenza",RnS - S.Martinez - C.Venturini ,Prostrati adoriamo,21,z1WdTWgno5M,0.5171925115325474,-0.5169855525185473,0.00020695901400014094
1638,0.0,0.0,0.0,Ad una voce,RnS,Ad una voce,"21,31,32",Kt5woytl9RQ,0.0,0.0,0.0
2273,0.0,0.0,0.0,Lode a te oh Cristo,,,"25,4",,0.0,0.0,0.0
2527,0.0,0.0,0.0,Griderò,--,,14,,0.0,0.0,0.0
1922,0.0,0.0,0.0,Alleluja (Terry),,,"25,5,10",,0.0,0.0,0.0
453,0.0,0.0,0.0,Ti esalto Dio mio Re,RnS,,"21,24,32,14",k-FQwfnrxl0,0.0,0.0,0.0
329,0.0,0.0,0.0,"O Dio, Tu sei il mio Dio",Marco Frisina,,24,7Ss8-mRlInA,0.0,0.0,0.0
2033,0.0,0.0,0.0,Alleluja,Salvatore Basilotta,,25,8MsombMxjp0,0.0,0.0,0.0
2013,0.0,0.0,0.0,Madonna nera,Jan Dobraczynski - Padre Adelfio Cimini,,"32,2,7,9,10,11,13,14,52",JfB9XLu2mtg,0.0,0.0,0.0
2024,0.0,0.0,0.0,Venite fedeli (v2),Stefani - Wade,,"21,3",RHw_pm_ITWk,0.0,0.0,0.0
1973,0.0,0.0,0.0,Si accende una luce,Lucernario,,2,BtW8PDIm2dc,0.0,0.0,0.0
1755,0.0,0.0,0.0,Kyrie,--,,"22,11",,0.0,0.0,0.0
2142,0.0,0.0,0.0,Laudate Dominum,Taizè,,"21,14",mwRMT2_pi9c,0.0,0.0,0.0
1996,0.0,0.0,0.0,Kyrie,"Mite, Balduzzi - messa Verbum Panis",,"22,11",RnHTcY9zpZw,0.0,0.0,0.0
1914,0.0,0.0,0.0,"Alleluja, Tradizionale",Pasquale gregoriano,,"25,5",6sLNiJd95jY,0.0,0.0,0.0
100,0.0,0.0,0.0,Canoni - Laudate omnes gentes,Taize,,"14,18",lbb-kaurSW0,0.0,0.0,0.0
2314,0.73,1.13,-0.3999999999999999,Magnificat - Mina,Marco Frisina,,31,e410OlByoE8,0.029020025627883136,-0.031237797735259653,-0.002217772107376517
1700,3.57,5.45,-1.8800000000000003,Regina caeli,Janet Canto Gregoriano,,"32,7",yzMa0qzwagA,0.14191985135827778,-0.14681764935572042,-0.004897797997442638
2491,0.35,0.6,-0.25,Alleluia (congolese),--,,25,,0.013913710917478214,-0.019523623584537287,-0.005609912667059073
1741,10.64,16.14,-5.5,Abbiamo trovato il Messia,Domenico Machetta,Una voce che ti cerca,"21,32,3,4,12,16",qyYnqsZEJvk,0.4229768118913378,-0.4295197188598203,-0.006542906968482531
2633,11.85,18.0,-6.15,Salmo 50 ,RnS - V.Bettelli ,Eterna è la sua misericordia,"31,9,11",jrTyTLsTVsM,0.4710784982060482,-0.4802811401796173,-0.009202641973569126
2337,8.06,12.3,-4.24,Gesù che sta passando,Figli del Divino Amore,,32,3a3GgAxcarg,0.3204128856996412,-0.3311206559937524,-0.010707770294111185
2319,0.03,0.21,-0.18,Joy to the world,Celtic Woman,,32,30OaM6b48k8,0.001192603792926704,-0.014057008980866847,-0.012864405187940143
2812,5.36,8.31,-2.95,Ave Maria gratia plena,,,"32,7,20",xmaAckwvwEw,0.21307854433623785,-0.23037875829754,-0.017300213961302158
1856,0.0,0.24,-0.24,Canoni - Ubi Caritas,Taizé,,"26,30,18",eF8AW6JzWpE,0.0,-0.018742678641155797,-0.018742678641155797
1840,0.32,0.73,-0.41,Salvator Mundi,Marco Frisina,Salvatore del mondo,4,_FORNvFCJRY,0.01272110712455151,-0.03201874267864115,-0.019297635554089643
2194,7.07,10.95,-3.879999999999999,Alleluia Quando siam riuniti,,,25,,0.28105696053306,-0.3030066380320186,-0.021949677498958597
502,0.09,0.45,-0.36,Lord I Need You,Matt Maher,,"21,15",LuvfMDhTyMA,0.003577811378780113,-0.028114017961733694,-0.024536206582953583
1975,5.82,9.12,-3.299999999999999,Tu sei qui (Medjugorje),Figli del divino amore,,"31,9,10,14,52",k_Wt7xCZn4I,0.23136513582778065,-0.2577118313158921,-0.026346695488111443
2089,1.08,1.97,-0.8899999999999999,Sanctus,Figli del divino amore,,27,,0.04293373654536135,-0.06950409996095273,-0.02657036341559138
1546,12.2,18.77,-6.57,Alleluia (Celtico),Fintan O’Carroll,,25,GJlzoz0d9Qs,0.48499220912352625,-0.51308082780164,-0.02808861867811374
1968,0.0,0.37,-0.37,Christus vincit,Aloys Kunk,,"9,14,52",7arQTsM26qk,0.0,-0.028894962905115187,-0.028894962905115187
2624,2.04,3.45,-1.4100000000000001,Gesù (invocazione),RnS - R.Magnabosco,,"28,31,9,10,11,12,20",wMb9MhgCMuU,0.08109705791901589,-0.11011323701679031,-0.029016179097774417
2615,9.59,14.85,-5.26,Dai confini del mondo,RnS,Fuoco d'amore,14,opkqrb-Zj9E,0.3812356791389031,-0.4107770402186645,-0.029541361079761408
1393,0.69,1.42,-0.73,Il Piccolo Tamburino (The little drummer boys),K.K.Davis,,"31,3",-A5A4XhRYrI,0.027429887237314196,-0.05700898086684888,-0.029579093629534682
2094,0.0,0.38,-0.38,"Canoni - Adoramus Te, Domine",Taizè,,"31,9,10",R1UOt3kMkF4,0.0,-0.029675907848496677,-0.029675907848496677
1699,0.0,0.38,-0.38,Tantum Ergo,Gregoriano,,9,Swns4Kjzc9E,0.0,-0.029675907848496677,-0.029675907848496677
2162,0.11,0.55,-0.44000000000000006,Be thou my vision,popolare irlandese,,"32,2,3,4,5,10,11,12,13,14,15,16,20,52",ihJAJA4ibEs,0.0043728805740645815,-0.03436157750878563,-0.029988696934721046
2884,6.55,10.33,-3.7800000000000002,Hallelujah Cohen,"Leonard Coher, testo di Nando Misuraca",,10,xvvdy0X636Q,0.2603851614556637,-0.2951971885982038,-0.034812027142540114
98,4.78,7.66,-2.88,"Canoni - Jubilate Deo, omnis terra",Taize,,"25,18",,0.1900215376729882,-0.22491214369386955,-0.03489060602088134
2304,3.67,6.0,-2.33,Il canto della Resurrezione,Marco Frisina,Tu sei bellezza,5,QDHJU9XzZq0,0.14589519733470016,-0.18196017180788754,-0.03606497447318738
102,0.78,1.64,-0.8599999999999999,Canoni - Misericordias Domini,Taize,,"22,18",pva71b0fTMM,0.031007698616094308,-0.06716126513080826,-0.03615356651471396
1461,1.14,2.19,-1.05,Credo,Mite Balduzzi,,2,ND-L8vG9LsM,0.04531894413121476,-0.08199921905505661,-0.03668027492384185
2175,0.0,0.48,-0.48,Benedicat tibi Dominu,S.Francesco - Siro Merlo,,"10,52",OuuEwfAmd94,0.0,-0.037485357282311595,-0.037485357282311595
2313,0.0,0.51,-0.51,Amen,,,28,,0.0,-0.03982819211245607,-0.03982819211245607
2494,3.29,5.51,-2.2199999999999998,"Amen, Alleluia",Rns,La mia voce sale a Dio,"25,28,18",rYWPGadZC90,0.13078888262429525,-0.1733697774306911,-0.04258089480639585
2075,8.31,13.11,-4.799999999999999,Alleluia - Questa Tua Parola,Paolo Spoladore,,25,2K20I0kFo84,0.33035125064069704,-0.3748535728231158,-0.044502322182418785
2724,2.6,4.51,-1.9099999999999997,"Eli, Eli, lamma sabactani",M. Giombini,Salmi per il nostro tempo - Il suo tempo,4,mdvawF7h5X4,0.10335899538698104,-0.14916048418586486,-0.04580148879888382
2475,10.88,17.01,-6.130000000000001,"Alleluia, ecco lo sposo",Ricci - Galliano,Un patto d'amore,"25,15",A2RkcfjVBYw,0.4325176422347514,-0.47871925029285434,-0.046201608058102916
2281,10.18,16.02,-5.84,E' Risorto,Gen Verde ,Il Mistero Pasquale,"21,31,5",IBObKrD9Esw,0.40469022039979496,-0.456071846934791,-0.05138162653499606
2150,1.28,2.6,-1.32,Santo nelle Altezze ,RnS,,27,c-ufebYihbw,0.05088442849820604,-0.10308473252635689,-0.052200304028150846
2593,3.54,6.02,-2.4799999999999995,Quì è la vera e perfetta letizia,P. Gennaro Becchimanzi,,"32,10,54",6clnFSSzodg,0.14072724756535113,-0.19367434595860986,-0.05294709839325873
233,14.97,23.27,-8.299999999999999,Il Regno di Dio,Marco Frisina,,"31,17",8HuNeAcsz1A,0.5951092926704254,-0.6481843030066379,-0.053075010336212425
2642,11.34,17.8,-6.460000000000001,Volgete gli occhi ,RnS - Jean Luc Moens,Benedici il Signor,"21,52",fXXvEFGg4Ms,0.45080423372629413,-0.5044904334244436,-0.05368619969814942
2476,9.2,14.58,-5.380000000000001,Alleluia Tu sei la parola,,,25,mEJxylCyzLI,0.36573182983085595,-0.4201483795392425,-0.05441654970838655
2121,0.13,0.91,-0.78,Who you say I am,Hillsong,,"32,10,11,12,14,15,16,20,52",lKw6uqtGFfo,0.005167949769349052,-0.06091370558375634,-0.055745755814407286
2191,13.17,20.59,-7.42,Alleluia di Lourdes,,,25,7V8fqv25uqw,0.5235530650948231,-0.5794611479890667,-0.05590808289424354
2653,4.23,7.1,-2.869999999999999,O cieli piovete dall'alto,G. Filippucci,,"21,2",0zOEl5wV2S8,0.16815713480266528,-0.224131198750488,-0.05597406394782273
2591,11.3,17.83,-6.529999999999998,La Casa,Gen Rosso,,21,Z5B15T-Fy9U,0.4492140953357253,-0.5099570480281138,-0.0607429526923885
364,2.63,4.76,-2.13,Preghiera dei poveri di Yahvè,Kiko Arguello,,"2,4",u0J7lNU5oII,0.10455159917990772,-0.1663412729402577,-0.06178967376034997
1969,5.46,9.04,-3.579999999999999,"Gesù, Jesus (Medjugorje)",Regina della Pace,,"30,6,9,10,14",GLU1Cq7n8KA,0.21705389031266015,-0.2795782897305739,-0.06252439941791377
1829,1.17,2.57,-1.4,Misericordias Domini,Henryk Jan Botor,,"26,32,4,14,18,52",1f-ajE9k5Is,0.04651154792414146,-0.1093322920734088,-0.06282074414926735
2212,11.06,17.5,-6.4399999999999995,Alleluia (Canta con gioia),Daniele Esposito,,25,aA8R_XOHmAM,0.43967326499231163,-0.5029285435376805,-0.06325527854536883
1791,10.86,17.22,-6.359999999999999,Quando nasce un bambino ,Marcello Giombini,Cantata del Terzo Mondo,"21,32,3,8,16",XrU2AFOcTcM,0.43172257303946693,-0.49668098399062854,-0.06495841095116162
2243,11.74,18.55,-6.8100000000000005,Alleluia Gv 13,Daniele Esposito,,25,nixPt6AeAT4,0.4667056176319836,-0.5318235064427957,-0.06511788881081215
1736,4.87,8.19,-3.3199999999999994,Come un fiume d'acqua viva,RnS,,"21,6",,0.19359934905176832,-0.2592737212026551,-0.06567437215088681
2047,0.0,0.85,-0.85,Vexilla regis prodeunt,Venanzio Fortunato-Urbano VIII,,4,,0.0,-0.06638032018742678,-0.06638032018742678
1977,1.66,3.37,-1.7100000000000002,Alleluia di taizé,Taizè,,25,,0.06599074320861097,-0.13354158531823507,-0.0675508421096241
2328,4.41,7.53,-3.12,Santo,Daniele Scarpa,,27,nDF5BYCbC3o,0.17531275756022555,-0.24365482233502536,-0.06834206477479982
2563,1.4,2.99,-1.5900000000000003,Ruah,RnS,Davanti al Re,6,uFc-BHb_gHA,0.05565484366991286,-0.12417024599765718,-0.06851540232774432
20,8.65,13.95,-5.299999999999999,Alleluia (Passeranno i cieli),Eugenio Costa - Stefano Varnavà,,25,3-_UHaQ2N08,0.3438674269605331,-0.4139008199921904,-0.07003339303165734
11,0.11,1.09,-0.9800000000000001,Adeste Fideles,Tradizionale,,"21,3",FgTsp_3z94Y,0.0043728805740645815,-0.07653260445138618,-0.0721597238773216
2736,8.53,13.8,-5.270000000000001,Alleluia Vi annunzio,Marco Frisina,Natale: 1 gennaio - Epifania,"25,3",2jxLUTHmUdA,0.33909701178882623,-0.4115579851620461,-0.07246097337321988
2760,14.83,23.37,-8.540000000000001,"Alleluia, Acclamiamo a te",D. Scarpa-F. Buttazzo,Vieni Soffio di Dio,25,a45xkB1avsc,0.5895438083034341,-0.6669269816477938,-0.07738317334435973
1671,4.04,7.09,-3.05,Alleluia Canto per Cristo (v2),Eugenio Costa,,25,TObK5sUeuNI,0.16060397744746285,-0.2381882077313549,-0.07758423028389205
1547,9.56,15.42,-5.859999999999999,Alleluia - Lode Cosmica (semplificata),Stefano Puri,,25,6ol9QL9heeA,0.3800430753459764,-0.457633736821554,-0.07759066147557758
1399,9.56,15.42,-5.859999999999999,Alleluia - Lode Cosmica,Stefano Puri,,25,CPR3wLwZS1o,0.3800430753459764,-0.457633736821554,-0.07759066147557758
2437,10.36,16.65,-6.289999999999999,Pace,Rita Mazzocco,Celebriamo la nostra speranza,30,EbAB6ghGZhU,0.4118458431573552,-0.4912143693869581,-0.07936852622960294
1881,6.5,10.84,-4.34,Hallelujah (riadattamento cattolico),Leonard Cohen,,25,,0.2583974884674526,-0.3389301054275673,-0.08053261696011471
2640,3.07,5.67,-2.6,Stirpe eletta ,RnS - A.Carter,,9,4MQ0zwKGoCA,0.12204312147616606,-0.2030456852791878,-0.08100256380302173
64,2.74,5.19,-2.45,Astro del ciel,Meli - F. Gruber - Picchi,,"21,26,31,3",,0.10892447975397233,-0.19133151112846544,-0.08240703137449311
1834,1.72,3.66,-1.9400000000000002,Kyrie Eleison,Marco Frisina,Salvatore del mondo,"22,2",DqUPts8ApGU,0.06837595079446437,-0.15150331901600936,-0.08312736822154498
17,10.36,16.72,-6.359999999999999,Alleluia è risorto,Gen Rosso,Noi veniamo a Te,"25,5",Njn5BYHnaU0,0.4118458431573552,-0.49668098399062854,-0.08483514083327337
1603,1.61,3.52,-1.91,Regina della Pace,Letizia Centorbi,,7,pRi2BLYq0XI,0.06400307022039979,-0.14916048418586486,-0.08515741396546507
1747,8.66,14.16,-5.5,"Alleluia, da chi andremo","F. Buttazzo, G. Puccio",Esultiamo nel Signore,"25,5",tZhPODcWVhs,0.34426496155817526,-0.4295197188598203,-0.08525475730164506
2161,4.87,8.48,-3.6100000000000003,Santo,Benedetti/Anselmi,,"25,2,3,4,5,10,11,12,13,14,15,16",ps8tTMhXgfg,0.19359934905176832,-0.28192112456071844,-0.08832177550895012
2662,5.8,9.89,-4.090000000000001,Alleluia (Shalom),Paolo Spoladore,Dacci Pace,25,gBgAVwzOfgU,0.23057006663249613,-0.3194064818430301,-0.08883641521053398
2766,10.03,16.28,-6.250000000000002,Alleluia dello Spirito,"Angelo Roncari, Lorenzo Capello",,"25,6",,0.3987272014351614,-0.4880905896134323,-0.08936338817827094
126,10.32,16.73,-6.41,Chi ci separerà,Marco Frisina,,"21,31,17",kG0CbU5rvrs,0.4102557047667862,-0.500585708707536,-0.09033000394074986
29,8.91,14.61,-5.699999999999999,"Alleluia, chi ascolta le mie parole",Comunità Spello,,25,L8i12jL3X-k,0.35420332649923114,-0.4451386177274501,-0.09093529122821897
2514,5.04,8.78,-3.7399999999999993,E la montagna si muoverà,--,,"10,16",uOMLQQhnQe8,0.2003574372116863,-0.29207340882467775,-0.09171597161299144
2034,3.97,7.17,-3.1999999999999997,Osanna cantiamo al Signor,Salvatore Basilotta,,27,vAPpzoDuuh0,0.15782123526396719,-0.24990238188207725,-0.09208114661811007
1889,10.9,17.64,-6.74,Ai piedi di Gesù (semplificata),Salvatore Martinez,,9,CYV8jlia5gs,0.4333127114300359,-0.5263568918391253,-0.09304418040908935
1446,10.9,17.64,-6.74,Ai piedi di Gesù,RnS - S.Martinez,Vittoria!,9,CYV8jlia5gs,0.4333127114300359,-0.5263568918391253,-0.09304418040908935
2053,2.13,4.45,-2.3200000000000003,Canoni - Nulla ti turbi,S. Teresa d'Avila - J. Berthier - Taizè,,"14,18",go1-BoDD7CI,0.084674869297796,-0.18117922686450605,-0.09650435756671005
1679,8.59,14.2,-5.609999999999999,Dal tronco di Jesse,"F. Baggio, F. Buttazzo, D. Ricci, D. Semprini",,"21,2",vpuAulKxEh4,0.3414822193746796,-0.4381101132370167,-0.09662789386233711
404,4.64,8.24,-3.6000000000000005,Santo,Gen Rosso,,27,,0.18445605330599688,-0.281140179617337,-0.09668412631134013
1784,4.64,8.24,-3.6000000000000005,Santo (Ci doniamo a Te),"Bevilacqua, Bertolino",Ci doniamo a Te,27,iWXa2CWrRf8,0.18445605330599688,-0.281140179617337,-0.09668412631134013
2257,1.3,3.21,-1.91,Yes Lord,Darrell Evans,,51,II0ALMgLUrI,0.05167949769349052,-0.14916048418586486,-0.09748098649237434
2425,9.46,15.53,-6.0699999999999985,Ecco l'acqua,Buttazzo - Dargenio,Esulta il cielo,"8,10",9cXr4L4K-g4,0.37606772936955407,-0.47403358063256523,-0.09796585126301116
2298,3.84,7.05,-3.21,Celebriamo insieme,RNS,,"21,31,32,5,10,14,52",PW6KJpQPsEk,0.15265328549461812,-0.2506833268254588,-0.09803004133084067
2258,11.34,18.39,-7.050000000000001,Dal cielo scende la benedizione,,,"9,10",5AiKoKm-K3A,0.45080423372629413,-0.5505661850839516,-0.09976195135765747
2522,1.83,4.07,-2.24,Gesù io desidero amarti,Daniela Saetta,La Tua parola mi incanta,"31,9",,0.07274883136852896,-0.1749316673174541,-0.10218283594892515
22,15.32,24.43,-9.11,Alleluia al Redentore,RnS,Eterna è la Sua misericordia,"25,3,14",Bl65ILAGvyk,0.6090230035879036,-0.7114408434205387,-0.10241783983263508
2630,8.73,14.49,-5.76,Lode e Gloria al tuo nome,RnS - E.Baranger,Benedici il Signore,"21,32,14,52",mkR3GFJY3AQ,0.34704770374167093,-0.4498242873877391,-0.10277658364606818
1941,4.43,8.01,-3.58,Santo,V. Antonioli - R. Giorgi,,27,PCTR5KXAhj8,0.17610782675550996,-0.27957828973057397,-0.10347046297506401
1721,6.23,10.73,-4.5,Maestà,RnS,Davanti al Re,"21,9",2BypEohTTKA,0.24766405433111227,-0.3514252245216712,-0.10376117019055892
2446,1.28,3.27,-1.99,Alleluja - Cristo è risorto dai morti,dalla liturgia Pasquale orientale,,"25,5",bjkNmeYsQ2s,0.05088442849820604,-0.1554080437329168,-0.10452361523471076
2092,4.81,8.6,-3.79,Risuscitò,Kiko Arguello,,"21,25,32,5,9,12",GFESE8ZXcqk,0.1912141414659149,-0.2959781335415853,-0.10476399207567041
1903,5.64,9.87,-4.2299999999999995,Dona la pace,Figli del divino amore,,"30,6,14,20",eHNi1hj2JHw,0.22420951307022038,-0.33033971105037085,-0.10613019798015047
1642,0.22,1.7,-1.48,Salve Regina [Latino],Autori Religiosi Vari,,"32,7",gMufzUX3RUY,0.008745761148129163,-0.11557985162046075,-0.10683409047233158
2009,10.57,17.33,-6.759999999999998,Camminiamo incontro al Signore,Galliano - Semprini,,"21,2",-VSZAKeNjtE,0.4201940697078421,-0.5279187817258881,-0.10772471201804601
2596,4.82,8.67,-3.8499999999999996,L'annuncio a Maria,Daniele Esposito,,"21,31,2,7",GacR0-QmARk,0.19161167606355714,-0.3006638032018742,-0.10905212713831705
1988,1.07,3.03,-1.9599999999999997,É l'ora che pia,Tradizionale mariano,,"32,7",,0.042536201947719114,-0.1530652089027723,-0.11052900695505319
1689,3.54,6.77,-3.2299999999999995,Gesù (Al mattino),Marvin V. Frey,,21,Lg8FNQLuUKc,0.14072724756535113,-0.2522452167122217,-0.1115179691468706
2039,1.96,4.39,-2.4299999999999997,Adoratio - Viva Gesu',Padre D.Betancourt-D.Deo,,"28,31,4,9",,0.07791678113787802,-0.1897696212417024,-0.11185284010382439
