id_canti,titolo,score_vector_similarity,score_text_similarity,score_deviation,score_selection,score_history,score,adeguatezza
196,Fonti di Nazareth,,0.42,-0.01,,,23,:material-dots-horizontal: Mh
1561,Adoro Te,,0.35,0.08,,,23,:material-dots-horizontal: Mh
225,Il canto della creazione,,0.43,-0.02,,,23,:material-dots-horizontal: Mh
1559,Come il cervo va all'acqua viva (semplificata),,0.4,0.01,,,23,:material-dots-horizontal: Mh
1467,Non più due (Buttazzo),,0.39,0.03,,,23,:material-dots-horizontal: Mh
2360,Il Signore ci ha salvato,,0.36,0.06,,,23,:material-dots-horizontal: Mh
1716,Usami Signore,,0.41,0.01,,,23,:material-dots-horizontal: Mh
2860,Sei tu Signore il mio Pastore,,0.35,0.09,,,23,:material-dots-horizontal: Mh
2923,Chiara ad Agnese,,0.39,0.03,,,23,:material-dots-horizontal: Mh
2043,Sono nato di nuovo,,0.35,0.09,,,23,:material-dots-horizontal: Mh
1703,Solo per grazia,,0.35,0.07,,,23,:material-dots-horizontal: Mh
2308,In unità,,0.39,0.02,,,23,:material-dots-horizontal: Mh
2974,Noi abbiamo creduto al tuo amore,,0.39,0.03,,,23,:material-dots-horizontal: Mh
2534,Il padre che è nei cieli,,0.37,0.06,,,23,:material-dots-horizontal: Mh
2790,Il seme,,0.38,0.04,,,23,:material-dots-horizontal: Mh
2535,Il suo amore per me,,0.42,-0.0,,,23,:material-dots-horizontal: Mh
2529,Sei Tu Signore il pane,,0.37,0.05,,,23,:material-dots-horizontal: Mh
307,Mia forza e mio canto,,0.4,0.01,,,23,:material-dots-horizontal: Mh
2458,Destinati all'eternità,,0.4,0.01,,,23,:material-dots-horizontal: Mh
1657,Parla al mio cuore,,0.39,0.03,,,23,:material-dots-horizontal: Mh
1913,Tornerà il Signor,,0.37,0.06,,,23,:material-dots-horizontal: Mh
1625,"Canterò ""I will Sing""",,0.38,0.04,,,23,:material-dots-horizontal: Mh
1896,Lode gloriosa,,0.35,0.09,,,23,:material-dots-horizontal: Mh
327,Nostalgia d’una sorgente,,0.4,0.01,,,23,:material-dots-horizontal: Mh
1614,Come incenso,,0.36,0.07,,,23,:material-dots-horizontal: Mh
2590,Inno di liberazione,,0.42,0.0,,,23,:material-dots-horizontal: Mh
1590,Il dono più grande,,0.37,0.03,,,22,:material-dots-horizontal: Mh
267,L’unico maestro,,0.36,0.04,,,22,:material-dots-horizontal: Mh
1929,A te vorrei dire,,0.35,0.05,,,22,:material-dots-horizontal: Mh
1814,Un canto semplice d’amore,,0.34,0.07,,,22,:material-dots-horizontal: Mh
2416,Arderanno sempre i nostri cuori,,0.4,-0.0,,,22,:material-dots-horizontal: Mh
1480,Il canto del mare,,0.38,0.03,,,22,:material-dots-horizontal: Mh
362,Preghiera,,0.36,0.04,,,22,:material-dots-horizontal: Mh
2514,E la montagna si muoverà,,0.31,0.11,,,22,:material-dots-horizontal: Mh
2333,Umiliò se stresso,,0.33,0.09,,,22,:material-dots-horizontal: Mh
1848,Grazie Signore,,0.37,0.03,,,22,:material-dots-horizontal: Mh
361,Popoli tutti acclamate,,0.46,0.09,,0.12,22,:material-dots-horizontal: Mh
2618,Alleluia Padre Mio ,,0.34,0.07,,,22,:material-dots-horizontal: Mh
353,Padre perdona,,0.35,0.06,,,22,:material-dots-horizontal: Mh
316,Nel Tuo silenzio,,0.39,0.01,,,22,:material-dots-horizontal: Mh
2646,È meraviglioso,,0.39,0.01,,,22,:material-dots-horizontal: Mh
2767,Dite alla gente,,0.34,0.06,,,22,:material-dots-horizontal: Mh
2541,Lascia che il tuo fiume,,0.34,0.08,,,22,:material-dots-horizontal: Mh
2140,Santo - Jesus Christ Superstar (semplificato),0.4721094350337267,0.22,-0.04,,,22,:material-dots-horizontal: Mh
2037,Cuore a cuore,,0.35,0.05,,,22,:material-dots-horizontal: Mh
1587,La mia preghiera elevo a Te,,0.36,0.05,,,22,:material-dots-horizontal: Mh
2399,Nelle tue mani,,0.39,-0.0,,,22,:material-dots-horizontal: Mh
1672,"Il tuo Corpo, il tuo Sangue",,0.39,0.01,,,22,:material-dots-horizontal: Mh
238,Il Signore mi guardi e mi benedica,,0.36,0.05,,,22,:material-dots-horizontal: Mh
2114,"Arrivederci a te, amico Gesù",,0.35,0.06,,,22,:material-dots-horizontal: Mh
1756,Mi alma canta,,0.27,0.16,,,22,:material-dots-horizontal: Mh
2104,Luce per noi,,0.4,0.0,,,22,:material-dots-horizontal: Mh
1953,So che sei qui,,0.42,-0.04,,,22,:material-dots-horizontal: Mh
1825,Il Consolatore,,0.34,0.07,,,22,:material-dots-horizontal: Mh
1797,"Signore, fa di me uno strumento",,0.35,0.05,,,22,:material-dots-horizontal: Mh
1613,Come un prodigio,,0.36,0.05,,,22,:material-dots-horizontal: Mh
2246,E sia sì,,0.38,0.03,,,22,:material-dots-horizontal: Mh
371,Quale gioia (è star con Te),,0.35,0.05,,,22,:material-dots-horizontal: Mh
2201,Meraviglioso,,0.38,0.02,,,22,:material-dots-horizontal: Mh
2040,Con tutto il cuor,,0.31,0.11,,,22,:material-dots-horizontal: Mh
2644,La Tua dimora,,0.4,-0.0,,,22,:material-dots-horizontal: Mh
187,Emmanuel,,0.39,-0.0,,,22,:material-dots-horizontal: Mh
345,Pace a te (Nel Signore io ti do la pace),,0.3,0.13,,,22,:material-dots-horizontal: Mh
1791,Quando nasce un bambino ,,0.37,0.04,,,22,:material-dots-horizontal: Mh
2030,In cammino,,0.36,0.03,,,21,:material-dots-horizontal: Mh
2323,Risplendi Gerusalemme,,0.33,0.07,,,21,:material-dots-horizontal: Mh
2665,Chi perde la sua vita per me,,0.33,0.07,,,21,:material-dots-horizontal: Mh
1977,Alleluia di taizé,,0.28,0.12,,,21,:material-dots-horizontal: Mh
2132,Ora che il giorno finisce,,0.39,-0.01,,,21,:material-dots-horizontal: Mh
2617,Ascolta la nostra lode ,,0.32,0.07,,,21,:material-dots-horizontal: Mh
1571,Segni nuovi,,0.35,0.03,,,21,:material-dots-horizontal: Mh
2420,Rimani con noi ,,0.35,0.03,,,21,:material-dots-horizontal: Mh
2629,Grazie Signore,,0.35,0.03,,,21,:material-dots-horizontal: Mh
1606,El Shaddai,,0.29,0.11,,,21,:material-dots-horizontal: Mh
368,Prendi la mia vita,,0.37,0.02,,,21,:material-dots-horizontal: Mh
1628,Madre dolcissima,,0.34,0.04,,,21,:material-dots-horizontal: Mh
1567,Apri i miei occhi Signore,,0.26,0.14,,,21,:material-dots-horizontal: Mh
285,Lodate Dio,,0.4,-0.03,,,21,:material-dots-horizontal: Mh
2268,Preferisco il paradiso,,0.29,0.11,,,21,:material-dots-horizontal: Mh
2183,In una notte come tante,,0.38,0.0,,,21,:material-dots-horizontal: Mh
2547,Maria piccola Maria,,0.42,-0.06,,,21,:material-dots-horizontal: Mh
1954,"Ave Maria, Dolce Mamma dell'umanità",,0.32,0.08,,,21,:material-dots-horizontal: Mh
499,Amare oltre,,0.33,0.06,,,21,:material-dots-horizontal: Mh
1879,Preconio Pasquale,,0.44,-0.07,,,21,:material-dots-horizontal: Mh
2795,Come il Pellicano,,0.39,-0.02,,,21,:material-dots-horizontal: Mh
2081,Cristo è risorto è vivo!  È con noi!,,0.4,-0.02,,,21,:material-dots-horizontal: Mh
2679,Prodigio d'amore,,0.38,-0.01,,,21,:material-dots-horizontal: Mh
2357,"Ti ringrazio, o Signor",,0.33,0.05,,,21,:material-dots-horizontal: Mh
2080,Esultiamo in Te Gesù,,0.38,-0.01,,,21,:material-dots-horizontal: Mh
2046,La barca,,0.3,0.09,,,21,:material-dots-horizontal: Mh
1710,Spezziamo il pane ,,0.3,0.09,,,21,:material-dots-horizontal: Mh
2528,Hai dato un cibo ,,0.41,-0.03,,,21,:material-dots-horizontal: Mh
2035,Compromettersi per Cristo,,0.31,0.08,,,21,:material-dots-horizontal: Mh
2557,Per sempre canterò il tuo nome,,0.33,0.07,,,21,:material-dots-horizontal: Mh
82,Benedici il Signore,,0.37,-0.0,,,21,:material-dots-horizontal: Mh
249,"Io credo, risorgerò",,0.39,-0.02,,,21,:material-dots-horizontal: Mh
2546,Manda il tuo spirito ,,0.32,0.07,,,21,:material-dots-horizontal: Mh
1740,Sei luce splendida,,0.36,0.03,,,21,:material-dots-horizontal: Mh
321,Noi canteremo gloria a Te,,0.41,-0.04,,,21,:material-dots-horizontal: Mh
2192,Alleluia Padre Mio,,0.33,0.07,,,21,:material-dots-horizontal: Mh
1882,"Alleluia, è risorto il Signor",,0.35,0.03,,,21,:material-dots-horizontal: Mh
1852,Perdonami mio Signore,,0.33,0.06,,,21,:material-dots-horizontal: Mh
86,Bianco Natale,,0.3,0.07,,,20,:material-dots-horizontal: Mh
331,O Maestro (San Francesco),,0.39,-0.04,,,20,:material-dots-horizontal: Mh
2751,Tu qui,,0.35,0.01,,,20,:material-dots-horizontal: Mh
59,Apri le tue braccia,,0.33,0.04,,,20,:material-dots-horizontal: Mh
2988,La tua Vita in me,,0.33,0.03,,,20,:material-dots-horizontal: Mh
1908,Luce,,0.38,-0.03,,,20,:material-dots-horizontal: Mh
2726,Io amo te,,0.36,-0.01,,,20,:material-dots-horizontal: Mh
1713,"Ti ringrazio, o mio Signore",,0.43,-0.08,,,20,:material-dots-horizontal: Mh
2755,L'angelo del Signore,0.5004017731300966,0.16,-0.05,,,20,:material-dots-horizontal: Mh
2973,Grande tu sei,,0.34,0.03,,,20,:material-dots-horizontal: Mh
2226,"Alleluia, Cristo è risorto",,0.37,-0.02,,,20,:material-dots-horizontal: Mh
444,Sulla Tua parola (Pietro vai),,0.4,-0.04,,,20,:material-dots-horizontal: Mh
1393,Il Piccolo Tamburino (The little drummer boys),,0.25,0.13,,,20,:material-dots-horizontal: Mh
279,Le mani alzate,,0.31,0.07,,,20,:material-dots-horizontal: Mh
1779,Cuore puro,,0.35,0.02,,,20,:material-dots-horizontal: Mh
2125,"Del tuo Spirito, Signore",,0.36,0.01,,,20,:material-dots-horizontal: Mh
300,"Maranathà, Vieni Signor",,0.33,0.04,,,20,:material-dots-horizontal: Mh
1787,Perchè la vostra gioia sia piena,,0.32,0.06,,,20,:material-dots-horizontal: Mh
1934,Altissimo,,0.34,0.03,,,20,:material-dots-horizontal: Mh
272,La luna,,0.3,0.08,,,20,:material-dots-horizontal: Mh
2559,Niente ti fermerà (Magnificat),,0.3,0.07,,,20,:material-dots-horizontal: Mh
150,Dall’aurora al tramonto,,0.36,-0.0,,,20,:material-dots-horizontal: Mh
2305,Il tuo amore per noi,,0.41,-0.06,,,20,:material-dots-horizontal: Mh
2278,Manda il Tuo Spirito Signore,,0.34,0.03,,,20,:material-dots-horizontal: Mh
2394,Fa' che io creda,,0.42,-0.07,,,20,:material-dots-horizontal: Mh
2466,Alleluia,,0.35,0.01,,,20,:material-dots-horizontal: Mh
1722,Padre ti preghiam,,0.28,0.11,,,20,:material-dots-horizontal: Mh
1844,Ave Maria splendore del mattino,,0.36,-0.01,,,20,:material-dots-horizontal: Mh
493,Vocazione (v2),,0.37,-0.02,,,20,:material-dots-horizontal: Mh
2825,Li amò fino alla fine,,0.36,-0.01,,,20,:material-dots-horizontal: Mh
2551,Non c'è nessuno che,,0.32,0.06,,,20,:material-dots-horizontal: Mh
2209,Il mio canto sale a Te,,0.33,0.04,,,20,:material-dots-horizontal: Mh
1552,Canta con noi,,0.37,-0.01,,,20,:material-dots-horizontal: Mh
1553,Danza Danza,,0.34,0.02,,,20,:material-dots-horizontal: Mh
503,Lode al Nome Tuo,,0.33,0.03,,,20,:material-dots-horizontal: Mh
2890,Andate in tutto il mondo,,0.34,0.02,,,20,:material-dots-horizontal: Mh
2980,Non di solo pane,,0.4,-0.06,,,20,:material-dots-horizontal: Mh
1427,Camminiamo sulla strada,,0.36,-0.01,,,20,:material-dots-horizontal: Mh
2483,Io mi arrendo,,0.32,0.04,,,20,:material-dots-horizontal: Mh
2558,Inno a Sant'Isidoro Agricoltore,,0.34,0.02,,,20,:material-dots-horizontal: Mh
2297,Non vivo più per me,,0.32,0.04,,,20,:material-dots-horizontal: Mh
443,Su ali d’aquila,,0.36,0.0,,,20,:material-dots-horizontal: Mh
2666,Cristo nostra pace,,0.32,0.05,,,20,:material-dots-horizontal: Mh
1990,Voglio adorare te,,0.24,0.14,,,20,:material-dots-horizontal: Mh
2188,Io quante volte,,0.38,-0.02,,,20,:material-dots-horizontal: Mh
2897,Come la cerva,,0.36,0.0,,,20,:material-dots-horizontal: Mh
2776,Invoca il nome del tuo Signore,,0.3,0.08,,,20,:material-dots-horizontal: Mh
227,Il figliol prodigo,,0.32,0.04,,,20,:material-dots-horizontal: Mh
1574,"Signore, tu sei nostro amico",,0.34,0.02,,,20,:material-dots-horizontal: Mh
1936,Alla vittima pasquale,,0.36,0.01,,,20,:material-dots-horizontal: Mh
2056,Ecco Signore,,0.31,0.04,,,19,:material-dots-horizontal: Mh
2321,Resta con noi,,0.31,0.04,,,19,:material-dots-horizontal: Mh
1786,Pentecoste,,0.37,-0.03,,,19,:material-dots-horizontal: Mh
273,La mia anima canta,,0.34,0.0,,,19,:material-dots-horizontal: Mh
2207,Buono è il Signor,,0.31,0.03,,,19,:material-dots-horizontal: Mh
1749,Che siano una sola cosa,,0.31,0.03,,,19,:material-dots-horizontal: Mh
138,Come un fiume,,0.36,-0.02,,,19,:material-dots-horizontal: Mh
1622,Saldo è il mio cuore,,0.34,0.0,,,19,:material-dots-horizontal: Mh
170,E' giunta l’ora,,0.35,0.0,,,19,:material-dots-horizontal: Mh
1910,Nel Signore io ti do la pace,,0.27,0.1,,,19,:material-dots-horizontal: Mh
506,Voi siete di Dio (v2),,0.32,0.03,,,19,:material-dots-horizontal: Mh
1952,La canzone di Luciano,,0.4,-0.08,,,19,:material-dots-horizontal: Mh
1592,E' bello stare insieme a te,,0.33,0.01,,,19,:material-dots-horizontal: Mh
2413,Al tuo santo altar,,0.29,0.06,,,19,:material-dots-horizontal: Mh
2243,Alleluia Gv 13,,0.29,0.07,,,19,:material-dots-horizontal: Mh
2341,Questo pane spezzato,,0.34,0.01,,,19,:material-dots-horizontal: Mh
1869,"Maria, tua dolcezza",,0.37,-0.03,,,19,:material-dots-horizontal: Mh
2595,Ora che sei in mezzo a noi,,0.36,-0.03,,,19,:material-dots-horizontal: Mh
183,Ecco l’Uomo,,0.37,-0.04,,,19,:material-dots-horizontal: Mh
1802,Mai più ,,0.29,0.07,,,19,:material-dots-horizontal: Mh
459,Ti ringraziamo,,0.34,0.01,,,19,:material-dots-horizontal: Mh
2501,Canto di mamma Sifa,,0.3,0.05,,,19,:material-dots-horizontal: Mh
1811,Vieni dal Libano,,0.33,0.01,,,19,:material-dots-horizontal: Mh
2921,Dio della storia,,0.42,-0.09,,,19,:material-dots-horizontal: Mh
2861,Mi ami tu?,,0.3,0.05,,,19,:material-dots-horizontal: Mh
2252,"Alza le braccia, apri il tuo cuore",,0.37,-0.04,,,19,:material-dots-horizontal: Mh
2031,Sei il mio rifugio,,0.31,0.03,,,19,:material-dots-horizontal: Mh
1868,Dico Sì,,0.27,0.09,,,19,:material-dots-horizontal: Mh
2457,Meraviglioso sei,,0.32,0.02,,,19,:material-dots-horizontal: Mh
1760,Eleviamo lodi al Signor,,0.35,-0.01,,,19,:material-dots-horizontal: Mh
479,Verremo a Te,,0.37,-0.03,,,19,:material-dots-horizontal: Mh
1820,Alleluia - La tua parola,,0.35,-0.0,,,19,:material-dots-horizontal: Mh
2737,Inno alla Parola,,0.43,-0.1,,,19,:material-dots-horizontal: Mh
126,Chi ci separerà,,0.31,0.05,,,19,:material-dots-horizontal: Mh
497,Voi siete di Dio,,0.32,0.03,,,19,:material-dots-horizontal: Mh
2789,Voglio restar con Te,,0.3,0.06,,,19,:material-dots-horizontal: Mh
2638,Dall'eternità,,0.3,0.04,,,18,:material-dots-horizontal: Mh
217,Grandi cose,,0.33,-0.01,,,18,:material-dots-horizontal: Mh
2146,E' bello star qui (Que bien se esta aqui),,0.3,0.02,,,18,:material-dots-horizontal: Mh
2254,Grande è la Tua bontà ,,0.35,-0.04,,,18,:material-dots-horizontal: Mh
282,Lo Spirito del Signore,,0.38,-0.08,,,18,:material-dots-horizontal: Mh
2005,Tu quando verrai,,0.33,-0.01,,,18,:material-dots-horizontal: Mh
2745,Sei venuto dal cielo,,0.31,0.02,,,18,:material-dots-horizontal: Mh
2216,Ave Maria (offro a te il mio canto),,0.32,0.01,,,18,:material-dots-horizontal: Mh
2160,Il nostro cuore offriamo a te (completo),,0.33,-0.01,,,18,:material-dots-horizontal: Mh
2012,Ti offriamo Signore,,0.32,0.0,,,18,:material-dots-horizontal: Mh
2540,La terra buona,,0.38,-0.08,,,18,:material-dots-horizontal: Mh
1665,Il nostro cuore offriamo a te,,0.33,-0.01,,,18,:material-dots-horizontal: Mh
2727,La legge del Signore,,0.36,-0.04,,,18,:material-dots-horizontal: Mh
2569,Scatenate la gioia,,0.31,0.01,,,18,:material-dots-horizontal: Mh
1556,Insieme è forte,,0.35,-0.03,,,18,:material-dots-horizontal: Mh
19,Alleluia (la nostra festa),,0.3,0.02,,,18,:material-dots-horizontal: Mh
2055,Maria tu prega,,0.34,-0.02,,,18,:material-dots-horizontal: Mh
1737,Potente sei mio Signor,,0.35,-0.04,,,18,:material-dots-horizontal: Mh
144,Credo in Te,,0.35,-0.04,,,18,:material-dots-horizontal: Mh
2465,Sei con noi uno di noi,,0.36,-0.05,,,18,:material-dots-horizontal: Mh
422,Semina la Pace,,0.33,-0.01,,,18,:material-dots-horizontal: Mh
2487,Pane e vino ti offriamo,,0.34,-0.01,,,18,:material-dots-horizontal: Mh
2087,Preconio Pasquale,,0.42,-0.13,,,18,:material-dots-horizontal: Mh
2659,Tutta la vita è un dono,,0.3,0.02,,,18,:material-dots-horizontal: Mh
2589,Come un faro nel buio,,0.37,-0.05,,,18,:material-dots-horizontal: Mh
2437,Pace,,0.29,0.04,,,18,:material-dots-horizontal: Mh
2565,Sacro torrente,0.3405563578827584,0.2,-0.02,,,18,:material-dots-horizontal: Mh
1661,"Cantiamo al Signore, grande nell’amore",,0.37,-0.06,,,18,:material-dots-horizontal: Mh
2645,La Parabola del Seminatore,,0.37,-0.05,,,18,:material-dots-horizontal: Mh
2306,Inno alla carita,,0.25,0.1,,,18,:material-dots-horizontal: Mh
2299,Narrano i cieli,,0.36,-0.05,,,18,:material-dots-horizontal: Mh
2371,Inno GMG 2016,,0.33,-0.01,,,18,:material-dots-horizontal: Mh
1652,"Ti Loderò, Ti Adorerò, Ti Canterò",,0.29,0.05,,,18,:material-dots-horizontal: Mh
1769,La pace del Signore,,0.36,-0.05,,,18,:material-dots-horizontal: Mh
2045,Dammi un cuore nuovo,,0.29,0.04,,,18,:material-dots-horizontal: Mh
2060,Dove la carità è vera,,0.26,0.07,,,18,:material-dots-horizontal: Mh
2435,"Sei pura, sei pia",,0.36,-0.05,,,18,:material-dots-horizontal: Mh
324,Noi veglieremo,,0.29,0.04,,,18,:material-dots-horizontal: Mh
2320,Magnificat,,0.34,-0.01,,,18,:material-dots-horizontal: Mh
2115,Canto di contrizione,,0.32,0.0,,,18,:material-dots-horizontal: Mh
2260,Fammi conoscere,,0.33,-0.01,,,18,:material-dots-horizontal: Mh
278,"Laudato sii, o mi Signore",,0.35,-0.03,,,18,:material-dots-horizontal: Mh
415,Se qualcuno ha dei beni,,0.36,-0.05,,,18,:material-dots-horizontal: Mh
1893,Canterò le meraviglie del Signor,,0.31,0.01,,,18,:material-dots-horizontal: Mh
1849,Lasciati fare,,0.26,0.08,,,18,:material-dots-horizontal: Mh
168,E' bello lodarti,,0.32,0.01,,,18,:material-dots-horizontal: Mh
2452,Al Santo Glorioso (Inno in onore di San Francesco di Paola),,0.33,-0.01,,,18,:material-dots-horizontal: Mh
2643,Gloria al Signore che salva ,,0.34,-0.02,,,18,:material-dots-horizontal: Mh
2152,Gustate e vedete,,0.33,-0.01,,,18,:material-dots-horizontal: Mh
2585,Canto di nozze,,0.35,-0.05,,,17,:material-dots-horizontal: Mh
2722,Dio ha tanto amato il mondo,,0.37,-0.07,,,17,:material-dots-horizontal: Mh
2058,Miserere mei,,0.26,0.06,,,17,:material-dots-horizontal: Mh
450,Te lodiamo Trinità,,0.33,-0.02,,,17,:material-dots-horizontal: Mh
1585,Il 14 di Nisan,,0.32,-0.02,,,17,:material-dots-horizontal: Mh
1548,Benedici,,0.33,-0.04,,,17,:material-dots-horizontal: Mh
2699,Ci perdonerai,,0.27,0.04,,,17,:material-dots-horizontal: Mh
3082,Pellegrini nella Speranza,,0.3,0.01,,,17,:material-dots-horizontal: Mh
1620,La scelta di Maria,,0.33,-0.03,,,17,:material-dots-horizontal: Mh
2218,I frutti che ci dai,,0.33,-0.04,,,17,:material-dots-horizontal: Mh
2395,"O Signore, raccogli i tuoi figli",,0.31,0.0,,,17,:material-dots-horizontal: Mh
2385,Sempre canterò,,0.33,-0.04,,,17,:material-dots-horizontal: Mh
347,"Pace sia, pace a voi",,0.25,0.06,,,17,:material-dots-horizontal: Mh
3166,Parola d'amore,,0.33,-0.02,,,17,:material-dots-horizontal: Mh
1950,Venite a me,,0.26,0.06,,,17,:material-dots-horizontal: Mh
1677,Mi affido a te,,0.34,-0.05,,,17,:material-dots-horizontal: Mh
1801,Tu vero pane della vita,,0.32,-0.01,,,17,:material-dots-horizontal: Mh
1578,Gioisci figlia di Sion,,0.31,-0.01,,,17,:material-dots-horizontal: Mh
2311,La vera vite,,0.26,0.05,,,17,:material-dots-horizontal: Mh
1874,Alla Madonna di Czestochowa,,0.31,0.0,,,17,:material-dots-horizontal: Mh
2982,Tu sei il Cristo,,0.37,-0.08,,,17,:material-dots-horizontal: Mh
2004,Canzone di San Giuseppe,,0.37,-0.08,,,17,:material-dots-horizontal: Mh
2119,Benedetto nei secoli,,0.35,-0.05,,,17,:material-dots-horizontal: Mh
2158,Alleluia è tempo della gioia,,0.32,-0.01,,,17,:material-dots-horizontal: Mh
1818,Ciò che Dio ha fatto in me,,0.32,-0.02,,,17,:material-dots-horizontal: Mh
1816,Figlia di Sion,,0.32,-0.02,,,17,:material-dots-horizontal: Mh
483,Vieni al Signor,,0.32,-0.01,,,17,:material-dots-horizontal: Mh
2588,Come acqua,,0.31,-0.01,,,17,:material-dots-horizontal: Mh
1549,Canta con noi (v2),,0.35,-0.05,,,17,:material-dots-horizontal: Mh
39,"Alleluia, Signore sei venuto",,0.32,-0.02,,,17,:material-dots-horizontal: Mh
2511,Dio farà un via ,,0.31,0.0,,,17,:material-dots-horizontal: Mh
2229,Chiamati per nome v2,,0.32,-0.02,,,17,:material-dots-horizontal: Mh
145,Cristo è risorto veramente,,0.35,-0.05,,,17,:material-dots-horizontal: Mh
2113,Con gioia veniamo a Te,,0.34,-0.05,,,17,:material-dots-horizontal: Mh
2281,E' Risorto,,0.3,0.01,,,17,:material-dots-horizontal: Mh
2168,I miei occhi elevo a te ,,0.33,-0.02,,,17,:material-dots-horizontal: Mh
2284,Ecco il mio servo,,0.29,0.03,,,17,:material-dots-horizontal: Mh
2378,Saremo sempre amici,,0.29,0.03,,,17,:material-dots-horizontal: Mh
2303,Annuncio Pasquale,,0.41,-0.13,,,17,:material-dots-horizontal: Mh
134,Come fuoco vivo,,0.38,0.0,,0.12,17,:material-dots-horizontal: Mh
2022,Apri le tue braccia (v2),,0.3,0.01,,,17,:material-dots-horizontal: Mh
2623,Eterno Signor,,0.32,-0.01,,,17,:material-dots-horizontal: Mh
1557,L’acqua la terra il cielo (in principio),,0.33,-0.03,,,17,:material-dots-horizontal: Mh
2800,Mi hai amato per primo,,0.26,0.05,,,17,:material-dots-horizontal: Mh
504,Luce,,0.33,-0.04,,,17,:material-dots-horizontal: Mh
2796,Luce dei miei passi,,0.29,0.01,,,17,:material-dots-horizontal: Mh
1794,Sei Dio,,0.31,-0.0,,,17,:material-dots-horizontal: Mh
1898,Chiamati per nome,,0.32,-0.01,,,17,:material-dots-horizontal: Mh
2626,Giovani e Vecchi ,,0.32,-0.01,,,17,:material-dots-horizontal: Mh
1859,Albero di vita,,0.36,-0.06,,,17,:material-dots-horizontal: Mh
2248,Ascolta oggi ,,0.39,-0.11,,,17,:material-dots-horizontal: Mh
2723,Dio ha tanto amato il mondo,,0.34,-0.04,,,17,:material-dots-horizontal: Mh
1748,Benedetto Signore (Cerco solo Te),,0.32,-0.01,,,17,:material-dots-horizontal: Mh
1588,Lode e Gloria,,0.36,-0.07,,,17,:material-dots-horizontal: Mh
2994,Entrerò nella tua casa,,0.38,-0.09,,,17,:material-dots-horizontal: Mh
163,Dov’è carità e amore,,0.38,-0.09,,,17,:material-dots-horizontal: Mh
2500,Canta e cammina,,0.29,0.02,,,17,:material-dots-horizontal: Mh
2770,Dal profondo o Signore,,0.34,-0.05,,,17,:material-dots-horizontal: Mh
2384,Dai la mano a tuo fratello,,0.25,0.05,,,16,:material-dots-horizontal: Mh
2929,Ora Partiamo,,0.29,-0.01,,,16,:material-dots-horizontal: Mh
298,Mani,,0.36,-0.09,,,16,:material-dots-horizontal: Mh
2918,Dio ha tanto amato il mondo,,0.31,-0.03,,,16,:material-dots-horizontal: Mh
2926,Alleluia,,0.28,-0.0,,,16,:material-dots-horizontal: Mh
2995,Cosa avremo in cambio,,0.28,0.0,,,16,:material-dots-horizontal: Mh
120,Canto a Te Maria,,0.35,-0.07,,,16,:material-dots-horizontal: Mh
18,Alleluia (ed oggi ancora),,0.29,-0.01,,,16,:material-dots-horizontal: Mh
3009,Solo per Amore,,0.31,-0.02,,,16,:material-dots-horizontal: Mh
1693,Ho la pace come un fiume,,0.28,0.02,,,16,:material-dots-horizontal: Mh
2204,Sollevate porte i vostri frontali,,0.31,-0.03,,,16,:material-dots-horizontal: Mh
2331,Atto di amore,,0.3,-0.01,,,16,:material-dots-horizontal: Mh
1932,Ci nutri alla Tua mensa,,0.36,-0.09,,,16,:material-dots-horizontal: Mh
2197,Vergine Madre,,0.32,-0.05,,,16,:material-dots-horizontal: Mh
2656,Gabriele tu,,0.32,-0.05,,,16,:material-dots-horizontal: Mh
1835,Benchè sia notte,,0.26,0.03,,,16,:material-dots-horizontal: Mh
2714,Eppure tu,,0.24,0.07,,,16,:material-dots-horizontal: Mh
2247,Te Deum,,0.29,-0.01,,,16,:material-dots-horizontal: Mh
1689,Gesù (Al mattino),,0.25,0.05,,,16,:material-dots-horizontal: Mh
1987,Canto dei tre giovani,,0.33,-0.05,,,16,:material-dots-horizontal: Mh
2373,Io ho una gioia nel cuore ,,0.31,-0.02,,,16,:material-dots-horizontal: Mh
184,Ecco la serva del Signore (v2),,0.34,-0.07,,,16,:material-dots-horizontal: Mh
1639,Mi perdo nel tuo amore,,0.31,-0.02,,,16,:material-dots-horizontal: Mh
2580,Beato il cuore che perdona (inno GMG 2016),,0.3,-0.01,,,16,:material-dots-horizontal: Mh
1478,Servire è regnare,,0.28,-0.0,,,16,:material-dots-horizontal: Mh
420,Sei grande Dio,,0.35,-0.07,,,16,:material-dots-horizontal: Mh
1972,Io Mi Arrendo (HillSong - I Surrender),,0.27,0.03,,,16,:material-dots-horizontal: Mh
1608,Guariscimi o mio Signor,,0.22,0.09,,,16,:material-dots-horizontal: Mh
241,In notte placida,,0.26,0.03,,,16,:material-dots-horizontal: Mh
2400,Tu sei il mio Dio ,,0.32,-0.05,,,16,:material-dots-horizontal: Mh
2858,E' l’incontro della vita,,0.32,-0.03,,,16,:material-dots-horizontal: Mh
2225,Venite alla festa,,0.29,0.0,,,16,:material-dots-horizontal: Mh
1796,Siamo arrivati,,0.27,0.02,,,16,:material-dots-horizontal: Mh
2827,Canta o lingua il glorioso mistero,,0.32,-0.04,,,16,:material-dots-horizontal: Mh
