id_canti,similarity,mean_similarity,deviation,titolo,autore,raccolta,momento,link_youtube,score_similarity,score_deviation,score
2152,22.9,24.03,-1.1300000000000026,Gustate e vedete,Marco Frisina,Pane di vita nuova,"26,31",JN9WTx9H75w,0.5612305246833806,-0.14231738035264516,0.41891314433073545
2697,12.84,12.74,0.09999999999999964,Parole di vita,Pierangelo Sequeri,,"25,17",PpXox2XelvA,0.3146812199534763,0.103626943005181,0.4183081629586573
2487,21.85,23.05,-1.1999999999999993,Pane e vino ti offriamo,M. Palmitessa,Ora sei con noi,26,-h27hWgNfto,0.5354972473507368,-0.15113350125944577,0.384363746091291
1628,17.36,17.75,-0.39000000000000057,Madre dolcissima,Gen Rosso,,7,5TqndHiAru4,0.4254568518997157,-0.04911838790931997,0.3763384639903957
1702,15.77,16.14,-0.370000000000001,Questo è il mio corpo,Janet Lunt,,31,1oU-F5CMais,0.38648931765314043,-0.046599496221662595,0.33988982143147783
2341,19.81,21.12,-1.3100000000000023,Questo pane spezzato,Giuseppe Tranchida,,31,igN1nkpIIyU,0.4855011656758852,-0.16498740554156202,0.3205137601343232
126,16.1,16.73,-0.629999999999999,Chi ci separerà,Marco Frisina,,"21,31,17",kG0CbU5rvrs,0.3945769191005428,-0.07934508816120894,0.3152318309393339
1654,22.95,24.92,-1.9700000000000024,Come unico Pane,Rossi,,26,v8AtqY1KH7E,0.562455918842078,-0.24811083123425726,0.31434508760782076
1709,38.69,43.74,-5.050000000000004,Signore da chi andremo,Alejandro Mejia,,"31,52",J5tytDPEmCc,0.94821,-0.6360201511335019,0.31218984886649814
1477,27.61,30.52,-2.91,Sono il Pane di Vita,S. Toolan,,31,UwA__oGQ1e0,0.6766626544326699,-0.3664987405541562,0.3101639138785137
2497,13.22,13.36,-0.1399999999999988,Beato chi dimora in Te,Darlene Zschech - Reuben Morgan,,"21,24,14",MnBizieeEf4,0.32399421555957614,-0.017632241813601863,0.3063619737459743
2575,12.93,13.07,-0.14000000000000057,Tu sei qui (Way maker),Leeland,,"31,9",YKoiaFo6shc,0.31688692943913155,-0.01763224181360209,0.2992546876255295
2267,12.6,12.76,-0.16000000000000014,Ascolta Israele,Piera Cori,Come passi di danza,"21,4",DWSykMIacqY,0.3087993279917291,-0.020151133501259466,0.28864819449046963
2466,19.55,21.08,-1.5299999999999976,Alleluia,Domenico Machetta,"Sei con noi, uno di noi",25,e1k8EqfBzns,0.47912911605065917,-0.19269521410579316,0.286433901944866
2285,17.45,18.63,-1.1799999999999997,Dal profondo a Te grido,Marco Frisina,Tu sarai profeta,31,UYRtoAaqey8,0.42766256138537084,-0.14861460957178838,0.27904795181358244
2436,16.33,17.35,-1.0200000000000031,Anche tu sei mio fratello,Pino Tombolato - Angelo Di Mario,Nessuno è solo al mondo,"32,10,51",7QViotWGhM0,0.4002137322305505,-0.12846347607052938,0.27175025616002113
1649,12.84,13.28,-0.4399999999999995,Accogli Signore i nostri doni (v2),Gen Verde,E' bello lodarti,26,t6NSTY-x1D4,0.3146812199534763,-0.055415617128463414,0.2592656028250129
6,12.84,13.28,-0.4399999999999995,Accogli Signore i nostri doni,Gen Verde,E' bello lodarti,26,t6NSTY-x1D4,0.3146812199534763,-0.055415617128463414,0.2592656028250129
2204,21.52,24.0,-2.4800000000000004,Sollevate porte i vostri frontali,Marco Frisina,Stillate cieli dall'alto,"21,5",EXxRBpQ3RbA,0.5274096459033343,-0.3123425692695215,0.2150670766338128
288,18.19,20.14,-1.9499999999999993,"Lode a Te, o Cristo",Gen Verde,,25,IJetjvctQwM,0.44579839493409157,-0.2455919395465994,0.20020645538749215
2827,22.45,25.39,-2.9400000000000013,Canta o lingua il glorioso mistero,Marco Frisina,Cristo è nostra Pasqua,"31,4,5,9",rzGXMeYQcL8,0.5502019772551047,-0.3702770780856425,0.1799248991694622
2395,12.55,13.66,-1.1099999999999994,"O Signore, raccogli i tuoi figli",D. Stefani - V. Meloni,Nella Casa del Padre,"21,10",7Y_LS3TPkA0,0.30757393383303183,-0.13979848866498734,0.1677754451680445
145,22.37,25.4,-3.0299999999999976,Cristo è risorto veramente,RnS,Venti dello Spirito,"31,32,5",hQ8Y11c3LCs,0.5482413466011891,-0.3816120906801005,0.16662925592108857
322,17.19,19.22,-2.0299999999999976,Noi con Te,Francesco Buttazzo - Alessandra Beltrami,,26,FPm6gt3zPM8,0.4212905117601448,-0.25566750629722895,0.16562300546291586
2255,12.16,13.33,-1.17,Lode a te o Cristo,Marco Frisina,O Croce nostra speranza,"25,4",0EhVqAB1C88,0.2980158593951926,-0.1473551637279597,0.1506606956672329
2450,14.49,16.12,-1.6300000000000008,Bellezza sei Tu,Fra Giuseppe Di Fatta,Viva immagine di Te,"32,10,14,52,54",RnH-WWowomg,0.3551192271904885,-0.2052896725440807,0.1498295546464078
2802,7.45,7.74,-0.29000000000000004,Shemà Israel,Kiko Argüello,,"21,5,10",aVYbiH88tHw,0.18258372964590336,-0.03652392947103275,0.1460598001748706
2354,28.38,32.83,-4.449999999999999,Io sono il pane della vita,Lucio Maria Zappatore,Il Signore è vita,"31,2,3,4,5",jtFyO8nGGN8,0.6955337244766089,-0.5604534005037782,0.13508032397283065
2171,9.83,10.69,-0.8599999999999994,Maria porta dell'avvento,"Anna Maria Galliano, Daniele Semprini",,"26,2,7",TEgOAJ_El14,0.24091249159989664,-0.10831234256926946,0.13260014903062717
1604,13.47,15.07,-1.5999999999999996,Pane che non sei più pane,D. Deo  M.Chiudina,,31,ghYjq0mIhD8,0.33012118635306287,-0.20151133501259444,0.12860985134046843
217,19.42,22.2,-2.7799999999999976,Grandi cose,Gen Rosso,,"21,24,32,14",Jvp2zJUouOQ,0.47594309123804607,-0.35012594458438256,0.1258171466536635
2456,12.87,14.44,-1.5700000000000003,Salga da questo altare,S. Albisetti - L. Picchi,"Rivista ""Psallite! Musica e Liturgia""",26,T3P1RM65yCI,0.31541645644869476,-0.19773299748110837,0.11768345896758639
2666,14.59,16.53,-1.9400000000000013,Cristo nostra pace,Marco Frisina,Cristo nostra salvezza,"21,10",tAUlxyi4sSA,0.35757001550788314,-0.24433249370277096,0.11323752180511218
1379,15.68,17.88,-2.1999999999999993,Tutto è Possibile (Nuovi Orizzonti),Giuliano Pili,,"31,32,14",d5WeIReVXrU,0.3842836081674852,-0.2770780856423173,0.1072055225251679
81,12.06,13.61,-1.549999999999999,Benedetto Tu Signore,Daniele Ricci,,26,PhOGjXrc9G8,0.2955650710777979,-0.19521410579345075,0.10035096528434714
1820,18.3,21.07,-2.7699999999999996,Alleluia - La tua parola,D. Machetta,Sei con noi uno di noi,25,e1k8EqfBzns,0.4484942620832257,-0.34886649874055414,0.09962776334267154
1389,13.84,15.75,-1.9100000000000001,Non per forza,---,,"22,24",O1HZT01UGmU,0.3391891031274231,-0.24055415617128467,0.09863494695613845
1956,19.58,22.62,-3.0400000000000027,Inno all'amore,Piera Cori,,"24,15",742M7TULBnM,0.47986435254587745,-0.38287153652392986,0.09699281602194759
2059,18.21,21.02,-2.8099999999999987,Questo è il tempo,Daniele Semprini - Anna Maria Galliano,,"21,4",zL38oQKpIuo,0.4462885525975705,-0.3539042821158689,0.09238427048170161
2396,8.17,9.04,-0.8699999999999992,A te Signor leviamo i cuori,P. Damilano,,26,zDfmLrOJ6dI,0.200229405531145,-0.10957178841309814,0.09065761711804685
2351,17.86,20.63,-2.7699999999999996,Ci accogli alla tua mensa,Avolio-Capacchione-La Rocca,Festa con Gesù,31,M6qeiC3etUE,0.43771079348668906,-0.34886649874055414,0.08884429474613492
2653,6.52,7.1,-0.5800000000000001,O cieli piovete dall'alto,G. Filippucci,,"21,2",0zOEl5wV2S8,0.15979139829413286,-0.0730478589420655,0.08674353935206736
2345,7.3,8.04,-0.7399999999999993,Signore pietà  ,Avolio-Capacchione-La Rocca,Festa con Gesù,"22,10,11",Qtg-r9zQ4zE,0.17890754716981133,-0.09319899244332486,0.08570855472648647
2218,20.39,23.68,-3.289999999999999,I frutti che ci dai,Giuseppe Tranchida,,26,EgD5i_MWeIE,0.4997157379167744,-0.4143576826196473,0.08535805529712714
463,23.22,27.07,-3.8500000000000014,Tu chi sei,Chiara Bizzetti,,31,4J5sLpixxJk,0.5690730472990437,-0.4848866498740556,0.08418639742498812
2356,12.31,14.05,-1.7400000000000002,Passa questo mondo,Domenico Machetta,,32,rg6U7jMTkg0,0.3016920418712846,-0.2191435768261965,0.08254846504508812
499,11.29,12.84,-1.5500000000000007,Amare oltre,Federico Russo,,"31,15",zRy5MFLE59g,0.2766940010338589,-0.19521410579345097,0.08147989524040791
2811,17.04,19.71,-2.6700000000000017,Fame e sete di Cristo,Fabrizio Palma · Alfredo Di Stefano,Nella luce del Risorto,"26,28,31,4,5,17",yi_rMk8cM4o,0.41761432928405273,-0.33627204030226726,0.08134228898178547
325,12.96,14.92,-1.959999999999999,Noi veniamo a Te,Francesco Buttazzo,,21,Pym_tk0twHw,0.31762216593435,-0.2468513853904281,0.07077078054392189
2449,17.71,20.66,-2.9499999999999993,Al Signore canterò, D. Haas - M. Deflorian,Nella gioia della fede,"21,14",-HqBThklPK8,0.43403461101059704,-0.37153652392947095,0.062498087081126086
1747,12.25,14.16,-1.9100000000000001,"Alleluia, da chi andremo","F. Buttazzo, G. Puccio",Esultiamo nel Signore,"25,5",tZhPODcWVhs,0.3002215688808478,-0.24055415617128467,0.059667412709563106
2537,7.77,8.81,-1.040000000000001,Insieme come fratelli,Pierangelo Comi,,"21,52",fzvPEdSe57M,0.1904262522615663,-0.13098236775818653,0.05944388450337976
2417,9.32,10.67,-1.3499999999999996,A te nostro Padre,A. Vitalini-Lavagna,,26,OBLCWXOyOGY,0.22841347118118377,-0.17002518891687654,0.05838828226430723
2614,8.22,9.36,-1.1399999999999988,Lode e onore a Te,Daniele Esposito,,"25,4",_q5fVwBVf6E,0.20145479968984237,-0.1435768261964734,0.057877973493368956
2078,17.7,20.72,-3.0199999999999996,Madre fiducia nostra,Marco Frisina,,"32,7",AAkAsRX4Bv8,0.4337895321788575,-0.380352644836272,0.053436887342585504
2392,18.29,21.43,-3.1400000000000006,Il cantico dei doni,Fra Giuseppe Di Fatta,Viva immagine di Te,"26,54",GHlQpNE3zL4,0.44824918325148616,-0.39546599496221674,0.05278318828926942
48,16.68,19.52,-2.84,Amatevi fratelli,Domenico Machetta,"Grazie, Signore!",31,p4Rje5e8Vw4,0.4087914913414319,-0.35768261964735515,0.05110887169407674
415,19.09,22.5,-3.41,Se qualcuno ha dei beni,Michele Bonfitto,Sei grande nell'amore,26,CJZGnpyJ51g,0.4678554897906436,-0.429471032745592,0.03838445704505161
2160,16.56,19.48,-2.9200000000000017,Il nostro cuore offriamo a te (completo),RnS,,"26,2,5",DJhhcQ5LGWY,0.4058505453605582,-0.36775818639798513,0.03809235896257307
1665,16.56,19.48,-2.9200000000000017,Il nostro cuore offriamo a te,RnS,,26,DJhhcQ5LGWY,0.4058505453605582,-0.36775818639798513,0.03809235896257307
467,11.37,13.3,-1.9300000000000015,Lodi all'altissimo (Tu sei Santo),Marco Frisina,,31,yfC285eSiXU,0.27865463168777466,-0.24307304785894226,0.03558158382883239
1930,11.64,13.64,-2.0,Evviva Rita!,canto popolare (musica di Noi vogliam Dio),,"21,32,10",MI6GnnHSu1Q,0.28527176014474026,-0.2518891687657431,0.033382591378997184
1801,18.98,22.42,-3.4400000000000013,Tu vero pane della vita,Fabio Baggio,La vita che nasce,31,9VfmPmHwhmc,0.46515962264150945,-0.43324937027707827,0.03191025236443118
2293,19.13,22.6,-3.4700000000000024,Se tu mi ami Simone,Marco Frisina,Signore è il Suo nome,31,c3QYTBkofvs,0.4688358051176015,-0.43702770780856454,0.03180809730903694
2501,10.89,12.78,-1.8899999999999988,Canto di mamma Sifa,canto africano,,7,,0.2668908477642802,-0.23803526448362708,0.028855583280653102
231,24.85,29.49,-4.639999999999997,Il Pane del Cammino,Franco Motta - Pierangelo Sequeri,,"21,26,31,32",bjaWckUY05I,0.6090208968725771,-0.5843828715365236,0.024638025336053526
2002,12.29,14.52,-2.2300000000000004,Maranathà,Marco Frisina,Non temere,"21,26,31,2",JgxlheZtsxY,0.30120188420780564,-0.2808564231738036,0.020345461034002033
2571,7.26,8.53,-1.2699999999999996,Se il diavolo è arrabbiato,Popolare America Latina,,16,Ec-_Kg5kBeU,0.17792723184285347,-0.1599496221662468,0.017977609676606665
1682,14.41,17.11,-2.6999999999999993,Benedetto sei Tu,Gen Verde,,26,IyXjms-qnHg,0.3531585965365728,-0.3400503778337531,0.013108218702819696
2053,3.81,4.45,-0.6400000000000001,Canoni - Nulla ti turbi,S. Teresa d'Avila - J. Berthier - Taizè,,"14,18",go1-BoDD7CI,0.09337503489273714,-0.08060453400503781,0.012770500887699335
279,12.81,15.22,-2.41,Le mani alzate,Odette Vercruysse - Valentino Meloni,,26,,0.31394598345825797,-0.3035264483627204,0.010419535095537558
2108,15.92,18.97,-3.049999999999999,Padre nostro non abbandonarci,Benedetti - Anselmi,,29,g9IEhGllng4,0.39016550012923235,-0.38413098236775806,0.0060345177614742895
2439,2.15,2.54,-0.3900000000000001,"T’adoriam, Ostia divina",Popolare,Collana Canti per la Liturgia: Inni e canti,9,tstLbNE5AJU,0.05269194882398552,-0.04911838790931992,0.0035735609146656036
1832,11.04,13.17,-2.130000000000001,Vieni Signore non tardare,Marco Frisina,Salvatore del mondo,2,Udrb_WYeFPs,0.2705670302403722,-0.2682619647355165,0.002305065504855708
1618,21.69,25.9,-4.209999999999997,L'acqua della salvezza,A.Roncari - L.Capello,,31,lR9ZoB022o0,0.5315759860429052,-0.5302267002518889,0.0013492857910163414
2527,0.0,0.0,0.0,Griderò,--,,14,,0.0,0.0,0.0
2033,0.0,0.0,0.0,Alleluja,Salvatore Basilotta,,25,8MsombMxjp0,0.0,0.0,0.0
2013,0.0,0.0,0.0,Madonna nera,Jan Dobraczynski - Padre Adelfio Cimini,,"32,2,7,9,10,11,13,14,52",JfB9XLu2mtg,0.0,0.0,0.0
1638,0.0,0.0,0.0,Ad una voce,RnS,Ad una voce,"21,31,32",Kt5woytl9RQ,0.0,0.0,0.0
1973,0.0,0.0,0.0,Si accende una luce,Lucernario,,2,BtW8PDIm2dc,0.0,0.0,0.0
1922,0.0,0.0,0.0,Alleluja (Terry),,,"25,5,10",,0.0,0.0,0.0
329,0.0,0.0,0.0,"O Dio, Tu sei il mio Dio",Marco Frisina,,24,7Ss8-mRlInA,0.0,0.0,0.0
1996,0.0,0.0,0.0,Kyrie,"Mite, Balduzzi - messa Verbum Panis",,"22,11",RnHTcY9zpZw,0.0,0.0,0.0
2142,0.0,0.0,0.0,Laudate Dominum,Taizè,,"21,14",mwRMT2_pi9c,0.0,0.0,0.0
453,0.0,0.0,0.0,Ti esalto Dio mio Re,RnS,,"21,24,32,14",k-FQwfnrxl0,0.0,0.0,0.0
100,0.0,0.0,0.0,Canoni - Laudate omnes gentes,Taize,,"14,18",lbb-kaurSW0,0.0,0.0,0.0
2024,0.0,0.0,0.0,Venite fedeli (v2),Stefani - Wade,,"21,3",RHw_pm_ITWk,0.0,0.0,0.0
2273,0.0,0.0,0.0,Lode a te oh Cristo,,,"25,4",,0.0,0.0,0.0
1755,0.0,0.0,0.0,Kyrie,--,,"22,11",,0.0,0.0,0.0
1914,0.0,0.0,0.0,"Alleluja, Tradizionale",Pasquale gregoriano,,"25,5",6sLNiJd95jY,0.0,0.0,0.0
1968,0.28,0.37,-0.08999999999999997,Christus vincit,Aloys Kunk,,"9,14,52",7arQTsM26qk,0.006862207288705093,-0.011335012594458436,-0.004472805305753343
2319,0.14,0.21,-0.06999999999999998,Joy to the world,Celtic Woman,,32,30OaM6b48k8,0.0034311036443525466,-0.008816120906801006,-0.005385017262448459
2546,14.05,16.84,-2.789999999999999,Manda il tuo spirito ,Marco Frisina,,6,KDNkxKLknAQ,0.344335758593952,-0.3513853904282115,-0.0070496318342594955
2094,0.27,0.38,-0.10999999999999999,"Canoni - Adoramus Te, Domine",Taizè,,"31,9,10",R1UOt3kMkF4,0.006617128456965625,-0.013853904282115867,-0.007236775825150242
2083,2.16,2.65,-0.48999999999999977,Anima Christi,Marco Frisina,Pane di vita nuova,"31,4",BYzT9zOJHF0,0.052937027655725,-0.06171284634760703,-0.008775818691882029
2431,10.49,12.61,-2.119999999999999,Cantico della creazione,Roberto Mancioni,"Incanto Serafico, Volume 1","21,32,54",ZnLM3baAnbE,0.2570876944947015,-0.2670025188916876,-0.0099148243969861
2383,10.9,13.11,-2.209999999999999,"Signore, sei Tu il mio Pastor",R. Jef - D. Stefani,,"24,31,2,3,4,5",tHsxzhub6po,0.2671359265960197,-0.278337531486146,-0.011201604890126282
2403,7.6,9.18,-1.58,Noi t’invochiamo,F.G.Pesare,,6,rgplGCJAqaU,0.18625991212199533,-0.19899244332493704,-0.01273253120294171
83,13.1,15.77,-2.67,Benedici o Signore,Gen Rosso,,26,dM2Wyjj4k3Y,0.3210532695787025,-0.33627204030226704,-0.015218770723564534
2047,0.61,0.85,-0.24,Vexilla regis prodeunt,Venanzio Fortunato-Urbano VIII,,4,,0.014949808736107522,-0.030226700251889168,-0.015276891515781646
2635,8.33,10.12,-1.7899999999999991,Sii esaltato ,RnS - T.Paris,Venti dello Spirito,"21,32,14",Vz01MqhPbyM,0.20415066683897648,-0.22544080604533995,-0.021290139206363468
2056,17.42,20.98,-3.5599999999999987,Ecco Signore,Nino Mancuso,,26,gVknZyvub_A,0.4269273248901525,-0.44836272040302255,-0.021435395512870048
2039,3.53,4.39,-0.8599999999999999,Adoratio - Viva Gesu',Padre D.Betancourt-D.Deo,,"28,31,4,9",,0.08651282760403206,-0.10831234256926951,-0.02179951496523745
2175,0.25,0.48,-0.22999999999999998,Benedicat tibi Dominu,S.Francesco - Siro Merlo,,"10,52",OuuEwfAmd94,0.006126970793486689,-0.02896725440806045,-0.022840283614573763
2162,0.29,0.55,-0.26000000000000006,Be thou my vision,popolare irlandese,,"32,2,3,4,5,10,11,12,13,14,15,16,20,52",ihJAJA4ibEs,0.00710728612044456,-0.03274559193954661,-0.02563830581910205
2121,0.59,0.91,-0.32000000000000006,Who you say I am,Hillsong,,"32,10,11,12,14,15,16,20,52",lKw6uqtGFfo,0.014459651072628588,-0.040302267002518904,-0.025842615929890317
2724,3.6,4.51,-0.9099999999999997,"Eli, Eli, lamma sabactani",M. Giombini,Salmi per il nostro tempo - Il suo tempo,4,mdvawF7h5X4,0.08822837942620834,-0.11460957178841306,-0.026381192362204722
2491,0.32,0.6,-0.27999999999999997,Alleluia (congolese),--,,25,,0.007842522615662963,-0.03526448362720403,-0.02742196101154107
502,0.19,0.45,-0.26,Lord I Need You,Matt Maher,,"21,15",LuvfMDhTyMA,0.004656497803049884,-0.032745591939546605,-0.02808909413649672
350,13.2,16.0,-2.8000000000000007,Padre nostro di San Andrea (the sound of silence),"Musica da ""the sound of silence"" di paul simon",,29,fM4BsE5iKt4,0.32350405789609715,-0.3526448362720404,-0.029140778375943255
2602,11.42,13.88,-2.460000000000001,E' il Signor,Marvin V. Frey,He is Lord,"28,14",9apH9bF8NYk,0.279880025846472,-0.30982367758186413,-0.02994365173539215
2518,11.42,13.88,-2.460000000000001,E' il Signor,Marvin V. Frey,,"28,9",9apH9bF8NYk,0.279880025846472,-0.30982367758186413,-0.02994365173539215
1856,0.0,0.24,-0.24,Canoni - Ubi Caritas,Taizé,,"26,30,18",eF8AW6JzWpE,0.0,-0.030226700251889168,-0.030226700251889168
2268,6.41,7.9,-1.4900000000000002,Preferisco il paradiso,"San Filippo Neri, Marco Frisina",,32,M1xTY0XwP2E,0.15709553114499872,-0.18765743073047864,-0.030561899585479918
466,9.36,11.43,-2.0700000000000003,Tu sei,Paolo Spoladore,Così,"21,31,6",RbEjtKf3Yr8,0.22939378650814163,-0.26070528967254414,-0.03131150316440251
1884,10.39,12.67,-2.2799999999999994,Benedetto sei Tu Signore ,Marco Frisina,,26,iqTFgvg7V_s,0.25463690617730683,-0.28715365239294705,-0.03251674621564021
1766,8.76,10.73,-1.9700000000000006,Io con voi,Claudio Chieffo,,"21,32,10",cwHjusGXzHc,0.21468905660377363,-0.24811083123425703,-0.0334217746304834
1853,8.7,10.66,-1.9600000000000009,Prendete e mangiate,Pianori,,"28,31,2,4,5,9,10,12",05kNtVWOdFc,0.21321858361333676,-0.24685138539042834,-0.033632801777091575
2050,8.31,10.22,-1.9100000000000001,"Alleluja, lodate il Signore",Marco Frisina,,"21,25",mL0uSJR8My8,0.20366050917549755,-0.24055415617128467,-0.03689364699578712
101,0.0,0.3,-0.3,Canoni - Magnificat,Taize,,18,nLM0GiihIbs,0.0,-0.037783375314861464,-0.037783375314861464
2621,11.26,13.76,-2.5,Cristo vive in me,RnS - Canto popolare america latina,,"31,18",ZKDa7COIw68,0.2759587645386405,-0.3148614609571789,-0.038902696418538385
1903,7.99,9.87,-1.879999999999999,Dona la pace,Figli del divino amore,,"30,6,14,20",eHNi1hj2JHw,0.1958179865598346,-0.23677581863979838,-0.040957832079963785
220,8.07,9.97,-1.9000000000000004,Guarda questa offerta,Gen Rosso,,26,A8IhV8RvXmc,0.19777861721375034,-0.23929471032745597,-0.04151609311370563
457,19.71,23.88,-4.169999999999998,Ti offriamo,Gen Verde,Gratitudine,26,cvP_AxA8eDE,0.48305037735849066,-0.5251889168765741,-0.04213853951808344
1393,0.89,1.42,-0.5299999999999999,Il Piccolo Tamburino (The little drummer boys),K.K.Davis,,"31,3",-A5A4XhRYrI,0.021812016024812614,-0.06675062972292191,-0.044938613698109295
1796,10.74,13.19,-2.4499999999999993,Siamo arrivati,Marcello Giombini,Da mille strade,"21,10,51",yC7bGA38mJg,0.26321466528818815,-0.3085642317380352,-0.045349566449847056
1672,21.3,25.82,-4.52,"Il tuo Corpo, il tuo Sangue",Luciana Leone - Salvatore Martinez,,31,MBlHzbDY6Qo,0.5220179116050659,-0.5692695214105793,-0.04725160980551335
1699,0.0,0.38,-0.38,Tantum Ergo,Gregoriano,,9,Swns4Kjzc9E,0.0,-0.04785894206549119,-0.04785894206549119
11,0.59,1.09,-0.5000000000000001,Adeste Fideles,Tradizionale,,"21,3",FgTsp_3z94Y,0.014459651072628588,-0.06297229219143578,-0.048512641118807195
1868,11.86,14.56,-2.700000000000001,Dico Sì,Fabio Baggio,,"31,15",lvlP7t0UbH8,0.29066349444300854,-0.3400503778337533,-0.04938688339074476
1777,26.41,31.95,-5.539999999999999,E' il Signore e dà la vita,Comunità Gesù Risorto,,"32,14",ovf-n3ScJ_8,0.6472531946239338,-0.6977329974811083,-0.05047980285717446
1834,2.72,3.66,-0.94,Kyrie Eleison,Marco Frisina,Salvatore del mondo,"22,2",DqUPts8ApGU,0.06666144223313519,-0.11838790931989925,-0.05172646708676405
2207,13.31,16.32,-3.01,Buono è il Signor,Comunità Dio Vivente,,"21,32,5,9,10,14,52",w_R5QWHGLGk,0.3261999250452313,-0.3790931989924433,-0.052893273947211994
2486,6.37,8.03,-1.6599999999999993,Quanno nascette Ninno,Sant'Alfonso Maria de' Liguori,,3,l0ruP0TTTPI,0.15611521581804083,-0.20906801007556666,-0.05295279425752583
1783,15.36,18.77,-3.41,Padre Nostro,Francesco Buttazzo,,29,4TbLW6nmFNA,0.3764410855518222,-0.429471032745592,-0.0530299471937698
2164,11.86,14.59,-2.7300000000000004,Trasformaci in te,"S. Mazzarisi, M. Palmitessa",Tu vieni in mezzo a noi,"26,2",NYyvnlzPopA,0.29066349444300854,-0.34382871536523935,-0.053165220922230805
252,16.81,20.51,-3.700000000000003,Io loderò il Signore,Matteo Calisi,,21,,0.41197751615404493,-0.46599496221662506,-0.05401744606258013
1642,1.03,1.7,-0.6699999999999999,Salve Regina [Latino],Autori Religiosi Vari,,"32,7",gMufzUX3RUY,0.025243119669165155,-0.08438287153652392,-0.059139751867358765
2074,7.13,8.99,-1.8600000000000003,Misericordes sicut Pater! (Inno dell'Anno Santo della Misericordia),"Paul Inwood / P. Eugenio Costa, S.I.",,"31,4,5,6,12,18",OgOitVtAgXA,0.1747412070302404,-0.23425692695214112,-0.05951571992190072
102,0.97,1.64,-0.6699999999999999,Canoni - Misericordias Domini,Taize,,"22,18",pva71b0fTMM,0.023772646678728356,-0.08438287153652392,-0.06061022485779556
2338,15.62,19.15,-3.5299999999999994,Oggi ci hai chiamati,Giuseppe Tranchida,Resta con noi Gesù,"21,10,17",cXdCaz1derQ,0.3828131351770484,-0.44458438287153645,-0.06177124769448805
2446,2.32,3.27,-0.9500000000000002,Alleluja - Cristo è risorto dai morti,dalla liturgia Pasquale orientale,,"25,5",bjkNmeYsQ2s,0.05685828896355648,-0.11964735516372799,-0.06278906620017151
2313,0.0,0.51,-0.51,Amen,,,28,,0.0,-0.06423173803526448,-0.06423173803526448
245,23.91,29.08,-5.169999999999998,Insieme a Te,Francesco Buttazzo,Alla tua festa,31,_1taK6Kc8gw,0.585983486689067,-0.6511335012594457,-0.06515001457037872
