id_liturgia,id_canti,titolo,cnt
C58-A,1352,Abbracciami,16
C58-A,1898,Chiamati per nome,15
C58-A,4,Acclamate al Signore,14
C58-A,361,Popoli tutti acclamate,14
C58-A,1416,Ecco quel che abbiamo,14
C58-A,136,Come Maria,14
C58-A,419,Segni del tuo amore,13
C58-A,224,Il canto dell’amore,13
C58-A,137,Come Tu mi vuoi,13
C58-A,1817,Venite applaudiamo al Signore  (Salmo 94),12
C58-A,453,Ti esalto Dio mio Re,12
C58-A,2060,Dove la carità è vera,11
C58-A,2015,Chiesa di Dio,9
C58-A,503,Lode al Nome Tuo,9
C58-A,1567,Apri i miei occhi Signore,9
C58-A,466,Tu sei,9
C58-A,217,Grandi cose,9
C58-A,376,Questo è il mio comandamento,9
C58-A,337,Ogni mia parola,8
C58-A,1785,Pane di vita,8
C58-A,117,Cantiamo Te,7
C58-A,434,Sono qui a lodarti (luce del mondo),7
C58-A,1412,Invochiamo la Tua Presenza,7
C58-A,1561,Adoro Te,7
C58-A,236,Il Signore è la mia salvezza,7
C58-A,83,Benedici o Signore,7
C58-A,1900,Davanti a Te,7
C58-A,500,Pane di vita nuova,7
C58-A,260,Jesus Christ you are my life,7
C58-A,163,Dov’è carità e amore,7
C58-A,355,Pane del cielo,7
C58-A,378,Re di gloria,7
C58-A,185,Eccomi,6
C58-A,226,Il disegno,6
C58-A,1478,Servire è regnare,6
C58-A,48,Amatevi fratelli,6
C58-A,1613,Come un prodigio,6
C58-A,1946,Aprite le porte a Cristo,5
C58-A,44,Alzati e risplendi,5
C58-A,42,Alto e Glorioso Dio,5
C58-A,1748,Benedetto Signore (Cerco solo Te),5
C58-A,88,Camminerò,5
C58-A,82,Benedici il Signore,5
C58-A,5,Accogli i nostri doni,5
C58-A,1667,Cosa Offrirti,5
C58-A,2396,A te Signor leviamo i cuori,5
C58-A,1665,Il nostro cuore offriamo a te,5
C58-A,297,Magnificat ’86,5
C58-A,1672,"Il tuo Corpo, il tuo Sangue",5
C58-A,451,"Te, al centro del mio cuore",5
C58-A,1379,Tutto è Possibile (Nuovi Orizzonti),5
C58-A,1575,Dio è amore,4
C58-A,2449,Al Signore canterò,4
C58-A,2050,"Alleluja, lodate il Signore",4
C58-A,168,E' bello lodarti,4
C58-A,150,Dall’aurora al tramonto,4
C58-A,492,Vivere la vita,4
C58-A,1480,Il canto del mare,4
C58-A,321,Noi canteremo gloria a Te,4
C58-A,220,Guarda questa offerta,4
C58-A,2218,I frutti che ci dai,4
C58-A,1884,Benedetto sei Tu Signore ,4
C58-A,1635,Accogli nella tua bontà,4
C58-A,200,Fratello Sole e Sorella Luna,4
C58-A,446,Symbolum ‘77 (v2),4
C58-A,2399,Nelle tue mani,4
C58-A,134,Come fuoco vivo,4
C58-A,2147,Danza la vita,4
C58-A,394,Santa Maria del cammino,4
C58-A,2169,"Cantate al Signore, alleluia",4
C58-A,3,Acclamate a Dio,3
C58-A,1545,Acclamate al Signore,3
C58-A,1661,"Cantiamo al Signore, grande nell’amore",3
C58-A,1780,Vocazione,3
C58-A,1669,Io vengo a Te,3
C58-A,293,Lui verrà e ti salverà,3
C58-A,371,Quale gioia (è star con Te),3
C58-A,1774,"Laudato sii, Signore mio (Canto della Creazione)",3
C58-A,2160,Il nostro cuore offriamo a te (completo),3
C58-A,125,Cerco la Tua voce,3
C58-A,432,Silenzioso Dio,3
C58-A,1675,Symbolum ‘77,3
C58-A,2083,Anima Christi,3
C58-A,1950,Venite a me,3
C58-A,1958,Resto con te,3
C58-A,2469,Il Tuo amore è grande,3
C58-A,1619,Come ti ama Dio,3
C58-A,1800,Ti ringrazio mio Signore,3
C58-A,443,Su ali d’aquila,3
C58-A,382,Resta qui con noi,3
C58-A,380,Resta Accanto a me,3
C58-A,1929,A te vorrei dire,3
C59-A,82,Benedici il Signore,52
C59-A,201,Frutto della nostra terra,39
C59-A,361,Popoli tutti acclamate,24
C59-A,1898,Chiamati per nome,22
C59-A,1416,Ecco quel che abbiamo,22
C59-A,1478,Servire è regnare,18
C59-A,4,Acclamate al Signore,17
C59-A,423,Servo per amore,16
C59-A,453,Ti esalto Dio mio Re,15
C59-A,137,Come Tu mi vuoi,14
C59-A,376,Questo è il mio comandamento,14
C59-A,434,Sono qui a lodarti (luce del mondo),12
C59-A,414,Se m’accogli,12
C59-A,483,Vieni al Signor,11
C59-A,42,Alto e Glorioso Dio,9
C59-A,1958,Resto con te,9
C59-A,337,Ogni mia parola,8
C59-A,321,Noi canteremo gloria a Te,8
C59-A,217,Grandi cose,8
C59-A,5,Accogli i nostri doni,8
C59-A,83,Benedici o Signore,8
C59-A,1665,Il nostro cuore offriamo a te,8
C59-A,355,Pane del cielo,8
C59-A,117,Cantiamo Te,7
C59-A,1561,Adoro Te,7
C59-A,492,Vivere la vita,7
C59-A,1352,Abbracciami,7
C59-A,1412,Invochiamo la Tua Presenza,6
C59-A,325,Noi veniamo a Te,6
C59-A,231,Il Pane del Cammino,6
C59-A,150,Dall’aurora al tramonto,6
C59-A,221,I cieli narrano,6
C59-A,224,Il canto dell’amore,6
C59-A,432,Silenzioso Dio,6
C59-A,2259,Benedici il Signore anima mia,6
C59-A,411,Scusa Signore,6
C59-A,278,"Laudato sii, o mi Signore",6
C59-A,1613,Come un prodigio,6
C59-A,1785,Pane di vita,6
C59-A,1379,Tutto è Possibile (Nuovi Orizzonti),6
C59-A,1575,Dio è amore,5
C59-A,1661,"Cantiamo al Signore, grande nell’amore",5
C59-A,1545,Acclamate al Signore,5
C59-A,126,Chi ci separerà,5
C59-A,494,Voglio cantare al Signor,5
C59-A,419,Segni del tuo amore,5
C59-A,1884,Benedetto sei Tu Signore ,5
C59-A,81,Benedetto Tu Signore,5
C59-A,136,Come Maria,5
C59-A,1800,Ti ringrazio mio Signore,5
C59-A,382,Resta qui con noi,5
C59-A,1596,Il Figliol Prodigo (Abbracciami Gesù),4
C59-A,2015,Chiesa di Dio,4
C59-A,1668,Fiumi di misericordia,4
C59-A,44,Alzati e risplendi,4
C59-A,2073,L'amore del Padre,4
C59-A,88,Camminerò,4
C59-A,236,Il Signore è la mia salvezza,4
C59-A,220,Guarda questa offerta,4
C59-A,1822,Il seme del tuo campo,4
C59-A,2568,Il Signore in eterno ,4
C59-A,500,Pane di vita nuova,4
C59-A,1664,Vero cibo è il tuo corpo,4
C59-A,451,"Te, al centro del mio cuore",4
C59-A,1880,E la strada si apre,4
C59-A,1619,Come ti ama Dio,4
C59-A,2013,Madonna nera,4
C59-A,2449,Al Signore canterò,3
C59-A,503,Lode al Nome Tuo,3
C59-A,1966,Nozze a Cana,3
C59-A,2200,Canto di Madonna povertà,3
C59-A,1480,Il canto del mare,3
C59-A,1856,Canoni - Ubi Caritas,3
C59-A,1667,Cosa Offrirti,3
C59-A,200,Fratello Sole e Sorella Luna,3
C59-A,1738,Misericordia sei,3
C59-A,2447,Tempo di ricominciare,3
C59-A,260,Jesus Christ you are my life,3
C59-A,1979,Alla tua mensa,3
C59-A,2306,Inno alla carita,3
C59-A,177,E pace intima,3
C59-A,443,Su ali d’aquila,3
C59-A,134,Come fuoco vivo,3
C59-A,1756,Mi alma canta,3
C59-A,206,Giovane donna,3
C78-A,1714,"Ti saluto, o Croce santa",15
C78-A,1564,Nostra gloria è la croce,12
C78-A,1898,Chiamati per nome,11
C78-A,236,Il Signore è la mia salvezza,10
C78-A,423,Servo per amore,8
C78-A,1478,Servire è regnare,8
C78-A,201,Frutto della nostra terra,8
C78-A,1352,Abbracciami,8
C78-A,453,Ti esalto Dio mio Re,7
C78-A,136,Come Maria,7
C78-A,1561,Adoro Te,6
C78-A,361,Popoli tutti acclamate,6
C78-A,217,Grandi cose,6
C78-A,152,Davanti a questo amore,6
C78-A,2000,O Croce Fedele ,6
C78-A,82,Benedici il Signore,5
C78-A,1613,Come un prodigio,5
C78-A,451,"Te, al centro del mio cuore",5
C78-A,414,Se m’accogli,4
C78-A,42,Alto e Glorioso Dio,4
C78-A,27,"Alleluia, cantate al Signore",4
C78-A,2294,Popoli tutti (versione 2),4
C78-A,1856,Canoni - Ubi Caritas,4
C78-A,355,Pane del cielo,4
C78-A,2399,Nelle tue mani,4
C78-A,224,Il canto dell’amore,4
C78-A,378,Re di gloria,4
C78-A,1575,Dio è amore,3
C78-A,434,Sono qui a lodarti (luce del mondo),3
C78-A,1970,Grazie Padre Buono (Rns),3
C78-A,64,Astro del ciel,3
C78-A,293,Lui verrà e ti salverà,3
C78-A,1978,In Eterno Canterò,3
C78-A,83,Benedici o Signore,3
C78-A,478,Verbum Panis,3
C78-A,1379,Tutto è Possibile (Nuovi Orizzonti),3
C78-A,1844,Ave Maria splendore del mattino,3
C78-A,206,Giovane donna,3
C60-A,201,Frutto della nostra terra,43
C60-A,1898,Chiamati per nome,24
C60-A,361,Popoli tutti acclamate,18
C60-A,1352,Abbracciami,17
C60-A,414,Se m’accogli,16
C60-A,137,Come Tu mi vuoi,15
C60-A,224,Il canto dell’amore,15
C60-A,503,Lode al Nome Tuo,14
C60-A,1416,Ecco quel che abbiamo,14
C60-A,82,Benedici il Signore,14
C60-A,1412,Invochiamo la Tua Presenza,13
C60-A,150,Dall’aurora al tramonto,11
C60-A,217,Grandi cose,11
C60-A,419,Segni del tuo amore,11
C60-A,453,Ti esalto Dio mio Re,10
C60-A,423,Servo per amore,10
C60-A,1567,Apri i miei occhi Signore,9
C60-A,221,I cieli narrano,9
C60-A,236,Il Signore è la mia salvezza,9
C60-A,1478,Servire è regnare,9
C60-A,500,Pane di vita nuova,9
C60-A,1958,Resto con te,9
C60-A,1379,Tutto è Possibile (Nuovi Orizzonti),9
C60-A,185,Eccomi,8
C60-A,81,Benedetto Tu Signore,8
C60-A,5,Accogli i nostri doni,8
C60-A,1667,Cosa Offrirti,8
C60-A,179,E sono solo un uomo,8
C60-A,1613,Come un prodigio,8
C60-A,378,Re di gloria,8
C60-A,434,Sono qui a lodarti (luce del mondo),7
C60-A,136,Come Maria,7
C60-A,134,Come fuoco vivo,7
C60-A,443,Su ali d’aquila,7
C60-A,4,Acclamate al Signore,6
C60-A,1748,Benedetto Signore (Cerco solo Te),6
C60-A,355,Pane del cielo,6
C60-A,2229,Chiamati per nome v2,5
C60-A,371,Quale gioia (è star con Te),5
C60-A,486,Vieni e seguimi,5
C60-A,6,Accogli Signore i nostri doni,5
C60-A,451,"Te, al centro del mio cuore",5
C60-A,2147,Danza la vita,5
C60-A,394,Santa Maria del cammino,5
C60-A,1891,Alleluia Cristo è risorto veramente,4
C60-A,117,Cantiamo Te,4
C60-A,1780,Vocazione,4
C60-A,14,Alla Tua presenza,4
C60-A,57,"Antica, eterna danza",4
C60-A,1542,Ecco quel che abbiamo (v2),4
C60-A,2174,Quelli che amano te,4
C60-A,1768,Io ti offro,4
C60-A,1635,Accogli nella tua bontà,4
C60-A,322,Noi con Te,4
C60-A,1932,Ci nutri alla Tua mensa,4
C60-A,446,Symbolum ‘77 (v2),4
C60-A,1785,Pane di vita,4
C60-A,2286,Chiesa del Risorto,4
C60-A,1675,Symbolum ‘77,4
C60-A,2134,Dolce sentire (Fratello sole e sorella luna),4
C60-A,1946,Aprite le porte a Cristo,3
C60-A,2449,Al Signore canterò,3
C60-A,225,Il canto della creazione,3
C60-A,325,Noi veniamo a Te,3
C60-A,2323,Risplendi Gerusalemme,3
C60-A,231,Il Pane del Cammino,3
C60-A,1629,Ci inviti alla tua festa,3
C60-A,126,Chi ci separerà,3
C60-A,42,Alto e Glorioso Dio,3
C60-A,1978,In Eterno Canterò,3
C60-A,88,Camminerò,3
C60-A,321,Noi canteremo gloria a Te,3
C60-A,188,Emmanuel,3
C60-A,2160,Il nostro cuore offriamo a te (completo),3
C60-A,1900,Davanti a Te,3
C60-A,2311,La vera vite,3
C60-A,1665,Il nostro cuore offriamo a te,3
C60-A,83,Benedici o Signore,3
C60-A,1600,Fratello Sole e Sorella Luna (semplificata),3
C60-A,432,Silenzioso Dio,3
C60-A,478,Verbum Panis,3
C60-A,76,Beatitudine (La preghiera di Gesù è la nostra),3
C60-A,278,"Laudato sii, o mi Signore",3
C60-A,2570,Se avessi mai commesso,3
C60-A,133,Come è grande,3
C60-A,147,Custodiscimi,3
C60-A,1868,Dico Sì,3
C60-A,462,Ti seguirò,3
C60-A,144,Credo in Te,3
C60-A,1590,Il dono più grande,3
C60-A,2399,Nelle tue mani,3
C60-A,1934,Altissimo,3
C60-A,316,Nel Tuo silenzio,3
C60-A,1880,E la strada si apre,3
C60-A,1752,Mi basta la tua grazia,3
C60-A,2013,Madonna nera,3
C60-A,52,Andate per le strade,3
C60-A,382,Resta qui con noi,3
C61-A,423,Servo per amore,35
C61-A,1898,Chiamati per nome,32
C61-A,201,Frutto della nostra terra,22
C61-A,200,Fratello Sole e Sorella Luna,22
C61-A,414,Se m’accogli,18
C61-A,1352,Abbracciami,18
C61-A,361,Popoli tutti acclamate,17
C61-A,137,Come Tu mi vuoi,16
C61-A,434,Sono qui a lodarti (luce del mondo),15
C61-A,136,Come Maria,15
C61-A,224,Il canto dell’amore,15
C61-A,236,Il Signore è la mia salvezza,14
C61-A,1416,Ecco quel che abbiamo,14
C61-A,5,Accogli i nostri doni,13
C61-A,478,Verbum Panis,13
C61-A,503,Lode al Nome Tuo,12
C61-A,1478,Servire è regnare,11
C61-A,1811,Vieni dal Libano,10
C61-A,217,Grandi cose,10
C61-A,419,Segni del tuo amore,10
C61-A,6,Accogli Signore i nostri doni,10
C61-A,278,"Laudato sii, o mi Signore",10
C61-A,376,Questo è il mio comandamento,10
C61-A,443,Su ali d’aquila,10
C61-A,451,"Te, al centro del mio cuore",9
C61-A,4,Acclamate al Signore,8
C61-A,82,Benedici il Signore,8
C61-A,355,Pane del cielo,8
C61-A,1675,Symbolum ‘77,8
C61-A,1412,Invochiamo la Tua Presenza,7
C61-A,2364,Saldo è il mio cuore Dio,7
C61-A,150,Dall’aurora al tramonto,7
C61-A,279,Le mani alzate,7
C61-A,1649,Accogli Signore i nostri doni (v2),7
C61-A,467,Lodi all'altissimo (Tu sei Santo),7
C61-A,117,Cantiamo Te,6
C61-A,221,I cieli narrano,6
C61-A,321,Noi canteremo gloria a Te,6
C61-A,453,Ti esalto Dio mio Re,6
C61-A,83,Benedici o Signore,6
C61-A,1900,Davanti a Te,6
C61-A,1785,Pane di vita,6
C61-A,378,Re di gloria,6
C61-A,394,Santa Maria del cammino,6
C61-A,168,E' bello lodarti,5
C61-A,47,Amare questa vita,5
C61-A,325,Noi veniamo a Te,5
C61-A,2174,Quelli che amano te,5
C61-A,1667,Cosa Offrirti,5
C61-A,1884,Benedetto sei Tu Signore ,5
C61-A,1665,Il nostro cuore offriamo a te,5
C61-A,234,Il Signore è il mio pastore,5
C61-A,1979,Alla tua mensa,5
C61-A,2254,Grande è la Tua bontà ,5
C61-A,2570,Se avessi mai commesso,5
C61-A,1934,Altissimo,5
C61-A,225,Il canto della creazione,4
C61-A,126,Chi ci separerà,4
C61-A,42,Alto e Glorioso Dio,4
C61-A,1843,Il nostro cuore non si è perduto,4
C61-A,492,Vivere la vita,4
C61-A,486,Vieni e seguimi,4
C61-A,1715,Trasformi in Gesù,4
C61-A,298,Mani,4
C61-A,260,Jesus Christ you are my life,4
C61-A,1738,Misericordia sei,4
C61-A,462,Ti seguirò,4
C61-A,303,"Maria, vogliamo amarti",4
C61-A,206,Giovane donna,4
C61-A,8,Acqua siamo noi,3
C61-A,185,Eccomi,3
C61-A,2050,"Alleluja, lodate il Signore",3
C61-A,506,Voi siete di Dio (v2),3
C61-A,1780,Vocazione,3
C61-A,466,Tu sei,3
C61-A,1986,Cristo speranza delle genti,3
C61-A,226,Il disegno,3
C61-A,1661,"Cantiamo al Signore, grande nell’amore",3
C61-A,14,Alla Tua presenza,3
C61-A,1682,Benedetto sei Tu,3
C61-A,2152,Gustate e vedete,3
C61-A,152,Davanti a questo amore,3
C61-A,447,Symbolum ‘80 (Ma la tua Parola),3
C61-A,500,Pane di vita nuova,3
C61-A,2397,Misericordia sei,3
C61-A,1800,Ti ringrazio mio Signore,3
C61-A,2147,Danza la vita,3
C62-A,201,Frutto della nostra terra,68
C62-A,1898,Chiamati per nome,39
C62-A,423,Servo per amore,25
C62-A,137,Come Tu mi vuoi,21
C62-A,361,Popoli tutti acclamate,18
C62-A,217,Grandi cose,18
C62-A,1416,Ecco quel che abbiamo,18
C62-A,355,Pane del cielo,16
C62-A,136,Come Maria,15
C62-A,200,Fratello Sole e Sorella Luna,15
C62-A,231,Il Pane del Cammino,14
C62-A,2311,La vera vite,14
C62-A,434,Sono qui a lodarti (luce del mondo),13
C62-A,4,Acclamate al Signore,13
C62-A,150,Dall’aurora al tramonto,13
C62-A,1675,Symbolum ‘77,13
C62-A,325,Noi veniamo a Te,12
C62-A,1607,Cantate al Signore,12
C62-A,185,Eccomi,12
C62-A,5,Accogli i nostri doni,11
C62-A,1478,Servire è regnare,11
C62-A,1785,Pane di vita,11
C62-A,2147,Danza la vita,11
C62-A,414,Se m’accogli,10
C62-A,220,Guarda questa offerta,10
C62-A,1613,Come un prodigio,10
C62-A,378,Re di gloria,10
C62-A,1978,In Eterno Canterò,9
C62-A,236,Il Signore è la mia salvezza,9
C62-A,278,"Laudato sii, o mi Signore",9
C62-A,1639,Mi perdo nel tuo amore,9
C62-A,1396,Rimanete in me,9
C62-A,503,Lode al Nome Tuo,8
C62-A,1561,Adoro Te,8
C62-A,419,Segni del tuo amore,8
C62-A,1629,Ci inviti alla tua festa,7
C62-A,42,Alto e Glorioso Dio,7
C62-A,221,I cieli narrano,7
C62-A,453,Ti esalto Dio mio Re,7
C62-A,2294,Popoli tutti (versione 2),7
C62-A,1748,Benedetto Signore (Cerco solo Te),7
C62-A,486,Vieni e seguimi,7
C62-A,1667,Cosa Offrirti,7
C62-A,179,E sono solo un uomo,7
C62-A,1412,Invochiamo la Tua Presenza,6
C62-A,117,Cantiamo Te,6
C62-A,321,Noi canteremo gloria a Te,6
C62-A,494,Voglio cantare al Signor,6
C62-A,322,Noi con Te,6
C62-A,500,Pane di vita nuova,6
C62-A,451,"Te, al centro del mio cuore",6
C62-A,224,Il canto dell’amore,6
C62-A,1958,Resto con te,6
C62-A,134,Come fuoco vivo,6
C62-A,55,Annunceremo che Tu,6
C62-A,2015,Chiesa di Dio,5
C62-A,2050,"Alleluja, lodate il Signore",5
C62-A,370,Quale gioia,5
C62-A,88,Camminerò,5
C62-A,1662,Creati per te,5
C62-A,1715,Trasformi in Gesù,5
C62-A,467,Lodi all'altissimo (Tu sei Santo),5
C62-A,393,San Damiano,5
C62-A,1352,Abbracciami,5
C62-A,394,Santa Maria del cammino,5
C62-A,206,Giovane donna,5
C62-A,168,E' bello lodarti,4
C62-A,2364,Saldo è il mio cuore Dio,4
C62-A,1817,Venite applaudiamo al Signore  (Salmo 94),4
C62-A,464,Tu sarai profeta,4
C62-A,2144,E' il segno del tuo amore,4
C62-A,1986,Cristo speranza delle genti,4
C62-A,466,Tu sei,4
C62-A,492,Vivere la vita,4
C62-A,1664,Vero cibo è il tuo corpo,4
C62-A,478,Verbum Panis,4
C62-A,331,O Maestro (San Francesco),4
C62-A,1800,Ti ringrazio mio Signore,4
C62-A,2013,Madonna nera,4
C62-A,1,Abbà Misericordia,3
C62-A,2229,Chiamati per nome v2,3
C62-A,8,Acqua siamo noi,3
C62-A,337,Ogni mia parola,3
C62-A,1551,Cantiamo con gioia,3
C62-A,371,Quale gioia (è star con Te),3
C62-A,1455,Questa è la mia fede,3
C62-A,1654,Come unico Pane,3
C62-A,6,Accogli Signore i nostri doni,3
C62-A,1614,Come incenso,3
C62-A,82,Benedici il Signore,3
C62-A,1822,Il seme del tuo campo,3
C62-A,1665,Il nostro cuore offriamo a te,3
C62-A,57,"Antica, eterna danza",3
C62-A,298,Mani,3
C62-A,446,Symbolum ‘77 (v2),3
C62-A,1685,Corpo di Gesù,3
C62-A,1781,Gesù e la samaritana,3
C62-A,1657,Parla al mio cuore,3
C62-A,443,Su ali d’aquila,3
C62-A,2134,Dolce sentire (Fratello sole e sorella luna),3
C63-A,201,Frutto della nostra terra,57
C63-A,1898,Chiamati per nome,37
C63-A,423,Servo per amore,35
C63-A,1416,Ecco quel che abbiamo,26
C63-A,361,Popoli tutti acclamate,23
C63-A,234,Il Signore è il mio pastore,23
C63-A,88,Camminerò,19
C63-A,355,Pane del cielo,18
C63-A,1629,Ci inviti alla tua festa,15
C63-A,1478,Servire è regnare,15
C63-A,1352,Abbracciami,15
C63-A,4,Acclamate al Signore,14
C63-A,503,Lode al Nome Tuo,13
C63-A,83,Benedici o Signore,13
C63-A,414,Se m’accogli,12
C63-A,224,Il canto dell’amore,11
C63-A,419,Segni del tuo amore,10
C63-A,298,Mani,10
C63-A,1979,Alla tua mensa,10
C63-A,378,Re di gloria,10
C63-A,2147,Danza la vita,10
C63-A,434,Sono qui a lodarti (luce del mondo),9
C63-A,1412,Invochiamo la Tua Presenza,9
C63-A,278,"Laudato sii, o mi Signore",9
C63-A,382,Resta qui con noi,9
C63-A,117,Cantiamo Te,8
C63-A,2015,Chiesa di Dio,8
C63-A,1748,Benedetto Signore (Cerco solo Te),8
C63-A,322,Noi con Te,8
C63-A,451,"Te, al centro del mio cuore",8
C63-A,1675,Symbolum ‘77,8
C63-A,134,Come fuoco vivo,8
C63-A,2229,Chiamati per nome v2,7
C63-A,1607,Cantate al Signore,7
C63-A,185,Eccomi,7
C63-A,466,Tu sei,7
C63-A,150,Dall’aurora al tramonto,7
C63-A,1665,Il nostro cuore offriamo a te,7
C63-A,1649,Accogli Signore i nostri doni (v2),7
C63-A,137,Come Tu mi vuoi,7
C63-A,1379,Tutto è Possibile (Nuovi Orizzonti),7
C63-A,1752,Mi basta la tua grazia,7
C63-A,1986,Cristo speranza delle genti,6
C63-A,371,Quale gioia (è star con Te),6
C63-A,2225,Venite alla festa,6
C63-A,453,Ti esalto Dio mio Re,6
C63-A,217,Grandi cose,6
C63-A,220,Guarda questa offerta,6
C63-A,5,Accogli i nostri doni,6
C63-A,1667,Cosa Offrirti,6
C63-A,116,Canterò per Te,6
C63-A,200,Fratello Sole e Sorella Luna,6
C63-A,245,Insieme a Te,6
C63-A,303,"Maria, vogliamo amarti",6
C63-A,1551,Cantiamo con gioia,5
C63-A,231,Il Pane del Cammino,5
C63-A,1780,Vocazione,5
C63-A,2260,Fammi conoscere,5
C63-A,82,Benedici il Signore,5
C63-A,1900,Davanti a Te,5
C63-A,446,Symbolum ‘77 (v2),5
C63-A,133,Come è grande,5
C63-A,443,Su ali d’aquila,5
C63-A,1800,Ti ringrazio mio Signore,5
C63-A,325,Noi veniamo a Te,4
C63-A,2591,La Casa,4
C63-A,168,E' bello lodarti,4
C63-A,1575,Dio è amore,4
C63-A,1961,Facciamo festa,4
C63-A,221,I cieli narrano,4
C63-A,44,Alzati e risplendi,4
C63-A,321,Noi canteremo gloria a Te,4
C63-A,2217,Benedirò il Signore in ogni tempo,4
C63-A,188,Emmanuel,4
C63-A,236,Il Signore è la mia salvezza,4
C63-A,81,Benedetto Tu Signore,4
C63-A,6,Accogli Signore i nostri doni,4
C63-A,1884,Benedetto sei Tu Signore ,4
C63-A,57,"Antica, eterna danza",4
C63-A,136,Come Maria,4
C63-A,179,E sono solo un uomo,4
C63-A,500,Pane di vita nuova,4
C63-A,1659,Dammi i Tuoi Occhi,4
C63-A,52,Andate per le strade,4
C63-A,3,Acclamate a Dio,3
C63-A,2449,Al Signore canterò,3
C63-A,1811,Vieni dal Libano,3
C63-A,2187,Acclamiamo a Dio,3
C63-A,2100,Salve dolce Vergine,3
C63-A,42,Alto e Glorioso Dio,3
C63-A,2113,Con gioia veniamo a Te,3
C63-A,1561,Adoro Te,3
C63-A,126,Chi ci separerà,3
C63-A,73,Beati quelli che ascoltano,3
C63-A,492,Vivere la vita,3
C63-A,370,Quale gioia,3
C63-A,2294,Popoli tutti (versione 2),3
C63-A,1815,Cantate inni a Dio,3
C63-A,415,Se qualcuno ha dei beni,3
C63-A,2218,I frutti che ci dai,3
C63-A,2060,Dove la carità è vera,3
C63-A,1396,Rimanete in me,3
C63-A,1927,Sei fuoco e vento,3
C63-A,1639,Mi perdo nel tuo amore,3
C63-A,1664,Vero cibo è il tuo corpo,3
C63-A,1785,Pane di vita,3
C63-A,2528,Hai dato un cibo ,3
C63-A,246,Insieme è più bello,3
C63-A,1880,E la strada si apre,3
C63-A,1908,Luce,3
C63-A,1619,Come ti ama Dio,3
C63-A,394,Santa Maria del cammino,3
C63-A,1929,A te vorrei dire,3
C63-A,2078,Madre fiducia nostra,3
C64-A,201,Frutto della nostra terra,44
C64-A,423,Servo per amore,42
C64-A,1898,Chiamati per nome,36
C64-A,137,Come Tu mi vuoi,34
C64-A,1416,Ecco quel che abbiamo,23
C64-A,361,Popoli tutti acclamate,22
C64-A,5,Accogli i nostri doni,21
C64-A,451,"Te, al centro del mio cuore",21
C64-A,419,Segni del tuo amore,18
C64-A,1412,Invochiamo la Tua Presenza,17
C64-A,52,Andate per le strade,16
C64-A,224,Il canto dell’amore,14
C64-A,1352,Abbracciami,14
C64-A,260,Jesus Christ you are my life,14
C64-A,1607,Cantate al Signore,13
C64-A,88,Camminerò,13
C64-A,83,Benedici o Signore,12
C64-A,1478,Servire è regnare,12
C64-A,117,Cantiamo Te,11
C64-A,355,Pane del cielo,11
C64-A,434,Sono qui a lodarti (luce del mondo),10
C64-A,503,Lode al Nome Tuo,10
C64-A,414,Se m’accogli,10
C64-A,42,Alto e Glorioso Dio,10
C64-A,298,Mani,10
C64-A,378,Re di gloria,10
C64-A,2591,La Casa,9
C64-A,221,I cieli narrano,9
C64-A,492,Vivere la vita,8
C64-A,82,Benedici il Signore,8
C64-A,220,Guarda questa offerta,8
C64-A,443,Su ali d’aquila,8
C64-A,1561,Adoro Te,7
C64-A,466,Tu sei,7
C64-A,76,Beatitudine (La preghiera di Gesù è la nostra),7
C64-A,134,Come fuoco vivo,7
C64-A,1619,Come ti ama Dio,7
C64-A,1575,Dio è amore,6
C64-A,150,Dall’aurora al tramonto,6
C64-A,1629,Ci inviti alla tua festa,6
C64-A,217,Grandi cose,6
C64-A,494,Voglio cantare al Signor,6
C64-A,2311,La vera vite,6
C64-A,279,Le mani alzate,6
C64-A,136,Come Maria,6
C64-A,200,Fratello Sole e Sorella Luna,6
C64-A,245,Insieme a Te,6
C64-A,1785,Pane di vita,6
C64-A,394,Santa Maria del cammino,6
C64-A,2147,Danza la vita,6
C64-A,2015,Chiesa di Dio,5
C64-A,4,Acclamate al Signore,5
C64-A,27,"Alleluia, cantate al Signore",5
C64-A,2294,Popoli tutti (versione 2),5
C64-A,1748,Benedetto Signore (Cerco solo Te),5
C64-A,453,Ti esalto Dio mio Re,5
C64-A,2174,Quelli che amano te,5
C64-A,380,Resta Accanto a me,5
C64-A,1961,Facciamo festa,4
C64-A,2229,Chiamati per nome v2,4
C64-A,1919,Festa con Te,4
C64-A,1946,Aprite le porte a Cristo,4
C64-A,168,E' bello lodarti,4
C64-A,8,Acqua siamo noi,4
C64-A,497,Voi siete di Dio,4
C64-A,1545,Acclamate al Signore,4
C64-A,236,Il Signore è la mia salvezza,4
C64-A,486,Vieni e seguimi,4
C64-A,1667,Cosa Offrirti,4
C64-A,316,Nel Tuo silenzio,4
C64-A,478,Verbum Panis,4
C64-A,179,E sono solo un uomo,4
C64-A,500,Pane di vita nuova,4
C64-A,1675,Symbolum ‘77,4
C64-A,147,Custodiscimi,4
C64-A,1880,E la strada si apre,4
C64-A,480,Vi amo così,4
C64-A,337,Ogni mia parola,3
C64-A,325,Noi veniamo a Te,3
C64-A,327,Nostalgia d’una sorgente,3
C64-A,2050,"Alleluja, lodate il Signore",3
C64-A,3,Acclamate a Dio,3
