id_liturgia,id_canti,titolo,cnt
C65-B,217,Grandi cose,31
C65-B,117,Cantiamo Te,12
C65-B,137,Come Tu mi vuoi,8
C65-B,1619,Come ti ama Dio,8
C65-B,1542,Ecco quel che abbiamo (v2),7
C65-B,1416,Ecco quel che abbiamo,7
C65-B,434,Sono qui a lodarti (luce del mondo),6
C65-B,220,Guarda questa offerta,6
C65-B,81,Benedetto Tu Signore,6
C65-B,226,Il disegno,5
C65-B,236,Il Signore è la mia salvezza,5
C65-B,423,Servo per amore,5
C65-B,201,Frutto della nostra terra,5
C65-B,1715,Trasformi in Gesù,5
C65-B,451,"Te, al centro del mio cuore",5
C65-B,1785,Pane di vita,5
C65-B,152,Davanti a questo amore,5
C65-B,1352,Abbracciami,5
C65-B,1752,Mi basta la tua grazia,5
C65-B,4,Acclamate al Signore,4
C65-B,185,Eccomi,4
C65-B,337,Ogni mia parola,4
C65-B,1898,Chiamati per nome,4
C65-B,414,Se m’accogli,4
C65-B,361,Popoli tutti acclamate,4
C65-B,486,Vieni e seguimi,4
C65-B,1478,Servire è regnare,4
C65-B,1567,Apri i miei occhi Signore,3
C65-B,371,Quale gioia (è star con Te),3
C65-B,5,Accogli i nostri doni,3
C65-B,1682,Benedetto sei Tu,3
C65-B,432,Silenzioso Dio,3
C65-B,500,Pane di vita nuova,3
C65-B,116,Canterò per Te,3
C65-B,1396,Rimanete in me,3
C65-B,224,Il canto dell’amore,3
C65-B,1640,"Sei Tu, Signore",3
C65-B,254,Io sarò con Te,3
C65-B,355,Pane del cielo,3
C65-B,52,Andate per le strade,3
C79-B,1745,Beati voi,25
C79-B,1979,Alla tua mensa,7
C79-B,1427,Camminiamo sulla strada,6
C79-B,221,I cieli narrano,6
C79-B,361,Popoli tutti acclamate,6
C79-B,201,Frutto della nostra terra,5
C79-B,1416,Ecco quel che abbiamo,5
C79-B,137,Come Tu mi vuoi,5
C79-B,224,Il canto dell’amore,5
C79-B,42,Alto e Glorioso Dio,4
C79-B,226,Il disegno,4
C79-B,83,Benedici o Signore,4
C79-B,414,Se m’accogli,3
C79-B,370,Quale gioia,3
C79-B,217,Grandi cose,3
C79-B,423,Servo per amore,3
C79-B,5,Accogli i nostri doni,3
C79-B,1635,Accogli nella tua bontà,3
C79-B,76,Beatitudine (La preghiera di Gesù è la nostra),3
C79-B,1352,Abbracciami,3
C79-B,500,Pane di vita nuova,3
C79-B,1379,Tutto è Possibile (Nuovi Orizzonti),3
C79-B,134,Come fuoco vivo,3
C81-B,1675,Symbolum ‘77,7
C81-B,82,Benedici il Signore,4
C81-B,185,Eccomi,3
C81-B,42,Alto e Glorioso Dio,3
C81-B,1561,Adoro Te,3
C81-B,236,Il Signore è la mia salvezza,3
C81-B,368,Prendi la mia vita,3
C81-B,1619,Come ti ama Dio,3
C81-B,394,Santa Maria del cammino,3
C82-B,1675,Symbolum ‘77,7
C82-B,82,Benedici il Signore,4
C82-B,185,Eccomi,3
C82-B,42,Alto e Glorioso Dio,3
C82-B,1561,Adoro Te,3
C82-B,236,Il Signore è la mia salvezza,3
C82-B,368,Prendi la mia vita,3
C82-B,1619,Come ti ama Dio,3
C82-B,394,Santa Maria del cammino,3
C80-B,1675,Symbolum ‘77,7
C80-B,82,Benedici il Signore,4
C80-B,185,Eccomi,3
C80-B,42,Alto e Glorioso Dio,3
C80-B,1561,Adoro Te,3
C80-B,236,Il Signore è la mia salvezza,3
C80-B,368,Prendi la mia vita,3
C80-B,1619,Come ti ama Dio,3
C80-B,394,Santa Maria del cammino,3
C66-B,376,Questo è il mio comandamento,9
C66-B,1619,Come ti ama Dio,9
C66-B,414,Se m’accogli,8
C66-B,201,Frutto della nostra terra,8
C66-B,1745,Beati voi,7
C66-B,236,Il Signore è la mia salvezza,7
C66-B,83,Benedici o Signore,7
C66-B,451,"Te, al centro del mio cuore",7
C66-B,117,Cantiamo Te,6
C66-B,217,Grandi cose,6
C66-B,1667,Cosa Offrirti,6
C66-B,130,Col Tuo amor,6
C66-B,434,Sono qui a lodarti (luce del mondo),5
C66-B,1665,Il nostro cuore offriamo a te,5
C66-B,443,Su ali d’aquila,5
C66-B,42,Alto e Glorioso Dio,4
C66-B,1561,Adoro Te,4
C66-B,361,Popoli tutti acclamate,4
C66-B,423,Servo per amore,4
C66-B,5,Accogli i nostri doni,4
C66-B,48,Amatevi fratelli,4
C66-B,337,Ogni mia parola,3
C66-B,466,Tu sei,3
C66-B,370,Quale gioia,3
C66-B,1416,Ecco quel che abbiamo,3
C66-B,1542,Ecco quel che abbiamo (v2),3
C66-B,136,Come Maria,3
C66-B,240,In comunione,3
C66-B,467,Lodi all'altissimo (Tu sei Santo),3
C66-B,1675,Symbolum ‘77,3
C83-B,1780,Vocazione,4
C67-B,201,Frutto della nostra terra,16
C67-B,236,Il Signore è la mia salvezza,9
C67-B,137,Come Tu mi vuoi,9
C67-B,423,Servo per amore,8
C67-B,1416,Ecco quel che abbiamo,8
C67-B,414,Se m’accogli,7
C67-B,231,Il Pane del Cammino,7
C67-B,1745,Beati voi,7
C67-B,361,Popoli tutti acclamate,7
C67-B,1352,Abbracciami,7
C67-B,1713,"Ti ringrazio, o mio Signore",7
C67-B,5,Accogli i nostri doni,6
C67-B,1542,Ecco quel che abbiamo (v2),6
C67-B,325,Noi veniamo a Te,5
C67-B,1575,Dio è amore,5
C67-B,434,Sono qui a lodarti (luce del mondo),5
C67-B,1986,Cristo speranza delle genti,5
C67-B,150,Dall’aurora al tramonto,5
C67-B,1748,Benedetto Signore (Cerco solo Te),5
C67-B,376,Questo è il mio comandamento,5
C67-B,1675,Symbolum ‘77,5
C67-B,1898,Chiamati per nome,4
C67-B,88,Camminerò,4
C67-B,486,Vieni e seguimi,4
C67-B,217,Grandi cose,4
C67-B,453,Ti esalto Dio mio Re,4
C67-B,419,Segni del tuo amore,4
C67-B,1667,Cosa Offrirti,4
C67-B,81,Benedetto Tu Signore,4
C67-B,278,"Laudato sii, o mi Signore",4
C67-B,224,Il canto dell’amore,4
C67-B,4,Acclamate al Signore,3
C67-B,168,E' bello lodarti,3
C67-B,1587,La mia preghiera elevo a Te,3
C67-B,117,Cantiamo Te,3
C67-B,126,Chi ci separerà,3
C67-B,321,Noi canteremo gloria a Te,3
C67-B,6,Accogli Signore i nostri doni,3
C67-B,1665,Il nostro cuore offriamo a te,3
C67-B,83,Benedici o Signore,3
C67-B,478,Verbum Panis,3
C67-B,451,"Te, al centro del mio cuore",3
C67-B,1958,Resto con te,3
C67-B,76,Beatitudine (La preghiera di Gesù è la nostra),3
C67-B,1554,Emmanuel tu sei,3
C67-B,152,Davanti a questo amore,3
C67-B,1382,Dio grande Dio,3
C67-B,1619,Come ti ama Dio,3
C67-B,134,Come fuoco vivo,3
C68-B,1416,Ecco quel che abbiamo,18
C68-B,361,Popoli tutti acclamate,17
C68-B,434,Sono qui a lodarti (luce del mondo),13
C68-B,201,Frutto della nostra terra,11
C68-B,6,Accogli Signore i nostri doni,8
C68-B,206,Giovane donna,7
C68-B,293,Lui verrà e ti salverà,6
C68-B,236,Il Signore è la mia salvezza,6
C68-B,1639,Mi perdo nel tuo amore,6
C68-B,337,Ogni mia parola,5
C68-B,88,Camminerò,5
C68-B,423,Servo per amore,5
C68-B,1542,Ecco quel che abbiamo (v2),5
C68-B,1715,Trasformi in Gesù,5
C68-B,1665,Il nostro cuore offriamo a te,5
C68-B,1619,Come ti ama Dio,5
C68-B,185,Eccomi,4
C68-B,414,Se m’accogli,4
C68-B,506,Voi siete di Dio (v2),4
C68-B,1561,Adoro Te,4
C68-B,14,Alla Tua presenza,4
C68-B,285,Lodate Dio,4
C68-B,1667,Cosa Offrirti,4
C68-B,1685,Corpo di Gesù,4
C68-B,500,Pane di vita nuova,4
C68-B,147,Custodiscimi,4
C68-B,378,Re di gloria,4
C68-B,1919,Festa con Te,3
C68-B,4,Acclamate al Signore,3
C68-B,1567,Apri i miei occhi Signore,3
C68-B,1898,Chiamati per nome,3
C68-B,497,Voi siete di Dio,3
C68-B,466,Tu sei,3
C68-B,1780,Vocazione,3
C68-B,226,Il disegno,3
C68-B,371,Quale gioia (è star con Te),3
C68-B,217,Grandi cose,3
C68-B,5,Accogli i nostri doni,3
C68-B,1884,Benedetto sei Tu Signore ,3
C68-B,419,Segni del tuo amore,3
C68-B,1900,Davanti a Te,3
C68-B,1822,Il seme del tuo campo,3
C68-B,137,Come Tu mi vuoi,3
C68-B,451,"Te, al centro del mio cuore",3
C68-B,1352,Abbracciami,3
C68-B,411,Scusa Signore,3
C68-B,134,Come fuoco vivo,3
C69-B,378,Re di gloria,33
C69-B,361,Popoli tutti acclamate,11
C69-B,453,Ti esalto Dio mio Re,11
C69-B,467,Lodi all'altissimo (Tu sei Santo),11
C69-B,5,Accogli i nostri doni,10
C69-B,201,Frutto della nostra terra,9
C69-B,137,Come Tu mi vuoi,9
C69-B,434,Sono qui a lodarti (luce del mondo),7
C69-B,1416,Ecco quel che abbiamo,7
C69-B,1412,Invochiamo la Tua Presenza,6
C69-B,8,Acqua siamo noi,6
C69-B,217,Grandi cose,6
C69-B,423,Servo per amore,6
C69-B,6,Accogli Signore i nostri doni,6
C69-B,419,Segni del tuo amore,5
C69-B,117,Cantiamo Te,4
C69-B,44,Alzati e risplendi,4
C69-B,1667,Cosa Offrirti,4
C69-B,1707,Tu sei Re,3
C69-B,1542,Ecco quel che abbiamo (v2),3
C69-B,1665,Il nostro cuore offriamo a te,3
C69-B,1884,Benedetto sei Tu Signore ,3
C69-B,1715,Trasformi in Gesù,3
C69-B,152,Davanti a questo amore,3
C69-B,297,Magnificat ’86,3
C69-B,500,Pane di vita nuova,3
C69-B,260,Jesus Christ you are my life,3
C69-B,116,Canterò per Te,3
C69-B,355,Pane del cielo,3
C69-B,1578,Gioisci figlia di Sion,3
C1-B,293,Lui verrà e ti salverà,15
C1-B,1725,Innalziamo lo sguardo,13
C1-B,300,"Maranathà, Vieni Signor",12
C1-B,83,Benedici o Signore,8
C1-B,201,Frutto della nostra terra,8
C1-B,136,Come Maria,8
C1-B,419,Segni del tuo amore,7
C1-B,160,Dio s’è fatto come noi,7
C1-B,1780,Vocazione,6
C1-B,150,Dall’aurora al tramonto,6
C1-B,137,Come Tu mi vuoi,6
C1-B,1598,"Vieni Gesù, Maranathà",5
C1-B,1726,Prepariamo la via al Signore,5
C1-B,5,Accogli i nostri doni,5
C1-B,1416,Ecco quel che abbiamo,5
C1-B,1352,Abbracciami,5
C1-B,1785,Pane di vita,5
C1-B,302,"Maria, tu che hai atteso",5
C1-B,206,Giovane donna,5
C1-B,1679,Dal tronco di Jesse,4
C1-B,185,Eccomi,4
C1-B,1704,Il Signore è vicino,4
C1-B,1661,"Cantiamo al Signore, grande nell’amore",4
C1-B,1748,Benedetto Signore (Cerco solo Te),4
C1-B,1478,Servire è regnare,4
C1-B,1862,Non Temere,4
C1-B,445,Svegliati o Sion,4
C1-B,27,"Alleluia, cantate al Signore",3
C1-B,135,Come l’aurora verrai,3
C1-B,492,Vivere la vita,3
C1-B,1662,Creati per te,3
C1-B,88,Camminerò,3
C1-B,236,Il Signore è la mia salvezza,3
C1-B,224,Il canto dell’amore,3
C1-B,451,"Te, al centro del mio cuore",3
C1-B,1640,"Sei Tu, Signore",3
C1-B,443,Su ali d’aquila,3
C1-B,1379,Tutto è Possibile (Nuovi Orizzonti),3
C1-B,1357,A Natale puoi,3
C2-B,136,Come Maria,34
C2-B,206,Giovane donna,24
C2-B,423,Servo per amore,22
C2-B,1780,Vocazione,7
C2-B,303,"Maria, vogliamo amarti",7
C2-B,226,Il disegno,6
C2-B,201,Frutto della nostra terra,6
C2-B,205,Gioisci Figlia di Sion,6
C2-B,221,I cieli narrano,5
C2-B,1993,Maria (Quando l'amor),4
C2-B,1862,Non Temere,4
C2-B,394,Santa Maria del cammino,4
C2-B,1726,Prepariamo la via al Signore,3
C2-B,27,"Alleluia, cantate al Signore",3
C2-B,492,Vivere la vita,3
C2-B,81,Benedetto Tu Signore,3
C2-B,297,Magnificat ’86,3
C2-B,1685,Corpo di Gesù,3
C2-B,137,Come Tu mi vuoi,3
C2-B,1352,Abbracciami,3
C2-B,1997,"Dio con noi, Emmanuel",3
C2-B,467,Lodi all'altissimo (Tu sei Santo),3
C2-B,478,Verbum Panis,3
C2-B,1642,Salve Regina [Latino],3
C84-B,136,Come Maria,34
C84-B,206,Giovane donna,24
C84-B,423,Servo per amore,22
C84-B,1780,Vocazione,7
C84-B,303,"Maria, vogliamo amarti",7
C84-B,226,Il disegno,6
C84-B,201,Frutto della nostra terra,6
C84-B,205,Gioisci Figlia di Sion,6
C84-B,221,I cieli narrano,5
C84-B,1993,Maria (Quando l'amor),4
C84-B,1862,Non Temere,4
C84-B,394,Santa Maria del cammino,4
C84-B,1726,Prepariamo la via al Signore,3
C84-B,27,"Alleluia, cantate al Signore",3
C84-B,492,Vivere la vita,3
C84-B,81,Benedetto Tu Signore,3
C84-B,297,Magnificat ’86,3
C84-B,1685,Corpo di Gesù,3
C84-B,137,Come Tu mi vuoi,3
C84-B,1352,Abbracciami,3
C84-B,1997,"Dio con noi, Emmanuel",3
C84-B,467,Lodi all'altissimo (Tu sei Santo),3
C84-B,478,Verbum Panis,3
C84-B,1642,Salve Regina [Latino],3
C3-B,300,"Maranathà, Vieni Signor",11
C3-B,44,Alzati e risplendi,11
C3-B,201,Frutto della nostra terra,11
C3-B,464,Tu sarai profeta,9
C3-B,339,Ora è tempo di gioia,9
C3-B,414,Se m’accogli,8
C3-B,434,Sono qui a lodarti (luce del mondo),7
C3-B,1680,Tutta la terra attende,7
C3-B,83,Benedici o Signore,7
C3-B,1704,Il Signore è vicino,6
C3-B,282,Lo Spirito del Signore,6
C3-B,419,Segni del tuo amore,6
C3-B,443,Su ali d’aquila,6
C3-B,2002,Maranathà,5
C3-B,221,I cieli narrano,5
C3-B,236,Il Signore è la mia salvezza,5
C3-B,179,E sono solo un uomo,5
C3-B,478,Verbum Panis,5
C3-B,1578,Gioisci figlia di Sion,5
C3-B,1726,Prepariamo la via al Signore,4
C3-B,1551,Cantiamo con gioia,4
C3-B,150,Dall’aurora al tramonto,4
C3-B,2003,Giovanni,4
C3-B,293,Lui verrà e ti salverà,4
C3-B,217,Grandi cose,4
C3-B,377,Rallegriamoci,4
C3-B,355,Pane del cielo,4
C3-B,1862,Non Temere,4
C3-B,465,Tu scendi dalle stelle,4
C3-B,249,"Io credo, risorgerò",3
C3-B,337,Ogni mia parola,3
C3-B,1383,Nel nome del Padre,3
C3-B,64,Astro del ciel,3
C3-B,1561,Adoro Te,3
C3-B,135,Come l’aurora verrai,3
C3-B,1635,Accogli nella tua bontà,3
C3-B,1416,Ecco quel che abbiamo,3
C3-B,160,Dio s’è fatto come noi,3
C3-B,462,Ti seguirò,3
C3-B,224,Il canto dell’amore,3
C3-B,1664,Vero cibo è il tuo corpo,3
C3-B,1958,Resto con te,3
C3-B,1554,Emmanuel tu sei,3
C3-B,1913,Tornerà il Signor,3
C3-B,1548,Benedici,3
C3-B,206,Giovane donna,3
C4-B,64,Astro del ciel,22
C4-B,465,Tu scendi dalle stelle,17
C4-B,201,Frutto della nostra terra,12
C4-B,474,Venite fedeli,9
C4-B,241,In notte placida,8
C4-B,11,Adeste Fideles,7
C4-B,414,Se m’accogli,7
C4-B,316,Nel Tuo silenzio,7
C4-B,297,Magnificat ’86,7
C4-B,1725,Innalziamo lo sguardo,6
C4-B,300,"Maranathà, Vieni Signor",6
C4-B,185,Eccomi,6
C4-B,44,Alzati e risplendi,6
C4-B,5,Accogli i nostri doni,6
C4-B,1416,Ecco quel che abbiamo,6
C4-B,1635,Accogli nella tua bontà,6
C4-B,160,Dio s’è fatto come noi,6
C4-B,1704,Il Signore è vicino,5
C4-B,136,Come Maria,5
C4-B,1752,Mi basta la tua grazia,5
C4-B,337,Ogni mia parola,4
C4-B,1598,"Vieni Gesù, Maranathà",4
C4-B,1726,Prepariamo la via al Signore,4
C4-B,2009,Camminiamo incontro al Signore,4
C4-B,221,I cieli narrano,4
C4-B,293,Lui verrà e ti salverà,4
C4-B,188,Emmanuel,4
C4-B,377,Rallegriamoci,4
C4-B,82,Benedici il Signore,4
C4-B,419,Segni del tuo amore,4
C4-B,57,"Antica, eterna danza",4
C4-B,478,Verbum Panis,4
C4-B,137,Come Tu mi vuoi,4
C4-B,1554,Emmanuel tu sei,4
C4-B,206,Giovane donna,4
C4-B,445,Svegliati o Sion,4
C4-B,10,Adesso è la pienezza,3
C4-B,434,Sono qui a lodarti (luce del mondo),3
C4-B,150,Dall’aurora al tramonto,3
C4-B,6,Accogli Signore i nostri doni,3
C4-B,302,"Maria, tu che hai atteso",3
C8-B,474,Venite fedeli,53
C8-B,64,Astro del ciel,44
C8-B,465,Tu scendi dalle stelle,44
C8-B,11,Adeste Fideles,17
C8-B,478,Verbum Panis,17
C8-B,201,Frutto della nostra terra,8
C8-B,10,Adesso è la pienezza,7
C8-B,241,In notte placida,7
C8-B,221,I cieli narrano,5
C8-B,419,Segni del tuo amore,5
C8-B,1543,Nato per noi,4
C8-B,377,Rallegriamoci,4
C8-B,1944,Luce che sorgi nella notte,3
C8-B,1665,Il nostro cuore offriamo a te,3
C8-B,1416,Ecco quel che abbiamo,3
C8-B,136,Come Maria,3
C8-B,451,"Te, al centro del mio cuore",3
C8-B,160,Dio s’è fatto come noi,3
C9-B,64,Astro del ciel,66
C9-B,474,Venite fedeli,47
C9-B,465,Tu scendi dalle stelle,27
C9-B,11,Adeste Fideles,18
C9-B,160,Dio s’è fatto come noi,14
C9-B,241,In notte placida,13
C9-B,1554,Emmanuel tu sei,10
C9-B,478,Verbum Panis,9
C9-B,1667,Cosa Offrirti,7
C9-B,6,Accogli Signore i nostri doni,5
C9-B,10,Adesso è la pienezza,4
C9-B,377,Rallegriamoci,4
C9-B,423,Servo per amore,4
C9-B,201,Frutto della nostra terra,4
C9-B,1898,Chiamati per nome,3
C9-B,503,Lode al Nome Tuo,3
C9-B,1811,Vieni dal Libano,3
C9-B,414,Se m’accogli,3
C9-B,1543,Nato per noi,3
C9-B,221,I cieli narrano,3
C9-B,136,Come Maria,3
C9-B,355,Pane del cielo,3
C9-B,1997,"Dio con noi, Emmanuel",3
C9-B,258,Io vedo la Tua luce,3
C9-B,206,Giovane donna,3
C10-C,474,Venite fedeli,27
C10-C,64,Astro del ciel,18
C10-C,136,Come Maria,18
C10-C,465,Tu scendi dalle stelle,8
C10-C,1554,Emmanuel tu sei,7
C10-C,11,Adeste Fideles,6
C10-C,241,In notte placida,5
C10-C,2024,Venite fedeli (v2),4
C10-C,1561,Adoro Te,4
C10-C,297,Magnificat ’86,4
C10-C,478,Verbum Panis,4
C10-C,292,Luce di verità,3
C10-C,434,Sono qui a lodarti (luce del mondo),3
C10-C,160,Dio s’è fatto come noi,3
C12-C,474,Venite fedeli,30
C12-C,64,Astro del ciel,27
C12-C,465,Tu scendi dalle stelle,25
C12-C,44,Alzati e risplendi,21
C12-C,11,Adeste Fideles,11
C12-C,241,In notte placida,9
C12-C,258,Io vedo la Tua luce,8
C12-C,201,Frutto della nostra terra,7
C12-C,221,I cieli narrano,6
C12-C,361,Popoli tutti acclamate,6
C12-C,1554,Emmanuel tu sei,6
C12-C,1944,Luce che sorgi nella notte,5
C12-C,10,Adesso è la pienezza,5
C12-C,434,Sono qui a lodarti (luce del mondo),4
C12-C,419,Segni del tuo amore,4
C12-C,200,Fratello Sole e Sorella Luna,4
C12-C,242,In principio,3
C12-C,414,Se m’accogli,3
C12-C,217,Grandi cose,3
C12-C,377,Rallegriamoci,3
C12-C,1774,"Laudato sii, Signore mio (Canto della Creazione)",3
C12-C,478,Verbum Panis,3
C12-C,160,Dio s’è fatto come noi,3
C12-C,1642,Salve Regina [Latino],3
C13-C,201,Frutto della nostra terra,18
C13-C,1412,Invochiamo la Tua Presenza,16
C13-C,82,Benedici il Signore,12
C13-C,282,Lo Spirito del Signore,9
C13-C,221,I cieli narrano,8
C13-C,1629,Ci inviti alla tua festa,7
C13-C,503,Lode al Nome Tuo,6
C13-C,478,Verbum Panis,6
C13-C,83,Benedici o Signore,5
C13-C,465,Tu scendi dalle stelle,5
C13-C,337,Ogni mia parola,4
C13-C,474,Venite fedeli,4
C13-C,434,Sono qui a lodarti (luce del mondo),4
C13-C,64,Astro del ciel,4
C13-C,423,Servo per amore,4
C13-C,1352,Abbracciami,4
C13-C,8,Acqua siamo noi,3
C13-C,466,Tu sei,3
C13-C,361,Popoli tutti acclamate,3
C13-C,88,Camminerò,3
C13-C,5,Accogli i nostri doni,3
C13-C,1675,Symbolum ‘77,3
C13-C,1558,Le tue meraviglie,3
C13-C,500,Pane di vita nuova,3
C13-C,1619,Come ti ama Dio,3
C37-C,1966,Nozze a Cana,15
C37-C,201,Frutto della nostra terra,13
C37-C,451,"Te, al centro del mio cuore",11
C37-C,453,Ti esalto Dio mio Re,9
C37-C,83,Benedici o Signore,9
C37-C,1416,Ecco quel che abbiamo,9
C37-C,361,Popoli tutti acclamate,8
C37-C,117,Cantiamo Te,7
C37-C,434,Sono qui a lodarti (luce del mondo),7
C37-C,419,Segni del tuo amore,7
C37-C,224,Il canto dell’amore,6
C37-C,503,Lode al Nome Tuo,5
C37-C,414,Se m’accogli,5
C37-C,423,Servo per amore,5
C37-C,411,Scusa Signore,5
C37-C,1352,Abbracciami,5
C37-C,1898,Chiamati per nome,4
C37-C,231,Il Pane del Cammino,4
C37-C,322,Noi con Te,4
C37-C,1665,Il nostro cuore offriamo a te,4
C37-C,457,Ti offriamo,4
C37-C,76,Beatitudine (La preghiera di Gesù è la nostra),4
C37-C,260,Jesus Christ you are my life,4
C37-C,1979,Alla tua mensa,4
C37-C,1639,Mi perdo nel tuo amore,4
C37-C,478,Verbum Panis,4
C37-C,4,Acclamate al Signore,3
C37-C,1412,Invochiamo la Tua Presenza,3
C37-C,337,Ogni mia parola,3
C37-C,1629,Ci inviti alla tua festa,3
C37-C,5,Accogli i nostri doni,3
C37-C,1478,Servire è regnare,3
C37-C,355,Pane del cielo,3
C37-C,1800,Ti ringrazio mio Signore,3
C37-C,331,O Maestro (San Francesco),3
C37-C,380,Resta Accanto a me,3
C38-C,282,Lo Spirito del Signore,34
C38-C,337,Ogni mia parola,21
C38-C,201,Frutto della nostra terra,17
C38-C,1416,Ecco quel che abbiamo,11
C38-C,117,Cantiamo Te,8
C38-C,1662,Creati per te,7
C38-C,1352,Abbracciami,7
C38-C,1785,Pane di vita,7
C38-C,1629,Ci inviti alla tua festa,6
C38-C,217,Grandi cose,6
C38-C,5,Accogli i nostri doni,6
C38-C,83,Benedici o Signore,6
C38-C,1943,Vieni o Spirito Creatore,5
C38-C,423,Servo per amore,5
C38-C,434,Sono qui a lodarti (luce del mondo),4
C38-C,1412,Invochiamo la Tua Presenza,4
C38-C,1898,Chiamati per nome,4
C38-C,361,Popoli tutti acclamate,4
C38-C,1882,"Alleluia, è risorto il Signor",4
C38-C,1665,Il nostro cuore offriamo a te,4
C38-C,1715,Trasformi in Gesù,4
C38-C,1542,Ecco quel che abbiamo (v2),4
C38-C,331,O Maestro (San Francesco),4
C38-C,503,Lode al Nome Tuo,3
C38-C,414,Se m’accogli,3
C38-C,464,Tu sarai profeta,3
C38-C,231,Il Pane del Cammino,3
C38-C,506,Voi siete di Dio (v2),3
C38-C,1780,Vocazione,3
C38-C,88,Camminerò,3
C38-C,1667,Cosa Offrirti,3
C38-C,6,Accogli Signore i nostri doni,3
C38-C,1884,Benedetto sei Tu Signore ,3
C38-C,133,Come è grande,3
C38-C,116,Canterò per Te,3
C38-C,260,Jesus Christ you are my life,3
C38-C,355,Pane del cielo,3
C38-C,1600,Fratello Sole e Sorella Luna (semplificata),3
C38-C,1675,Symbolum ‘77,3
C70-C,434,Sono qui a lodarti (luce del mondo),10
C70-C,1561,Adoro Te,5
C70-C,235,Il Signore è la Luce,5
C70-C,1817,Venite applaudiamo al Signore  (Salmo 94),4
C70-C,236,Il Signore è la mia salvezza,4
C70-C,423,Servo per amore,4
C70-C,137,Come Tu mi vuoi,4
C70-C,378,Re di gloria,4
C70-C,1669,Io vengo a Te,3
C70-C,500,Pane di vita nuova,3
C70-C,1558,Le tue meraviglie,3
C70-C,1908,Luce,3
C70-C,382,Resta qui con noi,3
C40-C,423,Servo per amore,47
C40-C,201,Frutto della nostra terra,28
C40-C,486,Vieni e seguimi,19
C40-C,1898,Chiamati per nome,10
C40-C,493,Vocazione (v2),9
C40-C,137,Come Tu mi vuoi,9
C40-C,1780,Vocazione,8
C40-C,361,Popoli tutti acclamate,8
C40-C,444,Sulla Tua parola (Pietro vai),8
C40-C,1958,Resto con te,8
C40-C,185,Eccomi,7
C40-C,1478,Servire è regnare,7
C40-C,503,Lode al Nome Tuo,6
C40-C,492,Vivere la vita,6
C40-C,494,Voglio cantare al Signor,6
C40-C,217,Grandi cose,6
C40-C,355,Pane del cielo,6
C40-C,414,Se m’accogli,5
C40-C,1667,Cosa Offrirti,5
C40-C,1785,Pane di vita,5
C40-C,451,"Te, al centro del mio cuore",5
C40-C,443,Su ali d’aquila,5
C40-C,1817,Venite applaudiamo al Signore  (Salmo 94),4
C40-C,1961,Facciamo festa,4
C40-C,1924,Nella Chiesa del Signore,4
C40-C,337,Ogni mia parola,4
C40-C,5,Accogli i nostri doni,4
C40-C,1416,Ecco quel che abbiamo,4
C40-C,500,Pane di vita nuova,4
C40-C,55,Annunceremo che Tu,4
C40-C,117,Cantiamo Te,3
C40-C,321,Noi canteremo gloria a Te,3
C40-C,6,Accogli Signore i nostri doni,3
C40-C,220,Guarda questa offerta,3
C40-C,1352,Abbracciami,3
C40-C,1675,Symbolum ‘77,3
C40-C,394,Santa Maria del cammino,3
C40-C,1892,Signora della pace,3
C41-C,1745,Beati voi,27
C41-C,201,Frutto della nostra terra,15
C41-C,1416,Ecco quel che abbiamo,12
C41-C,1958,Resto con te,12
C41-C,494,Voglio cantare al Signor,11
C41-C,76,Beatitudine (La preghiera di Gesù è la nostra),9
C41-C,1776,Osanna,8
C41-C,361,Popoli tutti acclamate,7
C41-C,5,Accogli i nostri doni,7
C41-C,451,"Te, al centro del mio cuore",7
C41-C,117,Cantiamo Te,6
C41-C,1785,Pane di vita,6
C41-C,1993,Maria (Quando l'amor),5
C41-C,137,Come Tu mi vuoi,5
C41-C,337,Ogni mia parola,4
C41-C,2048,Beati voi,4
C41-C,1766,Io con voi,4
C41-C,83,Benedici o Signore,4
C41-C,423,Servo per amore,4
C41-C,1752,Mi basta la tua grazia,4
C41-C,1987,Canto dei tre giovani,3
C41-C,503,Lode al Nome Tuo,3
C41-C,1898,Chiamati per nome,3
C41-C,434,Sono qui a lodarti (luce del mondo),3
C41-C,466,Tu sei,3
C41-C,236,Il Signore è la mia salvezza,3
C41-C,217,Grandi cose,3
C41-C,486,Vieni e seguimi,3
C41-C,1635,Accogli nella tua bontà,3
C41-C,1542,Ecco quel che abbiamo (v2),3
C41-C,1884,Benedetto sei Tu Signore ,3
C41-C,1665,Il nostro cuore offriamo a te,3
C41-C,81,Benedetto Tu Signore,3
C41-C,1352,Abbracciami,3
C41-C,224,Il canto dell’amore,3
C41-C,1382,Dio grande Dio,3
C41-C,13,Alla mensa del Signore,3
C41-C,478,Verbum Panis,3
C41-C,200,Fratello Sole e Sorella Luna,3
C41-C,1675,Symbolum ‘77,3
C41-C,378,Re di gloria,3
C41-C,78,Beato l’uomo,3
C41-C,1974,Infinitamente Grazie,3
C41-C,382,Resta qui con noi,3
C42-C,82,Benedici il Signore,37
C42-C,201,Frutto della nostra terra,18
C42-C,376,Questo è il mio comandamento,16
C42-C,361,Popoli tutti acclamate,15
C42-C,137,Come Tu mi vuoi,14
C42-C,1416,Ecco quel che abbiamo,12
