id_canti,similarity,mean_similarity,deviation,titolo,autore,raccolta,momento,link_youtube,score_similarity,score_deviation,score
1664,33.24,17.36,15.880000000000003,Vero cibo è il tuo corpo,RnS,Mi arrendo al tuo amore,31,MT5d5ErYJ10,0.7070127607361963,2.0,2.7070127607361965
2327,38.14,29.93,8.21,Chi ha fame,Kiko,,"21,4",A32O3Rl_-pA,0.8112354601226994,1.0340050377833752,1.8452404979060746
1709,48.9,43.68,5.219999999999999,Signore da chi andremo,Alejandro Mejia,,"31,52",J5tytDPEmCc,1.0401,0.6574307304785891,1.6975307304785892
2354,38.97,32.78,6.189999999999998,Io sono il pane della vita,Lucio Maria Zappatore,Il Signore è vita,"31,2,3,4,5",jtFyO8nGGN8,0.828889509202454,0.7795969773299743,1.6084864865324282
2745,27.29,21.66,5.629999999999999,Sei venuto dal cielo,Daniele Ricci,Sei venuto dal cielo,"26,31,3",x1q5ouXaQrU,0.5804566257668712,0.7090680100755665,1.2895246358424377
2513,16.24,13.61,2.629999999999999,Dove troveremo tutto il pane,Stefano pianori,,26,dztwb6q08ho,0.3454238036809816,0.33123425692695196,0.6766580606079335
2487,23.45,23.02,0.4299999999999997,Pane e vino ti offriamo,M. Palmitessa,Ora sei con noi,26,-h27hWgNfto,0.4987800613496932,0.054156171284634715,0.5529362326343279
319,15.32,13.73,1.5899999999999999,Nelle mani della Creazione,Giosy Cento,,26,1PQi7UZNjgo,0.3258554601226994,0.20025188916876568,0.5261073492914651
2416,28.58,29.82,-1.240000000000002,Arderanno sempre i nostri cuori,Paolo Auricchio,Alleluia è risorto,"31,5",kHB6N9sCQcI,0.6078948466257668,-0.13633864760857636,0.47155619901719037
1477,28.9,30.49,-1.5899999999999999,Sono il Pane di Vita,S. Toolan,,31,UwA__oGQ1e0,0.614701226993865,-0.17482133040131942,0.43987989659254556
198,18.29,17.96,0.3299999999999983,Fragile pane,Giosy Cento,,"24,31",YaKwyjLKzE4,0.3890271779141104,0.04156171284634739,0.4305888907604578
352,20.06,20.17,-0.11000000000000298,Padre nostro,Marcello Giombini,Camminiamo nella speranza,29,ZniLDGaOCwM,0.42667496932515325,-0.012094557449148212,0.41458041187600503
2351,20.26,20.62,-0.35999999999999943,Ci accogli alla tua mensa,Avolio-Capacchione-La Rocca,Festa con Gesù,31,M6qeiC3etUE,0.4309289570552148,-0.03958218801539302,0.39134676903982174
2417,11.74,10.66,1.08,A te nostro Padre,A. Vitalini-Lavagna,,26,OBLCWXOyOGY,0.24970907975460122,0.13602015113350124,0.38572923088810246
288,19.65,20.13,-0.4800000000000004,"Lode a Te, o Cristo",Gen Verde,,25,IJetjvctQwM,0.4179542944785276,-0.052776250687190815,0.3651780437913368
2455,17.34,17.45,-0.10999999999999943,Pane della vita,Giuseppe Tranchida,Con voci di gioia,"26,10",wHwd8M2E_AQ,0.368820736196319,-0.012094557449147822,0.35672617874717116
1604,15.3,15.08,0.22000000000000064,Pane che non sei più pane,D. Deo  M.Chiudina,,31,ghYjq0mIhD8,0.3254300613496933,0.027707808564231814,0.35313786991392515
201,21.42,22.6,-1.1799999999999997,Frutto della nostra terra,Francesco Buttazzo,,26,hF9namOkLoE,0.45560208588957063,-0.12974161627267727,0.32586046961689336
2529,23.88,25.54,-1.6600000000000001,Sei Tu Signore il pane,George Kirbye,,"31,52",3scIuiikzuk,0.5079261349693251,-0.1825178669598681,0.32540826800945705
1594,16.24,16.44,-0.20000000000000284,Vi lascio un grande esempio,Pasquale Dargenio,Dalla tua Croce,"31,5",3yZ1qsQJhSw,0.3454238036809816,-0.021990104452996467,0.3234336992279851
2218,22.23,23.66,-1.4299999999999997,I frutti che ci dai,Giuseppe Tranchida,,26,EgD5i_MWeIE,0.472830736196319,-0.15722924683892248,0.3156014893573965
2251,24.23,26.66,-2.4299999999999997,"Alleluia, Cristo e' risorto",Jean Luc Moens,,25,5mMChz-hIUU,0.5153706134969325,-0.26717976910390323,0.24819084439302924
2215,12.09,12.26,-0.16999999999999993,Ogni volta che mangiamo di questo pane,Marco Frisina,Pane di vita nuova,28,TUCc7PkxyhE,0.25715355828220854,-0.018691588785046724,0.2384619694971618
268,16.57,17.64,-1.0700000000000003,L’uomo nuovo,Juan Antonio Espinosa,,"31,32,4,12",r31LIvPfb50,0.35244288343558283,-0.11764705882352945,0.2347958246120534
2743,18.01,19.8,-1.7899999999999991,L'uomo alla sua mensa,Movimento Eucaristico Giovanile,Sulla strada per Emmaus,26,W1EfRmqSIic,0.38307159509202454,-0.1968114348543155,0.18626016023770905
1950,14.76,15.96,-1.200000000000001,Venite a me,L. Mariano,,"31,2,4,20",wEvLT3HnkTo,0.3139442944785277,-0.13194062671797704,0.18200366776055063
2006,15.84,17.28,-1.4400000000000013,Innalzate nei cieli lo sguardo,Albisetti - Martorelli,,"21,31,2",lHcob8FGOoM,0.33691582822085886,-0.15832875206157246,0.1785870761592864
2163,16.02,17.5,-1.4800000000000004,Mi sentii pieno di gioia (Salmo 122),Lauro Zuffolini,,"21,24,2",091962VkPoI,0.34074441717791415,-0.16272677295217158,0.17801764422574257
1719,18.44,20.39,-1.9499999999999993,Vi darò un cuore nuovo,L. De Mattia - Guglielmo Amadei,,"21,31,4,11,12",3uyh87q1AyE,0.3922176687116565,-0.21440351841671243,0.17781415029494405
305,27.27,31.24,-3.969999999999999,Messaggio ai giovani,Pierangelo Sequeri ,In cerca d'autore,"21,20",SzGCzzzp8a0,0.5800312269938651,-0.43650357339197354,0.14352765360189157
2418,17.18,19.29,-2.1099999999999994,Padre nostro (testo adattato nuova liturgia),Marcello Giombini,Camminiamo nella speranza,29,SRrs7O27wK4,0.36541754601226994,-0.23199560197910937,0.13342194403316057
1710,13.15,14.54,-1.3899999999999988,Spezziamo il pane ,Chris Rolinson,,31,wsa2qtnfRfk,0.27969969325153377,-0.15283122594832313,0.12686846730321064
1783,16.63,18.73,-2.1000000000000014,Padre Nostro,Francesco Buttazzo,,29,4TbLW6nmFNA,0.35371907975460126,-0.23089609675645978,0.12282298299814148
1727,23.82,27.37,-3.5500000000000007,Ti sei fatto pane,Daniele Ricci ,Gesù è il suo nome,"31,3",VktGKm3AF88,0.5066499386503068,-0.39032435404068183,0.116325584609625
2167,7.98,8.54,-0.5599999999999987,Vieni Signore Vieni (Maranatha),Galliano Semprini,Il signore è vicino,"21,2",_TX0DWif4aw,0.16973411042944786,-0.06157229246838909,0.10816181796105877
428,28.35,32.88,-4.530000000000001,Signore come è bello (La tenda),Claudio Chieffo,,"31,32,17",q6OTCpB63LM,0.6030027607361964,-0.498075865860363,0.1049268948758334
2801,11.74,13.12,-1.379999999999999,Ditemi è vero!,padre Pasquale Lamanna,,"32,5",YSQeOviKi64,0.24970907975460122,-0.15173172072567337,0.09797735902892785
2456,12.72,14.43,-1.709999999999999,Salga da questo altare,S. Albisetti - L. Picchi,"Rivista ""Psallite! Musica e Liturgia""",26,T3P1RM65yCI,0.2705536196319019,-0.18801539307311702,0.08253822655878487
2233,15.81,18.16,-2.3499999999999996,Cosa renderti,,,10,,0.33627773006134976,-0.25838372732270476,0.077894002738645
432,21.84,25.39,-3.5500000000000007,Silenzioso Dio,Giosy Cento,,31,knzZ9EYvoPs,0.4645354601226994,-0.39032435404068183,0.07421110608201759
1832,11.52,13.15,-1.6300000000000008,Vieni Signore non tardare,Marco Frisina,Salvatore del mondo,2,Udrb_WYeFPs,0.2450296932515338,-0.17921935129191874,0.06581034195961505
2329,20.96,24.47,-3.509999999999998,Non cercate tra i morti,Francesco Buttazzo,,5,l8yu6iXJfXM,0.4458179141104295,-0.3859263331500823,0.05989158096034719
2242,14.29,16.52,-2.2300000000000004,In questo giorno di luce,Buttazzo,E' nato il Salvatore,"26,3",u2WVfT8iqS0,0.3039474233128834,-0.24518966465090716,0.05875775866197622
1969,8.02,9.08,-1.0600000000000005,"Gesù, Jesus (Medjugorje)",Regina della Pace,,"30,6,9,10,14",GLU1Cq7n8KA,0.1705849079754601,-0.11654755360087968,0.05403735437458043
2568,17.33,20.21,-2.8800000000000026,Il Signore in eterno ,,,"26,10,13",6hdC4PqQId0,0.3686080368098159,-0.3166575041231449,0.05195053268667099
2083,2.57,2.65,-0.08000000000000007,Anima Christi,Marco Frisina,Pane di vita nuova,"31,4",BYzT9zOJHF0,0.05466374233128833,-0.00879604178119847,0.04586770055008986
478,6.74,7.64,-0.8999999999999995,Verbum Panis,Mite Balduzzi,,"31,3",3cXJ9p4Zjo0,0.14335938650306748,-0.09895547003848264,0.044403916464584844
2121,1.04,0.91,0.13,Who you say I am,Hillsong,,"32,10,11,12,14,15,16,20,52",lKw6uqtGFfo,0.02212073619631902,0.0163727959697733,0.03849353216609232
2268,6.9,7.89,-0.9899999999999993,Preferisco il paradiso,"San Filippo Neri, Marco Frisina",,32,M1xTY0XwP2E,0.14676257668711656,-0.1088510170423309,0.03791155964478567
83,13.46,15.76,-2.299999999999999,Benedici o Signore,Gen Rosso,,26,dM2Wyjj4k3Y,0.2862933742331289,-0.25288620120945565,0.03340717302367324
320,9.32,10.82,-1.5,Ninna Nanna,---,,3,,0.1982358282208589,-0.16492578339747116,0.03331004482338773
2522,3.67,4.08,-0.41000000000000014,Gesù io desidero amarti,Daniela Saetta,La Tua parola mi incanta,"31,9",,0.07806067484662577,-0.04507971412864213,0.032980960717983634
2767,15.26,18.05,-2.790000000000001,Dite alla gente,G.Meregalli,Mi hai tenuto per mano,"21,31,32,3,10,14",VFeCqLeqUbM,0.32457926380368096,-0.30676195711929644,0.017817306684384526
1630,10.75,12.67,-1.92,Gesù mori per me (invocazione),,,9,tR8MzbLk-YI,0.22865184049079754,-0.21110500274876307,0.01754683774203447
