id_canti,similarity,mean_similarity,deviation,titolo,autore,raccolta,momento,link_youtube,score_similarity,score_deviation,score
1933,13.79,11.1,2.6899999999999995,Se tu sei con me,,,11,vMTOuqsMVnM,0.4285250110375276,2.0,2.428525011037528
1623,18.76,16.66,2.1000000000000014,La tua Croce,---,,4,jOXFIceOme4,0.5829680353200883,1.5613382899628265,2.1443063252829146
1756,7.75,5.21,2.54,Mi alma canta,Gen Verde ,Sulla via della speranza,"32,2,7",Aw7kiTpQCio,0.24083167770419428,1.888475836431227,2.129307514135421
1863,19.02,17.33,1.6900000000000013,Tu sei misericordia,RnS,,"31,5",LGP1dbczCAw,0.5910475496688743,1.2565055762081796,1.847553125877054
2148,17.3,16.25,1.0500000000000007,Gesù caricato della croce,Daniele Ricci,,4,7DqarrWUwDk,0.537598454746137,0.7806691449814133,1.3182675997275504
2083,4.21,2.65,1.56,Anima Christi,Marco Frisina,Pane di vita nuova,"31,4",BYzT9zOJHF0,0.13082598233995585,1.1598513011152418,1.2906772834551976
2665,16.55,15.63,0.9199999999999999,Chi perde la sua vita per me,Sr. Hermana Glenda,,"31,12",k77hcuLAouU,0.5142921633554085,0.6840148698884759,1.1983070332438843
1599,11.96,11.21,0.75,Mi rialzerai,Giorgio Ammirabile,Canzoni D`amore Al Padre Vol. 3,14,Lgca7x-7Uzk,0.37165766004415013,0.5576208178438663,0.9292784778880164
2501,13.29,12.78,0.5099999999999998,Canto di mamma Sifa,canto africano,,7,,0.41298748344370856,0.3791821561338289,0.7921696395775375
1762,23.08,23.39,-0.3100000000000023,La ballata dell'amore vero,Claudio Chieffo,,"10,15",nC27N0dOF80,0.7172122737306843,-0.02903981264637024,0.6881724610843141
1613,24.45,25.66,-1.2100000000000009,Come un prodigio,Debora Vezzani,,31,KOSXHmMwJQI,0.7597850993377483,-0.11334894613583148,0.6464361532019168
2035,19.02,19.11,-0.08999999999999986,Compromettersi per Cristo,Giosy Cento,,"31,11,12,16,17,20",l67BAV0gJBo,0.5910475496688743,-0.008430913348946124,0.5826166363199282
2254,22.14,23.69,-1.5500000000000007,Grande è la Tua bontà ,RnS,,"31,14",4MeXA2ocsn0,0.6880017218543046,-0.1451990632318502,0.5428026586224545
2571,8.88,8.53,0.3500000000000014,Se il diavolo è arrabbiato,Popolare America Latina,,16,Ec-_Kg5kBeU,0.2759464900662252,0.26022304832713866,0.5361695383933638
2788,18.81,19.48,-0.6700000000000017,Chi mi seguirà,Antonio Parisi,Domeniche di quaresima A,"21,31,4",uF4SASFyvCQ,0.5845217880794701,-0.06276346604215473,0.5217583220373153
1956,21.05,22.62,-1.5700000000000003,Inno all'amore,Piera Cori,,"24,15",742M7TULBnM,0.6541299116997794,-0.14707259953161597,0.5070573121681634
463,23.74,27.07,-3.330000000000002,Tu chi sei,Chiara Bizzetti,,31,4J5sLpixxJk,0.7377218101545253,-0.31194379391100724,0.4257780162435181
2564,23.44,26.75,-3.3099999999999987,Getta le tue reti,"Collu, Moro, Maxia",,"31,32,10",jgdNW0t1wNg,0.7283992935982341,-0.31007025761124113,0.41832903598699295
2031,15.66,16.42,-0.7600000000000016,Sei il mio rifugio,RnS,,"21,31,52",sZiN7b5sB5g,0.48663536423841064,-0.07119437939110086,0.4154409848473098
88,19.32,21.45,-2.129999999999999,Camminerò,A. Marani,,"21,32,16",DWYlgjyqmX0,0.6003700662251656,-0.19953161592505847,0.4008384503001072
2121,1.39,0.91,0.47999999999999987,Who you say I am,Hillsong,,"32,10,11,12,14,15,16,20,52",lKw6uqtGFfo,0.04319432671081678,0.35687732342007433,0.40007165013089113
234,21.08,23.88,-2.8000000000000007,Il Signore è il mio pastore,Davide Maria Turoldo - Ismaele Passoni - Bepi De Marzi,,"24,31",JYP678udLec,0.6550621633554083,-0.2622950819672132,0.39276708138819516
2297,17.68,19.48,-1.8000000000000007,Non vivo più per me,RnS,,"21,31,32,4,5,11,12,14,52",75aU18-KnYw,0.5494069757174393,-0.1686182669789228,0.38078870873851656
253,23.82,27.79,-3.969999999999999,Io non sono degno,Claudio Chieffo,È bella la strada,31,6pb9LFGAM2E,0.7402078145695365,-0.3718969555035128,0.36831085906602373
2275,18.99,21.46,-2.4700000000000024,Tu mi hai sedotto,"Giuseppe Cucuzza, Mari Pia Culella",,31,JmihOyqA6r4,0.590115298013245,-0.23138173302107753,0.35873356499216746
137,16.79,18.77,-1.9800000000000004,Come Tu mi vuoi,RnS - D.Branca,Io scelgo Te,31,rs-cOyy-5MQ,0.5217501766004415,-0.18548009367681503,0.3362700829236265
1389,14.5,15.75,-1.25,Non per forza,---,,"22,24",O1HZT01UGmU,0.4505883002207506,-0.117096018735363,0.33349228148538756
2445,15.19,16.9,-1.709999999999999,Proteggimi o Dio (Salmo 15(16)),Alberto Galotta,,"24,5",RTHo6joY1MM,0.47203008830022075,-0.16018735362997652,0.31184273467024426
1604,13.75,15.07,-1.3200000000000003,Pane che non sei più pane,D. Deo  M.Chiudina,,31,ghYjq0mIhD8,0.4272820088300221,-0.12365339578454336,0.3036286130454787
414,22.52,26.93,-4.41,Se m’accogli,Pierangelo Sequeri,,"21,26,13,14",YkAIWOfJiJM,0.6998102428256071,-0.41311475409836074,0.2866954887272464
2256,17.64,20.44,-2.8000000000000007,Oceani (dove i miei piedi possono fallire),Hillsong,,"31,14",W251tJ42igI,0.5481639735099338,-0.2622950819672132,0.28586889154272066
2405,12.67,13.91,-1.2400000000000002,Le mie mani son piene (di benedizioni),José Vargas,,"32,8,10,51",jVY2rYmG0ac,0.3937209492273731,-0.11615925058548013,0.27756169864189295
1775,14.02,15.87,-1.8499999999999996,Non mi abbandonare,L. Scaglianti,,"4,11,13",nzILBiAVGds,0.4356722737306844,-0.1733021077283372,0.2623701660023472
2436,15.11,17.35,-2.240000000000002,Anche tu sei mio fratello,Pino Tombolato - Angelo Di Mario,Nessuno è solo al mondo,"32,10,51",7QViotWGhM0,0.46954408388520974,-0.20983606557377069,0.2597080183114391
1802,12.56,13.96,-1.4000000000000004,Mai più ,SDV worship,,"28,31",cCrk4rXjjyk,0.39030269315673294,-0.1311475409836066,0.25915515217312635
2610,10.3,11.0,-0.6999999999999993,T'amo Gesù,RnS - D.Visconti - A.Visconti,Luce,25,9bHWgyzlxzs,0.3200730684326711,-0.06557377049180321,0.2544992979408679
1694,8.85,9.07,-0.22000000000000064,"Gloria, gloria, gloria io l’ho incontrato",,,"21,32",mAA7-Cw0HRk,0.275014238410596,-0.02060889929742395,0.2544053391131721
1972,11.48,12.61,-1.129999999999999,Io Mi Arrendo (HillSong - I Surrender),HillSong,,"22,9,11",jHWAZIrV6eU,0.35674163355408395,-0.10585480093676806,0.25088683261731587
2383,11.81,13.11,-1.299999999999999,"Signore, sei Tu il mio Pastor",R. Jef - D. Stefani,,"24,31,2,3,4,5",tHsxzhub6po,0.36699640176600445,-0.12177985948477743,0.24521654228122702
359,17.42,20.68,-3.259999999999998,Perchè Tu sei con me,Gen Verde,,"24,14",Ja9I81E1NLQ,0.5413274613686535,-0.30538641686182655,0.23594104450682696
2300,11.7,13.13,-1.4300000000000015,Con Te Camminerò,Gen Verde,,"9,20",HrICedZnaSk,0.3635781456953642,-0.13395784543325542,0.22962030026210875
2860,16.9,20.06,-3.16,Sei tu Signore il mio Pastore,Giuseppe Tranchida,Sei l'amico che perdona,"24,10",EZ2JPLgeErA,0.5251684326710816,-0.2960187353629977,0.22914969730808388
2542,13.15,15.23,-2.08,Lascia i tuoi pesi,Sefora Nelson,,"31,11",B4o9Wh2SjnM,0.40863697571743934,-0.19484777517564406,0.2137892005417953
1666,12.9,14.92,-2.0199999999999996,Sposa amata,Corale di Palmi,,7,EPTUzg9R4Z4,0.40086821192052985,-0.1892271662763466,0.21164104564418326
462,7.27,7.44,-0.17000000000000082,Ti seguirò,Marco Frisina,,"31,20",Y_xgpeKRs3k,0.22591565121412804,-0.015925058548009446,0.2099905926661186
2268,7.5,7.9,-0.40000000000000036,Preferisco il paradiso,"San Filippo Neri, Marco Frisina",,32,M1xTY0XwP2E,0.23306291390728479,-0.037470725995316194,0.19559218791196858
2354,26.22,32.83,-6.609999999999999,Io sono il pane della vita,Lucio Maria Zappatore,Il Signore è vita,"31,2,3,4,5",jtFyO8nGGN8,0.8147879470198676,-0.6192037470725995,0.19558419994726806
380,20.97,25.84,-4.870000000000001,Resta Accanto a me,Gen Verde,,32,ji4xk-YIgoo,0.6516439072847682,-0.4562060889929744,0.1954378182917938
2778,13.44,15.88,-2.4400000000000013,Lascia i tuoi pesi,Sefora Nelson,Spero,"31,5,9,11",B4o9Wh2SjnM,0.41764874172185434,-0.2285714285714287,0.18907731315042564
1554,13.03,15.4,-2.370000000000001,Emmanuel tu sei,Francesco Buttazzo,,31,OT-OoN-ONSc,0.4049079690949227,-0.22201405152224835,0.18289391757267437
2785,13.79,16.48,-2.6900000000000013,Io ti seguirò ,Giuseppe Cucuzza,Canti di Lode e Adorazione del Rinnovmento dello spirito Santo,"31,4",43c_mpm9R_U,0.4285250110375276,-0.25199063231850133,0.17653437871902627
2504,18.64,22.96,-4.32,Chiara è la tua sorgente,Pierangelo Sequeri,Mentre è ancora giorno,"7,14",woiIAIiLgR0,0.5792390286975718,-0.4046838407494146,0.17455518794815722
1634,19.36,23.95,-4.59,A te grido mio Signore,RnS,Fuoco d'amore,"9,14",WpgDwwElBGk,0.601613068432671,-0.42997658079625295,0.1716364876364181
280,12.36,14.71,-2.3500000000000014,Le Tue mani,Marcello Giombini,Camminiamo nella speranza,"21,25,32,5",76DZuSXj01E,0.3840876821192053,-0.2201405152224826,0.1639471668967227
2283,14.34,17.42,-3.080000000000002,Io ti seguirò,Giuseppe Cucuzza,,"32,4",43c_mpm9R_U,0.44561629139072845,-0.2885245901639346,0.15709170122679383
1639,14.79,18.07,-3.280000000000001,Mi perdo nel tuo amore,RnS,Mi Salverai,"31,9,52",CVdiOqoKn1w,0.4596000662251656,-0.30725995316159266,0.15234011306357292
2768,15.14,18.57,-3.4299999999999997,La mano nella tua,Pierangelo Sequeri,Qui dove Tu ci chiami,"26,31,9,10,11",mIk1dgAUotI,0.4704763355408389,-0.32131147540983607,0.14916486013100283
2525,12.27,14.76,-2.49,Grazie a Te,Comunità Magnificat,,9,iyILYyPHbeg,0.38129092715231794,-0.23325526932084314,0.1480356578314748
2120,16.64,20.66,-4.02,Quello che Dio dice di me (versione italiana),Hillsong,,"32,10,11,12,14,16",wB5SGy3-leI,0.5170889183222959,-0.3765807962529274,0.14050812206936847
1839,13.1,15.97,-2.870000000000001,Se il chicco di frumento,Domenico Machetta,,"26,2,3,4,5,10",THmqpVOQ7yA,0.4070832229580573,-0.26885245901639354,0.13823076394166378
2415,9.19,10.77,-1.58,Quando lo spirito ,RnS Margaret Evans,Spirito Santo Vieni!,"21,32,9",h6boHiv50V0,0.28557975717439293,-0.14800936768149886,0.13757038949289407
2293,18.03,22.6,-4.57,Se tu mi ami Simone,Marco Frisina,Signore è il Suo nome,31,c3QYTBkofvs,0.5602832450331127,-0.4281030444964872,0.1321802005366255
2315,16.76,20.92,-4.16,Il cieco di Siloe,-,,4,,0.5208179249448124,-0.3896955503512881,0.13112237459352427
2413,10.37,12.44,-2.0700000000000003,Al tuo santo altar,E. Renoglio - Haie Les Roses,,21,9qAXp1l-Z10,0.32224832229580574,-0.19391100702576117,0.12833731527004458
2432,11.11,13.45,-2.34,"Io ti amo Signore, mia forza Tu sei",RnS,Il deserto canta,9,8ZVRO9-Pv3g,0.3452438631346578,-0.21920374707259954,0.12604011606205828
2010,8.49,9.98,-1.4900000000000002,Mistero della Fede,,,28,CgfcqgllUPE,0.26382721854304636,-0.13957845433255273,0.12424876421049363
2572,17.42,21.88,-4.459999999999997,Stringimi,Geoff Bullock,,"31,9",0juIsd4yxW0,0.5413274613686535,-0.417798594847775,0.12352886652087852
1850,14.08,17.46,-3.380000000000001,Ma non avere paura,Claudio Chieffo,,"21,32,2,3,4,10,11,12,14,15,20",vGfA6Z7wgsg,0.43753677704194266,-0.31662763466042165,0.120909142381521
1797,13.81,17.11,-3.299999999999999,"Signore, fa di me uno strumento",M. Gonzo,,"26,30",ZcE3A3qbMnU,0.42914651214128036,-0.30913348946135827,0.12001302267992209
2800,12.85,15.84,-2.99,Mi hai amato per primo,RnS,Mi ami tu?,"32,14",6g30zD4EErM,0.39931445916114783,-0.2800936768149883,0.11922078234615952
147,8.17,9.63,-1.4600000000000009,Custodiscimi,RnS,Davanti al Re,"24,31",jnB5GL_qTW0,0.2538832008830022,-0.13676814988290406,0.11711505100009814
2483,12.68,15.68,-3.0,Io mi arrendo,ADI Media - Matt Crocker,,9,-XMDKz0m4ts,0.39403169977924946,-0.28103044496487123,0.11300125481437823
2575,10.72,13.07,-2.3499999999999996,Tu sei qui (Way maker),Leeland,,"31,9",YKoiaFo6shc,0.33312459161147906,-0.22014051522248243,0.11298407638899663
1608,4.36,4.64,-0.27999999999999936,Guariscimi o mio Signor,Roland Patzleiner - Figli del Divino Amore,,"31,9",e7_MBc0yhMg,0.13548724061810158,-0.026229508196721252,0.10925773242138033
2244,19.29,24.64,-5.350000000000001,Che cosa mi manca,"Elena Storchi, Renato Giorgi e Valerio Antonioli",,10,,0.5994378145695365,-0.5011709601873539,0.09826685438218263
1625,16.27,20.63,-4.359999999999999,"Canterò ""I will Sing""",Don Moen,,"21,31,9",TPCeSkLBv1w,0.5055911479028699,-0.4084309133489461,0.09716023455392375
2534,18.44,23.55,-5.109999999999999,Il padre che è nei cieli,,,"4,8",8jyB8cre3Nc,0.5730240176600442,-0.4786885245901639,0.09433549306988026
2096,8.03,9.78,-1.75,Canoni - Dona la pace,Taizè,,"31,9,10",MNRLFsTPWOM,0.24953269315673288,-0.1639344262295082,0.08559826692722466
2724,4.05,4.51,-0.45999999999999996,"Eli, Eli, lamma sabactani",M. Giombini,Salmi per il nostro tempo - Il suo tempo,4,mdvawF7h5X4,0.12585397350993377,-0.04309133489461359,0.08276263861532018
2167,7.07,8.54,-1.4699999999999989,Vieni Signore Vieni (Maranatha),Galliano Semprini,Il signore è vicino,"21,2",_TX0DWif4aw,0.21970064017660046,-0.13770491803278678,0.08199572214381368
1828,17.25,22.1,-4.850000000000001,Tu mi conosci,,,31,,0.536044701986755,-0.4543325526932086,0.08171214929354642
444,22.42,29.02,-6.599999999999998,Sulla Tua parola (Pietro vai),P. Paci - G. Santambrogio - Stefano Varnavà,,"31,16,17,20",jXE0ta1g1b0,0.6967027373068434,-0.6182669789227165,0.07843575838412686
1686,13.2,16.77,-3.5700000000000003,Dio aprirà una via,Don Moen,,"9,52",rWlDxeqezck,0.41019072847682114,-0.3344262295081968,0.07576449896862436
2271,13.57,17.3,-3.7300000000000004,Luce Gentile,Maurizio Fiaschi - Achille Tronconi,,"31,2,4,12",didb5HV4j-E,0.42168849889624727,-0.3494145199063233,0.07227397898992399
1763,19.52,25.25,-5.73,Ho abbandonato,Aldo Roscio,,"32,4,52",Jy757ygWMMA,0.6065850772626932,-0.5367681498829041,0.06981692737978906
2726,22.38,29.11,-6.73,Io amo te,S. Stacchiotti,Cristo è risorto,31,6zmFOOEjBIk,0.6954597350993377,-0.6304449648711945,0.06501477022814317
2593,5.04,6.02,-0.9799999999999995,Quì è la vera e perfetta letizia,P. Gennaro Becchimanzi,,"32,10,54",6clnFSSzodg,0.1566182781456954,-0.09180327868852456,0.06481499945717084
2063,10.52,13.36,-2.84,Popolo mio,Marco Frisina,,"22,26,31,4,5,9",W6o7OTGYXsw,0.3269095805739514,-0.26604215456674474,0.06086742600720668
467,10.43,13.3,-2.870000000000001,Lodi all'altissimo (Tu sei Santo),Marco Frisina,,31,yfC285eSiXU,0.324112825607064,-0.26885245901639354,0.05526036659067046
2439,2.34,2.54,-0.20000000000000018,"T’adoriam, Ostia divina",Popolare,Collana Canti per la Liturgia: Inni e canti,9,tstLbNE5AJU,0.07271562913907284,-0.018735362997658097,0.05398026614141474
2442,10.25,13.12,-2.869999999999999,Come il fiume,Domenico Machetta,"CANTI PER LA PREGHIERA DEI GIOVANI - Sei con noi, uno di noi",26,oPqySizQeYw,0.3185193156732892,-0.2688524590163934,0.04966685665689585
2767,13.94,18.06,-4.119999999999999,Dite alla gente,G.Meregalli,Mi hai tenuto per mano,"21,31,32,3,10,14",VFeCqLeqUbM,0.4331862693156733,-0.3859484777517564,0.04723779156391689
2751,13.53,17.52,-3.99,Tu qui,"Paolo Paci, Duilio Preti",Insieme Blu (1984),"31,5,15,20,52",,0.4204454966887417,-0.37377049180327876,0.046675004885462945
2381,12.62,16.34,-3.7200000000000006,Il Signore è mio pastore  (Salmo 22),M. Valmaggi,Salmi per la preghiera,24,FdJaa_mTjWQ,0.39216719646799114,-0.34847775175644036,0.043689444711550784
