id_canti,similarity,mean_similarity,deviation,id_liturgia,manually_selected,note,titolo,autore,raccolta,momento,link_youtube,score_similarity,score_deviation,score,score_selection
1900,12.9,21.34,-8.44,,,,Davanti a Te,Gianluigi Serapiglia,,26,Q3W76b6cmMw,0.4461639658848614,-0.7320034692107545,-0.28583950332589314,
2547,20.61,32.13,-11.520000000000003,,,,Maria piccola Maria,Kiko Arguello,,7,MG6YGT7XZ50,0.7128247547974413,-0.999132697311362,-0.28630794251392067,
1927,13.92,22.78,-8.860000000000001,,,,Sei fuoco e vento,Andrea Testa,,"31,6,10",SQd4dv45w-k,0.4814420469083155,-0.7684301821335647,-0.28698813522524924,
2333,9.62,16.77,-7.15,,,,Umiliò se stresso,Marco Frisina,Chi ci separerà dall'amore di Cristo?,"21,4",TseqIMvD3TY,0.33272072494669513,-0.6201214223764094,-0.2874006974297143,
2423,8.14,14.71,-6.57,,,,Dell'aurora Tu sorgi più bella (v2),Rivisitazione Compagnia Aquero ,Messa dei giovani,"32,7",nc2gK72gQ7c,0.281532921108742,-0.569817866435386,-0.288284945326644,
2673,12.47,20.77,-8.299999999999999,,,,Sei per noi cibo di eternità,Francesco Buttazzo,Sorgente di unità,"26,31,10",,0.43129183368869944,-0.7198612315698178,-0.2885693978811184,
1802,7.58,13.94,-6.359999999999999,,,,Mai più ,SDV worship,,"28,31",cCrk4rXjjyk,0.26216456289978685,-0.5516045099739809,-0.28943994707419407,
2080,14.51,23.64,-9.13,,,,Esultiamo in Te Gesù,Francesco Buttazzo,,"31,32,5",mYlQ3enubOo,0.5018479957356077,-0.7918473547267998,-0.2899993589911921,
2493,8.08,14.65,-6.57,,,,Amen Jhavè,RnS,Guarda al di la,17,h3rpiGxGPaw,0.2794577398720683,-0.569817866435386,-0.2903601265633177,
1853,5.21,10.64,-5.430000000000001,,,,Prendete e mangiate,Pianori,,"28,31,2,4,5,9,10,12",05kNtVWOdFc,0.1801949040511727,-0.47094535993061587,-0.29075045587944315,
2171,5.24,10.69,-5.449999999999999,,,,Maria porta dell'avvento,"Anna Maria Galliano, Daniele Semprini",,"26,2,7",TEgOAJ_El14,0.18123249466950964,-0.4726799653078924,-0.2914474706383828,
318,7.81,14.29,-6.4799999999999995,,,,Nella Tua tenda,Giuseppe Carrisi,,31,iuD4ZzY3vLc,0.2701194243070363,-0.562012142237641,-0.2918927179306047,
2641,11.6,19.6,-8.000000000000002,,,,"Tuo è il regno, tua è la potenza",RnS - S.Martinez - C.Venturini ,Prostrati adoriamo,21,z1WdTWgno5M,0.4012017057569296,-0.693842150910668,-0.29264044515373844,
2005,10.12,17.53,-7.410000000000002,,,,Tu quando verrai,"Poma, Fant, Croft",,"21,32,2",W5fM08PGg34,0.3500139019189766,-0.6426712922810063,-0.2926573903620297,
2644,17.08,27.27,-10.190000000000001,,,,La Tua dimora,Daniele Ricci,La Tua dimora,21,BCwCh0io1K0,0.5907349253731343,-0.8837814397224633,-0.29304651434932893,
69,2.63,7.06,-4.43,,,,Ave Maria (Verbum Panis),Mite Balduzzi,,7,23OWVb6XwZo,0.09096211087420043,-0.3842150910667823,-0.2932529801925819,
1865,8.12,14.74,-6.620000000000001,,,,Osanna al Figlio di David," A. Gazzera, P. Damilano",,"21,4,10",WMRuowq3nko,0.28084119402985075,-0.5741543798785778,-0.293313185848727,
2648,5.3,10.8,-5.500000000000001,,,,Sanctus! Holy!,Marcello Giombini,Io canterò pace,27,h-PMtVCPzjo,0.18330767590618335,-0.4770164787510842,-0.29370880284490086,
1961,4.36,9.49,-5.13,,,,Facciamo festa,Giuseppe Tranchida,,"21,14",98dpIdS6-so,0.15079650319829427,-0.4449262792714658,-0.2941297760731715,
282,23.45,36.2,-12.750000000000004,,,,Lo Spirito del Signore,Marco Frisina,,"21,6,17",wy2g6aSREag,0.81105,-1.1058109280138773,-0.2947609280138772,
2760,14.23,23.31,-9.079999999999998,,,,"Alleluia, Acclamiamo a te",D. Scarpa-F. Buttazzo,Vieni Soffio di Dio,25,a45xkB1avsc,0.49216381663113007,-0.7875108412836078,-0.29534702465247775,
2354,21.0,32.78,-11.780000000000001,,,,Io sono il pane della vita,Lucio Maria Zappatore,Il Signore è vita,"31,2,3,4,5",jtFyO8nGGN8,0.726313432835821,-1.0216825672159586,-0.2953691343801377,
2046,4.57,9.8,-5.23,,,,La barca,Figli del Divin Amore,,"10,14",i1oIEg6Jh64,0.15805963752665247,-0.45359930615784916,-0.2955396686311967,
2663,12.82,21.34,-8.52,,,,Dove s'alza un'onda,Gen Arcobaleno,,"21,32",DF1WttHLWqM,0.4433970575692964,-0.7389418907198613,-0.29554483315056485,
2619,5.07,10.5,-5.43,,,,A te elevo la voce,RnS - P.Wilbur,,"22,31,10,18",8OF5jo_G_d8,0.17535281449893392,-0.47094535993061576,-0.29559254543168184,
1608,0.88,4.64,-3.76,,,,Guariscimi o mio Signor,Roland Patzleiner - Figli del Divino Amore,,"31,9",e7_MBc0yhMg,0.030435991471215357,-0.3261058109280139,-0.29566981945679854,
2315,12.49,20.89,-8.4,,,,Il cieco di Siloe,-,,4,,0.43198356076759065,-0.7285342584562012,-0.2965506976886106,
2215,6.31,12.26,-5.95,,,,Ogni volta che mangiamo di questo pane,Marco Frisina,Pane di vita nuova,28,TUCc7PkxyhE,0.2182398933901919,-0.5160450997398093,-0.2978052063496174,
2776,6.09,11.96,-5.870000000000001,,,,Invoca il nome del tuo Signore,Comunità Gesù Ama,,"28,4,9,11,13,14",-DChAnhBc6Q,0.2106308955223881,-0.5091066782307027,-0.29847578270831454,
2486,3.26,8.01,-4.75,,,,Quanno nascette Ninno,Sant'Alfonso Maria de' Liguori,,3,l0ruP0TTTPI,0.11275151385927507,-0.41196877710320906,-0.299217263243934,
1581,15.81,25.57,-9.76,,,,La voce di Maria,Roberta Torresi e Paolo Bisonni,,7,pB-T5WICE4o,0.5468102558635395,-0.8464874241110147,-0.29967716824747526,
335,13.85,22.83,-8.979999999999999,,,,Oggi ti chiamo,Pino Fanelli,,"21,20",fTSQlB1hTnI,0.47902100213219617,-0.7788378143972245,-0.2998168122650284,
2011,9.3,16.48,-7.18,,,,Nostra Signora della speranza,Paolo Spoladore,,"32,7",GsetkoAiapE,0.321653091684435,-0.6227233304423244,-0.3010702387578894,
2210,7.21,13.56,-6.3500000000000005,,,,Saluto alla Vergine,San Francesco d'Assisi,,"21,31,32,2,7,10,18",0eNOXqGpx3g,0.2493676119402985,-0.5507372072853427,-0.3013695953450442,
2357,9.29,16.47,-7.18,,,,"Ti ringrazio, o Signor",Lucio Maria Zappaore,Il Signore è vita,"32,52",trTz934uHVg,0.3213072281449893,-0.6227233304423244,-0.3014161022973351,
2496,6.02,11.9,-5.880000000000001,,,,Aprite o porte i frontali,--,,24,_5lv9KifLnE,0.20820985074626863,-0.509973980919341,-0.30176413017307235,
2245,12.63,21.16,-8.53,,,,E' la gioia che fa cantare,Antonella Mattei,,"21,6",S2C4SH2Raik,0.43682565031982945,-0.7398091934084996,-0.30298354308867015,
1714,6.93,13.2,-6.27,,,,"Ti saluto, o Croce santa",Gazzera - Damilano ,,"21,32,4",3SaRcDRegyo,0.2396834328358209,-0.5437987857762359,-0.304115352940415,
2299,14.9,24.36,-9.459999999999999,,,,Narrano i cieli,Valmaggi,,"21,24,32,3,5,52",Xgv_nreJX8Q,0.5153366737739873,-0.8204683434518647,-0.3051316696778774,
325,8.14,14.91,-6.77,,,,Noi veniamo a Te,Francesco Buttazzo,,21,Pym_tk0twHw,0.281532921108742,-0.5871639202081527,-0.30563099909941066,
2164,7.91,14.59,-6.68,,,,Trasformaci in te,"S. Mazzarisi, M. Palmitessa",Tu vieni in mezzo a noi,"26,2",NYyvnlzPopA,0.27357805970149257,-0.5793581960104076,-0.30578013630891504,
2386,5.31,10.97,-5.660000000000001,,,,Voglio stare accanto a Te,Don Moen,,"31,52",JnKh2n15Q-4,0.18365353944562898,-0.4908933217692976,-0.30723978232366866,
1877,10.17,17.77,-7.6,,,,E' Santo,Daniele Ricci,il Dio della gioia,27,kjOhIbm8daE,0.3517432196162047,-0.6591500433651344,-0.3074068237489297,
368,11.9,20.19,-8.290000000000001,,,,Prendi la mia vita,RnS,Davanti al Re,"31,9,13",cyCPsZlWwU0,0.41157761194029857,-0.7189939288811796,-0.30741631694088106,
1815,3.48,8.42,-4.9399999999999995,,,,Cantate inni a Dio,RnS (A. Morrone - A. Altieri),,"21,32,14",5YpmSiv3BYg,0.12036051172707887,-0.42844752818733733,-0.3080870164602585,
365,8.99,16.13,-7.139999999999999,,,,Preghiera semplice,---,,30,T-bMkXvoFKU,0.3109313219616205,-0.619254119687771,-0.3083227977261505,
2436,9.83,17.31,-7.479999999999999,,,,Anche tu sei mio fratello,Pino Tombolato - Angelo Di Mario,Nessuno è solo al mondo,"32,10,51",7QViotWGhM0,0.33998385927505337,-0.6487424111014743,-0.308758551826421,
2856,13.99,23.14,-9.15,,,,Qui con Te,Jappo & Manu,,"28,31,9",EoR1rPdmMBY,0.483863091684435,-0.7935819601040764,-0.30971886841964147,
1662,9.84,17.34,-7.5,,,,Creati per te,RnS (F G.Pesare),Cantiamo con gioia,"21,32",Kb62_O1fcn4,0.3403297228144989,-0.6504770164787511,-0.3101472936642522,
1727,17.01,27.37,-10.36,,,,Ti sei fatto pane,Daniele Ricci ,Gesù è il suo nome,"31,3",VktGKm3AF88,0.588313880597015,-0.8985255854293148,-0.3102117048322999,
2051,7.43,13.97,-6.540000000000001,,,,Perdonami ancora,Paolo Martinelli,,"21,4,11,12",UK2kQjQyP8k,0.25697660980810233,-0.567215958369471,-0.3102393485613687,
345,4.95,10.51,-5.56,,,,Pace a te (Nel Signore io ti do la pace),A. Costa - Stefano Varnavà,,30,84PLHM1ko80,0.17120245202558637,-0.4822202948829141,-0.31101784285732775,
226,10.22,17.89,-7.67,,,,Il disegno,A. Marani - Comunione E Liberazione,,"21,31,8,13,20",KIIsn62ohDY,0.35347253731343287,-0.6652211621856028,-0.3117486248721699,
1694,3.9,9.05,-5.15,,,,"Gloria, gloria, gloria io l’ho incontrato",,,"21,32",mAA7-Cw0HRk,0.1348867803837953,-0.4466608846487425,-0.31177410426494717,
1843,12.09,20.51,-8.420000000000002,,,,Il nostro cuore non si è perduto,Roberto Grotti,,"21,31,32,2,4,10,14,16,20",kBiGsbBzfNI,0.41814901918976544,-0.7302688638334781,-0.3121198446437127,
1619,13.28,22.18,-8.9,,,,Come ti ama Dio,---,,"31,32",6CkaRqfl4js,0.45930678038379524,-0.771899392888118,-0.3125926125043228,
1873,10.12,17.77,-7.65,,,,E' festa grande ,Giosy Cento,,"21,15",5z7PL8ZY1sg,0.3500139019189766,-0.6634865568083261,-0.31347265488934956,
2497,6.92,13.34,-6.42,,,,Beato chi dimora in Te,Darlene Zschech - Reuben Morgan,,"21,24,14",MnBizieeEf4,0.23933756929637529,-0.556808326105811,-0.3174707568094357,
1869,13.7,22.83,-9.129999999999999,,,,"Maria, tua dolcezza",RnS,,"32,7",oehuZNY8-Yg,0.47383304904051166,-0.7918473547267996,-0.3180143056862879,
2059,12.43,21.06,-8.629999999999999,,,,Questo è il tempo,Daniele Semprini - Anna Maria Galliano,,"21,4",zL38oQKpIuo,0.4299083795309169,-0.7484822202948829,-0.318573840763966,
1735,10.69,18.63,-7.9399999999999995,,,,Santo (Do Re Mi),,,27,,0.3697281236673774,-0.6886383347788378,-0.31891021111146045,
1392,6.42,12.66,-6.24,,,,Il Natale del Signor (Titolo originale: The first Nowell),Anonimo (Canto tradizionale inglese),,"21,32,3",wcTA7RC9-2Q,0.22204439232409381,-0.541196877710321,-0.3191524853862272,
2101,10.18,17.92,-7.740000000000002,,,,"Padre, Maestro ed Amico",A. Lagorio,,"21,26,32,53",UD-OCNBgcg4,0.35208908315565035,-0.6712922810060713,-0.31920319785042095,
2766,8.97,16.23,-7.26,,,,Alleluia dello Spirito,"Angelo Roncari, Lorenzo Capello",,"25,6",,0.3102395948827293,-0.629661751951431,-0.31942215706870175,
2447,17.62,28.34,-10.719999999999999,,,,Tempo di ricominciare,Gen Verde,Tempo di ricominciare,31,uKal1PpNSJs,0.6094115565031982,-0.9297484822202948,-0.3203369257170966,
2147,7.22,13.8,-6.580000000000001,,,,Danza la vita,M. Monnetti,,"32,51",Gx28CCKcyK0,0.24971347547974415,-0.5706851691240244,-0.3209716936442803,
2487,13.81,23.02,-9.209999999999999,,,,Pane e vino ti offriamo,M. Palmitessa,Ora sei con noi,26,-h27hWgNfto,0.4776375479744137,-0.7987857762359063,-0.3211482282614926,
1938,12.97,21.85,-8.88,,,,Venite saliamo al monte del Signore,Marco Frisina,Salvatore del mondo,"24,4",31AWNjoGyIo,0.4485850106609809,-0.7701647875108414,-0.3215797768498605,
2752,11.49,19.79,-8.299999999999999,,,,Per accendere in cuore la speranza,"Nico Dal Molin, Pierangelo Ruaro, Sereno Ruaro",,"31,5,6",,0.39739720682302776,-0.7198612315698178,-0.3224640247467901,
2376,9.23,16.63,-7.399999999999999,,,,"Apocalisse 19,6",RnS - M. Emberti Gialloreti-C. Rossi,Sempre canterò,"25,5",zLJaWJWXVyo,0.3192320469083156,-0.6418039895923676,-0.32257194268405204,
2229,12.59,21.33,-8.739999999999998,,,,Chiamati per nome v2,Gen Verde,,"21,5,20",EUG6KnGxpcc,0.43544219616204694,-0.7580225498699045,-0.32258035370785754,
23,11.68,20.06,-8.379999999999999,,,,Alleluia Canto per Cristo,Eugenio Costa,,"25,2",TObK5sUeuNI,0.4039686140724947,-0.7267996530789245,-0.3228310390064298,
2635,4.57,10.12,-5.549999999999999,,,,Sii esaltato ,RnS - T.Paris,Venti dello Spirito,"21,32,14",Vz01MqhPbyM,0.15805963752665247,-0.48135299219427574,-0.32329335466762327,
2589,14.96,24.66,-9.7,,,,Come un faro nel buio,"F.Venturini. G.Bedocchi, A.Mazzanti",,14,A--7TeXOkSo,0.517411855010661,-0.8412836079791847,-0.32387175296852366,
2390,5.57,11.53,-5.959999999999999,,,,Voglio stare accanto a Te,RnS,,"31,9",lsxeJEV8NbI,0.1926459914712154,-0.5169124024284475,-0.3242664109572321,
1993,7.25,13.88,-6.630000000000001,,,,Maria (Quando l'amor),Gen Rosso,,"21,32,7",4d9El038smA,0.25075106609808107,-0.5750216825672161,-0.324270616469135,
1944,17.08,27.65,-10.57,,,,Luce che sorgi nella notte,Francesco Buttazzo,E' Natale ancora,"21,3",FQVguXqfOtE,0.5907349253731343,-0.9167389418907199,-0.3260040165175856,
382,16.09,26.27,-10.18,,,,Resta qui con noi,Gen Rosso,,"32,5,17",AyPDx-w7nKw,0.5564944349680171,-0.8829141370338248,-0.3264197020658077,
1847,13.0,21.95,-8.95,,,,Ave Maria stella del mattino,Clericetti/ Mascagni,,"32,2,7,10,11,12,13,15,16,20",PP_FgfkM1CM,0.4496226012793177,-0.7762359063313096,-0.3266133050519919,
2096,4.28,9.76,-5.4799999999999995,,,,Canoni - Dona la pace,Taizè,,"31,9,10",MNRLFsTPWOM,0.1480295948827292,-0.47528187337380745,-0.32725227849107824,
2750,8.99,16.35,-7.360000000000001,,,,Riuniti nel suo nome,Zardini,,"29,52",CUVi2y0f8uo,0.3109313219616205,-0.6383347788378145,-0.32740345687619404,
2331,8.68,15.92,-7.24,,,,Atto di amore,Marco Frisina,Sacerdote per sempre,"21,31,4",3yQLNZZ20kE,0.30020955223880597,-0.6279271465741544,-0.3277175943353484,
2350,6.54,12.93,-6.39,,,,Benedetto sei Signor ,Avolio-Capacchione-La Rocca,Festa con Gesù,26,9NNWFFMZyW0,0.2261947547974414,-0.5542064180398959,-0.3280116632424545,
2222,14.33,23.83,-9.499999999999998,,,,Tutto il mondo deve sapere,Gen Verde,Il Mistero Pasquale,"25,32,5",DxMOXCh1QLk,0.4956224520255864,-0.8239375542064179,-0.3283151021808315,
466,5.46,11.43,-5.97,,,,Tu sei,Paolo Spoladore,Così,"21,31,6",RbEjtKf3Yr8,0.18884149253731342,-0.5177797051170858,-0.3289382125797724,
2456,7.59,14.43,-6.84,,,,Salga da questo altare,S. Albisetti - L. Picchi,"Rivista ""Psallite! Musica e Liturgia""",26,T3P1RM65yCI,0.2625104264392324,-0.593235039028621,-0.33072461258938857,
28,9.51,17.12,-7.610000000000001,,,,"Alleluia, chi ascolta",Francesco Buttazzo,,25,6GlSrXdZx90,0.32891622601279324,-0.6600173460537729,-0.3311011200409797,
1544,7.05,13.68,-6.63,,,,Tu sei bambino,Daniele Ricci,,"21,3",QhJ29I6o3D4,0.24383379530916843,-0.575021682567216,-0.33118788725804754,
1790,9.7,17.39,-7.690000000000001,,,,Quando cammino per il mondo,M. Giombini,,32,ca4qoOhMxR0,0.3354876332622601,-0.6669557675628796,-0.33146813430061944,
2769,5.4,11.38,-5.98,,,,Signore delle Cime,Bepi de Marzi,,10,GOt_IfNcvpA,0.1867663113006397,-0.5186470078057243,-0.33188069650508456,
2518,7.18,13.87,-6.6899999999999995,,,,E' il Signor,Marvin V. Frey,,"28,9",9apH9bF8NYk,0.24833002132196164,-0.5802254986990459,-0.3318954773770843,
2602,7.18,13.87,-6.6899999999999995,,,,E' il Signor,Marvin V. Frey,He is Lord,"28,14",9apH9bF8NYk,0.24833002132196164,-0.5802254986990459,-0.3318954773770843,
1697,4.39,9.98,-5.590000000000001,,,,Ti amo Signor,Laurie Klein,,"9,52",ipf3GPiyYaA,0.1518340938166311,-0.4848222029488292,-0.3329881091321981,
1930,6.99,13.62,-6.629999999999999,,,,Evviva Rita!,canto popolare (musica di Noi vogliam Dio),,"21,32,10",MI6GnnHSu1Q,0.24175861407249466,-0.5750216825672159,-0.3332630684947212,
2674,11.62,20.1,-8.480000000000002,,,,La Madre,Gen Rosso,Se siamo uniti,"31,32,7",PEevxYV2vhM,0.4018934328358209,-0.7354726799653081,-0.33357924712948717,
1765,9.53,17.18,-7.65,,,,Inno all'amore,Debora Vezzani,,"10,15,17",egf81MYejak,0.32960795309168445,-0.6634865568083261,-0.3338786037166417,
2151,15.38,25.37,-9.99,,,,Alzerò i miei occhi ,Marco Frisina,,"26,31",pMxW97hIleM,0.5319381236673775,-0.8664353859496965,-0.334497262282319,
2660,12.83,21.81,-8.979999999999999,,,,Canoni Vari,Autori Vari,,"9,11,14,18",,0.4437429211087421,-0.7788378143972245,-0.33509489328848246,
393,10.09,17.98,-7.890000000000001,,,,San Damiano,Riz Ortolani - Benjamin,,"31,9",-S4SJ7ebpt8,0.34897631130063966,-0.6843018213356462,-0.33532551003500655,
2540,19.35,30.94,-11.59,,,,La terra buona,--,,"31,17",dcIoaap-vuI,0.6692459488272922,-1.00520381613183,-0.3359578673045378,
1898,12.55,21.43,-8.879999999999999,,,,Chiamati per nome,Gen Verde,,"21,5,20",EUG6KnGxpcc,0.4340587420042645,-0.7701647875108413,-0.3361060455065768,
403,5.7,11.85,-6.1499999999999995,,,,Santo (Gen Verde),Gen Verde,,27,wMhu5w2VaDg,0.19714221748400856,-0.5333911535125758,-0.33624893602856726,
459,9.15,16.69,-7.540000000000001,,,,Ti ringraziamo,Gen Verde,Gratitudine,"26,32",6OKVjp-6GUY,0.3164651385927506,-0.6539462272333045,-0.33748108864055393,
315,10.26,18.25,-7.99,,,,Nei cieli un grido risuonò,Gino Stefani - Greiter,,"21,5",1YWB2ztVVk4,0.3548559914712154,-0.6929748482220296,-0.3381188567508142,
2875,6.04,12.35,-6.31,,,,Christ is my hope,Marco Frisina,,32,nOXa4-yBBXw,0.20890157782515995,-0.5472679965307893,-0.33836641870562933,
2050,4.51,10.21,-5.700000000000001,,,,"Alleluja, lodate il Signore",Marco Frisina,,"21,25",mL0uSJR8My8,0.1559844562899787,-0.49436253252385093,-0.3383780762338722,
2578,8.22,15.4,-7.18,,,,Veglia al bambino Gesù,Tradizionale,,3,8j00v_PdMek,0.2842998294243071,-0.6227233304423244,-0.3384235010180173,
1778,11.12,19.46,-8.340000000000002,,,,Apri i cieli,SDV worship,,"31,6,8",NfdUMMf8gwo,0.38460025586353946,-0.7233304423243714,-0.3387301864608319,
2302,8.18,15.35,-7.17,,,,Il deserto fiorirà,Marco Frisina,Non temere,"21,2",WZ8GCddPj5I,0.2829163752665246,-0.6218560277536861,-0.3389396524871615,
2485,13.77,23.18,-9.41,,,,Con un cuore solo,"RnS - Ferrante, Salvemini",Sentieri di speranza,31,40tFwBuV8rM,0.4762540938166312,-0.8161318300086731,-0.33987773619204187,
2442,6.56,13.1,-6.54,,,,Come il fiume,Domenico Machetta,"CANTI PER LA PREGHIERA DEI GIOVANI - Sei con noi, uno di noi",26,oPqySizQeYw,0.22688648187633265,-0.567215958369471,-0.3403294764931384,
1553,7.71,14.71,-7.000000000000001,,,,Danza Danza,Giovani della Comunità Maria (1983),,"21,32",tVx4nmLlgTo,0.26666078891258,-0.6071118820468344,-0.3404510931342544,
2420,11.22,19.62,-8.4,,,,Rimani con noi ,Michele Bonfitto,,"31,32",7A6309X6oD8,0.3880588912579958,-0.7285342584562012,-0.3404753671982054,
2119,16.52,27.04,-10.52,,,,Benedetto nei secoli,Matteo Zambuto,,26,fQZUOuYGE7Y,0.5713665671641791,-0.9124024284475282,-0.34103586128334906,
199,13.96,23.46,-9.5,,,,Francesco vai,Chiara Bizzetti,,"16,20",6UaILKz_Xvg,0.4828255010660981,-0.8239375542064181,-0.34111205314032,
191,0.94,5.25,-4.3100000000000005,,,,Evenhu Shalom,Tradizionale Ebraico,,30,AWePGSeapVo,0.03251117270788913,-0.37380745880312233,-0.3412962860952332,
295,14.5,24.22,-9.719999999999999,,,,Madre io vorrei,Pierangelo Sequeri,E mi sorprende,"4,7,13",A1mXFg9sUo0,0.5015021321961621,-0.8430182133564613,-0.3415160811602992,
203,6.16,12.56,-6.4,,,,Gesù per le strade,Dusan Stefani Da Tradizionale Scout Francese,,4,rbvwFjU8e0o,0.21305194029850746,-0.5550737207285343,-0.34202178043002684,
293,8.76,16.2,-7.4399999999999995,,,,Lui verrà e ti salverà,Bob Fitts - Gary Sadler,,"21,31,32,2,4",g3filJMchMY,0.30297646055437105,-0.645273200346921,-0.34229673979255,
278,12.01,20.75,-8.74,,,,"Laudato sii, o mi Signore",---,,31,Rla81AGiir0,0.41538211087420046,-0.7580225498699047,-0.34264043899570423,
2308,11.44,19.96,-8.520000000000001,,,,In unità,Armani,,26,hsrGjF9yEoM,0.3956678891257996,-0.7389418907198614,-0.3432740015940618,
2002,7.54,14.52,-6.9799999999999995,,,,Maranathà,Marco Frisina,Non temere,"21,26,31,2",JgxlheZtsxY,0.26078110874200433,-0.6053772766695577,-0.3445961679275533,
499,6.33,12.83,-6.5,,,,Amare oltre,Federico Russo,,"31,15",zRy5MFLE59g,0.21893162046908318,-0.5637467476149176,-0.3448151271458344,
2216,10.0,17.97,-7.969999999999999,,,,Ave Maria (offro a te il mio canto),,,"32,7",,0.345863539445629,-0.6912402428447527,-0.34537670339912374,
2269,18.34,29.64,-11.3,,,,La trasfigurazione,Marco Frisina,Non di solo pane,"26,31",6gU3t0nuHuw,0.6343137313432836,-0.9800520381613184,-0.34573830681803475,
378,16.04,26.43,-10.39,,,,Re di gloria,F. Marranzino/A. De Luca,,"31,32",qN7IX3-Z0wo,0.5547651172707889,-0.9011274934952299,-0.346362376224441,
444,17.86,28.98,-11.120000000000001,,,,Sulla Tua parola (Pietro vai),P. Paci - G. Santambrogio - Stefano Varnavà,,"31,16,17,20",jXE0ta1g1b0,0.6177122814498933,-0.9644405897658284,-0.34672830831593504,
2382,13.01,22.21,-9.200000000000001,,,,Alleluia a Colui che risuscitò ,RnS - D. Fishel,Sempre canterò,25,tNJA1b2zvT4,0.4499684648187634,-0.7979184735472681,-0.3479500087285047,
2173,16.44,27.02,-10.579999999999998,,,,Luce di Dio,A. M. Galliano; R. Farruggio,,"21,31,32,5",Pqv4nnGD_vA,0.5685996588486142,-0.9176062445793581,-0.34900658573074395,
2735,5.75,12.07,-6.32,,,,Notte di Luce,F. Rainoldi - J. Akepsimas,,"21,31,3",DjK6_1HTYLw,0.19887153518123668,-0.5481352992194276,-0.3492637640381909,
2337,5.92,12.31,-6.390000000000001,,,,Gesù che sta passando,Figli del Divino Amore,,32,3a3GgAxcarg,0.20475121535181237,-0.554206418039896,-0.3494552026880836,
496,3.45,8.86,-5.409999999999999,,,,Voglio ringraziare,---,,"26,18",BqY1WvhAN5Y,0.11932292110874201,-0.4692107545533391,-0.34988783344459706,
1811,8.54,15.98,-7.440000000000001,,,,Vieni dal Libano,P. Marciani - N. Cometto,,"21,15",bPbi4SXd0MU,0.29536746268656716,-0.6452732003469213,-0.3499057376603541,
2221,9.54,17.38,-7.84,,,,Cantico delle creature,Branduardi,,"28,31,32",2vIzGZg7iss,0.32995381663113005,-0.6799653078924545,-0.3500114912613244,
2099,12.95,22.16,-9.21,,,,Sai fischiare?,Verdi Note dell'Antoniano,Estate Ragazzi con Le Verdi Note dell'Antoniano,"32,10,53",syyrdbH7Ha8,0.4478932835820895,-0.7987857762359064,-0.3508924926538169,
2649,9.82,17.79,-7.969999999999999,,,,Prenditi a cuore,,,"32,10,16,20",,0.3396379957356077,-0.6912402428447527,-0.351602247109145,
2681,15.1,25.18,-10.08,,,,Rendiamo grazie a te,Daniele Scarpa,,26,,0.5222539445628998,-0.8742411101474415,-0.3519871655845418,
2560,4.44,10.27,-5.829999999999999,,,,Perfetta letizia,Castellacci,Forza Venite Gente,54,RLiBiI9pVkc,0.1535634115138593,-0.5056374674761491,-0.3520740559622898,
1932,16.05,26.51,-10.46,,,,Ci nutri alla Tua mensa,"F. Buttazzo, P. Dargenio",Esulta il cielo,"26,31,9",RPQ8ORkm9bo,0.5551109808102346,-0.9071986123156983,-0.35208763150546374,
486,7.37,14.37,-6.999999999999999,,,,Vieni e seguimi,Gen Rosso,Se siamo uniti,"21,32,17,20",EprjM1pGNyY,0.2549014285714286,-0.6071118820468343,-0.3522104534754057,
2642,9.8,17.77,-7.969999999999999,,,,Volgete gli occhi ,RnS - Jean Luc Moens,Benedici il Signor,"21,52",fXXvEFGg4Ms,0.33894626865671645,-0.6912402428447527,-0.35229397418803626,
1810,11.98,20.82,-8.84,,,,Annunciazione,Gen Verde,,"21,7,10,17",3Mf1TEKxkZE,0.41434452025586355,-0.766695576756288,-0.3523510565004244,
1928,4.9,10.92,-6.02,,,,Santa degli impossibili (Santa Rita),canto popolare,,"21,32,10",,0.16947313432835823,-0.5221162185602776,-0.35264308423191937,
1910,4.47,10.32,-5.8500000000000005,,,,Nel Signore io ti do la pace,A. Costa - S. Varnavà,,30,84PLHM1ko80,0.15460100213219619,-0.5073720728534259,-0.3527710707212297,
1773,5.51,11.78,-6.27,,,,L'addolorata,---,,"31,4",,0.1905708102345416,-0.5437987857762359,-0.3532279755416943,
2764,11.5,20.16,-8.66,,,,Giovani Orizzonti,Ivo Valoppi,C'è da non crederci,53,caP9rPCIk20,0.39774307036247336,-0.751084128360798,-0.3533410579983246,
1389,8.33,15.73,-7.4,,,,Non per forza,---,,"22,24",O1HZT01UGmU,0.288104328358209,-0.6418039895923678,-0.35369966123415886,
2570,16.73,27.48,-10.75,,,,Se avessi mai commesso,Santa Teresa di Lisieux,,"31,4",2pN1y8hCHds,0.5786297014925373,-0.9323503902862099,-0.3537206887936726,
1655,9.89,17.92,-8.030000000000001,,,,Eccomi Gesù,Gen Verde,,21,Q4yTljPzIZs,0.3420590405117271,-0.696444058976583,-0.3543850184648559,
2006,9.43,17.28,-7.850000000000001,,,,Innalzate nei cieli lo sguardo,Albisetti - Martorelli,,"21,31,2",lHcob8FGOoM,0.32614931769722816,-0.680832610581093,-0.35468329288386485,
2342,3.32,8.74,-5.42,,,,Osanna,RnS,Come Davide,"21,32,5,9,14",yR73PoiiIjg,0.11482669509594881,-0.4700780572419775,-0.3552513621460287,
