id_canti,similarity,mean_similarity,deviation,titolo,autore,raccolta,momento,link_youtube,score_similarity,score_deviation,score
1969,9.88,9.08,0.8000000000000007,"Gesù, Jesus (Medjugorje)",Regina della Pace,,"30,6,9,10,14",GLU1Cq7n8KA,0.34225333333333335,2.0,2.3422533333333333
2624,3.88,3.46,0.41999999999999993,Gesù (invocazione),RnS - R.Magnabosco,,"28,31,9,10,11,12,20",wMb9MhgCMuU,0.1344071794871795,1.049999999999999,1.1844071794871784
1935,2.16,1.94,0.2200000000000002,Agnus Dei,Giosy Cento,,"71,2,3,4,5",_2zFoFm_a1c,0.07482461538461539,0.55,0.6248246153846154
1717,18.33,18.67,-0.3400000000000034,"Un sol corpo, un sol spirito",Salvatore Martinez,,"21,32,16",n-Gov3B4AIk,0.63497,-0.030249110320285,0.604720889679715
2767,17.73,18.05,-0.3200000000000003,Dite alla gente,G.Meregalli,Mi hai tenuto per mano,"21,31,32,3,10,14",VFeCqLeqUbM,0.6141853846153846,-0.02846975088967974,0.5857156337257049
1911,1.47,1.3,0.16999999999999993,Agnus Dei,,,71,,0.0509223076923077,0.42499999999999943,0.47592230769230714
2172,14.23,14.86,-0.629999999999999,Le Beatitudini,RnS,Venti dello Spirito,"31,10",SNNglMPpkVI,0.4929417948717949,-0.05604982206405685,0.43689197280773806
2185,1.38,1.24,0.1399999999999999,Agnus Dei (miserere et pacem),Daniele Esposito,,71,oi6I52MhsaQ,0.04780461538461539,0.3499999999999994,0.3978046153846148
2574,15.79,17.67,-1.8800000000000026,Ti parlerò di me,Reale,Come nessun altro,"31,11,12",Y0seKXi7a0Q,0.5469817948717949,-0.16725978647686854,0.3797220083949263
1710,12.46,14.54,-2.0799999999999983,Spezziamo il pane ,Chris Rolinson,,31,wsa2qtnfRfk,0.43162717948717955,-0.185053380782918,0.24657379870426155
2384,8.65,9.27,-0.6199999999999992,Dai la mano a tuo fratello,RnS,Sempre canterò,"21,30,32,3,5",JPrPBoEy6d0,0.29964487179487187,-0.055160142348754375,0.2444847294461175
1748,16.8,20.64,-3.84,Benedetto Signore (Cerco solo Te),RnS,,"21,32,9,10,14,15",MXUZaioC9ps,0.5819692307692308,-0.34163701067615654,0.24033222009307426
419,15.46,18.86,-3.3999999999999986,Segni del tuo amore,Gen Rosso - Gen Verde,,26,Ou0wDlaHWPY,0.5355502564102566,-0.30249110320284683,0.23305915320740972
