id_liturgia,riferimento,id_canti,vector_similarity
C27-A,versetto,1922,0.4258948354282648
C27-A,versetto,2596,0.4037291737180413
C27-A,versetto,1643,0.4024458251113448
C27-A,versetto,2273,0.3981010445743451
C27-A,versetto,2094,0.3958349325210142
C27-A,versetto,101,0.3958333059717425
C27-A,versetto,100,0.3923659500959831
C27-A,vangelo,1947,0.5447566129498871
C27-A,vangelo,2232,0.5440698990971597
C27-A,vangelo,2279,0.5379262027310597
C27-A,vangelo,259,0.52042719694429
C27-A,vangelo,359,0.5047080996519964
C27-A,vangelo,2419,0.4918618430970599
C27-A,vangelo,2887,0.4915664192364884
C27-A,vangelo,2519,0.4910257719083881
C27-A,vangelo,234,0.4898746645698431
C27-A,vangelo,2647,0.4888184742316163
C28-A,liturgia,1627,0.6090336818121461
C28-A,liturgia,2598,0.6075535181089097
C28-A,liturgia,2295,0.5987776044437719
C28-A,liturgia,1578,0.5984633301790717
C28-A,liturgia,1566,0.5932995472345339
C28-A,liturgia,259,0.5908040279264167
C28-A,liturgia,3022,0.5893956510156811
C28-A,liturgia,2199,0.5860711364757455
C28-A,liturgia,2286,0.5854863744957102
C28-A,liturgia,2296,0.5819390351335221
C28-A,prima_lettura,2452,0.7007846975188995
C28-A,prima_lettura,2203,0.6842449130795933
C28-A,prima_lettura,2223,0.6780707325140698
C28-A,prima_lettura,2221,0.6745158420139576
C28-A,prima_lettura,2603,0.664227323263651
C28-A,prima_lettura,247,0.6630761917791171
C28-A,prima_lettura,2299,0.6623695409402042
C28-A,prima_lettura,2755,0.6573198468232759
C28-A,prima_lettura,2152,0.6566384623595887
C28-A,prima_lettura,2648,0.6524542460115792
C28-A,salmo,2596,0.5679522352688235
C28-A,salmo,2063,0.5071803823442387
C28-A,salmo,102,0.4984031730094849
C28-A,salmo,100,0.4965986009050731
C28-A,salmo,2493,0.4930060248597282
C28-A,salmo,2142,0.4917015189125442
C28-A,salmo,2755,0.4777904203275904
C28-A,salmo,2140,0.4768572256478489
C28-A,salmo,2303,0.4660039493834853
C28-A,salmo,2094,0.4656187694606886
C28-A,seconda_lettura,1979,0.7480593234550176
C28-A,seconda_lettura,2232,0.7151439638694884
C28-A,seconda_lettura,1991,0.7075640502010364
C28-A,seconda_lettura,2189,0.6980199029511963
C28-A,seconda_lettura,2893,0.6963209486197913
C28-A,seconda_lettura,2860,0.6943903954467519
C28-A,seconda_lettura,2888,0.6903447641917552
C28-A,seconda_lettura,1579,0.6897558424988302
C28-A,seconda_lettura,2383,0.6881606602995748
C28-A,seconda_lettura,1566,0.6864941900334707
C28-A,versetto,2024,0.593875261776894
C28-A,versetto,2123,0.4643829631438095
C28-A,versetto,102,0.4465860591794944
C28-A,versetto,2755,0.4186546206851883
C28-A,versetto,446,0.4122860752373929
C28-A,versetto,2273,0.411725311804122
C28-A,versetto,2596,0.4114198907266846
C28-A,versetto,2063,0.4058857162695693
C28-A,versetto,2184,0.4055165108059564
C28-A,versetto,2127,0.405167701233048
C28-A,vangelo,1830,0.6852829581342377
C28-A,vangelo,2801,0.6664318864136191
C28-A,vangelo,1771,0.6610609262285553
C28-A,vangelo,292,0.6519519722440873
C28-A,vangelo,170,0.648072995739549
C28-A,vangelo,3007,0.6426259796243038
C28-A,vangelo,2311,0.6397209473072688
C28-A,vangelo,2595,0.6388758563031803
C28-A,vangelo,2738,0.6376488091796442
C28-A,vangelo,2078,0.6316112332105288
C29-A,liturgia,1597,0.6507624707604089
C29-A,liturgia,449,0.6224899708697843
C29-A,liturgia,2003,0.6204623202132712
C29-A,liturgia,2127,0.6204348174914437
C29-A,liturgia,1721,0.6177152238083354
C29-A,liturgia,2199,0.6121756501796054
C29-A,liturgia,1566,0.6078182588314103
C29-A,liturgia,1607,0.6023908877394147
C29-A,liturgia,2286,0.6019363417529267
C29-A,liturgia,1936,0.6003696587731754
C29-A,prima_lettura,266,0.7219161177384116
C29-A,prima_lettura,2439,0.6982231855768443
C29-A,prima_lettura,247,0.6961735357525851
C29-A,prima_lettura,3022,0.6696674045612732
C29-A,prima_lettura,1696,0.6670244918026066
C29-A,prima_lettura,2370,0.6668426892871473
C29-A,prima_lettura,2470,0.662580242605556
C29-A,prima_lettura,292,0.6618553488712873
C29-A,prima_lettura,2098,0.660933941237271
C29-A,prima_lettura,1614,0.653100340048785
C29-A,salmo,2596,0.5419710133247504
C29-A,salmo,102,0.5018006608513251
C29-A,salmo,2142,0.4925350756952909
C29-A,salmo,2063,0.4888923913853721
C29-A,salmo,2897,0.4827869267650324
C29-A,salmo,2493,0.4751541561406902
C29-A,salmo,100,0.4720246557084349
C29-A,salmo,2074,0.4525326900516435
C29-A,salmo,2024,0.4440037046028849
C29-A,salmo,2755,0.4429502823983372
C29-A,seconda_lettura,3011,0.7108847358605072
C29-A,seconda_lettura,2145,0.7042540358495066
C29-A,seconda_lettura,2408,0.700130887360358
C29-A,seconda_lettura,490,0.6996691283539102
C29-A,seconda_lettura,1711,0.6832002516181601
C29-A,seconda_lettura,273,0.6820186919667076
C29-A,seconda_lettura,326,0.6811677643780675
C29-A,seconda_lettura,186,0.6801682435407892
C29-A,seconda_lettura,1736,0.6790544968227866
C29-A,seconda_lettura,1976,0.6750869732874948
C29-A,versetto,2024,0.5919835453840286
C29-A,versetto,102,0.4742239677955969
C29-A,versetto,2273,0.4661174780306243
C29-A,versetto,2123,0.4654656412649371
C29-A,versetto,2063,0.442587740777752
C29-A,versetto,2596,0.435976084298701
C29-A,versetto,2127,0.4338158364931114
C29-A,versetto,2140,0.4301456051966846
C29-A,versetto,446,0.427346302883678
C29-A,versetto,2624,0.4251001884702225
C29-A,vangelo,227,0.742874308825048
C29-A,vangelo,2073,0.7280419983171941
C29-A,vangelo,1970,0.7223623737598156
C29-A,vangelo,2603,0.7171052518966703
C29-A,vangelo,1782,0.7112050527522512
C29-A,vangelo,2,0.6982373061410594
C29-A,vangelo,2419,0.6926294606596873
C29-A,vangelo,1979,0.6911726336540919
C29-A,vangelo,2768,0.6911226726114139
C29-A,vangelo,254,0.6902183332246372
C30-A,liturgia,2269,0.6794138793564153
C30-A,liturgia,1726,0.6312767722884025
C30-A,liturgia,2344,0.6253206425256261
C30-A,liturgia,1627,0.615892070572912
C30-A,liturgia,505,0.6120608285783172
C30-A,liturgia,297,0.6047181369297909
C30-A,liturgia,2148,0.6034547330965663
C30-A,liturgia,2155,0.603290639580414
C30-A,liturgia,266,0.60305578282867
C30-A,liturgia,2544,0.6030002555938322
C30-A,prima_lettura,228,0.5368929990810506
C30-A,prima_lettura,2315,0.5021149900822613
C30-A,prima_lettura,2492,0.48680646370488
C30-A,prima_lettura,2928,0.471293412320977
C30-A,prima_lettura,2269,0.4447126316633889
C30-A,prima_lettura,226,0.4434948062919865
C30-A,prima_lettura,183,0.4397555721839987
C30-A,prima_lettura,2481,0.4322831413195075
C30-A,prima_lettura,2615,0.4312858180764478
C30-A,prima_lettura,2895,0.4312161478688889
C30-A,salmo,2596,0.556882228465553
C30-A,salmo,2063,0.5044004827088537
C30-A,salmo,2897,0.4892611201011768
C30-A,salmo,2493,0.4876187300988848
C30-A,salmo,102,0.4864306925516968
C30-A,salmo,2142,0.4841379840571524
C30-A,salmo,100,0.4728876332309298
C30-A,salmo,2452,0.4563921629691295
C30-A,salmo,2755,0.4557936330163709
C30-A,salmo,3031,0.4491339757032949
C30-A,seconda_lettura,2544,0.5525201397063171
C30-A,seconda_lettura,2928,0.5072784302842568
C30-A,seconda_lettura,2301,0.4917010734198937
C30-A,seconda_lettura,2366,0.4895210826787289
C30-A,seconda_lettura,2895,0.4878442597846113
C30-A,seconda_lettura,443,0.4778019303996978
C30-A,seconda_lettura,2333,0.4668912285568541
C30-A,seconda_lettura,493,0.4601169023751781
C30-A,seconda_lettura,2269,0.45964493575256
C30-A,seconda_lettura,1780,0.4552221505837591
C30-A,versetto,1938,0.3363431816230768
C30-A,versetto,2273,0.3199636324510701
C30-A,versetto,2184,0.3199467997125866
C30-A,versetto,2328,0.3115080836290575
C30-A,versetto,2140,0.3101934594682679
C30-A,versetto,2576,0.3053654817320451
C30-A,versetto,2596,0.3043639800625641
C30-A,versetto,1611,0.29220282747351
C30-A,versetto,2757,0.2915441069432411
C30-A,versetto,101,0.2906755076881329
C30-A,vangelo,2544,0.7075806783551235
C30-A,vangelo,266,0.700193275666846
C30-A,vangelo,2895,0.687734410502421
C30-A,vangelo,273,0.6735064426691871
C30-A,vangelo,297,0.6696511645765773
C30-A,vangelo,2320,0.6693265644564967
C30-A,vangelo,2370,0.6617754624532999
C30-A,vangelo,2228,0.6539298459282666
C30-A,vangelo,368,0.6516597281018806
C30-A,vangelo,2318,0.6512807579978187
C31-A,liturgia,2237,0.7196520021312519
C31-A,liturgia,474,0.7049564472780792
C31-A,liturgia,3021,0.6901743056277828
C31-A,liturgia,2286,0.689567972922648
C31-A,liturgia,2382,0.6861512280294642
C31-A,liturgia,370,0.6843781662361645
C31-A,liturgia,2533,0.6775966202552255
C31-A,liturgia,1938,0.6761125864821323
C31-A,liturgia,449,0.6736761059255396
C31-A,liturgia,1597,0.6730580053254941
C31-A,prima_lettura,76,0.6634846874290113
C31-A,prima_lettura,1412,0.6530415704954288
C31-A,prima_lettura,2805,0.6505483197630813
C31-A,prima_lettura,1841,0.6463979119129858
C31-A,prima_lettura,1684,0.6442514607541996
C31-A,prima_lettura,365,0.64313824834495
C31-A,prima_lettura,1722,0.6386251136829493
C31-A,prima_lettura,1940,0.6386155183126324
C31-A,prima_lettura,2292,0.6371701050879052
C31-A,prima_lettura,2497,0.6371182208892517
C31-A,salmo,2596,0.649178041276788
C31-A,salmo,2063,0.6041107376144506
C31-A,salmo,2755,0.5912974447036348
C31-A,salmo,2140,0.5877237019178034
C31-A,salmo,2452,0.5650528346749992
C31-A,salmo,2533,0.5632908895181205
C31-A,salmo,2493,0.5612820449957621
C31-A,salmo,1725,0.5572502611263026
C31-A,salmo,2799,0.5565316461590376
C31-A,salmo,1595,0.5556558333910199
C31-A,seconda_lettura,2273,0.7621991609504043
C31-A,seconda_lettura,2699,0.744790529606443
C31-A,seconda_lettura,2035,0.7360165665718005
C31-A,seconda_lettura,2810,0.7322898369966888
C31-A,seconda_lettura,1890,0.7119978133937427
C31-A,seconda_lettura,1738,0.7075648873402843
C31-A,seconda_lettura,2448,0.7003779806794049
C31-A,seconda_lettura,2776,0.698701195919727
C31-A,seconda_lettura,1352,0.6983546347743803
C31-A,seconda_lettura,1862,0.6945674282427478
C31-A,versetto,2024,0.5315040224020615
C31-A,versetto,102,0.4698579018850253
C31-A,versetto,101,0.4201706781949716
C31-A,versetto,1968,0.4172917457972783
C31-A,versetto,2123,0.4009219986218451
C31-A,versetto,1922,0.3860027975608827
C31-A,versetto,2074,0.3803161587812386
C31-A,versetto,2624,0.3786355793066812
C31-A,versetto,1897,0.3747499766647761
C31-A,versetto,2596,0.3704230885050936
C31-A,vangelo,2,0.764327698600477
C31-A,vangelo,2603,0.7348873490130355
C31-A,vangelo,2693,0.7158766622213243
C31-A,vangelo,2073,0.7133678433316721
C31-A,vangelo,2472,0.7126748704512728
C31-A,vangelo,1383,0.7036613950860582
C31-A,vangelo,2101,0.7010784456283162
C31-A,vangelo,2189,0.6952284648115007
C31-A,vangelo,1970,0.6937345124859523
C31-A,vangelo,22,0.6932151606811455
C32-A,liturgia,2827,0.6780248108759226
C32-A,liturgia,2003,0.5991200677841436
C32-A,liturgia,478,0.5892542569144924
C32-A,liturgia,47,0.5875195157443938
C32-A,liturgia,2737,0.587258814425834
C32-A,liturgia,2063,0.5744026001958727
C32-A,liturgia,505,0.5701645623829293
C32-A,liturgia,196,0.5566161858774662
C32-A,liturgia,2653,0.5560189258413981
C32-A,liturgia,83,0.5552285995000783
C32-A,prima_lettura,2827,0.5941589545223259
C32-A,prima_lettura,196,0.5273686953744129
C32-A,prima_lettura,2443,0.4953020882568213
C32-A,prima_lettura,194,0.4911199308760492
C32-A,prima_lettura,2737,0.4884940744090473
C32-A,prima_lettura,493,0.4674766812228356
C32-A,prima_lettura,2023,0.4546797397888682
C32-A,prima_lettura,1780,0.4519299637300531
C32-A,prima_lettura,2279,0.4479055343414473
C32-A,prima_lettura,478,0.4468579777385458
C32-A,salmo,2596,0.5587483598750442
C32-A,salmo,2142,0.5065629681030807
C32-A,salmo,2140,0.4909241445665285
C32-A,salmo,100,0.4860840215556303
C32-A,salmo,2885,0.4799376627114469
C32-A,salmo,2063,0.4798316303599413
C32-A,salmo,2755,0.4749546668903273
C32-A,salmo,102,0.4507550814475551
C32-A,salmo,2493,0.4493865259276333
C32-A,salmo,2303,0.4486385678910505
C32-A,seconda_lettura,1976,0.7432000391705164
C32-A,seconda_lettura,3011,0.691799380389821
C32-A,seconda_lettura,2365,0.6915637290339756
C32-A,seconda_lettura,2325,0.6896519697975866
C32-A,seconda_lettura,490,0.6890323765148098
C32-A,seconda_lettura,247,0.6861405385182388
C32-A,seconda_lettura,1605,0.6809246488070372
C32-A,seconda_lettura,2145,0.6750301479308677
C32-A,seconda_lettura,2520,0.6646118741732577
C32-A,seconda_lettura,1696,0.649305528936538
C32-A,versetto,1638,0.7283536900291389
C32-A,versetto,2024,0.6579402183440893
C32-A,versetto,2273,0.636860115994524
C32-A,versetto,2897,0.6288691599102033
C32-A,versetto,1725,0.6272235567286113
C32-A,versetto,2596,0.6132927176911337
C32-A,versetto,2279,0.6092858480050303
C32-A,versetto,2063,0.6038394725620145
C32-A,versetto,2,0.5931584684306873
C32-A,versetto,2758,0.5916519203507932
C32-A,vangelo,264,0.7173481099244304
C32-A,vangelo,2280,0.6624667097688989
C32-A,vangelo,2425,0.6300357517730505
C32-A,vangelo,2206,0.6006815387283797
C32-A,vangelo,1736,0.5589584599111375
C32-A,vangelo,2554,0.5504107072702329
C32-A,vangelo,288,0.5350907855687747
C32-A,vangelo,138,0.5128309506341239
C32-A,vangelo,1711,0.5005737996863551
C32-A,vangelo,1618,0.497718569718354
C33-A,liturgia,1627,0.7424172511015872
C33-A,liturgia,1917,0.7231233601440816
C33-A,liturgia,449,0.7025535176160023
C33-A,liturgia,2237,0.6791688764942968
C33-A,liturgia,1696,0.6619133614535967
C33-A,liturgia,194,0.6617911990019103
C33-A,liturgia,221,0.6520500989797667
C33-A,liturgia,2286,0.6516947784835203
C33-A,liturgia,2344,0.6511116411739586
C33-A,liturgia,1879,0.6475784459278006
C33-A,prima_lettura,2470,0.6536293840061707
C33-A,prima_lettura,292,0.64786016514881
C33-A,prima_lettura,1696,0.6441917724571437
C33-A,prima_lettura,1605,0.6413138716260839
C33-A,prima_lettura,247,0.6364071218170217
C33-A,prima_lettura,2098,0.6348481213763036
C33-A,prima_lettura,489,0.6345376268308398
C33-A,prima_lettura,2403,0.629201227414907
C33-A,prima_lettura,282,0.6164024980468829
C33-A,prima_lettura,2118,0.6124140501816574
C33-A,salmo,2596,0.5587483598750442
C33-A,salmo,2142,0.5065629681030807
C33-A,salmo,2140,0.4909241445665285
C33-A,salmo,100,0.4860840215556303
C33-A,salmo,2885,0.4799376627114469
C33-A,salmo,2063,0.4798316303599413
C33-A,salmo,2755,0.4749546668903273
C33-A,salmo,102,0.4507550814475551
C33-A,salmo,2493,0.4493865259276333
C33-A,salmo,2303,0.4486385678910505
C33-A,seconda_lettura,1717,0.7341891298752478
C33-A,seconda_lettura,2470,0.6419309331057216
C33-A,seconda_lettura,1577,0.6335213249538554
C33-A,seconda_lettura,1696,0.6275849049377507
C33-A,seconda_lettura,2485,0.6253992801246758
C33-A,seconda_lettura,2886,0.6191648698958504
C33-A,seconda_lettura,3011,0.6148989082303251
C33-A,seconda_lettura,457,0.6113208565141629
C33-A,seconda_lettura,273,0.599044801528996
C33-A,seconda_lettura,247,0.5959639250779663
C33-A,versetto,1638,0.7283536900291389
C33-A,versetto,2024,0.6579402183440893
C33-A,versetto,2273,0.636860115994524
C33-A,versetto,2897,0.6288691599102033
C33-A,versetto,1725,0.6272235567286113
C33-A,versetto,2596,0.6132927176911337
C33-A,versetto,2279,0.6092858480050303
C33-A,versetto,2063,0.6038394725620145
C33-A,versetto,2,0.5931584684306873
C33-A,versetto,2758,0.5916519203507932
C33-A,vangelo,2073,0.7724030730341308
C33-A,vangelo,227,0.7661005335343801
C33-A,vangelo,1782,0.7617712384838744
C33-A,vangelo,137,0.7394719332033378
C33-A,vangelo,1970,0.7390313349937468
C33-A,vangelo,2768,0.7379781393700038
C33-A,vangelo,2,0.7342462447399659
C33-A,vangelo,2786,0.7314655831538778
C33-A,vangelo,2800,0.7274546186735628
C33-A,vangelo,185,0.7240001307893339
C34-A,liturgia,2533,0.6936948752694622
C34-A,liturgia,2237,0.6931380758308341
C34-A,liturgia,2349,0.6929188566212909
C34-A,liturgia,2597,0.6868776210373053
C34-A,liturgia,2578,0.6858277133600776
C34-A,liturgia,2598,0.6824651612253543
C34-A,liturgia,3021,0.6811029056639382
C34-A,liturgia,1784,0.6803129947402142
C34-A,liturgia,82,0.6794152352728511
C34-A,liturgia,402,0.6772455201570332
C34-A,prima_lettura,2454,0.8393206603587325
C34-A,prima_lettura,2892,0.8356645577663835
C34-A,prima_lettura,1645,0.8313763005464803
C34-A,prima_lettura,1584,0.8308877625409057
C34-A,prima_lettura,1728,0.8262981362938293
C34-A,prima_lettura,1631,0.8226630690501789
C34-A,prima_lettura,2922,0.8206185815283332
C34-A,prima_lettura,1831,0.8185306182153725
C34-A,prima_lettura,2490,0.8183172373062118
C34-A,prima_lettura,1742,0.816896003151296
C34-A,salmo,2024,0.4703186010438445
C34-A,salmo,2032,0.4022954883481067
C34-A,salmo,102,0.3939969663052506
C34-A,salmo,2897,0.3793636880628537
C34-A,salmo,1705,0.3690901839984491
C34-A,salmo,2123,0.366502008493382
C34-A,salmo,1638,0.3657489615262316
C34-A,salmo,2596,0.3628297147874003
C34-A,salmo,2624,0.3590937755745323
C34-A,salmo,2493,0.3565963402880436
C34-A,seconda_lettura,2235,0.8033274037213665
C34-A,seconda_lettura,292,0.7900328678536537
C34-A,seconda_lettura,2391,0.7884425363168562
C34-A,seconda_lettura,2098,0.7873085344078211
C34-A,seconda_lettura,1841,0.7814671530480122
C34-A,seconda_lettura,1696,0.7812671498553829
C34-A,seconda_lettura,2892,0.7809545977896923
C34-A,seconda_lettura,1458,0.7794612473722069
C34-A,seconda_lettura,450,0.7791584349342262
C34-A,seconda_lettura,2679,0.7755636450444204
C34-A,versetto,2024,0.508235363830213
C34-A,versetto,2095,0.358850212951521
C34-A,versetto,2123,0.3429570619666693
C34-A,versetto,2142,0.3420568631360082
C34-A,versetto,1638,0.3406599807445389
C34-A,versetto,102,0.3232710135152088
C34-A,versetto,2094,0.3182160749174296
C34-A,versetto,2596,0.3173327286513348
C34-A,versetto,2074,0.3054282497465714
C34-A,versetto,1968,0.3038382410209424
C34-A,vangelo,2618,0.7399210317807616
C34-A,vangelo,2192,0.7311485587451519
C34-A,vangelo,2918,0.7252504764126806
C34-A,vangelo,2723,0.681150037954742
C34-A,vangelo,2108,0.6740355465778199
C34-A,vangelo,2544,0.6709369785327616
C34-A,vangelo,2534,0.6682343105133959
C34-A,vangelo,2722,0.6652461434588357
C34-A,vangelo,1783,0.6590238016392436
C34-A,vangelo,1706,0.6574722637267163
C35-A,liturgia,1709,0.7544943101117734
C35-A,liturgia,2980,0.7343069849338629
C35-A,liturgia,1604,0.7149756722359284
C35-A,liturgia,2528,0.7149465699264538
C35-A,liturgia,1932,0.6938219152496147
C35-A,liturgia,1578,0.6921997236449766
C35-A,liturgia,2445,0.6909641281117682
C35-A,liturgia,2199,0.6892368715397329
C35-A,liturgia,2327,0.6872097235887723
C35-A,liturgia,2916,0.6844917735329401
C35-A,prima_lettura,2800,0.5430253283292116
C35-A,prima_lettura,2825,0.5148599912631503
C35-A,prima_lettura,2233,0.4881455853402202
C35-A,prima_lettura,2728,0.486730419205758
C35-A,prima_lettura,227,0.4854707850351094
C35-A,prima_lettura,1709,0.4843142668673634
C35-A,prima_lettura,1786,0.4822597746601115
C35-A,prima_lettura,2227,0.4565310132294021
C35-A,prima_lettura,1932,0.4517759427186412
C35-A,prima_lettura,295,0.4508930989302551
C35-A,salmo,2596,0.6009988031341155
C35-A,salmo,102,0.5498279411221748
C35-A,salmo,2063,0.5457259741953561
C35-A,salmo,2755,0.5336010400804486
C35-A,salmo,2142,0.530966470707174
C35-A,salmo,2493,0.5281672962199861
C35-A,salmo,100,0.5271038904414663
C35-A,salmo,2140,0.5200000984335292
C35-A,salmo,2452,0.5127319615892785
C35-A,salmo,2303,0.5113735672321956
C35-A,seconda_lettura,1710,0.8510327673319141
C35-A,seconda_lettura,1654,0.7553440293438392
C35-A,seconda_lettura,1664,0.6905495663171338
C35-A,seconda_lettura,1416,0.6748205932573502
C35-A,seconda_lettura,2529,0.6682052785550746
C35-A,seconda_lettura,2215,0.6476690756990093
C35-A,seconda_lettura,1542,0.641643625491377
C35-A,seconda_lettura,2354,0.6298052729933018
C35-A,seconda_lettura,1709,0.6281278183748407
C35-A,seconda_lettura,2351,0.6277197513863213
C35-A,versetto,2024,0.5839191045085931
C35-A,versetto,2273,0.4653758914588604
C35-A,versetto,2799,0.4600741893077769
C35-A,versetto,2184,0.4582454361124116
C35-A,versetto,446,0.4516824629809625
C35-A,versetto,2596,0.4398612775115183
C35-A,versetto,2140,0.4393479901528166
C35-A,versetto,1566,0.4391346170181452
C35-A,versetto,2127,0.4366385599966095
C35-A,versetto,1725,0.4354958680159538
C35-A,vangelo,1664,0.6443059505601698
C35-A,vangelo,2354,0.6031788983966889
C35-A,vangelo,201,0.5894912851160871
C35-A,vangelo,1950,0.5779448698071568
C35-A,vangelo,1853,0.5690795775310402
C35-A,vangelo,1702,0.563572168117894
C35-A,vangelo,1477,0.561022225456271
C35-A,vangelo,2738,0.5593567438341864
C35-A,vangelo,2529,0.550490718076631
C35-A,vangelo,2811,0.5398231625774856
C36-A,liturgia,2295,0.757337109776216
C36-A,liturgia,2296,0.7464110720654867
C36-A,liturgia,3022,0.7384088525166786
C36-A,liturgia,2439,0.736523383732432
C36-A,liturgia,2478,0.7308978119453966
C36-A,liturgia,1698,0.728775989379839
C36-A,liturgia,160,0.7286368243344856
C36-A,liturgia,1578,0.7286277539913923
C36-A,liturgia,184,0.7279885655467653
C36-A,liturgia,1728,0.7250877405614213
C36-A,prima_lettura,2528,0.7650806160587325
C36-A,prima_lettura,3022,0.7562241107939863
C36-A,prima_lettura,2296,0.7510613485395159
C36-A,prima_lettura,2287,0.7489690754020771
C36-A,prima_lettura,266,0.7486588635008139
C36-A,prima_lettura,2295,0.7418241626054827
C36-A,prima_lettura,2478,0.7346903210650867
C36-A,prima_lettura,2439,0.73168429963274
C36-A,prima_lettura,2445,0.7315313934413108
C36-A,prima_lettura,453,0.7307876281699064
C36-A,salmo,2596,0.540195229226723
C36-A,salmo,2142,0.4788453452340865
C36-A,salmo,2063,0.4702771061763686
C36-A,salmo,2885,0.4665330711991926
C36-A,salmo,100,0.4658095670705638
C36-A,salmo,2024,0.4546013390651393
C36-A,salmo,2755,0.453294641031668
C36-A,salmo,102,0.4503980640554269
C36-A,salmo,2140,0.4491334680080414
C36-A,salmo,2074,0.4434805523056895
C36-A,seconda_lettura,2825,0.6824238445520809
C36-A,seconda_lettura,2974,0.6159559544246728
C36-A,seconda_lettura,2714,0.6145625992155823
C36-A,seconda_lettura,1814,0.5992384611477003
C36-A,seconda_lettura,1697,0.5637253737202027
C36-A,seconda_lettura,48,0.5635767993748991
C36-A,seconda_lettura,168,0.5581490886270277
C36-A,seconda_lettura,1666,0.5567751343427465
C36-A,seconda_lettura,2800,0.5539408817266284
C36-A,seconda_lettura,1766,0.5520566239980773
C36-A,versetto,2123,0.3898665530439081
C36-A,versetto,1938,0.3852830948331624
C36-A,versetto,2328,0.3631232090556376
C36-A,versetto,2184,0.3532103530203382
C36-A,versetto,1845,0.3411979903412107
C36-A,versetto,2913,0.3406024387878664
C36-A,versetto,2140,0.3399787181675019
C36-A,versetto,2150,0.3392051628839072
C36-A,versetto,2274,0.3370934243451635
C36-A,versetto,2307,0.3367325256769864
C36-A,vangelo,66,0.5794413912241939
C36-A,vangelo,2193,0.574433342760794
C36-A,vangelo,2106,0.5636664888895844
C36-A,vangelo,2795,0.5505135313307715
C36-A,vangelo,1552,0.5459373905290382
C36-A,vangelo,1626,0.5423161628515417
C36-A,vangelo,268,0.5408838678446515
C36-A,vangelo,1749,0.5397745285486182
C36-A,vangelo,276,0.5396225189730791
C36-A,vangelo,2697,0.5386187356059597
C37-A,liturgia,2533,0.8482455721613462
C37-A,liturgia,184,0.8302221289312408
C37-A,liturgia,1578,0.8279249915803719
C37-A,liturgia,1836,0.821402744028142
C37-A,liturgia,2597,0.8173645862649364
C37-A,liturgia,82,0.8171256156449049
C37-A,liturgia,2598,0.8152825919289538
C37-A,liturgia,2238,0.7946512104334237
C37-A,liturgia,2155,0.7789841080262934
C37-A,liturgia,2472,0.7678013106844035
C37-A,prima_lettura,254,0.7890036079329794
C37-A,prima_lettura,2254,0.7720323154008514
C37-A,prima_lettura,368,0.7697378259419431
C37-A,prima_lettura,2247,0.7557937925745983
C37-A,prima_lettura,2031,0.7533924793886744
C37-A,prima_lettura,137,0.7518600018456699
C37-A,prima_lettura,1672,0.749456666698218
C37-A,prima_lettura,2326,0.7484282038335317
C37-A,prima_lettura,434,0.7473054476320826
C37-A,prima_lettura,2449,0.7458621706601123
C37-A,salmo,2142,0.5136588151312415
C37-A,salmo,2596,0.5014337741590527
C37-A,salmo,100,0.4652437940715405
C37-A,salmo,2493,0.4250582113833968
C37-A,salmo,2885,0.4196436527662262
C37-A,salmo,1720,0.4097423188847627
C37-A,salmo,1705,0.3996230157342971
C37-A,salmo,2897,0.3932904994686867
C37-A,salmo,102,0.3930345236417762
C37-A,salmo,2063,0.3887717292792353
C37-A,seconda_lettura,2524,0.8678752855970249
C37-A,seconda_lettura,2805,0.8672450721641315
C37-A,seconda_lettura,2756,0.8595146440913051
C37-A,seconda_lettura,2892,0.8579531087932567
C37-A,seconda_lettura,1734,0.8568197755364554
C37-A,seconda_lettura,2454,0.8568173829717552
C37-A,seconda_lettura,1584,0.855072882732579
C37-A,seconda_lettura,1957,0.8549425537967554
C37-A,seconda_lettura,2453,0.8474313054331633
C37-A,seconda_lettura,1458,0.844903907438793
C37-A,versetto,2024,0.5348534193787261
C37-A,versetto,2123,0.4440091342355603
C37-A,versetto,102,0.4388328863531711
C37-A,versetto,101,0.3902909555832936
C37-A,versetto,2094,0.38601414584115
C37-A,versetto,2596,0.3827137866517276
C37-A,versetto,1922,0.3659741244729407
C37-A,versetto,2755,0.3608622351739788
C37-A,versetto,2140,0.358464962904175
C37-A,versetto,2095,0.3509046402528425
C37-A,vangelo,1648,0.8131339603973757
C37-A,vangelo,2463,0.8131339603973757
C37-A,vangelo,1645,0.805305252483885
C37-A,vangelo,1646,0.8024483492821306
C37-A,vangelo,1743,0.7999543362810602
C37-A,vangelo,1742,0.7994406800791128
C37-A,vangelo,1754,0.7874748368988678
C37-A,vangelo,1744,0.7854167818900947
C37-A,vangelo,1572,0.784593029922455
C37-A,vangelo,1632,0.7827426084359996
C38-A,liturgia,2087,0.7872382588147152
C38-A,liturgia,1740,0.7772559793537182
C38-A,liturgia,187,0.7561195703003017
C38-A,liturgia,2173,0.7505877690524864
C38-A,liturgia,474,0.743220661748523
C38-A,liturgia,1382,0.7431393772611544
C38-A,liturgia,2007,0.7425700532927871
C38-A,liturgia,2598,0.7418756497693656
C38-A,liturgia,3021,0.7407445579423635
C38-A,liturgia,2578,0.7385557059137774
C38-A,prima_lettura,1740,0.6023889659394983
C38-A,prima_lettura,2087,0.5840334827092543
C38-A,prima_lettura,188,0.5834513849063228
