id_canti,titolo,score_vector_similarity,score_text_similarity,score_deviation,score_selection,score_history,score,adeguatezza
2009,Camminiamo incontro al Signore,,0.27,-0.1,,,11.0,:material-dots-horizontal: Mh
2554,Ora e per sempre (Over and over),,0.27,-0.09,,,11.0,:material-dots-horizontal: Mh
2918,Dio ha tanto amato il mondo,,0.27,-0.09,,,11.0,:material-dots-horizontal: Mh
353,Padre perdona,,0.27,-0.1,,,11.0,:material-dots-horizontal: Mh
2110,Giù dai Colli,,0.29,-0.12,,,11.0,:material-dots-horizontal: Mh
2356,Passa questo mondo,,0.24,-0.06,,,11.0,:material-dots-horizontal: Mh
207,Gli angeli delle campagne,,0.25,-0.07,,,11.0,:material-dots-horizontal: Mh
2597,Glorifica il Signore Gerusalemme,,0.3,-0.12,,,11.0,:material-dots-horizontal: Mh
2891,Canto penitenziale,,0.29,-0.11,,,11.0,:material-dots-horizontal: Mh
1908,Luce,,0.33,-0.16,,,11.0,:material-dots-horizontal: Mh
1682,Benedetto sei Tu,,0.25,-0.06,,,11.0,:material-dots-horizontal: Mh
1946,Aprite le porte a Cristo,,0.33,-0.17,,,11.0,:material-dots-horizontal: Mh
2122,Tu sei la forza,,0.34,-0.17,,,11.0,:material-dots-horizontal: Mh
2092,Risuscitò,,0.21,-0.01,,,11.0,:material-dots-horizontal: Mh
2164,Trasformaci in te,,0.26,-0.1,,,10.0,:material-dots-horizontal: Mh
2438,Io ho un amico,,0.26,-0.09,,,10.0,:material-dots-horizontal: Mh
225,Il canto della creazione,,0.34,-0.2,,,10.0,:material-dots-horizontal: Mh
2132,Ora che il giorno finisce,,0.32,-0.18,,,10.0,:material-dots-horizontal: Mh
1832,Vieni Signore non tardare,,0.23,-0.07,,,10.0,:material-dots-horizontal: Mh
2484,Come la cerva - Salmo 41,,0.21,-0.03,,,10.0,:material-dots-horizontal: Mh
1898,Chiamati per nome,,0.26,-0.11,,,10.0,:material-dots-horizontal: Mh
2630,Lode e Gloria al tuo nome,,0.22,-0.05,,,10.0,:material-dots-horizontal: Mh
1644,Santo Rock (Santo sei Signore),,0.22,-0.06,,,10.0,:material-dots-horizontal: Mh
2363,Ave Maria ,,0.25,-0.09,,,10.0,:material-dots-horizontal: Mh
422,Semina la Pace,,0.28,-0.12,,,10.0,:material-dots-horizontal: Mh
1746,"Alleluia, oggi è nato",,0.25,-0.08,,,10.0,:material-dots-horizontal: Mh
117,Cantiamo Te,,0.32,-0.23,,0.13,10.0,:material-dots-horizontal: Mh
2155,Isaia 62,,0.28,-0.13,,,10.0,:material-dots-horizontal: Mh
69,Ave Maria (Verbum Panis),,0.16,0.03,,,10.0,:material-dots-horizontal: Mh
1893,Canterò le meraviglie del Signor,,0.25,-0.09,,,10.0,:material-dots-horizontal: Mh
1731,Emmanuele vieni tra noi,,0.27,-0.11,,,10.0,:material-dots-horizontal: Mh
2095,"Canoni - Confitemini, Domino (Ringrazia il Signore perché è buono)",,0.17,0.02,,,10.0,:material-dots-horizontal: Mh
39,"Alleluia, Signore sei venuto",,0.27,-0.12,,,10.0,:material-dots-horizontal: Mh
1817,Venite applaudiamo al Signore  (Salmo 94),,0.32,-0.17,,,10.0,:material-dots-horizontal: Mh
447,Symbolum ‘80 (Ma la tua Parola),,0.38,-0.25,,,10.0,:material-dots-horizontal: Mh
2478,Cristo Re,,0.27,-0.11,,,10.0,:material-dots-horizontal: Mh
2926,Alleluia,,0.25,-0.09,,,10.0,:material-dots-horizontal: Mh
2559,Niente ti fermerà (Magnificat),,0.23,-0.07,,,10.0,:material-dots-horizontal: Mh
2308,In unità,,0.32,-0.18,,,10.0,:material-dots-horizontal: Mh
2088,La tua anima è benedetta dal cielo,,0.28,-0.12,,,10.0,:material-dots-horizontal: Mh
2080,Esultiamo in Te Gesù,,0.31,-0.17,,,10.0,:material-dots-horizontal: Mh
1752,Mi basta la tua grazia,,0.32,-0.12,,0.06,10.0,:material-dots-horizontal: Mh
2350,Benedetto sei Signor ,,0.19,-0.02,,,10.0,:material-dots-horizontal: Mh
2682,Alla fredda tua capanna,,0.23,-0.06,,,10.0,:material-dots-horizontal: Mh
1977,Alleluia di taizé,,0.21,-0.03,,,10.0,:material-dots-horizontal: Mh
2601,Un canto il cuor,,0.26,-0.1,,,10.0,:material-dots-horizontal: Mh
1821,"Santo, Santo, Santo",,0.2,-0.02,,,10.0,:material-dots-horizontal: Mh
364,Preghiera dei poveri di Yahvè,,0.17,0.02,,,10.0,:material-dots-horizontal: Mh
2148,Gesù caricato della croce,,0.22,-0.06,,,10.0,:material-dots-horizontal: Mh
1876,Santo,,0.22,-0.05,,,10.0,:material-dots-horizontal: Mh
415,Se qualcuno ha dei beni,,0.31,-0.16,,,10.0,:material-dots-horizontal: Mh
116,Canterò per Te,,0.31,-0.17,,,10.0,:material-dots-horizontal: Mh
187,Emmanuel,,0.31,-0.16,,,10.0,:material-dots-horizontal: Mh
1837,Dio è la mia salvezza,,0.27,-0.11,,,10.0,:material-dots-horizontal: Mh
335,Oggi ti chiamo,,0.32,-0.17,,,10.0,:material-dots-horizontal: Mh
1883,Il canto del mare,,0.3,-0.14,,,10.0,:material-dots-horizontal: Mh
2373,Io ho una gioia nel cuore ,,0.27,-0.11,,,10.0,:material-dots-horizontal: Mh
2883,"Santo, Santo è il Signore ",,0.2,-0.02,,,10.0,:material-dots-horizontal: Mh
2503,Che magnifico nome,,0.3,-0.14,,,10.0,:material-dots-horizontal: Mh
1919,Festa con Te,,0.28,-0.13,,,10.0,:material-dots-horizontal: Mh
206,Giovane donna,,0.28,-0.14,,,9.0,:material-dots-horizontal: Mh
2306,Inno alla carita,,0.17,0.0,,,9.0,:material-dots-horizontal: Mh
478,Verbum Panis,,0.17,-0.01,,,9.0,:material-dots-horizontal: Mh
2207,Buono è il Signor,,0.24,-0.1,,,9.0,:material-dots-horizontal: Mh
1932,Ci nutri alla Tua mensa,,0.32,-0.19,,,9.0,:material-dots-horizontal: Mh
2514,E la montagna si muoverà,,0.22,-0.07,,,9.0,:material-dots-horizontal: Mh
1843,Il nostro cuore non si è perduto,,0.27,-0.13,,,9.0,:material-dots-horizontal: Mh
2999,Prenderemo il largo,,0.26,-0.13,,,9.0,:material-dots-horizontal: Mh
1967,"Tota pulchra es, Maria",,0.15,0.02,,,9.0,:material-dots-horizontal: Mh
2036,Danza della carità,,0.15,0.01,,,9.0,:material-dots-horizontal: Mh
2285,Dal profondo a Te grido,,0.26,-0.13,,,9.0,:material-dots-horizontal: Mh
1931,Dove tu sei,,0.21,-0.05,,,9.0,:material-dots-horizontal: Mh
47,Amare questa vita,,0.29,-0.16,,,9.0,:material-dots-horizontal: Mh
229,Il Mattino di Pasqua,,0.29,-0.15,,,9.0,:material-dots-horizontal: Mh
2379,Spirito d'Amore  ,,0.25,-0.1,,,9.0,:material-dots-horizontal: Mh
1902,Confidiamo in te,,0.26,-0.13,,,9.0,:material-dots-horizontal: Mh
2617,Ascolta la nostra lode ,,0.23,-0.09,,,9.0,:material-dots-horizontal: Mh
1896,Lode gloriosa,,0.24,-0.1,,,9.0,:material-dots-horizontal: Mh
2319,Joy to the world,,0.12,0.05,,,9.0,:material-dots-horizontal: Mh
2623,Eterno Signor,,0.26,-0.12,,,9.0,:material-dots-horizontal: Mh
2499,Buon Gesù,,0.23,-0.09,,,9.0,:material-dots-horizontal: Mh
3024,"Tota pulchra es, Maria",,0.15,0.01,,,9.0,:material-dots-horizontal: Mh
2649,Prenditi a cuore,,0.29,-0.16,,,9.0,:material-dots-horizontal: Mh
2114,"Arrivederci a te, amico Gesù",,0.26,-0.12,,,9.0,:material-dots-horizontal: Mh
2825,Li amò fino alla fine,,0.29,-0.15,,,9.0,:material-dots-horizontal: Mh
1884,Benedetto sei Tu Signore ,,0.17,-0.0,,,9.0,:material-dots-horizontal: Mh
2112,Luce,,0.27,-0.14,,,9.0,:material-dots-horizontal: Mh
184,Ecco la serva del Signore (v2),,0.29,-0.16,,,9.0,:material-dots-horizontal: Mh
1781,Gesù e la samaritana,,0.24,-0.1,,,9.0,:material-dots-horizontal: Mh
1835,Benchè sia notte,,0.21,-0.06,,,9.0,:material-dots-horizontal: Mh
2113,Con gioia veniamo a Te,,0.29,-0.15,,,9.0,:material-dots-horizontal: Mh
2097,Canoni - Questa notte,,0.16,0.01,,,9.0,:material-dots-horizontal: Mh
2238,"Alleluia, rendete grazie",,0.26,-0.13,,,9.0,:material-dots-horizontal: Mh
504,Luce,,0.28,-0.15,,,9.0,:material-dots-horizontal: Mh
2396,A te Signor leviamo i cuori,,0.2,-0.04,,,9.0,:material-dots-horizontal: Mh
2217,Benedirò il Signore,,0.3,-0.17,,,9.0,:material-dots-horizontal: Mh
2320,Magnificat,,0.26,-0.13,,,9.0,:material-dots-horizontal: Mh
2726,Io amo te,,0.27,-0.14,,,9.0,:material-dots-horizontal: Mh
452,Testimoni dell’amore,,0.34,-0.23,,,9.0,:material-dots-horizontal: Mh
2244,Che cosa mi manca?,,0.3,-0.18,,,9.0,:material-dots-horizontal: Mh
135,Come l’aurora verrai,,0.29,-0.16,,,9.0,:material-dots-horizontal: Mh
443,Su ali d’aquila,,0.29,-0.16,,,9.0,:material-dots-horizontal: Mh
2513,Dove troveremo tutto il pane,,0.22,-0.07,,,9.0,:material-dots-horizontal: Mh
61,Ascolta la Preghiera,,0.33,-0.21,,,9.0,:material-dots-horizontal: Mh
2205,Vidi la nuova Gerusalemme,,0.31,-0.19,,,9.0,:material-dots-horizontal: Mh
114,Canta Alleluia,,0.19,-0.03,,,9.0,:material-dots-horizontal: Mh
321,Noi canteremo gloria a Te,,0.32,-0.2,,,9.0,:material-dots-horizontal: Mh
1757,Chi ha sete,,0.27,-0.14,,,9.0,:material-dots-horizontal: Mh
2697,Parole di vita,,0.23,-0.09,,,9.0,:material-dots-horizontal: Mh
2435,"Sei pura, sei pia",,0.31,-0.19,,,9.0,:material-dots-horizontal: Mh
1480,Il canto del mare,,0.28,-0.15,,,9.0,:material-dots-horizontal: Mh
2794,O Signore nostro Dio,,0.26,-0.13,,,9.0,:material-dots-horizontal: Mh
2074,Misericordes sicut Pater! (Inno dell'Anno Santo della Misericordia),,0.23,-0.08,,,9.0,:material-dots-horizontal: Mh
294,Madre della speranza,,0.25,-0.12,,,9.0,:material-dots-horizontal: Mh
2239,Amore abbandonato,,0.31,-0.18,,,9.0,:material-dots-horizontal: Mh
1933,Se tu sei con me,,0.2,-0.05,,,9.0,:material-dots-horizontal: Mh
272,La luna,,0.22,-0.07,,,9.0,:material-dots-horizontal: Mh
1548,Benedici,,0.28,-0.15,,,9.0,:material-dots-horizontal: Mh
2430,Dolce signora dell'alleanza,,0.25,-0.1,,,9.0,:material-dots-horizontal: Mh
327,Nostalgia d’una sorgente,,0.31,-0.18,,,9.0,:material-dots-horizontal: Mh
222,I Tuoi passi,,0.29,-0.15,,,9.0,:material-dots-horizontal: Mh
2206,Vidi l’acqua,,0.12,0.02,,,8.0,:material-dots-horizontal: Mh
2344,Trisaghion,,0.28,-0.16,,,8.0,:material-dots-horizontal: Mh
479,Verremo a Te,,0.29,-0.18,,,8.0,:material-dots-horizontal: Mh
2231,Tu sei per me,,0.28,-0.17,,,8.0,:material-dots-horizontal: Mh
2994,Entrerò nella tua casa,,0.32,-0.21,,,8.0,:material-dots-horizontal: Mh
2740,Lodate Dio,,0.23,-0.11,,,8.0,:material-dots-horizontal: Mh
2594,Dio che tutto puoi,,0.29,-0.19,,,8.0,:material-dots-horizontal: Mh
368,Prendi la mia vita,,0.28,-0.16,,,8.0,:material-dots-horizontal: Mh
2230,Vieni con me,,0.29,-0.19,,,8.0,:material-dots-horizontal: Mh
2439,"T’adoriam, Ostia divina",,0.15,-0.01,,,8.0,:material-dots-horizontal: Mh
503,Lode al Nome Tuo,,0.24,-0.11,,,8.0,:material-dots-horizontal: Mh
160,Dio s’è fatto come noi,,0.28,-0.17,,,8.0,:material-dots-horizontal: Mh
266,L’anima mia magnifica il Signore,,0.25,-0.13,,,8.0,:material-dots-horizontal: Mh
2633,Salmo 50 ,,0.23,-0.11,,,8.0,:material-dots-horizontal: Mh
2234,Accorrete popoli del Re,,0.31,-0.2,,,8.0,:material-dots-horizontal: Mh
2406,"Lodate, lodate",,0.19,-0.06,,,8.0,:material-dots-horizontal: Mh
260,Jesus Christ you are my life,,0.2,-0.07,,,8.0,:material-dots-horizontal: Mh
318,Nella Tua tenda,,0.24,-0.12,,,8.0,:material-dots-horizontal: Mh
7,Accoglimi,,0.32,-0.21,,,8.0,:material-dots-horizontal: Mh
195,Fissa gli occhi,,0.33,-0.24,,,8.0,:material-dots-horizontal: Mh
2204,Sollevate porte i vostri frontali,,0.25,-0.14,,,8.0,:material-dots-horizontal: Mh
2786,Muovi le montagne,,0.3,-0.2,,,8.0,:material-dots-horizontal: Mh
2487,Pane e vino ti offriamo,,0.27,-0.15,,,8.0,:material-dots-horizontal: Mh
2752,Per accendere in cuore la speranza,,0.29,-0.18,,,8.0,:material-dots-horizontal: Mh
2453,Grazie Gesù,,0.26,-0.15,,,8.0,:material-dots-horizontal: Mh
2227,Il dono del saio,,0.34,-0.25,,,8.0,:material-dots-horizontal: Mh
1895,Questo è il giorno fatto dal Signore ,,0.27,-0.16,,,8.0,:material-dots-horizontal: Mh
1779,Cuore puro,,0.26,-0.15,,,8.0,:material-dots-horizontal: Mh
2921,Dio della storia,,0.35,-0.25,,,8.0,:material-dots-horizontal: Mh
2144,E' il segno del tuo amore,,0.28,-0.17,,,8.0,:material-dots-horizontal: Mh
2169,"Cantate al Signore, alleluia",,0.25,-0.14,,,8.0,:material-dots-horizontal: Mh
2450,Bellezza sei Tu,,0.26,-0.14,,,8.0,:material-dots-horizontal: Mh
1571,Segni nuovi,,0.28,-0.16,,,8.0,:material-dots-horizontal: Mh
220,Guarda questa offerta,,0.2,-0.07,,,8.0,:material-dots-horizontal: Mh
1570,Salve madre dell’amore,,0.24,-0.12,,,8.0,:material-dots-horizontal: Mh
1874,Alla Madonna di Czestochowa,,0.25,-0.13,,,8.0,:material-dots-horizontal: Mh
2585,Canto di nozze,,0.29,-0.19,,,8.0,:material-dots-horizontal: Mh
2618,Alleluia Padre Mio ,,0.23,-0.11,,,8.0,:material-dots-horizontal: Mh
2158,Alleluia è tempo della gioia,,0.26,-0.14,,,8.0,:material-dots-horizontal: Mh
194,Fermarono i cieli,,0.22,-0.09,,,8.0,:material-dots-horizontal: Mh
1592,E' bello stare insieme a te,,0.26,-0.14,,,8.0,:material-dots-horizontal: Mh
1724,Gloria a Dio,,0.31,-0.2,,,8.0,:material-dots-horizontal: Mh
2405,Le mie mani son piene (di benedizioni),,0.24,-0.12,,,8.0,:material-dots-horizontal: Mh
170,E' giunta l’ora,,0.26,-0.14,,,8.0,:material-dots-horizontal: Mh
2535,Il suo amore per me,,0.32,-0.22,,,8.0,:material-dots-horizontal: Mh
2245,E' la gioia che fa cantare,,0.26,-0.15,,,8.0,:material-dots-horizontal: Mh
2408,Absorbeat,,0.27,-0.16,,,8.0,:material-dots-horizontal: Mh
2011,Nostra Signora della speranza,,0.27,-0.16,,,8.0,:material-dots-horizontal: Mh
2151,Alzerò i miei occhi ,,0.27,-0.15,,,8.0,:material-dots-horizontal: Mh
2886,Accogli nel tuo grembo,,0.26,-0.15,,,8.0,:material-dots-horizontal: Mh
2497,Beato chi dimora in Te,,0.21,-0.1,,,7.000000000000001,:material-dots-horizontal: Mh
1954,"Ave Maria, Dolce Mamma dell'umanità",,0.22,-0.11,,,7.000000000000001,:material-dots-horizontal: Mh
2657,Annunciamo la Tua morte,,0.16,-0.05,,,7.000000000000001,:material-dots-horizontal: Mh
2652,Santo (Nato per noi),,0.18,-0.06,,,7.000000000000001,:material-dots-horizontal: Mh
1461,Credo,,0.12,0.01,,,7.000000000000001,:material-dots-horizontal: Mh
1990,Voglio adorare te,,0.14,-0.01,,,7.000000000000001,:material-dots-horizontal: Mh
1998,Celebra il Signore Terra tutta,,0.26,-0.16,,,7.000000000000001,:material-dots-horizontal: Mh
490,Vieni Spirito Forza dall'alto,,0.18,-0.07,,,7.000000000000001,:material-dots-horizontal: Mh
2575,Tu sei qui (Way maker),,0.22,-0.12,,,7.000000000000001,:material-dots-horizontal: Mh
1980,Dell'aurora tu sorgi più bella,,0.22,-0.12,,,7.000000000000001,:material-dots-horizontal: Mh
2681,Rendiamo grazie a te,,0.31,-0.24,,,7.000000000000001,:material-dots-horizontal: Mh
1578,Gioisci figlia di Sion,,0.22,-0.12,,,7.000000000000001,:material-dots-horizontal: Mh
1739,Emmanuel è Dio con noi,,0.21,-0.11,,,7.000000000000001,:material-dots-horizontal: Mh
1828,Tu mi conosci,,0.23,-0.14,,,7.000000000000001,:material-dots-horizontal: Mh
2277,Olio di Letizia,,0.19,-0.09,,,7.000000000000001,:material-dots-horizontal: Mh
319,Nelle mani della Creazione,,0.21,-0.1,,,7.000000000000001,:material-dots-horizontal: Mh
1696,Spirito di santità,,0.24,-0.15,,,7.000000000000001,:material-dots-horizontal: Mh
1640,"Sei Tu, Signore",,0.28,-0.2,,,7.000000000000001,:material-dots-horizontal: Mh
2494,"Amen, Alleluia",,0.14,-0.02,,,7.000000000000001,:material-dots-horizontal: Mh
2045,Dammi un cuore nuovo,,0.21,-0.1,,,7.000000000000001,:material-dots-horizontal: Mh
2648,Sanctus! Holy!,,0.18,-0.07,,,7.000000000000001,:material-dots-horizontal: Mh
462,Ti seguirò,,0.14,-0.02,,,7.000000000000001,:material-dots-horizontal: Mh
1681,Gesù mio buon pastore,,0.25,-0.16,,,7.000000000000001,:material-dots-horizontal: Mh
2578,Veglia al bambino Gesù,,0.25,-0.15,,,7.000000000000001,:material-dots-horizontal: Mh
49,Amen (Tutte le promesse),,0.2,-0.09,,,7.000000000000001,:material-dots-horizontal: Mh
2259,Benedici il Signore anima mia,,0.24,-0.14,,,7.000000000000001,:material-dots-horizontal: Mh
3008,Mistero della Cena,,0.19,-0.07,,,7.000000000000001,:material-dots-horizontal: Mh
2641,"Tuo è il regno, tua è la potenza",,0.2,-0.09,,,7.000000000000001,:material-dots-horizontal: Mh
410,"Santo, Signore",,0.13,0.0,,,7.000000000000001,:material-dots-horizontal: Mh
1790,Quando cammino per il mondo,,0.28,-0.19,,,7.000000000000001,:material-dots-horizontal: Mh
2638,Dall'eternità,,0.21,-0.1,,,7.000000000000001,:material-dots-horizontal: Mh
2644,La Tua dimora,,0.3,-0.21,,,7.000000000000001,:material-dots-horizontal: Mh
1944,Luce che sorgi nella notte,,0.32,-0.24,,,7.000000000000001,:material-dots-horizontal: Mh
2100,Salve dolce Vergine,,0.24,-0.15,,,7.000000000000001,:material-dots-horizontal: Mh
2461,Benedici il Signore anima mia,,0.24,-0.15,,,7.000000000000001,:material-dots-horizontal: Mh
2381,Il Signore è mio pastore  (Salmo 22),,0.19,-0.07,,,7.000000000000001,:material-dots-horizontal: Mh
2584,Re dei re (osanna),,0.17,-0.06,,,7.000000000000001,:material-dots-horizontal: Mh
1820,Alleluia - La tua parola,,0.26,-0.17,,,7.000000000000001,:material-dots-horizontal: Mh
2298,Celebriamo insieme,,0.15,-0.04,,,7.000000000000001,:material-dots-horizontal: Mh
1721,Maestà,,0.18,-0.06,,,7.000000000000001,:material-dots-horizontal: Mh
2229,Chiamati per nome v2,,0.24,-0.14,,,7.000000000000001,:material-dots-horizontal: Mh
2988,La tua Vita in me,,0.23,-0.12,,,7.000000000000001,:material-dots-horizontal: Mh
419,Segni del tuo amore,,0.24,-0.15,,,7.000000000000001,:material-dots-horizontal: Mh
2015,Chiesa di Dio,,0.33,-0.25,,,7.000000000000001,:material-dots-horizontal: Mh
293,Lui verrà e ti salverà,,0.24,-0.15,,,7.000000000000001,:material-dots-horizontal: Mh
223,Il canto del deserto,,0.34,-0.26,,,7.000000000000001,:material-dots-horizontal: Mh
2038,Salve o Dolce Vergine,,0.24,-0.15,,,7.000000000000001,:material-dots-horizontal: Mh
396,Santo C.M.,,0.15,-0.03,,,7.000000000000001,:material-dots-horizontal: Mh
2006,Innalzate nei cieli lo sguardo,,0.24,-0.14,,,7.000000000000001,:material-dots-horizontal: Mh
2767,Dite alla gente,,0.23,-0.12,,,7.000000000000001,:material-dots-horizontal: Mh
1662,Creati per te,,0.26,-0.16,,,7.000000000000001,:material-dots-horizontal: Mh
1573,Sei libertà,,0.24,-0.14,,,7.000000000000001,:material-dots-horizontal: Mh
2480,Eloì,,0.27,-0.17,,,7.000000000000001,:material-dots-horizontal: Mh
1635,Accogli nella tua bontà,,0.26,-0.16,,,7.000000000000001,:material-dots-horizontal: Mh
2143,E' un giorno di festa,,0.28,-0.2,,,7.000000000000001,:material-dots-horizontal: Mh
1872,Rimani con noi,,0.27,-0.17,,,7.000000000000001,:material-dots-horizontal: Mh
1581,La voce di Maria,,0.27,-0.18,,,7.000000000000001,:material-dots-horizontal: Mh
2086,"La Tua Parola, Signore",,0.25,-0.15,,,7.000000000000001,:material-dots-horizontal: Mh
2188,Io quante volte,,0.3,-0.21,,,7.000000000000001,:material-dots-horizontal: Mh
1822,Il seme del tuo campo,,0.28,-0.19,,,7.000000000000001,:material-dots-horizontal: Mh
129,Cieli e terra nuova,,0.29,-0.21,,,7.000000000000001,:material-dots-horizontal: Mh
2150,Santo nelle Altezze ,,0.16,-0.05,,,7.000000000000001,:material-dots-horizontal: Mh
2426,Ave Maria di Lourdes,,0.13,-0.01,,,7.000000000000001,:material-dots-horizontal: Mh
2481,Ave Maria di Fatima,,0.12,-0.02,,,6.0,:material-dots-horizontal: Mh
152,Davanti a questo amore,,0.29,-0.23,,,6.0,:material-dots-horizontal: Mh
2466,Alleluia,,0.26,-0.18,,,6.0,:material-dots-horizontal: Mh
2232,"Tu, nostro Pastore",,0.22,-0.13,,,6.0,:material-dots-horizontal: Mh
2599,Inno allo Spirito,,0.26,-0.2,,,6.0,:material-dots-horizontal: Mh
1675,Symbolum ‘77,,0.3,-0.25,,,6.0,:material-dots-horizontal: Mh
2014,"Maria, Maria (Piccola fanciulla)",,0.26,-0.18,,,6.0,:material-dots-horizontal: Mh
1389,Non per forza,,0.19,-0.11,,,6.0,:material-dots-horizontal: Mh
2933,Veniamo a Te,,0.25,-0.17,,,6.0,:material-dots-horizontal: Mh
1620,La scelta di Maria,,0.25,-0.17,,,6.0,:material-dots-horizontal: Mh
2515,E Nasce il sole,,0.28,-0.21,,,6.0,:material-dots-horizontal: Mh
1988,É l'ora che pia,,0.12,-0.01,,,6.0,:material-dots-horizontal: Mh
1829,Misericordias Domini,,0.11,-0.01,,,6.0,:material-dots-horizontal: Mh
2979,Il Signore è mia luce e salvezza,,0.24,-0.17,,,6.0,:material-dots-horizontal: Mh
1613,Come un prodigio,,0.23,-0.16,,,6.0,:material-dots-horizontal: Mh
2526,Grazie Gesù,,0.26,-0.18,,,6.0,:material-dots-horizontal: Mh
235,Il Signore è la Luce,,0.21,-0.13,,,6.0,:material-dots-horizontal: Mh
3028,Lu Missía,,0.16,-0.06,,,6.0,:material-dots-horizontal: Mh
355,Pane del cielo,,0.27,-0.21,,,6.0,:material-dots-horizontal: Mh
361,Popoli tutti acclamate,,0.3,-0.23,,,6.0,:material-dots-horizontal: Mh
2916,Seme dell'eternità,,0.3,-0.23,,,6.0,:material-dots-horizontal: Mh
492,Vivere la vita,,0.29,-0.22,,,6.0,:material-dots-horizontal: Mh
2266,Passa ancora in mezzo a noi,,0.29,-0.23,,,6.0,:material-dots-horizontal: Mh
1917,"Vieni, santo spirito di Dio",,0.24,-0.17,,,6.0,:material-dots-horizontal: Mh
2062,Canoni - Il Signore è la mia forza,,0.22,-0.14,,,6.0,:material-dots-horizontal: Mh
2923,Chiara ad Agnese,,0.28,-0.21,,,6.0,:material-dots-horizontal: Mh
2496,Aprite o porte i frontali,,0.19,-0.1,,,6.0,:material-dots-horizontal: Mh
241,In notte placida,,0.19,-0.1,,,6.0,:material-dots-horizontal: Mh
2369,Oh Maria quanto sei bella,,0.16,-0.06,,,6.0,:material-dots-horizontal: Mh
2864,Chi è costei che sorge come aurora,,0.29,-0.22,,,6.0,:material-dots-horizontal: Mh
1788,Purificami o Signore (Salmo 50),,0.26,-0.18,,,6.0,:material-dots-horizontal: Mh
2532,Hosanna (versione italiana),,0.2,-0.11,,,6.0,:material-dots-horizontal: Mh
2782,Nelle mani tue,,0.18,-0.1,,,6.0,:material-dots-horizontal: Mh
1910,Nel Signore io ti do la pace,,0.16,-0.06,,,6.0,:material-dots-horizontal: Mh
1903,Dona la pace,,0.18,-0.08,,,6.0,:material-dots-horizontal: Mh
2714,Eppure tu,,0.15,-0.06,,,6.0,:material-dots-horizontal: Mh
1407,Noi ti diamo gloria,,0.17,-0.08,,,6.0,:material-dots-horizontal: Mh
2338,Oggi ci hai chiamati,,0.24,-0.17,,,6.0,:material-dots-horizontal: Mh
446,Symbolum ‘77 (v2),,0.3,-0.25,,,6.0,:material-dots-horizontal: Mh
1890,Anima di Cristo,,0.21,-0.13,,,6.0,:material-dots-horizontal: Mh
370,Quale gioia,,0.23,-0.16,,,6.0,:material-dots-horizontal: Mh
273,La mia anima canta,,0.24,-0.16,,,6.0,:material-dots-horizontal: Mh
1576,Tu sei la perla preziosa,,0.24,-0.17,,,6.0,:material-dots-horizontal: Mh
2818,"Dio mio, Dio mio perchè mi hai abbandonato ",,0.27,-0.2,,,6.0,:material-dots-horizontal: Mh
425,Shalom,,0.21,-0.13,,,6.0,:material-dots-horizontal: Mh
1714,"Ti saluto, o Croce santa",,0.22,-0.15,,,6.0,:material-dots-horizontal: Mh
1763,Ho abbandonato,,0.3,-0.23,,,6.0,:material-dots-horizontal: Mh
2378,Saremo sempre amici,,0.21,-0.12,,,6.0,:material-dots-horizontal: Mh
1614,Come incenso,,0.24,-0.16,,,6.0,:material-dots-horizontal: Mh
2861,Mi ami tu?,,0.21,-0.13,,,6.0,:material-dots-horizontal: Mh
228,Il giovane ricco,,0.2,-0.11,,,6.0,:material-dots-horizontal: Mh
1718,Venite dal profondo,,0.3,-0.24,,,6.0,:material-dots-horizontal: Mh
2469,Il Tuo amore è grande,,0.27,-0.21,,,6.0,:material-dots-horizontal: Mh
1776,Osanna,,0.17,-0.08,,,6.0,:material-dots-horizontal: Mh
345,Pace a te (Nel Signore io ti do la pace),,0.16,-0.07,,,6.0,:material-dots-horizontal: Mh
2402,Dio ti adorerò ,,0.16,-0.08,,,5.0,:material-dots-horizontal: Mh
2614,Lode e onore a Te,,0.13,-0.05,,,5.0,:material-dots-horizontal: Mh
2723,Dio ha tanto amato il mondo,,0.24,-0.19,,,5.0,:material-dots-horizontal: Mh
1722,Padre ti preghiam,,0.16,-0.08,,,5.0,:material-dots-horizontal: Mh
1639,Mi perdo nel tuo amore,,0.23,-0.18,,,5.0,:material-dots-horizontal: Mh
2769,Signore delle Cime,,0.21,-0.14,,,5.0,:material-dots-horizontal: Mh
1623,La tua Croce,,0.19,-0.13,,,5.0,:material-dots-horizontal: Mh
2658,È nato Dio per noi,,0.17,-0.11,,,5.0,:material-dots-horizontal: Mh
1736,Come un fiume d'acqua viva,,0.15,-0.07,,,5.0,:material-dots-horizontal: Mh
10,Adesso è la pienezza,,0.25,-0.21,,,5.0,:material-dots-horizontal: Mh
2233,Cosa renderti,,0.23,-0.17,,,5.0,:material-dots-horizontal: Mh
2653,O cieli piovete dall'alto,,0.17,-0.11,,,5.0,:material-dots-horizontal: Mh
2415,Quando lo spirito ,,0.16,-0.09,,,5.0,:material-dots-horizontal: Mh
2486,Quanno nascette Ninno,,0.2,-0.13,,,5.0,:material-dots-horizontal: Mh
2372,Non sei più tu che cerchi me,,0.13,-0.06,,,5.0,:material-dots-horizontal: Mh
