id_canti,mean_text_similarity,max_text_similarity
86,0.09,0.16
2514,0.09,0.16
1815,0.09,0.46
2714,0.09,0.23
2885,0.09,0.2
2387,0.09,0.2
2001,0.09,0.16
2479,0.09,0.18
1738,0.09,0.24
2657,0.09,0.21
1995,0.09,0.3
2992,0.09,0.16
260,0.09,0.19
1975,0.09,0.25
2042,0.09,0.18
1969,0.09,0.42
2652,0.09,0.21
3010,0.09,0.16
2279,0.09,0.31
2167,0.09,0.25
2403,0.09,0.28
2396,0.09,0.19
2682,0.09,0.15
1694,0.09,0.25
1412,0.09,0.36
2571,0.09,0.18
496,0.09,0.16
2397,0.09,0.24
1605,0.09,0.44
2537,0.09,0.16
1784,0.08,0.14
2486,0.08,0.14
404,0.08,0.14
408,0.08,0.27
1707,0.08,0.32
1736,0.08,0.2
462,0.08,0.25
98,0.08,0.18
2369,0.08,0.2
114,0.08,0.19
1989,0.08,0.15
2268,0.08,0.16
1941,0.08,0.14
194,0.08,0.14
2812,0.08,0.16
2565,0.08,0.17
2202,0.08,0.17
2085,0.08,0.38
2161,0.08,0.16
323,0.08,0.23
2345,0.08,0.21
478,0.08,0.23
2802,0.08,0.21
2097,0.07,0.21
2443,0.07,0.32
69,0.07,0.27
2135,0.07,0.16
1689,0.07,0.13
1002,0.07,0.16
2653,0.07,0.14
2434,0.07,0.19
2034,0.07,0.14
1758,0.07,0.12
1671,0.07,0.2
317,0.07,0.23
2,0.07,0.27
2206,0.07,0.41
1651,0.07,0.19
2359,0.07,0.24
2328,0.07,0.14
49,0.07,0.13
2298,0.07,0.18
392,0.07,0.16
2761,0.07,0.16
1772,0.06,0.11
2883,0.06,0.13
2640,0.06,0.27
2304,0.06,0.1
2593,0.06,0.12
2494,0.06,0.17
1606,0.06,0.1
1789,0.06,0.17
255,0.06,0.13
1990,0.06,0.2
1567,0.06,0.18
64,0.05,0.09
1608,0.05,0.13
2724,0.05,0.27
1967,0.05,0.14
191,0.05,0.15
1904,0.05,0.1
1723,0.05,0.12
2053,0.05,0.1
1756,0.05,0.14
2426,0.05,0.14
410,0.05,0.18
1700,0.05,0.13
364,0.05,0.14
1603,0.04,0.08
2928,0.04,0.07
2893,0.04,0.09
2522,0.04,0.17
2741,0.04,0.14
1834,0.04,0.06
3028,0.04,0.08
2481,0.04,0.14
2039,0.04,0.11
3024,0.04,0.13
2083,0.03,0.11
2257,0.03,0.06
1977,0.03,0.06
1988,0.03,0.1
2563,0.03,0.05
2150,0.03,0.05
2624,0.03,0.16
2446,0.03,0.11
2439,0.03,0.06
1829,0.03,0.09
2089,0.02,0.06
2128,0.02,0.05
2095,0.02,0.04
1461,0.02,0.07
102,0.02,0.05
1935,0.02,0.08
1642,0.02,0.13
3023,0.02,0.14
261,0.02,0.06
1393,0.01,0.03
11,0.01,0.18
2581,0.01,0.06
2162,0.01,0.02
2121,0.01,0.04
2047,0.01,0.1
2185,0.01,0.07
2313,0.01,0.13
1911,0.01,0.07
2314,0.01,0.08
1840,0.01,0.14
2491,0.01,0.03
1720,0.01,0.04
2175,0.0,0.07
1968,0.0,0.13
502,0.0,0.03
2319,0.0,0.01
2094,0.0,0.04
1856,0.0,0.11
101,0.0,0.04
1699,0.0,0.19
