id_canti,similarity,mean_similarity,deviation,titolo,autore,raccolta,momento,link_youtube,score_similarity,score_deviation,score
2600,25.11,28.06,-2.9499999999999993,Lasciate che i bambini vengano a me,Daniele Esposito,,"21,8,10",fvcDLr9G-5Q,0.82599,-0.2740362285183464,0.5519537714816536
1812,13.6,13.98,-0.3800000000000008,"Vieni Spirito Santo, Vieni",P. Bordini,,6,JJuq6PeYw4Y,0.4473701314217443,-0.03529958197863453,0.4120705494431098
344,8.82,9.35,-0.5299999999999994,Pace a te,Marcello Giombini,Camminiamo nella speranza,30,o9OKvdTcqZI,0.290132688172043,-0.04923362749651643,0.24089906067552658
1725,13.32,15.45,-2.129999999999999,Innalziamo lo sguardo,Francesco Buttazzo,"Maranathà, vieni Signore","21,2",lE4ajzCUFaQ,0.4381595698924732,-0.19786344635392467,0.2402961235385485
275,8.35,8.97,-0.620000000000001,La Pace Sia con Te,Gen Verde,,30,F8fEmCpn4N0,0.27467210274790915,-0.05759405480724579,0.21707804794066338
2336,9.23,10.22,-0.9900000000000002,Nel tuo cuore sia la pace,D. Scarpa-F. Buttazzo ,Vieni soffio di Dio,"30,32",JVNkiDXoDQ4,0.30361958183990445,-0.09196470041802138,0.21165488142188307
2750,13.53,16.38,-2.8499999999999996,Riuniti nel suo nome,Zardini,,"29,52",CUVi2y0f8uo,0.4450674910394265,-0.26474686483975846,0.18032062619966804
1910,8.66,10.34,-1.6799999999999997,Nel Signore io ti do la pace,A. Costa - S. Varnavà,,30,84PLHM1ko80,0.28486951015531664,-0.15606130980027866,0.12880820035503798
2494,5.03,5.51,-0.47999999999999954,"Amen, Alleluia",Rns,La mia voce sale a Dio,"25,28,18",rYWPGadZC90,0.16546115890083632,-0.044588945657222434,0.12087221324361389
2674,15.78,20.11,-4.33,La Madre,Gen Rosso,Se siamo uniti,"31,32,7",PEevxYV2vhM,0.5190809318996416,-0.4022294472828611,0.11685148461678047
345,8.69,10.53,-1.8399999999999999,Pace a te (Nel Signore io ti do la pace),A. Costa - Stefano Varnavà,,30,84PLHM1ko80,0.28585635603345283,-0.1709242916860195,0.11493206434743333
2007,15.01,19.34,-4.33,Viene il Signore,Marco Frisina,,"31,2",M4HpP9L3Aig,0.4937518876941458,-0.4022294472828611,0.09152244041128471
2009,13.46,17.33,-3.8699999999999974,Camminiamo incontro al Signore,Galliano - Semprini,,"21,2",-VSZAKeNjtE,0.4427648506571088,-0.359498374361356,0.08326647629575279
2150,2.44,2.6,-0.16000000000000014,Santo nelle Altezze ,RnS,,27,c-ufebYihbw,0.08026346475507767,-0.014862981885740839,0.06540048286933683
2083,2.45,2.65,-0.19999999999999973,Anima Christi,Marco Frisina,Pane di vita nuova,"31,4",BYzT9zOJHF0,0.08059241338112307,-0.018578727357176007,0.06201368602394706
28,13.17,17.17,-4.000000000000002,"Alleluia, chi ascolta",Francesco Buttazzo,,25,6GlSrXdZx90,0.43322534050179207,-0.37157454714352084,0.06165079335827123
1671,5.54,7.09,-1.5499999999999998,Alleluia Canto per Cristo (v2),Eugenio Costa,,25,TObK5sUeuNI,0.18223753882915178,-0.14398513701811425,0.038252401811037534
1,10.61,14.0,-3.3900000000000006,Abbà Misericordia,De Luca - Aguila,,"21,4,11",CIoHu_60JQQ,0.3490144922341697,-0.3149094287041338,0.034105063530035895
2121,0.91,0.91,0.0,Who you say I am,Hillsong,,"32,10,11,12,14,15,16,20,52",lKw6uqtGFfo,0.029934324970131425,0.0,0.029934324970131425
2576,8.11,10.72,-2.610000000000001,Uomo di galilea,RnS,Vive Gesù il Signor,21,zp74gDOTECw,0.2667773357228196,-0.24245239201114735,0.024324943711672237
2047,0.72,0.85,-0.13,Vexilla regis prodeunt,Venanzio Fortunato-Urbano VIII,,4,,0.02368430107526882,-0.012076172782164421,0.011608128293104399
2563,2.24,2.99,-0.75,Ruah,RnS,Davanti al Re,6,uFc-BHb_gHA,0.07368449223416966,-0.06967022758941012,0.004014264644759541
64,3.86,5.19,-1.3300000000000005,Astro del ciel,Meli - F. Gruber - Picchi,,"21,26,31,3",,0.1269741696535245,-0.12354853692522066,0.0034256327283038457
2697,9.41,12.74,-3.33,Parole di vita,Pierangelo Sequeri,,"25,17",PpXox2XelvA,0.30954065710872164,-0.30933581049698095,0.0002048466117406944
1914,0.0,0.0,0.0,"Alleluja, Tradizionale",Pasquale gregoriano,,"25,5",6sLNiJd95jY,0.0,0.0,0.0
2273,0.0,0.0,0.0,Lode a te oh Cristo,,,"25,4",,0.0,0.0,0.0
2024,0.0,0.0,0.0,Venite fedeli (v2),Stefani - Wade,,"21,3",RHw_pm_ITWk,0.0,0.0,0.0
453,0.0,0.0,0.0,Ti esalto Dio mio Re,RnS,,"21,24,32,14",k-FQwfnrxl0,0.0,0.0,0.0
1755,0.0,0.0,0.0,Kyrie,--,,"22,11",,0.0,0.0,0.0
2142,0.0,0.0,0.0,Laudate Dominum,Taizè,,"21,14",mwRMT2_pi9c,0.0,0.0,0.0
1922,0.0,0.0,0.0,Alleluja (Terry),,,"25,5,10",,0.0,0.0,0.0
2013,0.0,0.0,0.0,Madonna nera,Jan Dobraczynski - Padre Adelfio Cimini,,"32,2,7,9,10,11,13,14,52",JfB9XLu2mtg,0.0,0.0,0.0
100,0.0,0.0,0.0,Canoni - Laudate omnes gentes,Taize,,"14,18",lbb-kaurSW0,0.0,0.0,0.0
