id_canti,similarity,mean_similarity,deviation,titolo,autore,raccolta,momento,link_youtube,score_similarity,score_deviation,score
1412,10.16,9.45,0.7100000000000009,Invochiamo la Tua Presenza,RnS,,21,IFAFqCqlbus,0.3408671685761048,1.8933333333333355,2.23420050190944
2083,3.4,2.65,0.75,Anima Christi,Marco Frisina,Pane di vita nuova,"31,4",BYzT9zOJHF0,0.11406972176759408,2.0,2.114069721767594
1840,1.26,0.73,0.53,Salvator Mundi,Marco Frisina,Salvatore del mondo,4,_FORNvFCJRY,0.0422728968903437,1.4133333333333333,1.455606230223677
2769,11.1,11.38,-0.28000000000000114,Signore delle Cime,Bepi de Marzi,,10,GOt_IfNcvpA,0.3724040916530278,-0.026590693257360028,0.34581339839566777
1467,20.82,25.57,-4.75,Non più due (Buttazzo),Buttazzo,,31,PpuOL1WRI3M,0.6985092962356793,-0.4510921177587844,0.24741717847689487
1839,13.72,15.97,-2.25,Se il chicco di frumento,Domenico Machetta,,"26,2,3,4,5,10",THmqpVOQ7yA,0.46030487725040925,-0.21367521367521367,0.24662966357519558
323,7.59,8.11,-0.5199999999999996,Noi crediamo in Te,"Valentino Meloni Dal Canto Africano ""Kumbaya""",,"21,32,14",,0.25464387888707035,-0.04938271604938267,0.2052611628376877
2384,8.37,9.29,-0.9199999999999999,Dai la mano a tuo fratello,RnS,Sempre canterò,"21,30,32,3,5",JPrPBoEy6d0,0.2808128150572831,-0.08736942070275402,0.1934433943545291
1719,16.49,20.4,-3.91,Vi darò un cuore nuovo,L. De Mattia - Guglielmo Amadei,,"21,31,4,11,12",3uyh87q1AyE,0.5532381505728314,-0.37132003798670465,0.18191811258612678
2520,11.14,13.23,-2.09,Effonderò il mio spirito,Recalcati Carlo,Esultanti cantiamo,6,dDpKUREFsYs,0.3737460883797054,-0.1984805318138651,0.1752655565658403
101,0.36,0.3,0.06,Canoni - Magnificat,Taize,,18,nLM0GiihIbs,0.012077970540098201,0.16,0.1720779705400982
1577,13.12,15.96,-2.8400000000000016,Manda il Tuo Spirito,RnS,,6,8a2IEWzOfRE,0.44017492635024547,-0.2697056030389365,0.17046932331130898
1605,8.08,9.24,-1.1600000000000001,Spirito Santo soffio di vita,Roland Patzleiner - Figli del Divino Amore,,6,CV2DEoKvTzY,0.2710833387888707,-0.11016144349477683,0.16092189529409387
317,6.23,6.76,-0.5299999999999994,Nella luce del Signor,RnS,Shalom,6,fZwY4SNQQRU,0.20901599018003275,-0.050332383665716934,0.15868360651431582
2121,0.95,0.91,0.039999999999999925,Who you say I am,Hillsong,,"32,10,11,12,14,15,16,20,52",lKw6uqtGFfo,0.031872422258592464,0.10666666666666647,0.13853908892525893
2365,14.38,18.06,-3.679999999999998,"Spirito di Dio, scendi su di noi",RnS - D. Iverson,Sempre canterò,"32,6,9,10",ZucFYqkbUcY,0.4824478232405892,-0.34947768281101593,0.13297014042957328
2359,6.0,6.74,-0.7400000000000002,T'invochiamo Spirito,RnS - A. Di Russo,Venti dello spirito,"21,6",iVKSgOEbrFU,0.20129950900163665,-0.07027540360873695,0.13102410539289971
2593,5.43,6.02,-0.5899999999999999,Quì è la vera e perfetta letizia,P. Gennaro Becchimanzi,,"32,10,54",6clnFSSzodg,0.18217605564648118,-0.05603038936372268,0.1261456662827585
462,6.39,7.44,-1.0500000000000007,Ti seguirò,Marco Frisina,,"31,20",Y_xgpeKRs3k,0.214383977086743,-0.09971509971509977,0.11466887737164323
2768,14.54,18.57,-4.030000000000001,La mano nella tua,Pierangelo Sequeri,Qui dove Tu ci chiami,"26,31,9,10,11",mIk1dgAUotI,0.48781581014729947,-0.38271604938271614,0.10509976076458333
1990,4.97,5.74,-0.7700000000000005,Voglio adorare te,RnS,,9,NOHPFNL88Iw,0.16674309328968903,-0.07312440645773982,0.09361868683194921
2064,13.1,16.8,-3.700000000000001,Crea in me o Dio un cuore puro,Spoladore,,"31,4,9,11",XE82L-FSMbc,0.43950392798690674,-0.35137701804368476,0.08812690994322198
2600,21.38,28.06,-6.68,Lasciate che i bambini vengano a me,Daniele Esposito,,"21,8,10",fvcDLr9G-5Q,0.7172972504091653,-0.634377967711301,0.0829192826978643
318,11.21,14.3,-3.09,Nella Tua tenda,Giuseppe Carrisi,,31,iuD4ZzY3vLc,0.3760945826513912,-0.2934472934472934,0.08264728920409775
2796,10.47,13.39,-2.92,Luce di miei passi,Pierangelo Sequeri,,"25,4",HSQ_6aI0oYo,0.351267643207856,-0.2773029439696106,0.07396469923824539
2145,11.22,14.61,-3.389999999999999,Fuoco d'amore,S.Russotto - M.Cascione,,6,2FCzg6Iz204,0.3764300818330606,-0.3219373219373218,0.05449275989573882
2411,15.86,21.03,-5.170000000000002,Alla porta del mio cuore,"RnS - G.Sanfratello, R.Mangione",Dio dell'impossibile,9,plK5T1ViwLE,0.5321017021276596,-0.49097815764482444,0.04112354448283517
2098,14.54,19.27,-4.73,"Spirito Santo, dolce presenza",RnS,,"31,6,9,16,19",Bb2WHAiP5SM,0.48781581014729947,-0.44919278252611583,0.038623027621183637
